group,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CLEC15A,CD27,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD370,CD54,FCERIA,CD2,CD303,CD98,CD38,CD45,CD71,CD304,CD49d,CD305,CD85j,CD328,CD101
healthy,0.511700444110584,0.520302587524172,-0.765110815947061,-0.298998073550624,-0.129400611881368,0.156153212608857,-0.355978651695358,0.631756316344788,-0.306915192758704,-0.118150618147651,-0.134551495016611,0.744828085494462,-0.577197821727509,0.432517186171833,0.322212074602608,0.235784714525264,-0.0928868231923452,-0.329809725158562,0.495837446716914,0.404164220867622,-0.652920855266452,-0.350758274298493,-0.0563016797386221,-0.391512817887668,-0.0126336616056154,-0.367745888585655,-0.283902144367261,-0.43835682130224,0.019172553259596,0.389704423380117,0.575552076761909
healthy,0.0977187926763307,0.244569085979995,-0.0580658809539028,-0.252303661862964,-0.299334002853358,-0.208170031794584,-0.507918244780957,0.236077256420162,0.0751175611266116,0.0370039548636606,0.0747899159663866,0.40519165253583,-0.21922875859664,0.431731734884651,0.27063118725629,0.324074569468986,-0.22075157351368,-0.007563025210084,0.097054793914304,0.231815053415996,-0.11727705385132,-0.0378134969584417,0.230532212885154,-0.161215771807914,-0.242703966315544,-0.0382894793781431,0.0173669467787115,-0.189915966386555,0.160158276378517,0.164977675738699,0.366165891843054
healthy,0.244065838317383,0.0605376324021074,0.0631295925777691,-0.0115074069091994,0.0733605657564469,-0.134142693676384,0.211203378775413,0.178665323734723,0.0849517391424978,0.117238456526664,-0.132196878751501,-0.30448117174891,-0.0444007017262282,0.226192429331199,-0.375874432096763,0.0714100245037553,0.137846938887091,-0.212292917166867,0.209947444723672,0.162537604043485,0.0591927987237597,-0.143275964341865,-0.0690036014405762,0.213576910812905,0.138083289512634,0.0697206708027508,-0.17234093637455,0.172005347389601,0.0788226164758407,0.271377839791856,-0.0001444744774234
healthy,-0.712210251603703,-0.790090941448492,0.698827902431451,0.525211821674949,0.185130143770902,0.119462286796125,0.320898436349592,-0.823208724641347,0.0923535371000815,0.212168708660453,0.170161290322581,-0.853017982476613,-0.0869051493407638,-0.803966548645343,-0.486330343385368,-0.476633892161593,0.265361388801511,0.0403225806451613,-0.734813693989539,0.0399193548387097,0.754064278494156,0.243734514980098,0.120564516129032,0.0836777905250586,0.084903608049082,0.688091122285007,0.228225806451613,0.613957290775171,-0.177224471463018,-0.65221046050906,-0.51596064883415
healthy,-0.514028314028314,-0.263388268256136,0.340959290216181,-0.113564026913697,0.200184115847423,0.226711422730889,0.122181759554098,-0.445459811721064,-0.049054181282983,0.257415756496637,-0.346718146718147,-0.155026148861534,0.134399504288987,-0.336537458522158,-0.125235072858107,-0.273201039424695,-0.252558637127069,0.0885456885456886,-0.413917869458465,-0.345262627303498,0.0060922183067828,0.118984556752379,-0.111855762979436,0.169072305332972,-0.115091303936024,-0.0064447004498184,-0.0167310167310167,0.092437730114426,-0.0764640152099438,-0.210128980684766,-0.51835168505295
healthy,0.573001425890276,0.640907128537471,-0.720949316417241,-0.618485457146072,-0.590359508650074,-0.233955352869479,-0.589670546451609,0.700328748932657,0.325700040524245,-0.174899218527684,0.131215280852533,0.616843963167203,-0.515864330647116,0.633574538538075,0.605438201091952,0.704736193906658,-0.132253083921339,-0.21829525243003,0.648914749038878,0.246588244227918,-0.724999239444719,-0.315581760432106,-0.333687053829828,-0.290404527622355,-0.528187298596968,-0.660250681939575,-0.207601775033764,-0.603726366238948,0.0365072968467072,0.640908805810914,0.687918656683322
healthy,0.42845673197304,0.337249234022252,-0.211397384679627,-0.225677461144678,0.10121979593831,0.718672319857179,-0.501164726214253,0.44021260717048,0.254963571856449,0.675937118482979,0.186846912678115,0.357525096674871,-0.470685758566185,0.313998238519352,0.155439780553728,0.322484941804206,-0.460872992270296,-0.42113339938228,0.328834893257385,0.667122035860592,-0.366819980221828,-0.450819878694052,-0.0981456110790868,0.258372157833292,0.0800490854796389,-0.383051522209821,-0.26123492875411,-0.133029743627209,-0.108062238681166,0.43409361091698,0.44412050071116
healthy,0.570828583992884,0.627377273427149,-0.679788207000965,-0.738125445171373,-0.561817144911054,0.15399757271535,-0.531154579166176,0.574315844885211,0.258279396850976,0.0815844067810207,-0.464081632653061,0.453917561683133,-0.548765137960957,0.593118993278065,0.251153240091978,0.437829306637284,-0.217820679072953,-0.478597645635082,0.341817311950013,0.45388894233464,-0.785142101877234,-0.63823785859423,-0.216629562066048,-0.274870100599569,-0.192518095524024,-0.566958400683078,-0.463567885847282,-0.650235135120799,0.0143163604908389,0.41988971353016,0.626558588649935
mild,0.109595946977709,0.260146745604309,-0.257045295315642,-0.398977188026323,-0.302781362182132,0.441434897433611,-0.243997343919824,0.351475347976125,0.211819403760937,0.0633074771599856,-0.361473955813578,0.151849557423572,-0.0743318377165381,0.116110464071575,0.342677733702314,0.237552029485624,0.0721018689727601,-0.234483036715855,-0.136192843121889,0.222756962203264,-0.598899008506468,-0.251032828112477,-0.318900177390743,0.191637190508523,-0.37899135043175,-0.38871168539122,-0.0405579745202387,-0.317323418655858,-0.423555098350864,0.248762310177743,0.277641047301236
mild,-0.231231897895737,-0.350622629536503,0.66382608482581,0.686805425600147,0.617830647955847,0.0957802911529057,0.39570455545491,-0.248342227750914,-0.0188240829854701,0.0897328996986081,0.230769230769231,-0.47275098675254,0.0975275673891133,-0.0205145294850626,-0.0027419559253566,0.0395989448754999,0.38418260473402,0.500158093769739,-0.003753501757736,0.156886849110812,0.691359085238577,0.477594848256896,0.309126447116624,0.566329773648564,0.436836393309878,0.577764752813145,0.284148030127647,0.746949410929192,0.290359370574479,-0.0688725621968082,-0.410545579176799
