group,CD86,CD47,CD33,CD11c,CD10,CD45RA,CD123,CD49f,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD39,CD244,ITGB7,CD54,CD41,CD2,CD303,CD98,CD18,CD38,CD45,CD71,CD26,CD304,CD49d,CD305,CD99,CD371,IgLambdaLight,CD328,CD101
healthy,0.113430519633935,-0.0597700364375836,0.266661859689425,0.226254742893391,0.224753406601476,-0.274990928958968,-0.376631567100265,-0.47469071645003,-0.377582793637425,-0.0805679165499887,-0.0367282314780843,0.328878635207175,-0.0072485653881002,-0.018528823672868,-0.163382949393871,0.296899343998572,0.107404024867536,0.0100656868695168,0.228129956607599,0.0865675555292364,-0.288734521292661,-0.501365643520142,0.36766650130258,-0.18950629701636,-0.34064280673714,-0.0404932593911096,0.167157483704411,-0.210820402611836,0.186135947656067,-0.143124992775985,-0.16215084937637,-0.281636967683479,-0.216373849042438,-0.149433197204562,0.37133796436122,0.161527173917639,0.0797704101169962,0.148514887493387
healthy,0.454606243850153,-0.38375350140056,0.219024880136603,0.323055440219994,-0.257574993062538,-0.326511159735765,-0.567647502129081,0.283391735580636,-0.618324084693334,-0.419523633120183,0.189180241656132,0.271648321286027,-0.236974789915966,0.503953595660871,-0.507082950125089,0.551072214446262,0.326000407195991,0.540171516753728,0.320617426138871,-0.219139667782393,-0.481232492997199,0.142942986170859,0.140294358203997,-0.71394310380268,-0.48856243281365,0.0403644107519992,-0.149299719887955,-0.2595419853693,-0.270872421960608,-0.130765399840348,-0.710287406445921,-0.390756302521008,-0.477871148459384,-0.143709160628834,-0.277871148459384,0.330900133194738,0.610191403417106,0.342355951203779
healthy,0.19901877881472,-0.139879876030502,0.0679126987596479,0.470020140373789,-0.263841392802166,-0.550100946644648,-0.657987625833709,-0.161787089873309,-0.308575582091459,-0.271043388059479,0.24055371741965,0.295876036073098,-0.334645858343337,0.47481195927006,-0.247155351227501,0.519111141791311,0.32598257922652,-0.0440644680959317,0.38219220967517,0.0451017868590513,-0.353853541416567,-0.256305578461457,0.34747098676357,-0.553476927410892,-0.358372994416253,0.262137859055822,-0.341656662665066,-0.224486442485842,-0.320398810549569,0.0417389837719369,-0.590048939563467,-0.187418967587035,-0.576955628782387,-0.116239119305729,0.230444177671068,0.0506800758154827,0.309692340947546,0.608382024430289
healthy,0.152084680498144,-0.690010442117614,0.435519898827087,0.41962832588071,-0.379939150508626,-0.791487910522538,-0.884227583034938,-0.320497316043017,-0.590190851781115,-0.296286756865552,0.448912343930035,0.587761646258414,-0.733467741935484,0.443118235608644,-0.0833760062203267,0.446948078709578,0.265575743071769,0.293257754246248,0.237568831317234,0.0969698948474519,-0.606048387096774,-0.328378386164124,-0.386693548387097,-0.781722521453261,-0.0670649734005791,0.143045914367243,-0.539516129032258,-0.551063618084301,0.49055417983914,-0.298156633086093,-0.80754801436836,-0.755241935483871,-0.720451853695437,-0.452075051796474,0.342073444531764,0.102062072615966,0.244631283838979,0.397980610103084
healthy,-0.380565561208754,-0.006199988882009,0.245817245817246,0.462924835116845,0.0311217833687641,-0.217775722199206,-0.042486306539477,0.0308699360697905,-0.11257930238349,-0.200407886097881,0.496814467854177,0.0005344189501821,0.25019305019305,-0.137888904514595,-0.284756370397341,-0.0067075307946156,-0.152773675266696,0.190996609560955,0.0097566594121507,-0.0390125833632934,-0.016988416988417,0.13729498830906,0.111740477441997,-0.106275363796101,-0.20536678764989,-0.397677411722595,-0.0796392413839762,0.105670190833108,-0.336567241061138,-0.239450278290759,-0.155405163119485,-0.0579150579150579,-0.25668443136294,-0.274866173769069,0.0512358410390724,-0.158059219403756,-0.0951776186037647,0.214423740525009
healthy,0.436000098030646,-0.0967562558231163,0.1161324089772,0.340852377416833,-0.252340288819985,-0.348946598718896,-0.443443617232846,-0.119540260920897,-0.183773876133513,-0.447800333098008,0.214791133681395,0.169257592739559,0.211221069055229,0.467582393841413,-0.153067187885637,0.220914462580906,0.434333286048536,0.358984341821001,0.160876072301769,0.0880772746562875,-0.292228780028238,-0.343145349940106,0.131743334241596,-0.459505951891598,-0.266768939799941,0.16111184236086,-0.374557849379381,0.0216734195125088,-0.217661401509421,0.0605676208473298,-0.466822722035196,-0.188500868223037,-0.469640033858727,0.0758145604959434,-0.130366610983695,-0.0942225358613368,0.258468935867225,0.200345073136209
healthy,0.433652443634336,-0.0568919330130731,0.718032619546078,0.706704979437014,-0.604458988708548,-0.566455734688096,-0.56602438357653,0.0692322275932116,-0.369281393089252,-0.554016029007051,0.758158493104563,0.68785616553629,0.281585677749361,0.546183600838418,-0.512408110510565,0.609909455019108,0.482327596241508,0.621260194050834,0.531719306489308,0.431331462740846,-0.399247323880806,-0.295267432691703,0.611405456708853,-0.707251270595244,-0.627431324516488,0.428856971612385,-0.146286654488133,-0.0512469171773713,-0.10278783777282,-0.155269306397622,-0.691772328468027,-0.30460358056266,-0.399913454819838,-0.246400837322206,0.227300961092935,-0.048775351970583,0.682166355701887,0.72619453572601
healthy,0.163685027546799,-0.273863775847846,0.501746825142898,0.524853583292848,-0.334988967537736,-0.350730975380796,-0.544446472159878,-0.0510967419194048,-0.421282454186352,-0.525613884273524,0.296493918326621,0.290428669476038,-0.481842918985776,0.241362525734513,-0.362560311702742,0.505117871023242,0.282236190279202,0.342578923808946,0.522922411734629,0.157210897393436,-0.458981011075203,0.0053858561462749,0.484582162437239,-0.731093974936963,-0.525548606493028,0.525586765686925,0.125266031891516,-0.0956075294770593,-0.248448405565601,-0.194780558827557,-0.43900352478842,-0.414365050929048,-0.50676816161407,-0.167312471052058,0.461255802821526,0.0538020813873777,0.306536051230304,0.589786638091879
mild,0.0745437545569182,-0.328705408488082,0.331685400962085,0.395484607343039,-0.43368141761778,-0.707919961644418,-0.689665855686362,0.113013604442579,-0.526189713776209,-0.460199082356486,0.406658776613252,0.448488414522537,-0.33954200935333,0.323477104931352,-0.275573948794687,0.326118955609729,0.227587906335027,0.310101672436686,0.215645738706846,0.340276202529454,-0.473360614525593,-0.115365810372771,-0.0129181868335899,-0.634538659140309,-0.295352771215281,0.244797174849501,-0.457668118045477,-0.224007246698042,-0.306674247478945,-0.293161805788638,-0.645533836477609,-0.254636348975972,-0.607443074379376,-0.209252221969966,0.404181724042198,0.115926703350024,0.277707830213536,0.428529399437235
mild,0.0057588894490306,-0.465456198693887,0.386411877529136,0.404591872083097,-0.0558925578016668,-0.703161900627995,-0.626152143444655,0.218619055404144,-0.670949717587762,-0.437589939208623,0.385186279311769,0.138054371657861,-0.333476649932346,0.397186803730064,-0.0726188930550591,0.345178700917926,0.126691117034852,0.166951321267007,0.132874417823585,0.152105608125726,-0.535519613737883,0.0985035663258093,-0.0888949467224297,-0.685588051526411,-0.441589440140369,0.0437182554052218,-0.258722646308124,-0.714285815136607,-0.553291657379727,-0.349113240345039,-0.552393537758995,-0.325499345593486,-0.58470851256009,-0.231449231268167,0.247780560477137,0.0142797099216996,0.119092705259384,0.465598660827809
