group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD95,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD303,CD98,CD45,CD304,CD36,CD305,CD319,CD371,CD85j,CD328,CD101
healthy,0.545515357943022,0.0362152057814672,-0.18217029014349,0.400794602241217,0.625744664876019,0.535958220137012,0.004627342814627,0.301836072206226,-0.169656767999184,0.0451052099593462,-0.145167973899825,-0.0675403296481815,-0.0957392812169309,-0.517754148125565,0.0177455773366527,-0.180413990607828,0.0311191082607199,0.246753246753247,0.101219441717072,0.490911550366191,0.333899161696238,0.646958885952081,0.448107441609919,0.195238672322767,0.646893265301237,0.119224409831581,0.114919963757173,0.127477082843059,-0.0969028305600051,-0.135013534084897
healthy,0.47843137254902,-0.283749540228253,-0.260266356827995,0.425135620853449,0.463438227625908,0.11877887730485,0.291839072594683,0.378232726085898,-0.0358964804366647,-0.619077051659719,-0.324322386695925,-0.5526269915482,-0.421903695391342,-0.321197974854282,-0.447072700775973,-0.497235533129284,-0.173352204159075,0.117086834733894,-0.279383163984528,0.396761980886609,0.422275824599649,0.261222775344709,0.353387305086349,0.122689075630252,0.203081232492997,0.0800787526785596,0.0397759103641457,0.0615329823070066,-0.64013598154776,-0.403782780308654
healthy,0.102688628186224,-0.0153792236587269,-0.262201516670923,0.593874767913195,0.512768084795821,0.42685568221744,-0.280251167539862,0.430540903299516,-0.0779639280820259,-0.290429167133772,-0.394411063062524,-0.0694872406434408,-0.182433526264774,-0.267229625074303,0.0071258410863619,0.199832844920828,-0.253974133522934,0.469099639855942,-0.49409337703996,0.640143432919348,0.434640375215975,0.315367166686383,0.602370009679841,-0.105824206589087,0.47588626707232,0.371301661888159,-0.0928211284513805,0.210699859206085,-0.0790112510878997,-0.460151210593795
healthy,0.424016361184296,-0.550151642355255,-0.685082695965325,0.60535150660388,0.360629315343629,0.327569074060207,0.0372170970403314,0.308592596607572,-0.652078635085362,-0.418286910093444,-0.699228682751262,-0.272925378295763,-0.796489722049829,-0.41260584688595,-0.512422102494546,-0.378202811956386,-0.524937314560074,0.161693548387097,-0.580424109836285,0.698244915431234,0.183397742794464,0.118358706116167,0.653613726602413,0.16458250633132,0.719241688207707,0.497632601814036,-0.439693460542008,-0.152479033293315,-0.392080276837816,-0.570102173457311
healthy,0.0276416170989571,-0.035006435006435,-0.0128733268942393,0.38398001570584,-0.0860414509793183,0.542580476889623,0.654642173285143,0.100948953777929,-0.0633245383897033,0.265606218240504,0.519653978581774,-0.175637268019833,0.0147049713574266,0.0228176991385452,-0.036454317949418,0.184655936208321,-0.0197734964086256,0.0435006435006435,0.154381571485442,-0.102213884924913,-0.269456829928689,0.341752861084636,0.0774828758625894,-0.227849591413833,-0.0652808828491709,-0.153659283959968,-0.147528326207982,-0.0951488309567346,-0.0055366481736262,0.102768855819193
healthy,0.313748758264532,-0.666570415052338,-0.708321733509886,0.761311898770292,0.612952063199174,0.386616502668982,0.223541794562051,0.565426252207257,-0.703876350239707,-0.502693096712833,-0.710315004623667,-0.507694992087987,-0.726249431526029,-0.581452438313448,-0.754804539717508,-0.647853165043593,-0.532341202768832,0.0623080512055366,-0.658455006108712,0.731996134285064,0.305423881209004,0.246864750144704,0.644086352626553,-0.0312148156064981,0.673263338706828,0.661331306542852,-0.437289434079283,-0.124455192055698,-0.611027626025606,-0.77572192232441
healthy,0.178729998050079,-0.623592182295404,-0.664259297470515,0.717813160842111,0.657072724461009,0.565982942733587,-0.170183639282967,0.446704699791235,-0.591979076212841,-0.564524295502513,-0.508505807936279,-0.395453838748479,-0.451949462714641,-0.693536272972397,-0.464955901168452,-0.671626632260885,-0.521354554134548,0.153092915444365,-0.406705181813395,0.760200563580984,0.605054863384228,0.264382937067287,0.714483312496648,0.265825177353876,0.57246931530613,0.315153603947047,-0.196061237297008,0.165435275122722,-0.645316434590648,-0.662352444926687
healthy,0.420104585618067,-0.601005719379898,-0.666684037230004,0.660553712245051,0.592103390157671,0.537361807919351,-0.17891609887252,0.506116989575851,-0.2551107131921,-0.26366949717418,-0.430214533967434,-0.250290933424937,-0.450996298556584,-0.64316497732944,-0.274678709242854,-0.421477512677829,-0.435662687927038,0.400155844639652,-0.374643087996894,0.730796189113601,0.634922574254411,0.496820128263538,0.56816520145201,0.0903905252386243,0.705939172613451,0.374376092506185,-0.511293707464472,-0.0289054837716681,-0.377282662849753,-0.637729972135834
mild,-0.205683050301482,0.249190162490529,0.0059124260364615,-0.0697752938799398,-0.168170056884819,-0.516167052561424,-0.311468870482674,0.0366088462461166,0.376912440175801,0.0950223188564643,-0.0764486989789172,0.290739706384051,0.0543531592682882,-0.0914401232214398,0.272798236076549,-0.0456241541056273,0.0742097313848764,-0.191263329810869,-0.230718082014075,-0.160139556199241,-0.232059416685371,-0.0339037995002443,-0.253319367438308,-0.134262830627568,0.0109783731715077,0.0867986538137215,0.224975926683764,0.179307832380326,-0.0048399164994914,0.143680051899765
mild,0.410701119360565,-0.558192860881507,-0.551163107594796,0.566854271878144,0.450624438058552,0.418782991848847,-0.046186856693254,0.397473014031047,-0.348883935760447,-0.164463136237197,-0.624341362068689,-0.0440626735615388,-0.380682649702548,-0.26349558778509,-0.137556914469289,-0.424724266527449,-0.385708618395495,0.222274217968573,-0.194016328057721,0.688258498803159,0.422062479674426,0.357010058377639,0.529814698163202,0.270738727573047,0.593882356785965,0.344063598234659,-0.314287882865197,0.315419689185595,-0.336586437992218,-0.563847042203153
