group,CD47,CD3,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD39,CD11a,CD244,ITGB7,CD62,TCR,FCERIA,CD41,CD2,CD303,CD49b,CD98,CD38,CD45,CD304,CD36,CD305,CD319,CD371,CD328,CD101,CD360
healthy,-0.0383802518241336,0.296573546126226,0.290175281397225,0.308288183319752,-0.335632352635294,0.0738921203665254,0.252733199758919,0.179368356221223,-0.151152927988098,0.400476030258944,0.23509873824134,-0.0098157656297191,0.403499589900886,-0.0495024504449523,-0.443717191490625,0.099273797216914,-0.0294299164185056,0.361519516954783,-0.0553667234893994,0.0941256978256344,-0.0873391023699604,0.275985475326791,0.0170430411594742,0.314683740890444,0.336864583564919,0.213530868781582,-0.357885561480197,-0.0702910822019898,-0.0518195882090361,-0.13030685661503,0.0209159210327645,0.0193765165921449,0.0171421678107791,-0.0907448564343463,-0.0777135066756167,-0.0499848988221081,0.253032671158285,0.370301164832847,-0.0789662474104633
healthy,0.688515406162465,-0.426804747196733,-0.142366172088792,-0.0972670175759981,0.773239118230363,0.39325063670539,0.368551480999092,-0.114475288937827,0.323913134793223,-0.12911153447381,-0.344067502551255,0.399719887955182,-0.328126341709301,-0.380220606759809,0.355392796336904,-0.261706651650403,-0.367809818170867,-0.549240503393874,0.249019607843137,0.0894811539267716,-0.05903762739343,0.0379549236660041,-0.0679235610811324,0.0883591331878779,0.174300044402016,0.143377750691997,0.708231558972259,-0.308081274928967,0.57699479422642,0.243977591036415,0.498354227708565,0.684995273278707,0.388235294117647,0.571708683473389,0.391879643136744,0.457983193277311,-0.340972696261318,-0.247397963092113,0.208552015170696
healthy,0.189549127394335,0.118012719504735,0.401763909484646,-0.0576525982923962,0.484539475107515,0.56991170372099,0.595964517490978,0.246824494142714,0.452838701435784,-0.0806673212539104,0.35261866104297,0.490132052821128,-0.121296166871122,0.310524411764295,0.200136804659611,-0.13011625210138,-0.15222794104521,0.0690857579665975,0.719567827130852,0.173161987634815,0.285386279684932,0.0962583602841716,-0.0300702126425274,-0.0534402900227881,0.22036995096583,0.297825408710075,0.429693625981391,0.104765123957493,0.184286682138149,0.656374549819928,0.660098755628995,0.487807751963171,0.175854931537747,0.712724029557918,0.153438106724359,0.351932773109244,0.0581169441105091,-0.030773063691202,-0.0497613747080651
healthy,-0.121493502823868,0.105374575536942,0.197981937325937,0.351039125073786,-0.127356486891713,-0.171440110761792,-0.299850134501067,0.184707074200163,-0.306699390493415,0.374296380711312,0.161997909569457,-0.317338709677419,0.147637727736337,0.122678579132944,0.0873462922308185,0.224720177120708,0.100952293502045,0.122952259570665,0.196774193548387,0.228996760084138,-0.126464904530218,-0.61954081003495,0.130837370340613,0.219374481012532,-0.233081885927955,0.111290322580645,-0.457618201687017,-0.201675086091262,0.0436247885227068,-0.232258064516129,-0.0514164736961203,-0.508905784159977,-0.0899556345879521,-0.449374784443851,-0.379913061599963,0.260185579862014,0.389985830914537,0.43111199084263,-0.454656582740484
healthy,-0.24567455944961,0.241022946532128,0.17966537966538,0.115345008972384,-0.140284974422802,-0.121313101691337,-0.0023292269458653,0.0285977308353462,0.0502882242067173,0.130124203886159,0.0812316804276794,0.0656370656370656,0.256531365378014,0.0908369503997829,-0.400859933979638,0.226379164318278,-0.0940246567950395,0.0121637407172966,-0.127155727155727,0.354491958641479,0.200407106318288,-0.309170261173673,-0.15493770226556,0.0979382256501972,-0.138718404775978,0.110710611290458,-0.333041267437464,-0.393009277085404,-0.0387326777250132,-0.0427835406787704,0.215979560775961,-0.162289274963609,-0.0989414892420615,-0.139701089297226,-0.212550727592203,-0.0594747702513855,-0.152653299644265,0.314616935797356,-0.0288230152790258
healthy,0.399401573004683,0.0764107621714009,-0.526426149895262,-0.616648207438149,0.698774811297355,0.794074202274981,0.465914206701396,-0.0192339976200618,0.562960730758679,-0.604414509958412,-0.386088356504992,-0.0616925661844344,-0.638296865390371,-0.431329445375356,0.563960563351085,-0.60017410655845,-0.581905610619655,-0.657892763164324,-0.173392931883717,-0.460043162839829,-0.115170504677351,-0.106139201117343,0.0715645546482438,-0.511789668959115,-0.0010792923953067,-0.318141000645966,0.732989520589558,-0.035922988517417,0.4263903007897,0.361791755096791,0.334908997363175,0.766523375860522,0.118738710346287,0.696946453809262,0.669660917078955,-0.318100320583087,-0.508535833217138,-0.594386635426982,0.186721805187818
healthy,0.176240518355813,0.0285434474581863,-0.794294552802334,-0.817276992008901,0.691055195074004,0.576051154876244,0.578244810051623,-0.146666198933873,0.607151224205183,-0.836587391141994,-0.670996759657289,-0.405991962002192,-0.669382475023798,-0.405340764935864,0.440060812411957,-0.667712562890065,-0.622390538288845,-0.749900302238536,-0.331993427796476,-0.6203642265379,-0.53837505833364,0.135110466006204,0.0823287975465257,-0.635589922808514,0.175466924700149,-0.576365673001099,0.733940808699257,0.0626636166806088,0.580045877412879,0.0526171556045737,0.242861058837361,0.747870581540591,0.201684465231029,0.459971905784126,0.414424090781992,-0.348679162788921,-0.7678414596439,-0.848866780300721,0.28950614484409
healthy,-0.0020298154495177,-0.0831055318754562,-0.165958737364762,-0.0242337774300696,-0.0274542557249212,0.0053098929095891,-0.0501414812826843,-0.367946903183565,0.146080462629799,0.396809617465984,-0.165541582246476,0.167792207792208,0.0785040089667377,-0.114579171234779,-0.0265663712047845,0.0482481088501091,-0.23889270832161,-0.0016977046302477,-0.330710523477615,-0.179956035151636,-0.163139510126745,0.205065633777716,-0.140367747273248,-0.0545793657287439,0.145900719546761,-0.381050273807303,0.199546280235126,0.121327240656328,0.0250319175382697,-0.286995812892505,0.0024375156343963,0.136572453216469,0.149803770741727,0.121739676785918,0.0433583156996601,-0.255733478026165,-0.0520021172497214,-0.20794999874311,0.166835442256878
mild,0.382144254367039,0.179617331581534,-0.344809643446197,-0.431769084936666,0.42955671520212,0.413412915579898,0.430974432235752,0.187663949229604,0.42562406090182,-0.317587116591687,-0.277448240580901,0.419932268988873,-0.269076717194213,-0.269077543650498,0.190411693876611,-0.410761801157559,-0.392730874668522,-0.171046023058109,-0.133432802421757,-0.274878902986838,-0.215971732165746,-0.0849921430029322,0.166304962799456,-0.214848584309403,0.242462365839547,0.168345232217479,0.532397140299624,0.24374463476388,0.208318327515044,0.346395742622158,0.181143157329876,0.586862210372251,0.257739218202605,0.368663457899085,0.143867469315198,-0.345011521581057,-0.005215832344112,-0.414517759652196,-0.116729216818426
mild,-0.523760218354369,-0.17519629556257,0.524736626740361,0.564573032116707,-0.711641805286324,-0.44550972346452,-0.499722113212621,-0.0942354477472137,-0.443134295825699,0.464341171881284,0.207599244572487,-0.0893157475435956,0.579064453491363,0.0450990613263086,-0.0224246593557613,0.365654861582256,0.208618209427835,0.406125891968909,-0.188632714708465,0.199483397743768,0.269952724123186,0.129886860732891,-0.159651276118738,0.199473637780572,0.146625022335156,0.0368273635630759,-0.681232892544869,-0.104756132035867,-0.45740874988493,-0.278770331196825,-0.46743936657908,-0.518936425672057,-0.263594957213122,-0.57180660126323,-0.312893123336553,0.323810608432454,0.221273158767321,0.606484328660351,-0.239540461976025
