group,CD47,CD52,CD33,CD11c,CD10,CD45RA,CD123,CD7,CD4,CD146,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD169,ITGB7,CD62,FCERIA,CD2,CD303,CD98,CD45,CD304,CD36,CD305,CD158e1,CD319,CD99,CD371,IgLambdaLight,CD328,CD101,CD224
healthy,-0.429919500670335,-0.131726978341217,0.305145241198333,0.414711991075097,-0.462140566337376,-0.543122673748891,-0.442417378903374,-0.142978296116774,-0.358620218625502,-0.0275664120441799,-0.275528181087862,0.432286674258791,0.140183098578687,-0.241618846270009,0.373026565843855,0.0462474947992568,-0.479599974479009,0.188635582173006,0.409439919657457,0.178690248311686,0.354143135737428,0.0444887992171774,-0.0566880719728399,0.0777719215449824,0.069118055549214,0.0610991788882176,0.0949709081734564,-0.620752559470397,-0.347386451778042,-0.627175596022173,-0.292075492210016,0.0650795574409222,-0.530945773040925,-0.572128534801774,-0.213181313394315,-0.12336926745958,0.0892479613409846,-0.147151119815817,0.239156185822093,0.390629045245629,0.406677009939213
healthy,-0.0913165266106443,-0.0959182759830304,0.408565641793279,0.357253065995993,-0.16150648213651,-0.584743846390056,-0.170966107415357,-0.391140780844295,-0.532539339973164,-0.288675134594813,-0.396272442751363,0.384729213712317,0.0378902045438327,-0.0355742296918768,0.515365460700997,0.0311059504224735,-0.0867909887078766,0.480310330094436,0.708500018412084,0.676348019272178,0.308487248681234,0.227489704810695,0.0,-0.0641837644059324,0.0899991750565097,0.125105312386646,0.225928576847996,-0.53536213543817,-0.262434707974523,-0.305063380536609,-0.432425221233892,-0.0033613445378151,-0.341456582633053,-0.213120039962212,-0.400163652034526,-0.19804182484199,-0.0170868347338936,-0.0073635634646951,0.0714714930854295,0.398288178622668,0.0891963768459061
healthy,0.1820234832483,0.0051752308184922,0.254367477022118,0.429533495034174,-0.17927973739594,-0.343341604915886,-0.397398953988206,-0.0172098547895121,-0.0136920505832268,-0.0621963937453906,-0.417571775812095,0.220954116923488,0.132046910111622,-0.218823529411765,0.241153058439764,0.0916977741824401,-0.0999400766022731,0.318980644783651,0.491261381398985,0.503205671609265,0.323444766362807,0.34260680965829,-0.118187269801063,0.178227146997261,-0.0460263051943393,0.414246728713229,0.165469240308018,-0.495679040952139,-0.230109882124813,0.0457527495710814,-0.454043280971185,0.33594667480748,-0.310561205596983,0.0865452087897593,-0.244074448678317,-0.267291951548283,0.157647058823529,-0.0750523895032679,0.438631555976669,0.45870646581956,-0.0550205552284816
healthy,-0.68577229667027,-0.007404228423436,0.515641029426881,0.565102176559703,-0.37365267025202,-0.763322533613793,-0.676885896137147,-0.081658259913816,-0.458475306868703,0.0,-0.395680077858789,0.654106242781523,0.47934766062347,-0.491129032258065,0.69861352555236,0.43695628747352,-0.216160016126773,0.667514463277223,0.349772469187582,0.554310575952433,0.364495296531278,0.435542857414929,-0.285773803324704,0.376566424990938,-0.424026599677715,0.490413973192689,-0.177016129032258,-0.773173609993174,-0.237440391262892,-0.413348121870771,-0.758988302139355,-0.044776123046021,-0.826946416615703,-0.224536559755125,-0.584505845394474,-0.36339244583275,0.322710796728079,0.224536559755125,0.426848079164246,0.460202959296865,0.0779169108440385
healthy,0.0196332981263621,-0.0018083300905859,0.551351351351351,0.413491259842966,0.174529546505512,-0.268011103516324,0.0646646929720343,-0.0454379379605578,-0.276272196079023,0.0395994189940887,-0.104301502058377,0.536327950142061,0.183572909387552,0.355469755469756,0.0529936325189937,0.243764980819671,-0.0899665054298845,0.318220739813785,-0.0494383481335145,0.416542168871086,0.276142794582031,0.331726420013127,0.06976762364308,0.120778682741155,0.0190620177919579,0.439433354562069,0.189495371883202,-0.155690023395562,-0.193384736267332,0.154381571485442,0.100332268366491,0.346941044522424,-0.277835437406071,-0.172274395452916,-0.172274395452916,-0.0480499138355703,0.350926891136963,-0.137074911902615,0.0255740415638925,0.514488194232679,0.179253158186767
healthy,-0.303225467949326,0.174681102199303,0.719518811052198,0.739105690643912,-0.499300987942767,-0.7635159334192,-0.503731874538008,-0.274174620040216,-0.398932407228761,0.0485388821103856,-0.56850815401798,0.734482474243257,0.550982633079276,0.145524997793932,0.461513267191289,0.721644473003799,-0.554917129217984,0.79757259768755,0.585110186213544,0.807553964691133,0.562573164903724,0.549445703270819,-0.121944030329156,0.176251657663905,0.252849441591947,0.730184202422618,0.299858514975498,-0.732514422791756,-0.271598659024461,-0.287413981606534,-0.6190238708792,0.195664385958586,-0.450494037274559,0.0008250935988699,-0.630288593536948,0.0030937703217569,0.523428537018917,0.0142761417971722,0.501506890488646,0.793860292216082,0.688313718633278
healthy,-0.0786382703423945,0.391246020710833,0.781163601224878,0.742937304753587,-0.558511295761108,-0.567987462763868,-0.464216979106404,0.106901302846374,-0.456850496201074,0.0062587954881234,-0.558179784285266,0.712710912093851,0.68872951313813,0.383412495432956,0.523311236010753,0.514468292947799,-0.38996673329255,0.609532642060366,0.588479780906395,0.630241466863323,0.651428171021387,0.619988692032292,-0.10383618744253,0.522793938156271,-0.119663739376841,0.573928764966629,0.594937866051678,-0.708712533551019,-0.577026216568042,-0.0765689233120724,-0.72133905814267,-0.151785041359203,-0.347529444524669,-0.0081711285517729,-0.339934995551099,-0.262427662963528,0.338558223032813,0.0212449342346096,0.782492865059602,0.78533909145493,0.402103723603685
healthy,-0.298181233782797,0.0573359864490414,0.463338434122057,0.565579273971424,-0.319973468369689,-0.532200937793927,-0.609152927817608,-0.001487547045086,-0.486836859035886,0.0295717662021306,-0.455473533995955,0.278166891136098,0.267447185382766,-0.420692640692641,0.292289351157917,0.260789681808249,-0.333238386037887,0.400819777832372,0.40404707556715,0.248508578222172,0.393854709521016,0.395948166588487,0.0746401230859728,0.227058168188674,0.0200457496096286,0.386664318907487,0.266453098629602,-0.703861461390474,-0.584493753745964,-0.294493957432831,-0.515252936752213,-0.118960244372939,-0.56993322411962,-0.130101855164103,-0.33911340487253,-0.346378788632954,0.447754787867784,-0.130843471514182,0.2931312928219,0.532169759688626,0.0322991195736241
mild,-0.132789881375957,0.0254789295223735,0.497698546150714,0.553662251852757,-0.283369018318808,-0.41545407061064,-0.622751528821212,-0.27514746382269,-0.455303634055512,-0.106986717377393,-0.571381504289137,0.296082732725513,0.325615456108143,-0.185050798258345,0.25973347243037,0.198764294121918,-0.222440107139279,0.46494668439096,0.319756958793839,0.502988455784138,0.41337978690626,0.583917841055604,-0.0642487480497604,0.155359773408359,0.185563293888276,0.103151735080367,0.0969272815900053,-0.608740520611791,-0.32585617881732,-0.0925896619685242,-0.632106499159965,-0.0384419098263168,-0.425331237063779,0.0053073189010469,-0.343556348328562,-0.363410392843258,0.511382309128684,0.0102590002964623,0.332074659241803,0.517863727084045,-0.12016675905229
mild,-0.326717981475705,-0.0339265535420659,0.398640181953065,0.337466200752246,0.001110448168245,-0.484517133098884,-0.425335015899171,-0.144792951975339,-0.468747602063079,0.0405321521182655,-0.492667068016757,0.368139961470279,0.458509400911797,-0.242327292960204,0.22872025642435,0.347400417462584,-0.045174810329368,0.26634356391922,0.009666988797304,0.155437017759289,0.304847614669929,0.155319162919899,0.181951621365353,0.408113789163803,0.0069353647071715,0.221943405982173,0.188279421147036,-0.614579245415841,-0.431537587073512,-0.261548425657673,-0.447345400883878,-0.19617403552443,-0.310345678936614,-0.109433365643632,-0.340245215059641,-0.117553340520309,0.270177302813941,-0.121830698612639,0.324160555274515,0.479105118316481,-0.132956698683253
