group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD32,CD1C,CD1d,CD303,CD98,CD304,CD36,CD305,CD101,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,HLA-DR,CD1C,CD1d,CD366,CD39,CD54,CD303,CD98,CD38,CD71,CD304,CD305,CD371,CD101
healthy,0.571001058759047,-0.209352619642761,-0.399562694597468,0.39580610466373,0.66409374000295,0.432650111472052,-0.237657782346683,-0.16155296673451,-0.23443061556409,0.597820705041527,0.254750064637231,0.40935440842563,-0.0075850300047694,0.584424536866755,-0.309014122394309,-0.401542709614555,-0.490534219945631,0.712263919735558,0.267508182592738,0.0993638930624803,0.240059506455068,-0.515347800258392,0.23301117487164,-0.737171546786665,-0.307733403911564,-0.417024949662227,-0.541549321040874,0.236786469344609,0.655150341113703,0.350669542126902,0.203780168770559,0.143686844661199,0.356527905295466,0.444426968345689,-0.0514950166112957,-0.527614687131766
healthy,0.16218487394958,-0.123412095923125,-0.260266356827995,0.426010985892955,0.484165723926265,0.769675892890295,-0.0696218027824021,-0.291636551025441,-0.379923926698493,0.638550712041117,0.375423244702935,0.599985603466683,0.173109243697479,0.578711484593838,-0.2152756763125,-0.285715148126915,-0.213595006895996,0.704377068455886,0.340216835826546,0.392279176347224,0.455603066451111,-0.0642662794914481,0.174789915966387,-0.467041143308859,-0.41993808749268,-0.76132677417088,-0.370269720167233,0.173669467787115,0.619512229273046,0.484645496873732,-0.133893557422969,0.192626711835432,0.55150901489619,0.403921568627451,0.173669467787115,-0.369406297965559
healthy,0.23174128715501,-0.0722091167976415,-0.649276926390513,0.571838966730389,0.608466434562069,0.36324769985887,-0.336137975996995,-0.537743031116453,-0.543142274193535,0.481426676505332,0.44991477521153,0.654379142190304,-0.0688760965086466,0.528271242946772,-0.642092735829102,-0.194754676744957,-0.622061437955571,0.792147348375607,0.5239804299894,0.518328188569945,0.485944105811569,-0.433073931160281,0.166386554621849,-0.498485556486724,-0.300510035975503,-0.197207661683055,-0.125492133975613,0.259447779111645,0.512478636491567,0.436523520420906,0.357791116446579,0.432688597370045,0.551427123621756,0.484296698978769,-0.440480192076831,-0.646908551743218
healthy,0.654087114040125,-0.562866078697288,-0.524231915311919,0.760873370404337,0.73013317759728,0.450382185829538,-0.6386964242907,-0.673597132797037,-0.618915090406386,0.772167855703752,0.262616886131717,0.746362776959813,-0.052843892964223,0.750705990888695,-0.412930135558733,-0.419374582837205,-0.557211383546517,0.633516883512624,0.565954059761869,0.538799533182416,0.367281986146435,-0.556781073365798,0.568548387096774,-0.534366553445686,-0.504685795197154,-0.347259134079647,-0.275188756640423,0.443951612903226,0.770156347124908,0.0790021045883844,0.271370967741936,-0.259951787607066,0.781325769764697,0.884227583034938,-0.344090387011315,-0.530102091832737
healthy,-0.0989414892420615,0.0391248391248391,-0.291709587423462,-0.0903168025807751,0.246901554984131,-0.154117182918088,-0.267713495631266,0.04376588556295,0.132860706124118,0.0443378110104754,0.404045918714167,0.311396208098044,0.0470165823552355,0.239711401822156,0.165228624080232,-0.331274131274131,-0.3367662315533,0.331606958587994,0.129863804894251,0.126813467052666,0.120691738096121,-0.413797542526212,-0.131274131274131,-0.142634602949132,-0.0777815590221776,-0.0234733801482735,-0.272648954163233,-0.35006435006435,0.307318567919936,0.312926597735179,0.0641753110181555,0.145836735011132,0.277415060271728,0.126122665664598,-0.0980947509341034,-0.234256326735731
healthy,0.40022345325901,-0.633964503108352,-0.677990006596087,0.771277968487094,0.681540411424684,0.439931828413403,-0.711068305616727,-0.713463161228277,-0.705608352188524,0.727245156307052,0.358430479388439,0.680106384533214,-0.0271237097426949,0.728175344036045,-0.716869044215046,-0.637794812606214,-0.682899934701409,0.753779849926631,0.520299885483663,0.407164447874461,0.576983383997467,-0.751349705912232,-0.0878359366863605,-0.680131647486684,-0.691976841264538,-0.629553441672229,-0.6201917280314,0.0212088566555104,0.73476033965409,0.317833337721829,0.194160396166956,0.39477241018965,0.583392404581025,0.610210262561149,-0.412023464938476,-0.806302181172023
healthy,0.250046269291692,-0.50102444208355,-0.601114681812256,0.744816959511268,0.764963787921972,0.566439793229788,-0.555366445052646,-0.549225548349168,-0.376624552262201,0.80347973406527,0.679268835686203,0.737512674806043,0.421124778281454,0.731343058418125,-0.594682047987313,-0.461302399150075,-0.566077232774514,0.788821048799174,0.701817660804113,0.756416503570042,0.290705823060835,-0.434672045399816,-0.0739495798319328,-0.364340599325539,-0.350624458109032,-0.667796782429092,-0.583531692139258,0.0540392415136554,0.759255040491953,0.588911291944519,0.32708504749607,0.240995275821924,0.708901079973725,0.743797997928864,-0.0477912967544701,-0.504115791137869
healthy,0.283797773312704,-0.0859474589768695,-0.213872109697425,0.463076178238491,0.478890685290305,0.415208822186896,-0.261984916409353,-0.203615683143638,-0.294807540753409,0.425506163002495,0.528590151758917,0.387230072081841,0.146031925799837,0.532417755066372,-0.280470376456044,-0.674510149870365,-0.760918207195622,0.597654119420393,0.579948516814868,0.551989241400731,0.518752782453211,-0.390274106743012,0.285528756957328,-0.481193712847968,-0.515478358346855,-0.690361769272005,-0.537074603892294,0.316568696874417,0.728011891665163,0.62394259584455,-0.0416728561251114,0.273852395398842,0.562352161128422,0.5773695027809,-0.576565112939733,-0.67547551812618
mild,0.346060924898922,-0.595448585951205,-0.603148447856566,0.522043826243921,0.616253395050656,0.623587348968272,-0.434647945497436,-0.341945294347733,-0.437685966739373,0.653457294061221,0.306007071478194,0.684307705470951,0.102592860612428,0.434130080267413,-0.562004442013792,-0.0086926800868789,0.236497041458463,-0.254257563245233,-0.487976944225576,-0.256790279672353,-0.321159423886387,0.0877328656952665,-0.480083857442348,0.0809456812717947,0.284302360940473,0.382687849620286,-0.159996423235652,-0.544640877406204,-0.433695373262741,-0.305763822613744,-0.245686179648444,-0.15976070595018,-0.58452702127353,-0.556425928464723,0.216580700140846,0.160121455809377
mild,0.328112208032804,-0.0062158428932447,-0.076619086706003,0.184465280849814,0.422777658602155,0.353540156503185,0.248947266810103,0.206710648088149,0.0446740969397279,0.454424098670749,0.403277049352759,0.326142601080966,0.293288636146904,0.312305140810102,-0.15425262200443,-0.506127232066107,-0.530122961369491,0.674521706507767,0.524322825618015,0.538487759068491,0.345279587946162,-0.348278896701258,0.162204883723871,-0.621299801033308,-0.38503111605225,-0.331317548766702,-0.362589385753374,0.332431170372913,0.696574522537461,0.447323939922772,0.18456518479238,0.493174312327559,0.559845582693874,0.617205042591828,-0.31823355401657,-0.562578830232386
