group,CD86,CD47,CD33,CD11c,CD10,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD39,CD370,CD54,FCERIA,CD303,CD98,CD18,CD38,CD45,CD304,CD36,CD49d,CD305,CD158e1,CD371,CD328,CD101
healthy,0.184029202426931,-0.404888901654595,0.335387584230873,0.431300470718101,-0.502058979602447,-0.526910056622059,-0.400950492790513,-0.329797104607377,-0.187796062045819,0.344077448867911,0.137019243923266,-0.227725762609484,0.488334038783273,0.126265154422604,0.203542019216413,0.43598752467415,0.384032847128588,-0.0883922994894898,-0.250830564784053,0.183450667438809,-0.633810976575726,-0.346765326576906,0.0613930061736178,-0.204843898212315,-0.517385887785207,-0.3041093288304,0.0071299282044833,-0.385684083358502,-0.446194226345681,-0.618098409652241,0.115675022651767,0.158222941738376,0.46890655489485
healthy,-0.09804088442468,0.513165266106443,0.178168315957275,-0.0822705177479984,0.282636343738893,0.406752955023821,0.552637935842616,0.202036411869598,0.212668215356194,-0.0396598211276053,-0.248730858860321,0.390756302521008,-0.385749215800801,-0.0277968067605083,-0.205686826538541,-0.0389844507738706,-0.347455550650614,0.254713354054247,0.451260504201681,0.0112202073889369,0.505281332664617,0.420769310776604,0.277645478123995,0.171148459383754,0.267105540258638,0.474227496885259,0.508963585434174,0.362464985994398,0.514565826330532,0.178224877803312,0.451260504201681,-0.196052237949755,-0.31995488279168
healthy,-0.164805266570286,0.0364144071582354,0.0987687919416015,-0.0597682899728511,-0.0290398567498249,-0.1945503167491,0.139269129772875,-0.0739370731494249,-0.212341021537468,-0.108570200778004,-0.0593338538827553,-0.162064825930372,-0.0573724913678467,0.0285564002644277,0.0395522460865585,-0.0470505214809145,-0.175004397361304,-0.0675973288458278,-0.185018007202881,0.0962118319922462,-0.0892137366010763,-0.0409584082072582,0.0411875931262451,-0.0861944777911164,-0.076703138986813,0.0844111774799659,0.309540824396731,-0.310540216086435,0.0790580599206187,0.142887534624158,0.0697719087635054,0.0687874334220031,0.0142066569466425
healthy,-0.141516862820025,0.828860159630606,-0.488597625143827,-0.499143240090507,0.366973284979376,0.806182889779274,0.803146495357008,0.567732440897431,0.310485802721729,-0.525961436384151,-0.414548496795687,0.605241935483871,-0.61495214650177,-0.226059404244976,-0.48267069466592,-0.472088111107071,-0.490978279772046,0.163299316185545,0.589516129032258,-0.310797332805243,0.790271432913348,0.272383629830831,-0.294589605825609,0.308467741935484,0.606311123153858,0.770642633074316,0.227914500189206,0.54758064516129,0.779749962594222,0.285773803324704,-0.348931048962236,-0.172582344078184,-0.466667618953362
healthy,0.175369826064505,0.184966334979937,-0.274903474903475,0.0092687953638522,-0.0880605006684347,0.0352716507120187,-0.0507698002672996,0.267602295780525,-0.0916363196655737,-0.0496814467854177,-0.0924544783815035,0.076962676962677,0.0239921420857135,-0.115558398926306,-0.322606433025649,0.155265263103664,0.234216709556455,-0.292044205763454,0.364478764478764,-0.331185842001325,0.034861026977702,-0.215955577243779,0.0005188224549544,-0.146134141957005,-0.0311855929044049,-0.217069228787065,0.0219582939571155,0.218532818532819,-0.175736136629968,-0.0754758156895878,-0.154479922730872,0.0777767243437967,-0.295170698668661
healthy,0.0605957019016511,0.131307457103057,-0.003926871922178,0.031785324050243,-0.202422700699423,0.112137449832716,0.0947111149980774,0.300855360473342,0.0022600613278633,-0.0834653834785962,-0.0431121686777945,0.126391780759927,0.0736733555924209,-0.0761666781013999,0.0061051079730649,0.0220435957519044,-0.0125939564187597,-0.216025753652412,0.211139876227071,0.016518181582061,0.0529518091003947,0.251471964320142,-0.0581328073374748,0.333687053829828,0.11071451540292,0.133705425880066,0.374094585798,0.247154157823654,-0.0063069165218438,0.0680112866497081,0.104183926221611,-0.199229660406637,-0.0143138203682495
healthy,-0.332832654722237,0.291635224184132,-0.716606137341284,-0.735547454536813,0.425174381846968,0.634816191403084,0.540750911349162,0.652181494356805,0.582216007936781,-0.762650840486182,-0.71398065032177,-0.289075630252101,-0.58572891847817,-0.311206087433438,-0.645329873140815,-0.561031752751268,-0.667327510235597,0.113164593282397,0.491029997770125,-0.668488181273856,0.657955134998942,0.509548410766089,-0.484810842586705,-0.010669589886483,0.262921349411604,0.673263937745638,0.276075976094971,0.303617099013518,0.426215356492518,-0.0315531271768462,-0.367715298575678,-0.711834970347874,-0.817149171459227
healthy,-0.170813199369291,0.392359293645851,-0.381844661313302,-0.45284926771352,0.351632653362559,0.653604393465999,0.555928171875518,0.601425637094884,0.296815777529895,-0.384898931417112,-0.256869658398727,0.415559678416821,-0.440672137029192,-0.0773510726476327,-0.552458491932597,-0.343814085558541,-0.270726447390414,-0.0645959531620274,0.442468900648067,-0.290593718111171,0.597030797259223,0.558792696249199,-0.297794688558393,0.182293999195744,0.482021809995832,0.536975350592991,0.0209925909088518,0.447946171291794,0.637948571542345,-0.0254386769964681,-0.281652704259539,-0.353798256338532,-0.518052625920411
mild,-0.277032781582368,-0.254117049587545,-0.151695789751416,-0.11711463080443,0.0211019481726772,-0.112985140971277,-0.123916943358758,0.28200858853536,-0.193274986242124,-0.0209604986711152,-0.0744517856875371,-0.322528624415417,0.116397619347683,-0.320823225121748,-0.0834649133036252,0.100592234757332,-0.0485647734132166,-0.0881532724783655,0.0393492853911063,0.081992404807471,-0.0297156336384033,-0.0869371441544567,-0.294521600990806,-0.383809063054346,-0.0255892962894701,0.0023351890987207,-0.0506881722393417,-0.101515884534752,-0.178802180697717,0.0036245104690076,-0.332257235102394,-0.0647515042359141,-0.21641099136199
mild,-0.118351054595384,0.394122498117976,-0.462120589742153,-0.465405499546356,0.0627500622792501,0.668996091214275,0.544187550480696,0.487433656846545,0.407414618999596,-0.456817642710502,-0.184014227733304,0.216403849315242,-0.468053892495368,-0.205609616395023,-0.345408913842322,-0.321025649084085,-0.254261088112543,0.201486908401528,0.478151997652225,-0.164193283375094,0.665353588603939,0.41232371711293,-0.12896120147538,0.131024585338834,0.433113666172285,0.446917122439345,0.14387960267615,0.101999911482403,0.46170774677434,-0.147681478026472,-0.343943648409977,-0.19714193138885,-0.484418926473996
