group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,CD62,FCERIA,CD41,CD303,CD49b,CD98,CD38,CD45,CD26,CD304,CD36,CD49d,CD305,CD371,CD328,CD101
healthy,0.0913745852606699,0.433256913872433,-0.0136090543646432,-0.18626060019245,0.289956421691429,0.620912057847828,0.596486759575073,0.337774530608991,-0.0156748100868811,0.0984039922314513,0.460283902144367,-0.0105660234167594,0.0725131239556937,-0.244265790520565,-0.486807225706106,0.0067896121983714,-0.104037710086456,-0.113642373129888,-0.0339480609918574,0.26578073089701,0.0211734888478226,0.0447141860535327,0.102517365902489,0.422965315021389,0.0373699424365009,0.30905415365081,0.091100828618904,0.540567071023687,-0.142237671060077,0.466260178206771,0.156099917498156,0.35925702204772,0.435206491823994,-0.0208396254907883,-0.164967378745353,-0.152610803695962
healthy,-0.0061275552765425,0.0425770308123249,-0.294841184799274,-0.420602766203992,0.33730732855634,0.503320789472802,0.494631187641829,0.179795842765793,-0.143006946255745,-0.194340081369981,0.120168067226891,-0.659633976763824,0.393742302975269,-0.55991744999024,-0.565557032241225,-0.627885621913895,-0.321098808227688,-0.472931741443689,-0.0571793001389153,0.314005602240896,-0.0255908197445028,-0.0092566710958729,-0.155372811055282,0.701377705175753,-0.199872277182702,0.282471341821028,-0.0148459383753501,0.0459415926611606,0.245712404538718,0.601390721975973,0.0882352941176471,0.161344537815126,0.405882352941177,0.0787114845938375,-0.265546258894481,-0.393779787495704
healthy,0.292291330052522,-0.0789464347190544,0.0853424855728717,0.568495971318599,-0.518387259807231,-0.385989900984214,-0.342493433711663,-0.260235781819961,0.356027225761573,0.202909088545572,-0.125282112845138,0.387462837464342,-0.0206861072782312,0.256074199601973,0.366531749223378,0.324200500489448,0.127179504198105,0.330151891116393,0.0325062287673721,-0.146794717887155,-0.189258745297187,0.419653515056998,-0.0793178088172193,-0.403796776539746,-0.0240739064850879,-0.387352506736586,-0.161200480192077,-0.282061856336846,-0.255347290733193,-0.567065404923308,0.0136045350975534,-0.0878271308523409,-0.418022495555952,0.307274909963986,0.475258630915658,0.531425286122714
healthy,0.0992455921075503,-0.744702700033342,0.521695522923087,0.415986421413086,-0.840062980843415,-0.830576913078894,-0.611030638456965,-0.325631451634984,0.495547320941737,0.600223023917603,-0.663306451612903,0.597317640133263,-0.173810298681528,0.547469858493703,0.232483497483961,0.551057102285801,0.314442096266869,0.159195608614641,0.189495336181062,-0.655241935483871,-0.357617764514182,0.299899244512072,-0.186141783900797,-0.788762801479215,-0.0976224329775095,-0.242649321235752,-0.425806451612903,-0.652686766095457,-0.248625726612508,-0.764329870484545,-0.0536506699560432,-0.655241935483871,-0.73215012007683,0.385639402090055,0.29029020496646,0.370101765334441
healthy,-0.259306127573074,0.0036166601811719,-0.364993564993565,-0.0708032979183161,0.283776462546696,-0.178763138835913,0.406320700556503,-0.22871829379944,-0.120985906679515,-0.161127313479904,-0.151608751608752,-0.166363095121816,0.0529619336246262,-0.44089115876916,0.103335327133182,-0.487524916274481,0.0725942398128019,-0.335498994985825,-0.123183568016974,0.321492921492922,0.0146229177582143,-0.433763246761268,0.0684533919090414,0.124213562143851,0.0251946296931678,-0.202022959357083,-0.234278545042182,0.219845543367416,0.204459725083603,-0.0215311583209842,-0.107983139694991,0.225482625482626,-0.0966157066167729,-0.33135943425772,-0.199319334250543,-0.279845518414922
healthy,-0.201147135008174,0.515222227668363,-0.324256620852637,-0.510987846697961,0.625006729874329,0.578207496555857,0.523506334812528,0.445437541709787,-0.487569423272572,-0.307353293164428,-0.075166209776448,-0.679936916150316,0.422409623619317,-0.428068205603476,-0.604467117578652,-0.372896118735777,-0.530126347788897,-0.259526036444608,-0.0713746382275318,0.327233845182936,-0.0029767866583801,-0.33152393317674,0.147201556366352,0.575904912352906,0.0488788204417313,0.507893961155096,0.426104572641327,0.455817094346903,0.45286404497704,0.628310588922018,0.301388869777499,0.404752717216541,0.658783173223003,-0.168080613297631,-0.322252504533676,-0.46598182294653
healthy,-0.339645949930823,-0.160498220289133,-0.559839400681181,-0.389731876730937,-0.0657508459192292,-0.296672259429729,0.0307186273645602,0.045801308060366,-0.444817263236639,-0.308519533258756,-0.60365363536719,-0.177857665217149,0.0720552611041301,-0.365621613866947,-0.184187782978718,-0.442025777843747,-0.311982838007512,-0.488138527113586,-0.298659802970735,-0.220724177135897,0.0020518208304667,-0.50898147356311,-0.0358452233103096,-0.0336950046272892,0.0403832196386146,-0.179437538664399,-0.625504707095066,-0.178880059209855,0.349703927217536,0.0164070940692742,-0.361047775659541,-0.42436974789916,-0.41863249626098,-0.639299938312663,-0.610603577869873,-0.433856201640006
healthy,-0.292591003640009,0.440859784651546,-0.688212368178672,-0.75715929564766,0.692060678555928,0.603452971684803,0.612224579529763,0.494885173684864,-0.51581612462306,-0.350897960383549,0.289560915275201,-0.637652019481576,0.363789712923389,-0.63140994277823,-0.530912302523698,-0.357983849293877,-0.54241024701593,-0.567250550936684,-0.295237214621727,0.25233225829514,0.0553818190754471,-0.366045860936997,0.0092145113518109,0.761393682464085,-0.0760234239209053,0.631531251282944,0.165565465501816,0.403810965706394,0.328502096442384,0.566465482059148,0.0275866318888225,0.337010971095304,0.640955253263961,-0.533871710932026,-0.547339235596052,-0.754143277254539
mild,-0.177078639320296,0.0410074527288669,0.276631760411852,-0.0301290751447083,0.0809262221615752,0.0846813761618594,-0.170061928999254,0.0903511255838501,0.357290735830985,0.153093865168745,0.162473794549266,0.204328904181229,-0.39998489510979,-0.188469159072702,-0.239979703370351,0.023812781349061,0.128451597936058,0.122420815379813,0.0959966874275657,0.236337613691255,0.302665503137733,0.14270340628278,0.415753786469614,0.0135679098927758,0.144565124420914,0.120797386085907,0.20480567650379,0.235873576523128,-0.128669059061006,0.160349651445489,0.35725023794288,0.507176261893243,0.270261716016233,-0.0199386630394294,-0.0280527199048191,0.206529950588726
mild,-0.145617633211202,0.525914932124431,-0.27445043743977,-0.271075667060593,0.352668292927444,0.480382777514739,0.611344369956433,0.30638943133041,-0.0145603964896066,0.0347993292929332,0.461804018766044,-0.140348149717018,-0.0899042110764214,-0.16828564773345,-0.245538964794847,-0.0026399296583666,-0.217143257133618,-0.0907459875435993,-0.390696216080993,0.439932214625139,-0.00431877680548,0.0093132961702187,-0.0563766543218498,0.650621322419464,-0.168008172804471,0.439068237649829,0.167376034152794,0.581714975157839,0.206436845101118,0.405100015115117,0.321990830938206,0.309439354571586,0.43674369355497,-0.131712067440891,-0.199249165328942,-0.233807558930664
