group,CD11c,CD45RA,CD123,CD5,CD1C,CD305,CD33,CD11c,CD45RA,CD123,CD32,CD1C,CD1d,FCERIA,CD303,CD304,CD305,CD101,CD11c,CD45RA,CD32,CD1C,CD1d,CD366,CD303,CD305,CD33,CD11c,CD45RA,CD123,CD32,CD1C,CD1d,CD244,CD303,CD305,CD101
healthy,0.426073963433319,-0.659572914073352,-0.508047300157186,-0.0956056083225496,0.426469206024276,-0.467478159649926,0.311647344950329,0.327452043363953,-0.456291637790759,-0.185821534761389,0.161665688347049,0.324177848888112,0.103115662434287,0.0989224801047332,-0.42349614498502,-0.0734267997176017,-0.358061838259148,0.361199128827123,-0.404334722987921,0.609532047749186,-0.497982569475866,-0.50425963929549,-0.147911810868854,-0.439780039676535,0.657592158946407,0.563524790084247,-0.533021295948525,-0.542269067416734,0.660975929017021,0.171479604226114,-0.496830009910655,-0.684188298928712,-0.307656566607216,-0.101425241738643,0.580940312198053,0.273848152694335,-0.613628927385852
healthy,0.173230596143997,0.607211549070712,0.277891398675128,-0.217466591883483,0.0972121836751471,0.523529411764706,-0.338786561390785,-0.325157753279994,-0.295289806660048,0.0750478314323263,-0.276895028529595,0.0177517900624182,-0.232503334298856,-0.408976559326749,-0.145073238692705,-0.185475643226235,-0.366386554621849,-0.136237944367923,-0.412053359759992,0.0997916145036922,-0.123900755055585,-0.335734251736051,-0.437347757452256,-0.49126057895479,0.47139283333745,-0.177591036414566,-0.434258945040073,-0.260686819439995,0.635515018681408,0.290756741206384,-0.492129167276855,-0.485638256707583,-0.615094871716961,-0.0367461791987683,0.483958231964377,0.409243697478992,-0.40166947196789
healthy,0.346925351692776,-0.759887729526904,-0.538290923196994,-0.12290358030227,0.226611414866426,-0.590220081389129,0.0817784115186271,0.448670887961926,-0.726883657935539,-0.544388865319817,0.264980805722749,0.53114221679818,0.0716098734158841,0.328993294042729,-0.555720916706772,-0.571567334388906,-0.541055099444574,0.510235696100603,-0.415396827896589,0.537643770750764,-0.204154459355348,-0.469848940985644,-0.266905132515652,-0.524586827524669,0.592352525753034,0.467043298667825,-0.0103992845692344,-0.337116235719758,0.406868238956408,0.48670429991601,-0.0079653548814453,-0.530050352775608,-0.265116094489732,-0.0536333895350655,0.589865943019761,0.496648018978525,-0.363256994401779
healthy,-0.408500284451858,0.681275566097017,0.804356660844738,-0.233870399920107,-0.377296415326194,0.663574075772113,-0.593340362628191,-0.627216880535295,0.895985540792661,0.740217889995032,-0.682898272067009,-0.806881192559007,-0.78132837923115,-0.535620857964361,0.771664978559041,0.723539712212181,0.761597480278267,-0.389899785532463,-0.779569884097578,0.766179890691492,-0.787117307649682,-0.828411694520557,-0.869181091728432,-0.488843678493303,0.76613332996722,0.68939093951036,-0.682946866372041,-0.755695177032041,0.759648788799609,0.557886289843667,-0.781845527639663,-0.872908065241091,-0.794412825773298,-0.529835640978986,0.777699504295573,0.769261861700559,-0.610506296310416
healthy,-0.0365602483796396,-0.240488527581946,-0.0780251667265868,-0.0636655365203183,0.278677958072519,-0.189314560262596,-0.280823680823681,-0.273171996695758,-0.146698001824987,0.0478304960412981,-0.29306905266942,-0.655433683792131,-0.195808302812049,-0.294072409123355,0.296149501024168,0.101943443478946,0.128472777447168,-0.402833309526864,-0.0157054588109719,-0.329469282787265,-0.0875217197256062,-0.14632570173155,-0.0322477442048829,0.0881235277074847,-0.0338456572599049,-0.174430518972985,-0.448906048906049,-0.403192598327575,-0.316643227982895,-0.0240488527581946,-0.47223116128419,-0.6127223978813,-0.357820969697381,-0.543250796068556,0.477562223937258,-0.245978366575676,-0.559562253802501
healthy,0.553917415460942,-0.662743636167376,-0.785581085984392,-0.106816685772828,0.769610696547611,-0.759355967044548,-0.616969516428761,-0.711325834258537,0.722827537248484,0.411530089353059,-0.606252812453884,-0.694866318605168,-0.694593316110137,-0.587660497142865,0.725603909369193,0.538396507118335,0.572851435612881,-0.707977370006585,0.205247915665898,-0.341184563651001,0.356985444252157,0.45755373001848,0.203212879674877,0.246719951279024,-0.392862688072749,-0.472487799737213,-0.602646090155243,-0.694528711792962,0.73143285513857,0.529886812205616,-0.713970888504313,-0.562092002425171,-0.679217488622418,-0.458765983690815,0.734673958236308,0.572803168394601,-0.749272822455683
healthy,-0.519532206036023,0.429451167910755,0.38270721466435,-0.414455160746777,-0.532186791722498,0.30728900025247,0.697732680477865,0.648339868894081,-0.406550887666813,-0.255607561241576,0.748574818690443,0.578047038371908,0.707051835782685,0.750346137522635,-0.416588877362646,-0.434098173227421,-0.141674936934664,0.755248975078772,0.562124949698378,-0.606375215773944,0.568207071318441,0.474466800347632,0.531306271825616,0.402620602437852,-0.585579640365836,-0.510414410802622,0.10841264756429,0.132392291694552,-0.124296896815385,-0.233920443542757,0.269391097984418,0.361548938635294,0.263542983343855,-0.0265502895464327,-0.171483505692454,-0.215104131785481,0.192968822537696
healthy,0.757906099266461,-0.524972121733085,-0.565931406148322,0.221760018168239,0.660373419876084,-0.499059673084989,0.12722159235101,0.052948376572941,-0.428418515296527,-0.345287739996424,0.0540528132539097,0.106748699088482,0.270897754314366,0.260509626307056,-0.261292170709315,-0.35950764878426,-0.365107671775471,0.215570255299693,-0.298198684986958,0.0218389012453214,-0.0361083831402597,-0.192425131682057,-0.133577183279377,-0.171071950436748,0.211189705928595,-0.0070403370353884,-0.740490455957039,-0.788886002719693,0.652422882229341,0.672116681655485,-0.434266498500139,-0.475906013677818,-0.605647368460147,-0.527598375785478,0.782983154657857,0.639965399199231,-0.700551841504026
mild,-0.262576509728882,0.173823293801965,0.129263509119341,0.0265593610489102,0.0319591362950128,0.197772163751425,-0.135077430761795,-0.352072821650663,0.405697008364209,0.23660609862029,-0.255500529709581,-0.398048422953049,-0.353379673261316,-0.385832249322303,0.363944850574527,0.272438728184084,0.267597846055499,-0.400263143454699,-0.694264602528062,0.513024693074951,-0.316917719428538,-0.398659663264702,-0.598557856090715,-0.467567609705378,0.589630788368445,0.370762264534814,0.166609701665179,0.177534765368819,-0.212605566428536,-0.370434752350591,-0.0002091866134841,0.197561600730783,0.113502185530837,0.218338155265028,-0.301551574800002,-0.64320351051892,0.0721639944998254
mild,0.0734757395590901,-0.318447774451413,-0.566687128316059,0.121223994082551,-0.127450390896096,-0.324341835175812,0.393936987943861,0.370167150909647,-0.536709578544342,-0.59388811047523,0.64448497524321,0.173125140790286,0.194350866617837,0.108723445112306,-0.627752257150134,-0.474789483609569,-0.494725951720447,0.439105712758479,-0.48756102701734,0.548718217721782,-0.430458984566716,-0.577100914088775,-0.366908243059523,-0.235157792128613,0.67277348909101,0.496838098934726,-0.519067371258997,-0.512733153766408,0.545982764606192,0.30557836510153,-0.153929828471424,-0.462509781241002,-0.352647831353884,-0.169340766715895,0.625278956987777,0.35369559194293,-0.566966843651241
mild,-0.11075293897829,0.236693932878139,0.30940864724743,0.0505854677735219,-0.139858235873407,0.222883602958725,-0.794257276487924,-0.855485017622746,0.81340100204514,0.655772425664927,-0.746828558044158,-0.78831553902695,-0.797999053304109,-0.666545897754115,0.827390403189946,0.801381513322985,0.72142933734889,-0.854633629463399,-0.658728597577236,0.641190480482004,-0.442803748483779,-0.51127649163081,-0.602791224016625,-0.608441446871633,0.597612426433585,0.56428648703747,0.0490059579223993,0.0252097482584854,-0.0460519621601905,0.0469582895833907,0.127741974258203,0.149545305919943,0.113345855761381,-0.124284409625938,0.113654047837526,0.069003233968649,0.0818217547520712
