group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CLEC15A,CD95,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,CD303,CD98,CD38,CD45,CD71,CD304,CD305,CD319,CD99,CD371,CD85j,CD328,CD101
healthy,0.540205836939683,-0.113635603944771,-0.240798067511915,0.536887051777033,0.698857332496062,0.263503942365692,-0.0282346341231484,0.178752724473882,-0.62353472477961,0.032142687001243,-0.141156592318817,-0.321574625727461,0.130740718435436,-0.228744655042378,-0.304159703191257,-0.0961347363542144,-0.379883632693825,-0.136693564434125,0.0444410980257042,0.3373603141045,0.596228215150633,0.286871110753106,0.298756011784429,0.491184354939109,0.0953420329170444,0.307372742151183,0.55253705556256,0.0951247294827221,0.160332658734281,0.223195409241921,0.141346589456383,-0.173417305570185,-0.271392373570652
healthy,0.358263305322129,-0.206248428795301,-0.255501113891995,0.481742560074842,0.578511569155475,0.416287672823736,0.455713729848037,0.481059111079044,-0.484457742022245,-0.218072567323511,-0.211146220482165,-0.511561505687622,-0.152220608450402,-0.596983198936434,-0.140965514030155,-0.571912969994241,-0.465068971140014,-0.246283552187165,0.295045188716803,0.281792717086835,0.501473636111002,0.330378481393875,0.176190476190476,0.373135374540646,0.24981721269056,0.41767147688635,0.535294117647059,0.120348240376111,0.21747789984507,0.248739495798319,0.0681463402185073,-0.355097497266343,-0.420407472589332
healthy,0.134636201399716,-0.202712814701695,-0.633313070983444,0.517593176881725,0.597450797178903,0.406197500635729,0.165728477813979,0.432019838890187,-0.4149225770062,0.0099660211777202,-0.0344792092081609,-0.520273206755309,0.0536754560525817,-0.458332201289105,-0.451675374584951,-0.420222472575177,-0.325951716407652,-0.376978522843678,-0.0871515731035804,0.0808163265306122,0.529945363983824,0.324894857439694,0.329555822328932,0.277207835636552,0.44962529492092,0.613032474203626,0.526685275787271,0.412995538961029,0.328941234873909,-0.204705882352941,0.125067830865644,-0.48543281839871,-0.6105009834325
healthy,0.788698686105773,-0.537840838912969,-0.515127154142858,0.881290561535925,0.816458315722041,0.594035084274718,0.102002414110538,0.311432405778807,-0.551914814895011,0.0693800204085189,-0.519431758760527,-0.680979019183854,-0.300493598325638,-0.600223023917603,-0.385796939067979,-0.494324655223905,-0.438640493603452,-0.3118601153374,-0.397172527646022,0.541935483870968,0.794797327215747,0.198373416466438,0.338306451612903,0.552676683925748,-0.427662618321302,0.768214647462866,0.798709221901997,0.53666260979945,0.508171956033993,-0.393303783512347,0.0796567438224736,-0.243374616285012,-0.479596938266356
healthy,-0.0622582216901744,-0.376833976833977,-0.123069005108928,0.502086603696084,-0.0237816432831035,0.570531200240007,0.659559430170858,-0.0946163625815273,-0.185468820771469,-0.170346652582117,-0.0729481866998568,0.0324289393026678,-0.287746162500578,-0.32789506307525,-0.0503563015471341,-0.301951803392349,0.0120343392203041,-0.403925699663043,0.0173686158809183,0.282882882882883,0.281934324975007,-0.156323972688722,-0.113659888188781,0.219330079021889,-0.0356429333702579,0.0033688206896778,0.0391685297095025,-0.0483992898816639,-0.131233098002525,-0.223995887959764,0.0160976874126198,-0.152389649731236,-0.353123060972718
healthy,0.372634061192192,-0.515482408472799,-0.632024034925868,0.693638452289464,0.694408769440727,0.580326709113126,0.188726316041697,0.57287418158317,-0.699909486960006,-0.30223836428937,-0.355805639835544,-0.726769802546732,-0.380071060830615,-0.605277847615298,-0.550539613140073,-0.623431660741554,-0.618688213336991,-0.42848552108191,-0.142393212500187,0.245759033451722,0.725431146533629,0.425685608660855,0.385523184770725,0.291819409608335,0.472399788462261,0.719584650355402,0.747160449892615,0.647345514846953,0.116566390678642,-0.271219162056382,0.0138760766295177,-0.578400254662655,-0.613331872306716
healthy,0.383416482912429,-0.623519029361825,-0.725455345658681,0.766506985473119,0.697048372582901,0.783772711282563,0.057641564098876,0.483137558475617,-0.744906068328787,-0.0087509717675329,-0.57492852345487,-0.567169188096125,-0.28474811594607,-0.671669098956851,-0.541494996581314,-0.394702315936001,-0.650835188673071,-0.49352744726905,-0.441545546289777,0.44060798743284,0.752679357190964,0.587091752717501,0.194592126508443,0.395450810090624,0.222496620443776,0.749844526881396,0.591353201534914,0.246533785675008,0.445371184855376,-0.1591581717603,0.0399369472190862,-0.565802236999522,-0.758614925404808
healthy,0.491914348077165,-0.470812935281636,-0.571615936556727,0.765187331009721,0.74790848246333,0.694911327188355,-0.129214179563371,0.433427752507545,-0.342361662968747,-0.101644043508018,-0.184121238340179,-0.396210963561368,-0.0993907245846578,-0.548526044189328,-0.439583851581161,-0.208887315678518,-0.325806112649956,-0.383566213781837,-0.182644902669233,0.507379429128675,0.746266162637276,0.674112885005395,0.154924534305974,0.530660764101478,0.219475705080642,0.582391852770266,0.810504881376312,0.398242626785388,0.48115080750672,-0.363036228405535,-0.06967983489156,-0.409829624899729,-0.50693741140176
mild,0.365353801281204,-0.480313185976956,-0.514138088759699,0.564925704856386,0.652322150220132,0.553752032116867,0.199653127884911,0.477147622285244,-0.369800095317339,-0.173306784895312,-0.398797455797598,-0.297935991908699,-0.265577100492149,-0.490356365658798,-0.284120418300098,-0.50076757462205,-0.374037864957755,-0.396037648105004,-0.418788671084697,0.47178825578558,0.709448809534226,0.243297514222965,0.261973875181422,0.220859036744448,0.299546143348353,0.61756021706585,0.579916418118464,0.175468416332409,0.215522102968486,-0.536890882086011,0.227202795211953,-0.318682657277191,-0.549612644978468
mild,0.356275584486193,-0.672213537266794,-0.632661987250643,0.596178329277269,0.327845455909892,0.321121435017835,-0.002429497321772,0.33764813156806,-0.414780581119913,-0.0399957084656425,-0.273204317068708,-0.641718044102051,-0.0579567470329832,-0.561783483560707,-0.505374360251669,-0.321829105936631,-0.459816531960394,-0.519053816019853,-0.402819056639006,0.264920514582515,0.688867862611276,0.409802514622391,-0.0186816596723099,0.277325848587004,0.376392766873437,0.506190859162747,0.46449425424378,0.308334441382705,0.0743241327405165,-0.49119811920035,0.287791461383463,-0.363613412656106,-0.67009784111404
