group,CD11b,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD41,CD303,CD98,CD38,CD45,CD71,CD26,CD304,CD49d,CD305,CD319,CD99,CD328,CD101
healthy,0.0188516181146531,0.561140519752847,-0.288889981818342,-0.425165005644661,0.484351936664123,0.289644640592836,0.303097798990589,0.266367397573432,-0.422528336606664,0.257022047719722,-0.6387084590044,-0.111346607713167,-0.256943945737895,-0.552645286147505,-0.140421525011774,-0.409850181389334,-0.0276614295650844,0.298399275143461,-0.274410347287433,0.0806093361079888,0.65663666501187,0.240819113697473,0.107512654291701,0.478347869106726,0.104438269273087,-0.129637702694181,0.485024804801269,0.214436726064633,0.529178515040934,0.131539664987827,0.0955677423982663,-0.265126144412174,-0.450550782283308
healthy,-0.481780555195345,0.238655462184874,-0.132538132595483,-0.237281067371996,0.14706132663702,0.546920005828725,0.270271086066001,0.0962118222158088,0.251854338547567,0.147619047619048,-0.411249803112687,-0.255465890703719,-0.375852310336979,-0.51894518892464,-0.438428822884584,-0.389683019693796,-0.328752076495851,0.393837535014006,0.149228758272861,0.321480470874383,0.637027633419671,0.520048571715301,-0.241456582633053,0.0556061350197584,0.0341435826000766,0.141160345219362,0.585583138746464,0.247058823529412,0.0719887955182073,0.322616124296956,-0.36692953717936,-0.547477286954792,-0.162583855016116
healthy,0.561345345738156,0.173575340787589,0.569910088153393,0.657355021897705,-0.508808634518309,-0.225968097212697,-0.233149198176841,-0.359210702118701,0.544202700475962,-0.125666266506603,0.290138048906948,0.314913636249383,0.349732757877846,0.445896395488011,0.485416337833382,0.347453634099978,0.55955411170202,-0.118655462184874,0.558202415116078,0.098822975612974,-0.444977012537116,-0.383063120436465,-0.192509003601441,0.0118226642799223,-0.0569218061419296,-0.124273977841772,-0.50960656832291,0.0025450180072028,-0.259954435325609,-0.301541252821869,-0.181321421545959,0.637598958998899,0.656251234616603
healthy,-0.149476136791392,-0.770333389167281,0.506357472732698,0.470412660401471,-0.834348266688018,-0.875353036124915,-0.544667045935811,-0.310485802721729,0.524339350227222,-0.620564516129032,0.601828792925206,0.292223132316676,0.520470206898793,0.376581377005552,0.465450076432546,0.43386363216743,0.234711474239535,-0.603225806451613,0.269626777031042,-0.332020290631748,-0.788259924334504,-0.201846036448345,-0.37258064516129,-0.572033474023111,0.399885511984256,-0.235514604310676,-0.787638532354468,-0.582258064516129,-0.758370372310987,-0.528793656576584,-0.519721318671129,0.208187924773926,0.425455413643195
healthy,-0.18038613326134,-0.194007985432867,-0.457915057915058,-0.0530381068042659,0.0697416729987642,-0.460669135056971,0.403215064628682,-0.0957338786750099,-0.181478860019272,-0.228314028314028,0.0793586238219756,-0.419402248839504,-0.4847480908878,0.209817923113059,-0.564835583020039,0.103003591606043,-0.410950494439791,0.171943371943372,-0.386082794799988,-0.265014265840674,0.0135382629039619,-0.297043413344346,-0.0951031717497968,0.068556757955138,-0.0563212763942244,0.320920820086524,-0.319745024589854,0.0738738738738739,-0.182003101383488,-0.0104921537505705,-0.222424601142076,-0.0297924401723696,-0.350933749507898
healthy,-0.0051664066986487,0.23254376607721,-0.463982448837677,-0.543031588016905,0.622975184893596,0.732627792748375,0.400122194353335,0.563474381060466,-0.593513698669477,0.0656156795930875,-0.737901943942415,-0.391804308893233,-0.588125401405258,-0.460682018709402,-0.471708421855384,-0.570365574395178,-0.386273941865759,0.208904826132215,-0.437465909489393,0.272364658338215,0.731261892233917,0.484639120903223,0.363978390893305,0.30294552704354,0.27982228651708,0.380983237771996,0.690830795327431,0.329763971959612,0.711233550419969,0.643324323553662,0.0713629687551932,-0.565846236022001,-0.654207753922022
healthy,-0.015169918120534,0.485997690314379,-0.48734484350425,-0.617916480563827,0.772577167106732,0.738131847496334,0.766631680665098,0.451057716673005,-0.587898527341204,-0.0228717573986116,-0.530011221667342,-0.180703303509341,-0.458958183747234,-0.644768666791502,-0.206756166569275,-0.625670500266431,-0.429386153711332,0.262048302999281,-0.350619374171584,0.214197992260017,0.810743070521918,0.588950005545093,0.37290582050172,0.536256510869947,0.247680823980977,0.186044777418838,0.747785680665718,0.488527584947022,0.763872429846174,0.27266776785394,0.565544520573796,-0.430397067106449,-0.637089323248856
healthy,-0.0959554723562949,0.39585434011522,-0.742034979433168,-0.78200296269975,0.636351788526414,0.588127261817789,0.354862154754411,0.567106418424379,-0.46511887589582,0.223166357452072,-0.693748748796588,-0.250754113500672,-0.628384982975715,-0.647581270916114,-0.389723925918522,-0.675507737088062,-0.503694847557534,0.158188491616377,-0.437373071587619,0.014349413627471,0.734980079931842,0.592204070994994,0.0561865913492075,0.282974530754542,0.195994511934749,0.362613026599333,0.519706201561512,0.244146495337109,0.56460038534589,0.391703850270538,0.353597489481426,-0.554869632464586,-0.712497108538669
mild,-0.0234331906414366,-0.236842256508849,0.482699411883158,0.608331944655655,-0.613055079130799,-0.555960584242844,-0.527806272036658,-0.481585058193864,0.393521857286446,-0.0692630220932108,0.462054015587596,0.349334080991201,0.509708109670727,0.333768598578878,0.411767818422796,0.447375128295512,0.309123076086209,-0.281452214462411,0.20247851430371,0.0787173446652917,-0.519689168357798,-0.234881103512992,-0.190049991936784,-0.338472931677438,-0.128264431884775,-0.302233437290781,-0.613570935688869,-0.249072730204806,-0.324104178555906,-0.175572366816019,-0.35693825761898,0.269719618515346,0.60460630633131
mild,-0.169241836472013,0.0359330208124927,0.0075632444202057,0.0581645970047722,0.0647071434492821,0.0205492699977402,-0.0928475223783223,-0.277823249105074,0.168266623569591,0.124470466242618,-0.265321657575861,-0.0389455089729882,0.0424870741579663,-0.342170592917765,0.0114269419028818,0.0859286994278228,0.0359192264211415,0.159367136308506,-0.111593016421974,0.209669336832489,-0.021256043424315,-0.0323307142904472,-0.172840135018358,0.0211673043791257,-0.0998556986449973,-0.161796271075451,0.050468331903799,-0.0739897696607416,-0.0435025983471069,-0.113557936363163,-0.199245187964895,0.140572896390643,-0.0073302651910351
