group,CD86,CD155,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD69,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,FCERIA,CD303,CD98,CD18,CD45,CD26,CD304,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,-0.399960738500906,0.0394618366775455,0.392601153046869,-0.464976024125309,-0.529164925963585,0.790053303834495,0.309910412001377,0.106264896257974,0.0147149582092528,0.37523978626416,-0.663797472257678,0.383911107684646,-0.552538822001991,0.139081848384174,-0.79949577186813,-0.0424500465459454,0.599126189109299,-0.526105022867035,-0.27806719997485,-0.319420392059749,-0.458718706954316,-0.339620885215758,-0.527841778515504,0.666510102335412,0.288734486356513,-0.199008618259913,0.420055121679671,-0.0084295563011274,0.333480048717441,0.29492600422833,0.551538170606044,0.249490082906693,-0.109332527937179,-0.391099824140181,-0.64002483180245
healthy,-0.216215164758,-0.148015819454643,0.202240896358543,-0.136328947828617,0.0704975646119987,0.166319357506154,-0.207560859504262,0.238920172393892,-0.473149901320739,-0.14612170499026,-0.282684783438734,0.261969522888663,-0.0770026737503698,-0.23109243697479,0.0994663792386287,-0.250171260844574,-0.333190450388378,0.078624315946473,0.247749009628149,0.0802038505987959,-0.163666868271394,0.254698707728867,-0.499299228807691,-0.351450391898599,-0.0899388752358154,0.0249474483119995,-0.16247636428947,-0.0090390829382729,-0.377625599371595,-0.356302521008403,-0.309243697478992,-0.341485255675237,-0.107282913165266,0.0652565806432183,-0.0983392814568879
healthy,-0.115928820506809,-0.0526159777450195,-0.100406658670975,-0.000634698119249,0.24181394229563,-0.63869082302147,-0.457837428737805,-0.182403536933218,-0.573000306337356,-0.43418136013809,0.158293325189451,-0.0702772883534179,0.229614611015084,-0.586746698679472,0.197925169182502,0.0610789672322482,-0.109076868402584,0.211299896574891,0.167927500925229,0.23676996801139,-0.212464016300625,0.192278839350284,0.41183298480976,-0.555599619988076,-0.349480364281855,0.178030484307368,-0.370539599992687,-0.0841727901036921,-0.56896095417198,-0.448547418967587,-0.573591456019808,-0.207773520934761,0.0626650660264106,0.0971758980088615,0.355070107347781
healthy,0.005513644005975,0.0990542093905956,0.737437307837895,-0.441170759423546,-0.504808424817923,0.754342268512455,0.748689048409144,0.078890183306568,0.662219629029684,0.250849810125787,-0.545426470267296,0.458937920283105,-0.38048739786057,0.62983870967742,-0.570865880580502,-0.120840697797619,0.0247040018430598,-0.380902777115877,-0.424753633240967,-0.451012787036866,-0.498039727112253,-0.274306279459074,-0.26720497963256,0.77116210141433,0.170158379113443,-0.19949543361542,0.577679204468175,0.140823165464116,0.764329870484545,0.611290322580645,0.790641451983795,0.54138398173317,-0.28398550112071,-0.271021302472294,-0.436364526813533
healthy,0.016461294082263,-0.0760274443606347,0.167658032684329,-0.187387387387387,0.0615345025544638,-0.174487787234456,-0.123450777492065,-0.248956366670122,-0.0899340404097992,-0.1542172209006,0.0490379047286117,0.343913494503863,-0.210293856896657,0.0543114543114543,-0.290278554245831,-0.235141219705767,0.291084289739504,-0.257594980708605,0.13480801560014,-0.294110685946626,0.176762444891778,-0.370232702493082,-0.285567247422154,0.139105651338209,-0.164404891063006,-0.259670638704708,-0.22783524072309,0.147012548176333,-0.221023931335817,0.0218790218790219,-0.154846254118233,0.0199689377833439,-0.0466014433571463,0.0068548977387753,-0.337669097691636
healthy,-0.443139002602509,-0.463735020685859,0.362835959336686,-0.673812596876027,-0.68864971893001,0.681410851367695,0.458145716266175,0.0988635326515525,0.476622290822561,0.567891773655836,-0.607607351134758,-0.0816703979841514,-0.642156403696968,-0.0870159416706174,-0.453204730172936,-0.705718411721065,0.437493789146012,-0.745210798616977,-0.520177068624234,-0.751994251920383,-0.572548095725771,-0.747149802173275,-0.594187193280167,0.73393971618516,0.365150836031811,-0.565049600484453,0.339057174094797,0.523211494692278,0.669109977813058,0.16345102578944,0.490523650300955,0.663584941223707,-0.556478547575479,-0.466035249277422,-0.66229256114242
healthy,-0.298447800398531,-0.334283307279428,0.141351192640589,-0.740783181889191,-0.710252842849545,0.500704888768867,0.374464232266271,0.188643471134072,0.503175136515863,0.463880190313872,-0.818430820474618,0.146736183301708,-0.631961919018519,-0.400986481549141,-0.569421769480668,-0.401952287885728,0.617502490256605,-0.767681040844204,-0.307741051798784,-0.478413630978669,-0.583049893981252,-0.584275360549043,-0.685546537515144,0.538604334169883,0.399717925935259,-0.395211025513354,0.203178953985578,0.596632272771903,0.565928006687009,0.193715747168433,0.258183569622627,0.33276143482361,-0.389857137897703,-0.700841603078011,-0.802094866154868
healthy,0.145674708167431,0.172776050992611,-0.494441535524246,0.342276326958983,0.468370336257586,-0.797672537806863,-0.63401631262649,-0.139411571944525,-0.578590759964543,-0.330051589879936,0.305293651094692,-0.155990112272057,0.233500550645791,-0.418923933209647,0.507252646134526,0.0202834274831991,-0.285461311014814,0.412150773092625,0.392768637413082,0.136391889647557,0.344110687385109,0.262951279744852,0.262699251957953,-0.642502692486657,-0.626391039783591,0.156919789755449,-0.570885958656922,-0.204422257320426,-0.532760046498693,-0.501329639242296,-0.709317049609341,-0.251649484728656,0.18692285139896,0.332504510734521,0.475919659488396
mild,-0.232564603098348,-0.0405532337204457,0.227397626648067,-0.451167140979774,-0.516567852884272,0.483015577258196,0.541853876120688,0.33576571754772,0.583173392457042,0.476839467013812,-0.366787808083167,-0.109979334286372,-0.385337724217929,0.182470569263022,-0.235764120209111,-0.271411172422731,0.160512336986896,-0.390400400936311,-0.218516786936621,-0.518082222200555,-0.333849401087369,-0.20512848652645,0.126345616341041,0.645622303841449,0.304352979199934,-0.391081390870771,0.175088907419119,0.494218781530009,0.600143598371225,0.173278503467183,0.457620569921154,0.134719826757584,-0.588392367993525,-0.177902173466742,-0.465704790543206
mild,0.0637507383031172,0.0227739282224289,-0.522695536256221,0.436723342092454,0.412602337392972,-0.445810471513285,-0.364785061311236,-0.162953948302161,-0.438457190546287,-0.314721898315268,0.333337062543902,-0.11780491356803,0.0311687964841651,-0.159574602612577,0.390975345750635,-0.158421585980351,0.0439413684091122,0.233576591013527,0.354668810624042,0.131703157400737,0.324734985485002,0.367055559262164,0.172161467993906,-0.609704334950905,-0.350480103080286,0.0372140808846083,-0.388324510462718,-0.395020213633845,-0.492674391453278,-0.153594213348038,-0.558001301700021,-0.181042014517563,0.18048916241156,0.190765849337863,0.379131968660892
