group,CD33,CD11c,CD45RA,CD123,CD4,CD32,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD11a,CD244,ITGB7,CD54,CD62,FCERIA,CD41,CD303,CD98,CD18,CD45,CD304,CD305,CD319,CD371,CD101,CD224
healthy,-0.402071950617625,-0.355326748882791,0.701195690735509,0.378658144241119,0.293995762984866,-0.513734216867095,-0.392966973099052,0.297644216248867,-0.580212503276833,-0.127350139637836,-0.430288904345757,-0.493633752710399,-0.347196078325814,-0.520419062345324,-0.0330085377419748,-0.14622139017321,-0.231001124112775,0.32165508909695,0.139615227230278,-0.282526278317698,0.168394124483166,0.646869393681055,0.409410239720022,-0.294210038346411,0.532940688264447,0.341638582019397,0.551845519823433,0.167742268507479,-0.141498036846874,-0.495605860511639,-0.470927596787778
healthy,0.205827227102731,0.0683952515519987,0.480575406688833,0.36108728037725,0.0504038025442568,-0.0338700662184659,-0.272259453617379,0.359943977591036,-0.145959162735438,-0.220719882253083,-0.0588278363956646,0.179384972763825,-0.0844549380863646,-0.195833430260664,0.631372549019608,0.388780186026663,0.173825072422302,0.275070028011205,0.0920119361600099,0.0496494176960457,0.21526196731659,0.307661881532035,0.29678322313996,0.653398899047988,0.326493452723065,0.334418205210938,0.566666666666667,-0.112984676911416,0.46358543417367,-0.210626397962819,-0.116456393140385
healthy,-0.0363730845261953,0.0014906009566841,-0.190232490841658,-0.0684051410713519,0.0420369974046438,-0.126528455419808,-0.216023879778124,0.0922448979591837,0.139311923243552,-0.0516659315895294,0.0210816372784102,-0.205587181373617,-0.0904122674007206,-0.148729632468216,0.0461464585834334,-0.0758398334469738,-0.36202540622738,-0.0484513805522209,0.358436515741245,-0.05633678270695,0.354600088964201,-0.0028504728893613,-0.149657734203021,-0.219025612045173,-0.23626104715487,0.159048429146462,-0.0243181631123605,-0.0485365439638278,0.169651860744298,-0.0126655958541254,0.227160595263576
healthy,-0.111806313229938,-0.0584727995079678,0.393907082854177,0.582492988094183,0.497929271934632,-0.0729938770617943,-0.143513532708327,0.60241935483871,-0.0623359294886755,-0.0928130074339128,0.030530375265013,-0.178446792663365,-0.228149840872571,-0.0955372287204489,0.381451612903226,0.0253080198310456,0.105454760646604,0.748387096774194,0.372054467810602,0.211301823017591,0.229035325408372,0.485527883218478,0.165383526638321,-0.0123420095847268,0.672245189423001,0.53318564027448,0.470350986231176,0.309721998851999,-0.158531678892669,-0.202828696722587,0.265655428615886
healthy,-0.128442728442728,-0.303038115090393,0.342562547066727,0.554192451338839,0.268119901768495,-0.25510007131787,0.0101539600534599,0.0012870012870012,0.0951776186037647,0.247789402672826,-0.0495325350987002,-0.120645305790009,0.241011188858039,-0.180903292795538,0.282110682110682,0.301805997815864,0.0307290896354708,0.100643500643501,-0.135523112794879,-0.0195876451300394,0.053572219754902,0.224396707633169,0.36503458863142,0.348908100956876,0.14510321326595,0.275218003300199,0.113066489094764,0.0091383274601743,-0.073377963297164,0.0309079265621635,-0.006744691914408
healthy,-0.667536039295497,-0.681737056992254,0.727983061775061,0.594035576915591,0.436684031127404,-0.691040483692381,-0.581916590967421,-0.133192915890502,-0.514317914569645,-0.648941423214669,-0.723116122143028,-0.532509829243141,-0.810073533060969,-0.509982484248749,-0.420297778138015,-0.554020914652731,-0.204769143504474,0.0831470794280851,-0.0978002557100928,-0.722400512955169,0.0285490246500494,0.731477845778372,0.248378193998386,-0.518723511626698,0.175413209852724,0.65481076342077,0.530504996109072,0.614004978244883,-0.417169938601785,-0.749676255949715,-0.656875918378801
healthy,-0.33632061213011,-0.468961365373469,0.77121563103938,0.765789963834308,0.729791256651444,-0.407268726371941,-0.454672355844965,0.0770917062477165,-0.251673024433706,-0.140296875123808,-0.361740440391909,-0.482290454119512,-0.3485147711367,-0.44636746269452,-0.111236983402584,-0.247721336623824,-0.161568230683086,0.461580620718059,0.162209986408594,-0.239518521509169,0.209983140790267,0.659373419632489,0.594524764027871,-0.140179171493559,0.398026858333765,0.677975936301109,0.671412820066448,0.181150523421432,0.0568526435397213,-0.445396602757844,-0.354398554347481
healthy,-0.451329609022518,-0.561061112077683,0.747413844772255,0.755671998873795,0.707237955065053,-0.382709974370743,-0.178333163015373,0.507235621521336,-0.318531521544431,-0.141675205665238,-0.566297683029102,-0.362430076654773,-0.218218410118147,-0.337051810238289,0.18927613253092,-0.347330609697119,-0.147612191063317,0.496037402715429,0.001683337965819,-0.392705948890416,0.0187378890059173,0.728473459691374,0.644701142284245,-0.292879128879306,0.588641465943007,0.580913096898476,0.759255187174943,0.320493460320719,-0.389970196367788,-0.485605685840416,-0.109282498298652
mild,0.302795023026282,0.603229439994051,-0.4953963873356,-0.600008060624267,-0.408504272415508,0.319051422886076,0.190552552112161,-0.157716497339139,0.33906373287851,0.288811926093945,0.61833029018986,0.382444873207829,0.296405380280972,0.274457802041664,0.316222434751108,0.254265088713261,0.220467674161486,-0.450581571240783,0.234983368893035,0.230677390994319,0.0567120849027436,-0.496470843682133,-0.32507778245108,0.290533881054761,-0.348401901531081,-0.718265246948181,-0.414514310556558,-0.139397598520001,0.546658405275367,0.469754397417494,0.0244283636481731
mild,0.20865656665156,0.135303349972966,-0.152241643148163,0.166163644576321,0.136604561850928,-0.117417036551687,0.119498315079713,0.185270425776755,0.310508731017121,-0.010995426441854,0.216361780111474,0.0763666608420268,0.132927472604617,0.391184057811553,-0.0533078707674274,-0.126652490186342,0.0682679745585822,-0.0858111276766298,-0.0713653248671024,0.0435688036793864,-0.0435366458696331,-0.112983219010862,-0.164438429105185,0.0013773546043652,0.0621607689268647,0.0140989263940348,0.0437825214718908,-0.20438090759752,0.118483951978272,0.190739080403406,-0.0903930482046725
