group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD95,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,ITGB7,FCERIA,CD303,CD98,CD45,CD304,CD305,CD319,CD99,CD328,CD101,CD224
mild,0.309888651019411,-0.510914340081668,0.724552373510109,0.800197065508105,-0.825238364761731,-0.716392272586655,-0.228854553054892,-0.560312070490047,-0.595760987436712,0.66466852173712,0.521239627641331,0.706393791186185,0.0393166389944327,-0.0055525352341781,0.719900402731575,0.722109537425603,0.380344667996659,0.682703139461258,0.524122712700977,0.592396896450428,-0.829346549006343,-0.731175698032726,-0.349829386754558,-0.765052164822529,-0.784346114228794,-0.35743454817003,-0.609831617822204,0.538747522772868,0.772317538757355,0.369354439318158
mild,0.403816305259737,-0.433859782579372,0.607058674208166,0.433299923916402,-0.483230805800809,-0.508056085234428,-0.624026772020163,-0.485501798302417,-0.330080369197444,0.500517383904578,0.56804669703329,0.415719839012995,0.491542404769311,-0.162946535485028,0.581731391439892,0.411354444903812,0.363757960818708,0.198086402439707,0.397922463029402,0.341104705795261,-0.526360303023781,-0.28777368852639,-0.29879679144385,-0.323112259956744,-0.33411496424692,-0.192359794434045,-0.0892454252301173,0.10352513387135,0.565785861299895,0.0430913524808953
mild,0.459078514824581,-0.62500492100798,0.779786024501769,0.813213253942814,-0.701052721066276,-0.687277670748382,-0.0354831491589856,-0.567588932806324,-0.623699258871893,0.643889664268384,0.630417846855474,0.805212198783732,0.522075344731623,-0.149715638631794,0.669616518806734,0.628493221139517,0.587098315427288,0.791393170245411,0.634128718237429,0.126452169447508,-0.698848863242435,-0.670161199249078,-0.370092226613966,-0.766813779879817,-0.66807221557726,-0.593327609349806,-0.397453992312869,0.610367918466082,0.800883538165379,0.265196125778393
moderate,0.170899652095448,0.172688322961107,0.193857130267741,-0.138168873922065,0.0562654784629089,-0.177102526701598,0.0147332650010142,-0.400400662860697,-0.0624875379908465,-0.194432191824602,-0.0059226589602844,-0.334336063012689,-0.0375066946047827,-0.302095132887749,-0.0552474461985093,-0.348702510454171,-0.0722761791851228,-0.162542210048389,-0.0352784468503902,-0.0166852057842047,-0.169017497336687,-0.126879000405843,-0.0603019681208515,-0.442306368308703,-0.1864894199293,0.104503391286264,0.218300233021501,-0.292785358167107,0.0064544853935298,0.120983350233753
moderate,0.186143385631674,-0.402984030614294,0.643304080672101,0.715879408554902,-0.636525107319287,-0.589514247405117,-0.008198380979619,-0.590439681025505,-0.109166236027762,0.678794755819199,0.45011823911612,0.590155542943176,-0.0389969401226709,0.186898977696673,0.49493893738169,0.62397276098897,0.311940927129881,0.56516788670346,0.362795973821336,0.307270140309,-0.642625676700821,-0.276900435696905,-0.18723829217161,-0.676911701008643,-0.724487218358299,-0.233353917151595,-0.218902217359478,0.349306674160184,0.5107095636849,0.148087984017287
moderate,0.660639967263899,-0.0995597007040271,0.466433844674017,0.76123236796511,-0.258454771500666,-0.532453281124386,0.179996808147032,-0.106343974880215,0.0403550491402131,0.502764373681842,0.238733670118052,-0.122362128603136,0.315289409227246,0.0683641723250745,0.695312811804311,0.55968109523073,-0.0718708177564652,0.554908352146899,0.397094733619598,0.212214025441416,-0.0635607382860338,-0.0669450104054488,0.294771792190255,-0.483005017671332,-0.215254873292021,-0.192811600258201,0.0683061806951577,0.498452699484087,0.757662023748347,0.192100350152483
moderate,0.153051808143223,-0.424640540007903,0.636475284583078,0.734295310250695,-0.644971979586666,-0.683605069008783,0.138895744110722,-0.655248694402213,-0.223697831419885,0.516793266389677,0.408799438237194,0.464999034295154,-0.242168898877021,-0.0636755245890548,0.493294011564868,0.507581917356623,0.0140859204192431,0.326912981510507,0.395899968547849,0.543881128113402,-0.694298351613112,-0.559889872250058,-0.35179635174403,-0.584102781153957,-0.650432295413511,-0.0276631718478204,-0.208780646064475,0.565832824492863,0.724425688800924,0.288107270826162
moderate,0.378533385132477,-0.444853820461432,0.526349085118534,0.810898882736325,-0.345402855583269,-0.377917373214521,0.10774468811597,-0.213616453174337,-0.10489146865256,0.387254552811993,0.550537057877523,0.671459443444738,0.616061712841253,0.134538340716237,0.773297175279302,0.552958132978103,0.471401260184247,0.296921030183662,0.726925895840248,0.481032085155511,-0.47943535823032,-0.432418794992985,0.036036036036036,-0.211498832227644,-0.380116284720636,-0.107006846290485,-0.207542742253783,0.670175626679348,0.728357987368327,0.0207152498142278
moderate,-0.0012928495364236,-0.185431712217374,-0.030700497339642,0.32829823530387,-0.316848493812694,-0.0708521475273634,0.0034206684522674,-0.307274793087698,-0.261956385018699,0.104450539588859,0.14119054333849,-0.140081719281297,0.297512928674859,-0.0280086184768523,0.0773312799201632,0.16068987268666,0.212675338230067,0.182795612881751,0.0545624939146848,-0.0075287645791073,-0.184863945005075,-0.376014085016554,-0.182944606794279,-0.305560173001455,-0.292377718563724,0.0344984764057192,-0.347913987991878,0.190148949746855,0.1372128554564,-0.0933085003592651
moderate,0.109957253568836,0.18242185840896,0.0566395189714286,-0.203674334420559,0.429557662447964,0.391589766474675,0.0967538883521375,0.328782052871339,0.0874906818602617,-0.169111674963504,-0.19995395296955,-0.0468435370273665,0.0007084695222601,0.0877553215161705,-0.139198096198064,-0.0921718848460489,-0.296707035922562,-0.0114947880689833,-0.324365432386895,-0.0238481210360037,0.312727255295458,0.276264438866012,0.390325849557194,0.286009146136433,0.524034218659317,0.0782292624638692,0.26899209741118,0.0272623621517922,-0.270470071984999,-0.191698517152399
moderate,0.541573734910603,-0.166025358495919,0.725000962848128,0.734351386997905,-0.63979675373347,-0.546001243433935,-0.0957438433414033,-0.320000141065579,-0.488005231887285,0.615051601736939,0.568760304870259,0.701695086348732,0.318007798422961,-0.659922084918995,0.594896587855358,0.580558080217463,0.431972669621517,0.472821910112581,0.0835761654051987,0.321824962714136,-0.785200863425767,-0.699454641114437,-0.107555150274914,-0.745041476751519,-0.524456295771858,-0.282745407749626,-0.161663618578527,0.393712777491745,0.763619689141205,0.12494264987188
moderate,0.0825066919018444,-0.0572791717175573,0.488799759850139,0.564111938633327,-0.202624388723342,-0.0701306012269714,-0.115862607071062,0.0504721318717143,0.0924447731375555,0.20856446535393,0.465930772503833,0.240472231939073,0.115116165906915,0.0108826849490675,0.553042162523265,0.389609194263315,0.286037425950771,0.600019341155503,0.485202292467013,0.367553747249726,-0.35404437779754,-0.360445726031527,0.193516042780749,-0.463019140672957,-0.133628380235452,0.001703861868692,-0.202190444641667,0.0871663478002633,0.435768236593382,0.327332874819775
severe,0.215554045490904,-0.655215109923696,0.51098192975562,0.526722470112831,-0.705668881354638,-0.52630575872532,-0.341652298817365,-0.68973190457404,0.0882029763709504,0.471308065038012,-0.0797312659877735,0.46521110497621,0.129219361541007,0.279150331546464,0.445187470579221,0.676818662124329,0.400307937195466,0.614612077825398,0.121239677112385,0.120738544597416,-0.670380250804467,-0.644769152928073,-0.631855203619909,-0.64290360869299,-0.688633268318721,-0.471151783214751,-0.59838515453638,0.215611702089163,0.536066136184815,0.103305670467417
severe,0.119583693976983,-0.070776904103821,0.561534115378098,0.634949030390784,-0.783824755247497,-0.613866648479449,-0.272734024284904,-0.598719473713973,-0.48382241298365,0.347220521606253,0.196209815752416,0.539355017104182,0.492399717820744,-0.132224314910383,0.481532548575846,0.54311961991072,0.259620612665014,0.596815675867729,0.397775477366676,0.108039604551535,-0.74327622337572,-0.596946232167128,-0.336758237324857,-0.701290952083256,-0.661549355599642,-0.289351923146789,-0.4030718720812,0.307316815122429,0.560933194654193,0.0850208039803697
