group,CD47,CD8,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD169,CD54,CD41,CD303,CD49b,CD98,CD38,CD45,CD304,CD49d,CD305,CD158e1,CD319,CD99,CD328,CD101
healthy,-0.242417558952433,0.0080078448078216,0.270593364283655,0.293896351666005,-0.39580610466373,-0.254257485902538,-0.161131032713626,-0.140019653888045,-0.16254518440989,0.285604260259496,0.247765592584301,-0.426772543968332,0.041568981651974,0.265931151967218,0.138724121962181,0.264858188085683,-0.0160589966086184,-0.0984800082447875,-0.225913621262458,0.328315108523163,-0.50736727923876,0.0035590421368096,-0.231502235680437,-0.177566836098731,-0.484539585802346,-0.124009706189727,-0.337209302325581,-0.342924889302699,-0.625317697157626,-0.0996898671699509,0.0780338260243695,0.103337178509189,0.344815464016821
healthy,-0.0425770308123249,-0.00799616276259,0.449422205972607,0.53188520417999,-0.21913304822302,-0.488740067937378,0.0747866467604151,-0.576203915436295,-0.359591685531585,0.297014426838855,0.614690952716908,-0.294064637947618,0.714217670035193,0.559059623778913,0.689242984651136,0.534361697187384,0.732679542497578,0.0,-0.212324929971989,0.283343508160813,-0.594762201674553,0.0919941938026345,-0.27358291026506,0.134453781512605,-0.108831150907688,-0.485819724586899,-0.138375350140056,-0.292717086834734,-0.21023614226313,-0.470577727665674,-0.0621365428128771,0.520357669025143,0.423366104266401
healthy,-0.051757010707572,0.137186588845435,-0.0199197563579701,-0.561764225062606,0.580871660008026,0.657004086781641,0.0557097123125543,0.303867438382139,0.472292392666915,-0.3433792077074,-0.457193244360384,0.37045071024068,-0.401518155871372,-0.117939331736704,-0.27891855996902,-0.129204348465095,-0.423805154570963,0.282614811490623,0.368835534213685,-0.0326207099860036,0.573672831073814,-0.261014529801006,0.437046616311165,0.302761104441777,0.289895572912566,0.52974677909006,0.292677070828331,0.534278694308521,0.0536737980230813,0.433001641311711,0.200614020798449,-0.429201821236279,-0.582665567448909
healthy,0.725328320845483,0.234564294574612,-0.624420095908716,-0.623372648041691,0.912313295522368,0.800726164381547,0.151552194246828,0.469805676323534,0.265995459039042,-0.620042433486019,-0.776328385013571,0.164987440880435,-0.705937044393056,-0.49805924055573,-0.478870655307403,-0.510293415143789,-0.384926817752838,0.142886901662352,0.423790322580645,0.376330128321177,0.791780064347481,0.215704657297611,0.172328766602135,0.276209677419355,0.405686059123898,0.746848374082103,0.421774193548387,0.760790703286447,0.244948974278318,0.526275591545267,0.525908477226738,-0.249239064870193,-0.509091947949122
healthy,0.0462415837449843,-0.323678500475176,0.0535392535392535,0.253347073278629,-0.218577350624479,-0.261063657163956,-0.186105087215698,0.0051760598797006,-0.276771485819192,0.243001480649919,-0.0145007452166401,0.254079717934246,-0.132989697100937,0.104515552950692,-0.179933010859769,0.46222214725727,-0.426561149499233,0.163076469987813,0.0054054054054054,0.0949806987925073,0.0358763966954991,0.0657485523543631,-0.47343035578991,0.0574742745262999,-0.173196020097191,-0.203740416493123,0.0934362934362934,-0.435031803306875,0.141813303919001,-0.183781918921283,-0.312582772801291,0.040865736519622,-0.119639432401041
healthy,-0.27484642622639,-0.0578607242155858,0.576059235993611,0.690975474348321,-0.727772241069513,-0.479861070418248,-0.234525549278257,-0.273618882243231,-0.549914013093286,0.773248081253023,0.586693061252948,-0.580775698692318,0.707740294655309,0.600485675174123,0.665262956112555,0.629665487288644,0.342445680182501,-0.124916009743119,0.0119792253285483,0.104308387623839,-0.729663836004949,0.259116638486287,-0.303962934112618,-0.215383625956653,-0.231944176474371,-0.561516160823258,-0.144382275387485,-0.500708033357912,-0.005981928591807,-0.614667811974547,-0.0854568113320859,0.573921346970547,0.741284839273853
healthy,-0.359400325861865,-0.0427079355854787,0.36188756241602,0.409511674823597,-0.620992818274825,-0.613905033041455,0.0633081484559224,-0.560226626481453,-0.348004773537182,0.232703594367863,0.18034128058985,-0.131981252370953,0.285925673093105,0.564411685852915,0.409565502507514,0.406897075134767,0.217641022724683,0.0497810293308012,-0.327012313419348,-0.119838479626416,-0.659072571376888,0.0533801179131112,-0.646246134395862,-0.345555861494759,-0.305380470809184,-0.644461315944855,-0.336097917427841,-0.644469855330715,-0.0243876759852915,-0.133664932881894,-0.468993574444903,0.318133801693892,0.393742211215982
healthy,0.489051098469567,-0.163820404326415,-0.50616949678338,-0.618627224360205,0.666664539178733,0.706203174290739,0.0884589071473925,0.778031022138151,0.474443937323738,-0.350603180329577,-0.379497122372551,0.349672795458719,-0.47877551274301,-0.504508371603941,-0.18798566413375,-0.356390325387352,-0.469067775106308,-0.0002118606113793,0.482901926105976,0.0751252933187102,0.764862887306256,-0.0813461281362118,0.686431143332247,0.159453116652111,0.534434582723259,0.590159570395645,0.541268290310918,0.703835732725901,0.0189955109957216,0.453822227161613,0.435217600981305,-0.396483544908483,-0.593231668083062
mild,-0.196399867104986,0.129002550159076,0.622378849749771,0.579255767298262,-0.593049001919629,-0.696328499172628,-0.169753113425994,-0.479632835875272,-0.594678042809393,0.642537601978017,0.377135272290056,-0.453396439770366,0.506258450955557,0.09354591879607,0.489046257377693,0.487296263137936,0.494310852478627,0.234661951352978,-0.432963089974478,0.357059610154435,-0.622595076488217,0.111027544333841,-0.300315048050062,-0.336719883889695,-0.291007612377097,-0.636436328947176,-0.194404128366392,-0.268727972705507,0.0333972750358565,-0.305510471327578,-0.391321475997961,0.353407883424028,0.565649088200652
mild,0.535725217171651,0.10508693135275,-0.281950125184176,-0.305677835250401,0.651543900336811,0.689233623437718,0.276282278021321,0.7171771168453,0.399225540547938,-0.421514928909144,-0.360739405668951,0.0954546997175724,-0.178773125400377,-0.13140983188314,-0.0446364918081319,-0.214696794850811,-0.0600053389309611,0.0173046148327501,0.499576323412609,-0.0957984013403274,0.674924184884364,-0.0599647483272246,0.421996565883824,0.298780070940626,0.676746429546131,0.563169023423452,0.297919156287372,0.680429497457805,-0.136193367990148,0.339115285344585,0.29643828462557,-0.147084929018411,-0.309633952662843
