group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD303,CD98,CD18,CD45,CD304,CD36,CD49d,CD305,CD99,CD371,CD328,CD101
healthy,-0.594820980128994,0.203278804127822,-0.579443292503475,-0.538784729226879,0.636189331678882,0.181612489930384,-0.209801929931924,0.179222508243853,-0.675092555996754,-0.427201502960283,-0.124433705829055,-0.585265818823979,0.587082199448846,-0.370048457737351,0.0078884312049602,-0.269424156780832,-0.529562701562671,-0.196242475303404,0.207188160676533,-0.374557873585414,0.466599538031879,0.212336086616821,0.0517115058258383,0.21761618922898,-0.026923159896454,-0.0746366952469318,0.229235880398671,0.212916170346802,-0.0598680568081701,-0.12866203563878,-0.330554935606289,-0.48271130950353
healthy,0.150854575141546,-0.0756302521008403,0.0468937884395035,-0.195655268783996,0.227886698618081,0.321490615031051,0.632785342804917,0.269393102204265,0.0529762574186261,0.100531268507427,0.344817927170868,-0.297835588825016,0.335053584314128,-0.189119559964106,-0.42487401423117,-0.292191413312221,0.0321665619892697,-0.189060494503586,0.429411764705882,0.402524940078111,0.582196803047625,0.209254770021018,0.0571829152319989,0.321591148628124,0.555021811169414,0.0817927170868347,0.463865546218487,0.52436974789916,0.445999024123708,0.268347338935574,0.070624005025128,-0.0449430240469158
healthy,-0.269736886712813,0.323942566079662,0.0916894667653622,-0.45338311034112,0.444239766638059,0.542569318073491,0.403507132801832,0.33497891128694,-0.276663326215536,-0.114860187730254,0.259447779111645,-0.521811742423478,0.260706548054928,-0.245630085720926,-0.425284703375594,-0.0064183107657303,-0.0771369244567731,-0.171520641780457,0.176470588235294,-0.413667430176396,0.514055493834618,0.329707339630075,-0.199297909730032,0.351171576802408,0.734466097946735,0.152862765210517,0.157166866746699,0.512027094464603,0.347121729407584,-0.0029291716686674,-0.234055942293049,-0.505805145459616
healthy,-0.544012875256202,0.482946764547368,-0.580827742736032,-0.665861533497308,0.502486651806727,0.60952001732016,0.287912780968298,0.409879123714965,-0.661811152026935,-0.380072018605264,0.393145161290323,-0.516526994677545,0.15881144041967,-0.438225114348146,-0.486749232570024,-0.334497761350606,-0.416417703444565,-0.419215102685222,0.333064516129032,-0.439556227824558,0.76613332996722,0.167336875378144,-0.468591708167659,0.228248816564738,0.783268158253857,0.0112948778854828,0.451209677419355,0.661153744796653,0.169115667186637,-0.505445785375354,-0.395012501130407,-0.651718501620583
healthy,0.212041025752715,0.0356499360715522,0.0002574002574002,-0.121009272805849,-0.0331339749112903,0.173953368284274,-0.199795911356446,0.306199409614234,-0.0831456337393259,0.246901554984131,0.126898326898327,0.209601680858706,-0.0290258908955744,0.14060016473329,0.0959916998242244,0.200705093917739,-0.0509841898150516,0.294130759078306,-0.192277992277992,0.204639345174359,0.0829218602867669,0.223479190902594,0.560587662578297,-0.277319817893716,0.0099599916042648,-0.140016415585372,-0.215186615186615,0.125339295070408,0.210282956248141,0.229660151793229,0.132615906253999,0.0480360691986957
healthy,-0.615577542796689,0.247530994244348,-0.36191596633582,-0.508662091279651,0.434501474133909,0.373600604100772,0.327802431024503,0.477746145692197,-0.576452961474663,-0.130704112592649,-0.332178373044153,-0.450867954136525,0.335808144020509,-0.438081874765646,-0.322399726415518,-0.528592523128228,-0.604914078717244,-0.349057911472967,-0.140197135086729,-0.446377669894154,0.450219949480028,0.146163460090116,-0.202226246222118,-0.0872081805903917,0.402398544148201,-0.0697742937086428,-0.0500675284584218,0.444026230025117,0.0625629109510846,-0.0958209065187337,-0.50484155169007,-0.394348171746237
healthy,-0.445687142647632,0.199780745464826,-0.812253597996014,-0.848086417290777,0.728402885810408,0.594208248222355,0.625793809696231,0.614153903536726,-0.894276618767618,-0.728713644648465,-0.404895871392035,-0.620480280863638,0.494223940321087,-0.715756215129615,-0.576222880647678,-0.579606517791977,-0.759350958414815,-0.645656475490548,0.387153348937588,-0.671072780704354,0.71490141195195,0.562121480346727,-0.532776562244296,0.21905544989543,0.755320633310727,0.141314582645085,0.275337961271465,0.426709890855445,0.329784901203476,-0.365413424190715,-0.783282231185809,-0.887075864770999
healthy,-0.21352380266635,0.345955830521777,-0.48870831772594,-0.62971725809939,0.684971611135981,0.613261174345999,0.41315541503433,0.512852736308095,-0.550274949874508,-0.284706293076598,0.306221397649969,-0.67549048062243,0.376860932798083,-0.519851946061324,-0.363893834019194,-0.387570596432453,-0.49916345538225,-0.362430856271996,0.329858781259404,-0.405986369622913,0.668022937548812,0.601526407234945,-0.359982820498424,0.316963644702191,0.444714581948436,-0.0839168622887139,0.303405113258994,0.607708529864859,0.353347274547337,-0.32433991881768,-0.414712973172051,-0.618963296078795
mild,-0.089730431583827,0.159347857651148,-0.345235755215161,-0.45315100923291,0.550905052384624,0.586477136507098,0.211769132118843,0.481030378705286,-0.328046447265896,-0.465672851696579,0.400258022899532,-0.256895570983409,0.28112800889804,-0.368440378383644,-0.356122428524952,-0.234261835171419,-0.26862111826448,-0.40680731433773,0.596085230028183,-0.153160998359961,0.564788136452095,0.35791637915184,0.0173343744158723,0.0710365322862261,0.604765326795776,0.111919484304467,0.172552814062248,0.491040029428538,0.234453098499502,-0.386664760967071,-0.335081985998769,-0.430959163561808
mild,-0.141520930512767,0.493011185376906,-0.488077136138893,-0.492402795606536,0.685299391783192,0.54106189156212,0.714770099618955,0.436379102706043,-0.496303017834079,-0.166587670251217,0.216479722808837,-0.495710280812868,0.0822294613503854,-0.314036008089917,-0.203045024593505,-0.165626891174917,-0.237293688409207,-0.153970442409576,0.423946176985749,-0.199857955366689,0.672863101415733,0.403161700219205,-0.0455164683609208,0.624694851413601,0.58245868456523,0.264764400047842,0.14115088172162,0.582176480658635,0.298656521310667,-0.280079419838062,-0.221150803248219,-0.470772965668539
mild,-0.425390368687232,0.388905467968425,-0.705478626038855,-0.799081746589365,0.618351124489783,0.69804725768731,0.492600324545421,0.670825933541911,-0.718691559308871,-0.61175336424626,0.0763719392203069,-0.681609022717792,0.120014353713482,-0.644536950800553,-0.473465146269942,-0.345998670649633,-0.623243298325726,-0.356345970473764,-0.0041116262794156,-0.386702759168081,0.800972555144262,0.598680145251823,-0.333905198789112,0.160941467159305,0.798307491526793,0.167707731980276,0.103561399368842,0.470604160492845,0.424157868133849,-0.163992651561543,-0.579756690850552,-0.762467437155964
mild,-0.0940758865000705,0.347956882638772,-0.425209237014389,-0.475426305408274,0.470971250473938,0.542288016260898,0.189354057651166,0.515161147640296,-0.350732423691036,-0.329439969878495,0.107286096256684,-0.51410910624305,0.158331491996345,-0.280568070973041,-0.581604815161961,-0.27783351602973,-0.623711306237514,-0.131235537058911,0.0374331550802139,-0.0927550767841107,0.565262632250622,0.437090225025931,-0.334169710425193,0.0294117647058824,0.264889830721073,0.0570859229662433,-0.0043449197860962,0.499163739170499,0.465613772829788,0.0688502673796791,-0.450879201466012,-0.305658278915269
mild,-0.506549433129267,0.738101049571329,-0.764031387675046,-0.732933104547516,0.71134638544051,0.779037743420715,0.687878787878788,0.636436479951646,-0.575168787807194,-0.628772967618075,0.414361001317523,-0.732947768339266,0.161491025939913,-0.73177817428925,-0.693390853213729,-0.482993997658576,-0.716357774675335,-0.412765423795619,0.507773386034255,-0.0843454449655087,0.725455502831252,0.718705843672993,-0.470011057257466,0.532542819499341,0.781963807432274,0.607744445083442,0.497101449275362,0.711556205940277,0.432353106930269,-0.323665198865773,-0.665502654164159,-0.778416056082054
moderate,0.196873387766342,-0.135276321685517,-0.188960624107133,0.0320391591703339,0.106251327633082,0.237815818040919,0.146227479432728,-0.193109078248821,-0.202895448742511,-0.511151218963683,-0.0304783092324805,0.344762814808339,0.105637262635589,-0.361025148423728,0.14295836993689,-0.401273592229091,0.292308418893605,-0.207373007694905,0.494382025531124,-0.0883203559510567,0.176546116371729,-0.0645075052568427,-0.0184429980969136,-0.318260387304494,0.2254821400995,-0.374515814687992,-0.215572858731924,0.0209940185309631,-0.341334415233227,-0.252057842046719,0.0744194973705312,0.0799020778026626
moderate,-0.114087881516187,0.644420021515311,-0.72183090717827,-0.78376846154565,0.694197321907913,0.724536647934721,0.577809577906054,0.307296467460153,-0.671261798813104,-0.23875758921785,-0.417630569295095,-0.737737057654913,-0.0546539118021165,-0.659251324749726,-0.625688257207635,-0.288477055228303,-0.599698510241717,-0.511888743113382,0.0525907681595803,-0.341371715195008,0.77542955459522,0.398299221092803,-0.48181293123925,0.333967615428526,0.775548710735111,0.292974148301515,0.087388562019087,0.812273864719373,0.290394043655849,-0.672689199021573,-0.489804649579742,-0.576990284510043
moderate,-0.372057165679308,-0.0132992550105565,-0.388858119142345,-0.21552740393731,-0.105214921164101,-0.127612769856258,-0.221122127078516,-0.0334986087523128,-0.0250433574815106,-0.0138450561040249,-0.321114369501466,0.164695945608013,0.0441338327668202,-0.308028170207361,-0.141912359061894,-0.0385699696464315,-0.0901629330894195,0.0667794912757732,-0.213545963686721,-0.285983662856765,-0.117308590661241,-0.272810591536656,-0.0297792613384884,-0.375097105562099,0.0082319523423968,0.0267006110865663,-0.297314637853958,-0.206087289250623,-0.263918703612353,-0.0729611906829141,-0.224996010183789,-0.191863221222556
moderate,0.230069756944906,-0.0735085499167579,0.737027600882685,0.719157188826053,-0.16901140175709,-0.29487240842133,-0.160317097530624,-0.315591693202566,0.587582873905287,0.227703641029623,0.151884753901561,0.530799354113901,0.194500686566255,0.474311707859949,0.439127257683928,0.237057097214326,0.530301357074833,0.408417746152321,0.114265132978049,0.474368709698837,-0.32812327092731,-0.152382503195819,0.601710787130562,0.300036150811199,-0.217147374702333,0.110593451477261,0.23189241783019,-0.158789629939231,0.144720182035366,0.641487334294293,0.627244282009238,0.74970264243908
moderate,0.281996494527571,0.22493413788227,-0.177291476411446,-0.436967218417902,0.398949946323133,0.566002983382012,0.462697270312653,0.546986848853666,-0.358907135174391,0.060616449961141,0.633001422475107,-0.25000641439781,-0.169313081325095,-0.308619381088542,-0.381342119187953,-0.311682272800484,-0.520395712933591,-0.325763196523179,0.534850640113798,-0.221044813224892,0.704616055615547,0.539877707010358,0.0175803670216224,0.368421052631579,0.560386393746022,-0.0598643245581023,0.108345187292556,0.580878577777092,0.332267947935143,0.174964438122333,-0.154093775414334,-0.388679605277546
moderate,-0.11378033586851,0.0820629344200679,0.164579280838571,-0.181393766145817,0.105382559132413,-0.0933930571108623,0.0526688640469987,-0.0539874707594672,0.0744092215214822,-0.298744318972407,0.0278664836537581,0.0586006448024905,-0.148331270559863,-0.222643918554364,-0.248379359997663,-0.095957945831806,0.0024569302806687,0.0942231569752322,0.17490200468588,-0.128331214416602,-0.140024960768855,0.0254235004534663,-0.0804380051963262,-0.0188811001548965,0.148283658605862,0.237904768641719,-0.0363051802852306,0.145502492689405,0.147023142015586,0.0119483048431835,0.0233110667876084,-0.177426103431999
moderate,0.145112252554674,0.0944487794103794,-0.466288132927575,-0.643902853152777,0.699756609826463,0.713094058768008,0.487569423970361,0.392400823449489,-0.379952204788132,-0.381536068379932,0.315652768284347,-0.120054976972653,0.0123923770942375,-0.349472238927903,-0.466598027360552,-0.471628160968599,-0.107084881489271,-0.142049417836545,0.601298701298701,-0.144169456776566,0.539454515384666,0.442896722235947,-0.0222698655071599,0.511494487517893,0.65165026657491,0.147023501364841,0.29254955570745,0.65921371373884,0.614687636786925,-0.290330906054019,0.0453086742051012,-0.558045661973188
moderate,-0.0789705127399525,0.400375454688292,-0.420044725162724,-0.466611248727086,0.704811193462871,0.602686789193222,0.641878217231307,0.38717134327966,-0.267209479975191,-0.162472120473181,0.250093808630394,-0.349371740272623,0.623201155306329,-0.169084036704652,-0.378750540380915,-0.0756052444045088,-0.28115272361546,0.0733459821245142,0.473545966228893,0.129618690916886,0.605254410292849,0.589181692242692,0.351137700720221,0.666353897863777,0.622701911933068,0.513545798944466,0.608818011257036,0.594057741050045,0.587425143542553,0.026748008576222,-0.162272139100153,-0.292275436018796
