group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD39,CD370,CD54,CD41,CD2,CD303,CD49b,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD99,CD371,CD328,CD101,CD224
healthy,-0.535806519536917,0.208672166924529,0.314347901910804,-0.487002076002163,-0.745468606735706,-0.537171824937775,-0.286424677271494,-0.301836072206226,0.32748059112886,-0.34581697372395,0.219436399365453,0.0884262950413943,-0.112549006826993,0.388335736172046,0.495909261711829,0.291981756520335,0.323006436778542,-0.281032920567804,-0.279384630828825,0.0256636596520505,-0.450674639122941,-0.322983073915472,-0.34499068314509,-0.0427011390190359,-0.604145430264075,-0.392221488491523,-0.18886724711876,-0.262609483539716,-0.475085052780324,-0.321929023153168,0.0860767139836907,0.210860559298571,0.309165822994404,0.374389467558242
healthy,-0.36078431372549,0.245560586768538,0.190049100623996,-0.437974308099538,-0.325636114291122,-0.357179035299692,0.386262957419197,-0.262377656834362,-0.16833712398323,-0.183473389355742,0.319391333900809,0.365660374647162,-0.106509156088736,0.293437179157372,0.716692402994999,0.38684896136875,-0.22075157351368,-0.264985994397759,-0.290405908663326,0.124456933151998,-0.589812196154854,-0.0625428152111436,-0.557410114526829,0.209243697478992,-0.361089713050219,-0.586285698001109,-0.338935574229692,-0.278151260504202,-0.141176470588235,0.113082618199738,-0.122408963585434,0.400014364462325,0.204990909054114,0.0408900244417187
healthy,-0.0855981330932921,0.379940058768929,0.618407061416603,-0.709314573208707,-0.387858625183144,-0.366802828782234,-0.069614680683627,-0.373545000920587,0.4012125116345,-0.183385354141657,0.510049389089412,0.283078538176818,-0.198802217093274,0.290501093506166,0.481822382207318,0.14217299388939,-0.286948152035894,-0.126146458583433,0.0686524220471268,0.229772999684181,-0.473421093071381,0.207631027147506,-0.362453142360271,-0.332917166866747,-0.249189082485354,-0.566236102127013,0.323848176805597,-0.0728451380552221,-0.410284898202019,-0.254720332987763,0.419255702280912,0.502009299468659,0.743513818980387,0.290062744626064
healthy,-0.796569527650841,0.491423055442057,0.506629377051735,-0.842920337921114,-0.786204178528784,-0.640165874197959,-0.0854614820926127,-0.325631451634984,0.530016651776473,-0.629032258064516,0.631766443271741,0.263276501285307,-0.167193155330708,0.563046580567689,0.40757917667008,0.416002324189259,-0.163299316185545,-0.550806451612903,-0.390088434087758,-0.358870967741936,-0.788762801479215,-0.24960945437962,-0.169941340364574,-0.347177419354839,-0.56941224203076,-0.784239352498438,-0.219443341775094,-0.586290322580645,-0.807180380316109,-0.475173777070747,0.36425981180682,0.23164571911465,0.4775767321237,0.0342921223213317
healthy,0.186774665070523,-0.111454311454311,-0.291452120885578,-0.116236121664607,0.124252405917339,0.169774764054182,-0.15372897842711,0.0230953325986405,-0.294742262017115,-0.284942084942085,-0.0456114349541587,0.154365323938872,0.0409939122601003,-0.3526613306246,-0.0889103449191587,-0.158258030821848,-0.241755981556737,-0.0097812097812097,0.256732570033153,-0.236611748316118,-0.111690668957686,0.271212778461748,-0.0470922484570305,-0.483763288277421,-0.374742579198386,-0.0041011730135208,0.186774665070523,-0.133590733590734,-0.290891613975906,-0.0955831619309732,-0.31900104043925,0.110469313559494,-0.0676110893547326,0.148642633344453
healthy,-0.411858699212422,0.505826166041214,0.582666336603946,-0.746094476933481,-0.680028379357799,-0.40118335584282,0.0495809716428259,-0.453912771689274,0.573776135033889,0.0277994388670542,0.510812750515028,0.477533252717981,-0.476316969272094,0.606117703738576,0.552967321923322,0.506086279503023,0.0315772812733534,-0.37439501013412,0.029471645568618,0.415765611629294,-0.634471513609133,0.197870887571346,-0.432818468013794,-0.344973953308895,-0.401665701974404,-0.681505220723764,-0.010018377351518,-0.300180075889125,-0.595456582840408,-0.0747317408833285,0.304783819979275,0.40068242828089,0.575796420021995,0.637921257201337
healthy,-0.466081852760253,0.307425203366348,0.426662745102827,-0.752210856765919,-0.768756686428605,-0.633304431853777,0.0697180875213835,-0.457445295792994,0.442159291035848,-0.100365363536719,0.361953248114571,0.0362520626870781,-0.35591521973645,0.401682614018515,0.428842940567107,0.359792039840452,0.216208775783441,-0.593043224481502,-0.225133823100451,0.216700200822771,-0.672438829590009,-0.0947613136692318,-0.681901360525292,-0.42572394440895,-0.397789350339716,-0.680289485141407,-0.462274413227847,-0.504749725977348,-0.675039405394575,-0.372758336352978,-0.10964960363927,0.278992793533417,0.457547313550183,0.333613307167325
healthy,-0.381659074455016,0.472301632608025,0.598513313560517,-0.68780469721958,-0.801378600755508,-0.676288408705296,0.0292900788750896,-0.501821488558018,0.505128494803536,-0.48421768707483,0.364668005640421,0.0575694235798125,-0.488764705973981,0.588266453594864,0.300257920906973,0.386438420873091,-0.156783765756865,-0.534652240733047,-0.0148062783662828,0.286973494664037,-0.797485324255604,0.0451669471984575,-0.651483788227178,-0.183952004754166,-0.441573898275824,-0.534918690127627,-0.0209190265571483,-0.489208277196075,-0.747451177453044,-0.430369686633328,0.347555229590566,0.344853057634091,0.529086707486372,0.0561943188481309
mild,0.129399501425932,0.252087722519488,0.300399837934739,-0.167181932104815,-0.0512447764437478,-0.142499610658595,-0.270172810669948,-0.264273960780047,-0.0474853612609096,0.269633930011288,0.173592248509523,0.0120739923432916,-0.0507270822772888,0.402179723378355,-0.0338547134690539,0.189491725987532,-0.220706798202075,-0.133811760464223,0.389379835430677,-0.0375690306964213,0.0700371686718636,0.359167417513691,-0.125954262012249,0.0765199161425576,-0.249838712983943,-0.100850979201001,0.438513515676993,-0.166182873730044,-0.113012665000814,-0.343104068577083,0.198337227076429,0.100604477916613,0.224105244423139,-0.171518297955258
mild,-0.179715803209994,-0.0960087144635534,-0.0830578784424215,-0.164852082011033,-0.124160988364724,-0.125038210652755,0.0934564241494716,-0.10467362923617,-0.104000953065329,-0.189772253063392,0.148458979144702,-0.0549123579739721,-0.273944024261253,0.0015347528293064,-0.188314982296822,0.0976611959668734,-0.045759521780115,-0.203176973636707,0.111318174167834,-0.0151642085259724,-0.0602015597489665,-0.0030605826178356,-0.163235502426692,-0.276050929145676,-0.14413504571847,-0.105425021906307,-0.298703664925068,-0.166556017125556,-0.211201997649496,-0.304967932831357,-0.218099502168565,-0.0269725944331756,-0.15572374789052,-0.261140031679802
