group,CD86,CD47,CD3,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD69,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,CD244,CD169,ITGB7,FCERIA,CD2,CD303,CD98,CD127,CD45,CD304,CD36,CD305,CD319,CD371,CD328,CD101,CD224
healthy,-0.0848759617399757,0.571001058759047,-0.0480504284560419,-0.209352619642761,-0.399562694597468,0.39580610466373,0.66409374000295,0.432650111472052,-0.0239994390046761,0.244405006327298,-0.237657782346683,0.0950177529919681,-0.0343967788179187,0.306100875868318,-0.16155296673451,-0.23443061556409,-0.382588913440573,-0.0982950675082417,-0.0766067924344142,-0.205847138346836,-0.251165399178933,-0.204459912791868,0.0796280025610856,-0.109723670608168,0.597820705041527,0.254750064637231,0.0409800731923334,0.667497263283893,0.40935440842563,-0.0075850300047694,0.584424536866755,0.0497918505886123,-0.0214436726064633,-0.265978889321102,-0.309014122394309,-0.157949359336056
healthy,-0.0250937977991741,0.16218487394958,-0.114165878879785,-0.123412095923125,-0.260266356827995,0.426010985892955,0.484165723926265,0.769675892890295,-0.300224205223887,0.435558936822818,-0.0696218027824021,-0.156877098008909,-0.172950449772656,0.31484593837535,-0.291636551025441,-0.379923926698493,-0.595501610371879,-0.466486000302537,-0.21538843270348,-0.235343849982951,0.0,0.357227677617873,0.129312890157498,-0.170287357859997,0.638550712041117,0.375423244702935,-0.138608190041874,0.492471462794636,0.599985603466683,0.173109243697479,0.578711484593838,0.485765077311607,0.240336134453782,-0.0194922253869353,-0.2152756763125,0.0912007898087354
healthy,-0.400430466967964,0.23174128715501,0.205137543291317,-0.0722091167976415,-0.649276926390513,0.571838966730389,0.608466434562069,0.36324769985887,0.103719576439558,0.212113492985057,-0.336137975996995,0.154133129121964,-0.190957706212682,0.100408163265306,-0.537743031116453,-0.543142274193535,-0.330991027777201,-0.301155227188873,-0.138750042866621,-0.394454028704789,0.241706894535912,-0.0239800048283893,-0.575484821464911,-0.219151825676609,0.481426676505332,0.44991477521153,0.351335781607888,0.331178778670507,0.654379142190304,-0.0688760965086466,0.528271242946772,0.293422834476665,-0.352797118847539,-0.436050786468773,-0.642092735829102,-0.326458641104759
healthy,-0.298655716990313,0.654087114040125,0.242312964022737,-0.562866078697288,-0.524231915311919,0.760873370404337,0.73013317759728,0.450382185829538,0.28992578064752,0.396626680915867,-0.6386964242907,0.109021845490168,-0.530439309026145,0.510483870967742,-0.673597132797037,-0.618915090406386,-0.291546872520427,-0.570171260077264,-0.32773423243667,-0.330637033276563,0.265361388801511,-0.242020695890099,-0.473259574953438,0.179435483870968,0.772167855703752,0.262616886131717,0.143247964425084,0.481500153671903,0.746362776959813,-0.052843892964223,0.750705990888695,0.590486249843852,-0.385639402090055,-0.469993665183792,-0.412930135558733,0.0028215037352994
healthy,0.0612816492567416,-0.0989414892420615,-0.348708364993821,0.0391248391248391,-0.291709587423462,-0.0903168025807751,0.246901554984131,-0.154117182918088,-0.300729079010609,0.289064162847501,-0.267713495631266,-0.0653000306019992,-0.000267209475091,-0.16988416988417,0.04376588556295,0.132860706124118,0.0987455600650833,0.0989081305872889,-0.334244066731671,0.218288993247854,-0.0132686891591134,0.0355388601871097,0.124226907272092,-0.0635942348575421,0.0443378110104754,0.404045918714167,0.107559810085289,-0.199484701719086,0.311396208098044,0.0470165823552355,0.239711401822156,0.237934970537131,-0.0345005160765613,-0.0398111368675027,0.165228624080232,0.131002669876002
healthy,-0.416674063511101,0.40022345325901,0.0661201486901131,-0.633964503108352,-0.677990006596087,0.771277968487094,0.681540411424684,0.439931828413403,0.216081334879118,0.563268920939751,-0.711068305616727,-0.152348679510059,-0.447565527550065,-0.128208632461475,-0.713463161228277,-0.705608352188524,-0.595079976950088,-0.704736193906658,-0.611881980150473,-0.489337449143799,0.197450882315145,-0.304952592626566,-0.606048053421042,-0.268668851921477,0.727245156307052,0.358430479388439,0.28466499725042,0.348639783908933,0.680106384533214,-0.0271237097426949,0.728175344036045,0.656779848265829,-0.415384755549824,-0.561792334169289,-0.716869044215046,-0.60677911024079
healthy,-0.259499524050384,0.250046269291692,-0.164096087870352,-0.50102444208355,-0.601114681812256,0.744816959511268,0.764963787921972,0.566439793229788,-0.263419167153444,0.556760322258602,-0.555366445052646,0.0636137718717042,-0.468569974204682,-0.066678845451224,-0.549225548349168,-0.376624552262201,-0.6199577292981,-0.244279936812642,-0.598319189450377,-0.43291617806404,0.147834571952076,-0.452298190607651,-0.316908813028086,-0.400169837539136,0.80347973406527,0.679268835686203,-0.173789467464591,0.315337536713522,0.737512674806043,0.421124778281454,0.731343058418125,0.382420831644205,-0.019109211164058,-0.483842929700387,-0.594682047987313,-0.13698083287272
healthy,-0.170477240451427,0.283797773312704,-0.191238132337464,-0.0859474589768695,-0.213872109697425,0.463076178238491,0.478890685290305,0.415208822186896,-0.182139021046318,0.167791963883358,-0.261984916409353,0.0875747017143861,-0.189764776029179,0.482176870748299,-0.203615683143638,-0.294807540753409,-0.234069815467042,-0.155570877603471,-0.0004467643763809,-0.184843976239458,-0.0556541529123575,-0.134048243749231,-0.154545391195778,-0.163932251410122,0.425506163002495,0.528590151758917,-0.0685604108418036,0.273014124228201,0.387230072081841,0.146031925799837,0.532417755066372,0.174958977318772,-0.065976774725823,-0.143110139622791,-0.280470376456044,-0.15421903273108
mild,-0.163380852197986,0.346060924898922,0.0683715948606422,-0.595448585951205,-0.603148447856566,0.522043826243921,0.616253395050656,0.623587348968272,0.096079945612672,0.551967722188923,-0.434647945497436,0.138069723819805,-0.344492941279627,0.230769230769231,-0.341945294347733,-0.437685966739373,-0.418000421564084,-0.456596715953843,-0.349488149223184,-0.357586574133475,-0.284608752062894,-0.279081436476323,-0.0307217199154544,0.0515909866581977,0.653457294061221,0.306007071478194,0.259032793717844,0.170729847483373,0.684307705470951,0.102592860612428,0.434130080267413,0.219855272833558,-0.571521191575546,-0.16469812942444,-0.562004442013792,0.0336799566893961
mild,-0.0611651144688586,0.328112208032804,-0.126634611080674,-0.0062158428932447,-0.076619086706003,0.184465280849814,0.422777658602155,0.353540156503185,-0.222021725356508,0.264663368169142,0.248947266810103,-0.332920153458586,-0.152294128118919,0.433629661477763,0.206710648088149,0.0446740969397279,0.0405426878451575,0.0599276785732605,-0.0740120605664103,-0.049241022405178,-0.0905737241073889,-0.0949644353333627,0.180590833716057,-0.0051307472456297,0.454424098670749,0.403277049352759,0.0514292351174749,0.32358267154581,0.326142601080966,0.293288636146904,0.312305140810102,0.208978552644991,-0.0499911476326301,-0.141905212043088,-0.15425262200443,0.185012371472932
