group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD169,ITGB7,FCERIA,CD41,CD303,CD98,CD38,CD304,CD36,CD305,CD319,CD99,CD371,CD328,CD101
healthy,-0.428705895869572,-0.0408271630939296,0.112483526346396,-0.523012792889647,-0.646322217383153,-0.302490996590207,-0.21657031795653,0.463713131736901,0.0081124478344147,0.205960891239731,-0.017027709519951,-0.0254331477390081,0.279735906575899,0.0149680087100462,0.460178615736918,-0.229359353477158,-0.214752623021196,-0.359077899672964,-0.178703613439975,-0.0693118155170964,-0.536669093231205,-0.388380715052998,-0.490911137370091,-0.297378538856287,-0.28201141557733,-0.472933608258595,-0.187595309147288,-0.243421307497072,-0.322410147991543,-0.0062017811558403,0.0549156172345311
healthy,0.253501400560224,0.0046332186182743,-0.0704975646119987,0.543309901186768,0.243440870341432,0.562585060709852,0.369814191642015,0.0590555000732225,-0.060807666969538,-0.219784067439463,0.258975615679317,-0.137311751777947,-0.544369830733686,-0.299843370789845,-0.068017399801099,0.0429172932626836,0.0,0.223142218792117,0.303506609870743,-0.0836188219497515,0.579531415460095,0.366534813146966,0.0862745098039216,0.556075650051381,0.318487394957983,0.619887955182073,0.461603384693077,0.414194537755032,0.357703081232493,0.0824888378693495,-0.100875251465805
healthy,-0.127353319968069,-0.35938560429171,-0.609174952265527,0.585536897195377,0.468803889168367,0.28186407288348,0.358869409290084,-0.432494632623449,-0.196563221820144,-0.35723805611225,0.369424104420421,-0.448565020715163,-0.0129545448089724,-0.188860057728615,-0.224516660746995,-0.511279233632654,0.13649236882749,-0.0518840104468786,-0.44157030970049,-0.20048044590809,0.503320734230002,0.327928813603195,0.258967587034814,0.491954265944643,-0.395133932667316,0.425135317968263,0.242856685926536,0.199598620837792,-0.462088835534214,-0.458632519662865,-0.624370533265155
healthy,0.553380705553232,-0.711402985804209,-0.749423008226688,0.788630553444839,0.60750307484061,0.245019239460723,0.366335383089357,-0.76643570914884,-0.467924731102546,-0.886236471217288,0.207778301215735,-0.833250786144437,-0.577229296455674,-0.424374971391316,-0.613722849715058,-0.558409211755973,0.265361388801511,-0.61212246122454,-0.660141607536331,0.333436586813602,0.779711012874417,0.293436388471142,0.0661290322580645,0.738107625880882,0.0988301814979743,0.720048465199527,0.567508906433084,0.322144722128692,-0.489713634034861,-0.436901419595985,-0.601617389282733
healthy,0.0666498804815975,0.294465894465894,0.495365618890328,-0.148034049200442,-0.245031088658493,-0.178444664352681,-0.111006598619272,0.457172277154931,0.0432879349647502,0.0060639479996858,-0.0537873144083866,0.260690764152274,-0.16051071118149,0.0412690391880204,0.394933368821161,-0.0967860613685358,-0.0222571560088353,-0.0537091044933012,0.242783706743384,0.199278305368476,-0.190889506945863,-0.401816699852295,0.15979394711348,-0.0896399244383832,0.0627748874303419,-0.244672748918693,-0.190212593800665,-0.183674670629519,0.169412981928189,-0.0754038751265283,0.103927903065275
healthy,0.423880712344342,-0.54915050708426,-0.621041301006069,0.702013783955316,0.765313422109124,0.489517010740241,0.582582172286947,-0.760508967468616,-0.361471438438215,-0.704667795869005,0.572562423551904,-0.632443962987507,-0.526553850361569,-0.632250150035982,-0.62808113847088,-0.420822446187825,0.164480485691497,-0.127697481998917,-0.541764125293392,0.130489932180957,0.729059166080475,0.445021673171836,0.357482796321307,0.717058973900242,0.0832717217159934,0.696029376661953,0.650284077715128,0.0661551220469024,-0.293075592395247,-0.561105786274878,-0.649850672186478
healthy,0.385796132620183,-0.537564332406332,-0.628982873177007,0.771499284386745,0.692804832669539,0.730449121365973,0.477932864377848,-0.608713070209372,-0.583092424950332,-0.457678330541467,0.417126173778975,-0.584135448641184,-0.500787230873575,-0.4140706652766,-0.599875768114705,-0.33711732568363,0.0042741287809273,-0.362098547340094,-0.475750909456704,0.212071580707711,0.666121016222392,0.595686172045116,0.262811730337428,0.694298129495509,0.313711051472988,0.601152308355863,0.223732973127031,0.374095452744838,-0.0920384377098702,-0.49920668991291,-0.638476390690904
healthy,0.415426600343682,-0.534808311599792,-0.640296976032394,0.482882371979885,0.633871611753362,0.546255782272934,0.479316071746688,-0.3488469970259,-0.334249852695627,-0.451679451390817,0.216713759998178,-0.552193807949877,-0.56285849423353,-0.225080353413751,-0.358292265161089,-0.65187926563833,-0.0309968371418167,-0.358924887771969,-0.373247434253404,0.130135668700436,0.749035570794546,0.632382883957393,-0.134248957528937,0.520165125797585,0.184833777489279,0.609180937786144,0.352658013367576,0.214659391955077,-0.517190346901188,-0.358349093580296,-0.729815873439994
mild,0.244753143058906,-0.455854370438385,-0.617646040466519,0.543279785250859,0.412220220140999,0.513257247692615,0.352098213138155,-0.463473860835557,-0.321171205114856,-0.486634608120509,0.301215192938499,-0.491113607815786,-0.202966296539352,-0.565461020325112,-0.461320792587564,-0.259481645794738,-0.187905585049642,-0.457253952603808,-0.0945252388921861,-0.216614275787583,0.581509152165023,0.0480173258424448,0.156587647153685,0.446069767628547,0.164554082357799,0.296981138955711,0.026923175254795,0.244768064013196,-0.535276415443142,-0.253179321352036,-0.595535186932903
mild,0.280505708501332,-0.689526375754727,-0.642421573150333,0.596150974746113,0.328491253207119,0.479718533210524,0.322448947048836,-0.441665360184733,-0.333161894084624,-0.56421598885872,-0.03386825939369,-0.515792057109158,-0.468032746533324,-0.292471047610254,-0.499038846623454,-0.358288875945066,-0.065971982537937,-0.318915894203981,-0.329193633681033,-0.232377482344421,0.641731779806935,0.286972165834933,0.0290912777564744,0.489196770483668,-0.0137155306376505,0.334190039656848,0.27895626879124,0.176666707420165,-0.515529757967155,-0.501263371645976,-0.620396613979668
