group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD32,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,ITGB7,CD54,CD41,CD2,CD303,CD81,CD98,CD18,CD38,CD45,CD304,CD305,CD319,CD328,CD101
healthy,0.323273978803276,-0.268552006128959,-0.31858970492454,0.344050442297303,0.258466530733542,0.138695066133248,0.474974578898666,-0.169579930694837,-0.51252870109991,-0.454880051485945,0.425194366012825,-0.483921342780282,-0.46299023149113,-0.296428296206173,-0.129163508608075,-0.399506954126904,0.439444276653579,0.151829516589763,-0.28821672860731,0.376039946236386,-0.100058599916474,0.23726982683384,-0.418609634084944,-0.163814334030323,0.369313248271665,0.547845511226328,0.272849267737818,0.0842957982246443,-0.296445139249168,-0.583592208566965
healthy,0.282633053221289,-0.177887514828895,0.0089698690559998,0.6343478652954,0.204987790998011,0.523175612956709,0.49547359102697,-0.0981363457099139,-0.0239508278619928,-0.250833089576967,0.0462678258228036,-0.222815695369737,-0.449451167979914,-0.329034171537816,0.0250814161766552,0.350795006352245,0.237535014005602,-0.083901317969852,0.0932025456599982,0.378865807084622,0.146671759524514,0.259421680328432,0.187386170747996,0.0725490196078431,0.68464178331632,0.350577068067769,0.559663865546219,0.338954030734248,0.158762763296488,-0.114259537623977
healthy,-0.0097105085755294,0.150081693736274,-0.404722201690658,0.525484375953946,0.624842359779006,0.12078284106074,0.45721840491428,-0.351972136003747,-0.296192931213935,0.0790589229542952,0.191205334023352,-0.453980487172002,-0.351987985162747,-0.394246002231985,-0.111028960639968,0.0096404463855544,0.403313325330132,0.195868386764266,-0.203147975248909,0.568881610685313,0.0423648198137504,0.325104095795798,-0.150940980884382,0.473613445378151,0.317481789565719,0.597512664730116,0.668557247146338,0.416764804621302,-0.236140409972504,-0.469397577148898
healthy,0.679919619623938,-0.643390842196828,-0.684273383861409,0.881290561535925,0.762000868774178,0.11764325580804,0.387660497776008,-0.698713612097064,-0.824310646527881,-0.408009656442151,0.109844579623605,-0.753913348380934,-0.542461494129243,-0.447962655474398,-0.573431061950347,-0.560001142744035,0.309274193548387,0.395551290789194,0.219758064516129,0.78624841575566,-0.0509459635530239,0.215953555124842,-0.394741978685277,0.222177419354839,0.293779616373519,0.756560316527904,0.744251774954133,0.497003085556206,-0.359406920434665,-0.518788937433868
healthy,0.194007985432867,0.0844272844272844,-0.0293511853188656,0.49594078576899,0.115167283764243,0.522400244815994,0.324021348469262,0.0673144991419001,-0.0348017885199361,0.174774891908443,-0.60706756645578,0.334602593869865,-0.343183440491797,-0.0038517769908819,-0.278213218533911,0.0181702443061914,-0.0218790218790219,-0.134059950884247,0.430998984419132,-0.251134776868494,0.156720073444798,0.176665594803298,0.325042268028971,-0.084536152666486,0.343299254121218,0.0282687997003398,0.502662797938616,-0.0900294483113469,-0.0746129253874388,0.141403764021898
healthy,0.43520976761477,-0.650283552817731,-0.697597416858788,0.754642298267508,0.609541948324922,0.122272896870487,0.439160074602868,-0.62050771952403,-0.712229862764615,-0.496011461178177,0.444382342489584,-0.700989143510491,-0.623985896195977,-0.685936337608648,-0.666089343272554,-0.315763989074636,0.138878616325734,0.259952795792187,-0.253057926657081,0.733421427678468,-0.313922115526913,0.399182309571137,-0.419090249687484,0.194192552575728,0.370827705961798,0.690519942840642,0.690816517087776,0.659276521980895,-0.483885494532103,-0.709478142604383
healthy,0.195314326013349,-0.668764118780525,-0.710344756409455,0.614733534409635,0.614074023568978,-0.0528001566951386,0.496541667311023,-0.699458487318075,-0.715993582134722,-0.246917858468518,0.328366396590721,-0.500558334392304,-0.632623192898774,-0.299939875126431,-0.67355382489291,-0.618286333808275,0.344331177839546,0.3065450082459,-0.497240007578846,0.788394342963001,-0.184847440941973,0.600680226519271,-0.424365937231552,0.14146341522438,0.238823422938537,0.706226702415215,0.59450356858763,0.350948947375122,-0.603191237416463,-0.744873710612254
healthy,0.397830385619055,-0.61637031636934,-0.696095653083756,0.62160195470104,0.588209049267819,0.0448771215287197,0.53738036280326,-0.270427140433461,-0.471547588371728,-0.145091158723778,0.259658016429742,-0.483842320412222,-0.653279916039994,-0.280047677428117,-0.411444461253959,-0.329872118879737,0.351448211035109,-0.0019046755308212,-0.366209184461231,0.761929696946137,-0.353316242529344,0.612840955624054,-0.416284884822728,-0.0230512265323879,0.429955486191061,0.510068792603984,0.716617223336721,0.365611018273184,-0.478672447873627,-0.676985839245503
mild,0.203664966997896,-0.170785597001033,-0.41597561812694,0.208341976203204,0.518287859345193,-0.0247533703958837,0.425720617889292,-0.0368586812959131,0.0201272702622963,-0.0297284013158356,-0.0619277701523836,-0.408069384599377,-0.35693234989981,-0.176765689530681,-0.0585450571238226,0.0865052543254473,0.600278186668219,-0.03272473372776,-0.264577548060107,0.436561833099243,-0.381131676964803,0.375868145348256,-0.118451558508461,0.248911465892598,0.180900987333446,0.611333046135928,0.591621301279262,0.230250321194483,-0.0168222340467759,-0.180936435143221
mild,-0.304866648889907,0.576802255555761,0.556334420642943,-0.564884745634919,-0.461267177516841,-0.363219926536428,-0.536106078865581,0.488595346340936,0.495440775404669,0.197124191570971,0.0217222827067268,0.352379249608756,0.291552811207344,0.301270813138143,0.251840931875788,0.241801522481444,-0.304430310140627,0.239743659300194,-0.0403238727971346,-0.625727018611392,0.195919560816909,-0.352638779722513,0.251010123362186,-0.13264357818789,-0.362690942816508,-0.46372276860283,-0.414502528913045,-0.281722648438447,0.252242700157832,0.57493121482766
