group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD20,CD32,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,CD370,ITGB7,FCERIA,CD41,CD2,CD303,CD98,CD18,CD38,CD45,CD26,CD304,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,-0.265627750767028,0.320720047860091,0.406304131530013,-0.56260899241095,-0.344674004494489,-0.191749558520573,-0.0482702823644976,0.104575571216888,0.0255209906372697,0.259250400645996,0.404394732780664,0.0837387312526552,0.242882945459925,0.0239732389564065,-0.36495532467186,0.0470643572841659,0.335662656949807,-0.0381672992935553,0.303814701389843,-0.372854966454598,-0.126887005374866,0.139767056608024,0.193674739073884,-0.306716502653752,-0.214465658735,-0.297174575523738,-0.343098761703413,-0.320718908346284,-0.0170927248289266,0.199939595288433,0.195898762260106,0.618786747789095
healthy,-0.450700280112045,0.183924739089071,0.130904026535998,-0.73092980798757,-0.4216973385245,-0.410110047999371,-0.288731522025687,0.118979463382816,-0.406162464985994,0.308543017751554,0.304528823728393,0.401426844562827,0.493976366055481,0.31132130700628,-0.203770683243397,-0.0230146683059134,-0.081065998385069,-0.0177972492663323,-0.0204625137839996,-0.714704643113403,-0.456473688382782,-0.0871759148879983,-0.239775910364146,-0.492471462794636,-0.205337834081099,-0.693074704707123,-0.439495798319328,-0.545658263305322,-0.416041335755275,-0.357142857142857,0.141248010050256,0.219079631325875
healthy,0.0645748820272708,0.167755595210748,0.339424263007527,-0.714525742407344,-0.377924880757254,-0.539947215806619,-0.231281599857607,0.198264924230886,-0.377671068427371,0.190579902121567,0.105553243529288,0.264436451844116,0.353613546675708,-0.0401594112953075,-0.380566509907211,-0.226284045562437,0.276277127190981,0.0751861725008771,0.0723777740063536,-0.519210604379208,-0.389235651941518,0.0868018901866194,-0.503673469387755,-0.435948730419412,-0.0334507432369625,-0.458900625920909,-0.391308523409364,-0.481557301157811,-0.440192240417463,0.190300120048019,0.347659430823327,0.375392850505351
healthy,-0.761251648922972,0.462563303110141,0.481136045778365,-0.887005275691322,-0.835014186533905,-0.635107673548481,-0.0761714671973413,0.523528307148758,-0.65,0.619668351693347,0.558892788014626,0.344745798971712,0.545973549681689,0.401256360625885,-0.142886901662352,0.314344075797157,0.251463296542424,-0.363583462684492,-0.408064516129032,-0.788762801479215,-0.121541699366745,0.201518713875211,-0.428225806451613,-0.570420408181664,-0.158790258988848,-0.781811366886987,-0.614112903225806,-0.822509143160692,-0.508019620068218,0.311415918842597,0.222011267867567,0.404445269759581
healthy,0.103591480903568,-0.218532818532819,-0.399588066797188,-0.0072146558274583,0.314505552182167,-0.355854116729421,-0.0908913089365853,-0.342235665809393,-0.0934362934362934,-0.23359382294442,0.189358753971073,-0.153167083872533,0.0378299525890187,-0.219982544887279,-0.115849168357697,-0.276829016194328,-0.11005163777009,0.458857708335465,0.0599897033271551,0.119813626700063,0.46061234733415,-0.0150458511936794,0.129897015072893,0.0438144693698251,-0.262690272585064,0.141051057572162,-0.186100386100386,0.154062883524043,0.167536003436529,-0.0131307934321241,-0.390992821023222,-0.199356126325954
healthy,-0.354278735512223,0.610886083696862,0.718949143685222,-0.747052752867789,-0.579655186832662,-0.251463116599138,-0.060305388721695,0.610929195994995,0.150573594557526,0.768799315979412,0.701182956462017,0.615828794684259,0.698631085933593,0.66041478781301,-0.228935289231812,0.412516276449735,0.645868957508137,-0.161371621040218,0.242886684629144,-0.733896525476269,-0.260873588575704,0.367455963148111,-0.120393594443373,-0.291144125024117,-0.360488605957031,-0.625318633736675,-0.0879477779921538,-0.69791179817485,-0.675493853899993,0.417957992381479,0.441286832321757,0.732393165065391
healthy,-0.176716448297364,0.732443747461169,0.749591846491081,-0.619688012876946,-0.53855403449136,-0.516533445024782,0.0249724421877531,0.768902690592268,0.348227986846913,0.655693711225423,0.635382011030038,0.623931936351684,0.430878387915112,0.70412947722793,-0.23730391773678,0.61795205471031,0.59209480667813,-0.261472677663974,0.551701209864344,-0.748467481612553,-0.591311535180159,0.488786512366459,-0.111500868282887,-0.250315155881342,-0.246604192513871,-0.734137865029827,-0.329009864815491,-0.492354748512049,-0.39437676619002,0.284665132273759,0.714799906529238,0.788298168664632
healthy,-0.370448040780196,0.440790872532787,0.452264271545459,-0.575256223611492,-0.541829273758943,-0.562615004919129,-0.102394849748366,0.312456370140406,-0.460024737167594,0.273612255326718,0.415528644872099,0.330621503158691,0.212634108984277,0.168302522930954,-0.323140976674239,0.103660895367249,0.204875766638786,-0.0895647929510173,0.406001777257932,-0.698903327431491,-0.568829795626634,0.316599855330692,-0.0905097810437024,-0.271182894208452,-0.167087289181634,-0.472980915451733,-0.467439300460003,-0.624771139305633,-0.470885320162269,0.339987978770939,0.339024334863122,0.535196642923632
mild,-0.119228361575859,0.194988745478225,0.619103898941263,-0.463173484286463,-0.391204103959012,-0.337779848520857,0.32694016110263,-0.0577773426443314,-0.0676503789711337,0.238776661745116,0.593761989096455,0.571723498512085,0.317997280467944,0.244606060585834,0.0432352320231631,0.280996374733768,0.208582167267045,-0.0849872256638119,0.0878518465360276,-0.435224151842208,-0.311553145587656,0.304002608593854,-0.0012094823415578,-0.1605587076333,-0.172638701545882,-0.538358386800906,-0.28640541848089,-0.57959352478989,-0.136071183044505,0.522683575628766,0.324838279232855,0.512113285322555
mild,-0.455772661515494,0.584937510058167,0.574307268442631,-0.648999928939312,-0.405005316982488,-0.409927702158242,-0.176935474840806,0.14043482684691,-0.106235536615283,0.485494742483063,0.351074709703845,0.341188590097987,0.197293293791943,0.344411907931661,-0.166200516606298,0.275811004911761,0.142056590414795,0.163719632994586,0.101170734576788,-0.656123519157462,-0.453767012954151,0.288045658279562,-0.140991510065835,-0.365436492756897,-0.306386030423463,-0.484691281247178,-0.180959426396379,-0.451821370958106,-0.283008430527993,0.396299669457052,0.309124421482634,0.581931744906296
