group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD1C,CD141,CD1d,CD314,CD366,CD272,CD58,CD39,CD244,CD169,CD54,FCERIA,CD29,CD303,CD81,CD98,CD38,CD45,CD71,CD26,CD304,CD36,CD305,CD319,CD99,CD371,CD328,CD101
healthy,-0.35406920062264,0.363059328105648,0.466219599099036,-0.503838255326182,-0.287150391804092,-0.252581499158824,0.274817105465311,-0.227257898723365,0.599484648518857,0.450816999115069,-0.46589474486539,0.49606163686718,0.0216201132501827,0.348001176618824,-0.234614137289053,0.169740304959287,0.540319924171315,0.536862245475679,0.0219304220040913,-0.145726366656599,0.568421433666826,-0.0579594294916851,-0.582638968081673,0.305229264391669,-0.198582600020244,0.0016715748370441,-0.174878242281165,-0.0896147729891654,0.113044786606699,-0.307576705483732,-0.339050841213196,-0.31902848765064,-0.0359902715341995,-0.184501029952355,0.0930232558139535,0.625372107302049,0.518512651126042
healthy,-0.452941176470588,-0.160056643176749,-0.0948843961079982,-0.210087609481457,-0.277033709173045,-0.222675294805547,0.672086608779886,-0.0192423644431618,-0.372570728403125,-0.0639627991137924,-0.117843220803718,-0.13969856136918,0.203247474430896,0.403969308743732,-0.0747646035135348,-0.031316344491756,0.160407701197592,-0.0510519436196628,0.0,-0.433333333333333,-0.319495405399978,-0.567742493880206,-0.432935098145945,0.0886141880460604,-0.509653626336287,0.0201680672268908,-0.36179004220664,-0.281400026595631,-0.138147317573271,-0.491088918996735,-0.651260504201681,-0.20952380952381,-0.418342449337993,-0.0708238793672841,-0.425490196078431,0.0454818592361824,-0.114823086514848
healthy,0.0027189424011482,0.175079035048237,0.23238949753724,-0.327112535125846,0.0712082273697467,-0.125918823082939,0.367160518372449,-0.147609148376568,0.244705356933616,0.301106319315507,-0.521361765818843,-0.118801795396912,0.0111940261373493,-0.0151698201294658,-0.25915151131941,-0.103451040452362,-0.0183682301362691,-0.14236261542656,-0.0422609025349256,-0.0150300120048019,0.288732045732877,0.176095591012515,-0.160657503913155,-0.061426493746439,-0.420412167000938,-0.0463385354141657,-0.116208139141675,-0.182367315219048,0.110774568108161,-0.130970605900494,0.0657636198442617,0.0704073299596999,-0.250047285032288,-0.0495128361768165,0.134981992797119,0.160355120769475,0.197207661683055
healthy,-0.201614633423661,0.40766922874454,0.281235956110987,-0.0914354264863581,-0.186365485110466,-0.115731630860061,-0.163571438843925,-0.379587825888455,0.355642389906631,0.226172796796083,-0.150429725508632,0.171343942813849,-0.586079636039048,0.13320676072054,-0.327340844161135,0.233843419789178,0.119421535900561,0.116335252449161,-0.306186217847897,-0.351209677419355,0.411503741292137,-0.073420948193223,-0.443537641635109,-0.602789215820653,-0.325558123303782,0.057258064516129,-0.311120074169073,-0.171903601482092,-0.483654733800894,-0.438979798550209,0.266236407300666,-0.233965327627858,-0.490078406720084,0.212838254312939,0.454618834890682,0.381608047221421,0.389495744303932
healthy,0.370191002829958,0.466409266409266,0.183573641511852,-0.228731310677939,0.111159141637877,-0.160846060761698,-0.104038803581984,0.0528957617581767,0.280970462001468,0.355927382590256,-0.227254842462032,0.416769846103907,-0.19562789896225,0.0603226528950044,0.298663023351378,0.426309174812251,0.197207881416596,0.507086111847517,-0.26408971648945,-0.144916344916345,0.407474565139373,0.362329325975864,-0.332364354292266,0.151278404227965,-0.0236854504073822,-0.0809279022477945,-0.19484552260934,0.248140116287597,0.0994880654621365,-0.0013182341829174,0.301474459387691,0.0788593064817985,-0.13504417246702,0.483857465666791,0.243305878301123,0.390465521197162,0.465936992924614
healthy,-0.440092703243418,0.530288646867897,0.640131876731367,-0.731298696507767,-0.666194894490552,-0.484757862241945,-0.211768256624923,-0.575082877880855,0.749253396048975,0.752539249392715,-0.601865269698024,0.610478495147909,-0.117300312494839,0.64094748822828,0.00728785203375,0.62527288378105,0.602489055016584,0.373922487817065,-0.223827199614064,-0.144233088855139,0.537284072142355,0.127629617577859,-0.733637381222923,0.0756564030693264,-0.383421268543076,-0.335198405042125,-0.300565952794392,-0.506232742479344,-0.447815184949631,-0.676104158765808,-0.0996039317392076,-0.72939811356579,-0.636475041680473,-0.0897880897825456,0.270447191006886,0.554959547982058,0.675880201221412
healthy,-0.389091032215535,-0.323665154620918,-0.204434139952113,-0.145117052511983,-0.135492849623096,-0.425474004121984,-0.401306051362402,0.147150896764192,-0.371255074862628,-0.265169259908616,0.382140141840548,-0.184600668487496,-0.0947963813416907,0.0658158401771101,0.0671250358336166,-0.215015631645932,-0.117076952395549,-0.209529477403566,0.0800770598073747,0.166173407981139,-0.245536945897329,0.174437601511937,0.0174062205026175,-0.287159288712257,0.0732461322876038,-0.196291222158174,-0.439828265286287,-0.282351011779254,-0.0110212033768667,0.0189328950967563,0.0150467081521062,-0.254575300382016,0.0786193271649017,-0.307239633151837,-0.272096167378088,-0.294760863225217,-0.202585823469228
healthy,-0.321598045127564,0.513278026516888,0.483555343173192,-0.369012638494245,-0.44394227875859,-0.290909654882331,0.344393220378822,-0.532784195311074,0.0719596108681951,0.451470037562296,-0.111324400186857,0.47489348099645,0.0269025984610898,0.438883249765711,-0.146460944053902,0.231382431042977,0.478012353334727,0.531301739313751,-0.0629063046095753,-0.115114765352329,0.320870099986611,-0.033698132116167,-0.630814598919684,0.354333731708483,-0.437465455592871,0.0821950068999747,-0.133469447452962,-0.168898461016642,-0.162266439935199,-0.398839155535089,-0.134355256883987,-0.415392258263729,-0.208991752227015,-0.0433810141977054,0.412746198221465,0.377980284031513,0.577392019319256
mild,0.21997108009087,-0.0617009841460816,-0.373778714496851,0.484327451173683,0.415510414455204,0.191158014298116,0.0871713198062977,0.385995292995671,-0.0610406538146847,-0.164423643834724,0.0215682667346867,-0.310974112469958,-0.0647236710562413,-0.528716673507138,-0.0334254030527536,-0.0391121849101157,-0.0975750952063709,-0.0056372471686924,-0.228061052580742,0.503114479913541,0.0403654915975242,-0.0862285439653693,0.429873426814072,-0.178747984117139,0.343613345922176,0.251814223512337,0.276719582587708,0.108910800320901,-0.0753500820688195,0.549693783884279,0.361467493873194,0.487972542807087,0.14781758769235,0.245738884296838,-0.318292098641579,-0.201020997910915,-0.251561579030817
mild,0.570504832377817,-0.285890639083779,-0.324968860885891,0.648699029096597,0.652758992090378,0.645600025640835,0.11585005163711,0.432539476428126,-0.268808331579123,-0.379502115515904,0.0536204612555638,-0.132218956244749,-0.0787653840623687,-0.114014353361343,0.310635216661172,0.0309904785982173,-0.118100993749031,-0.0667743890393731,0.0217126750655332,0.520950060446287,-0.0605812621581354,-0.0159877907763901,0.698205466847421,0.1565004316275,0.546524194779292,0.361250427827246,0.633007415058003,0.589835172418223,0.452407371547199,0.599795395999936,0.445367050001261,0.700723924004642,0.382714987108311,0.253842858755805,-0.0945064119045394,0.0243759384166753,-0.392207234079503
