group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD20,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD303,CD98,CD38,CD45,CD71,CD304,CD36,CD49d,CD305,CD371,CD328,CD101
mild,-0.205769625780656,0.677207331800094,0.603175093339085,-0.415729600512102,-0.208069229682069,-0.413293861628384,0.193467576162648,-0.428339348712794,0.731834260653612,0.732354285907821,0.220140146453586,0.641763742276858,0.180339136015014,-0.508881326427937,0.645118907958321,0.186815949340544,0.419694474276942,0.544180516864489,0.46641945638812,0.495890295026623,-0.0257020383168577,0.583706115748998,-0.495023445840324,-0.386395486293149,0.249068163757572,0.0099221280721241,0.0745555878431534,-0.461682143663221,-0.0523332108871159,0.0234277266016016,-0.104750206726175,0.372198407838334,0.430198301539515,0.732331252702639
mild,-0.506225455097426,0.243862609324374,0.259445016172167,-0.266304785155907,-0.041518926244975,-0.114982869959402,0.0337440178536233,-0.490994549181197,0.123193922332936,0.239792982190366,-0.376002673796791,0.532578081320364,-0.0646167926084561,-0.435589104662591,0.260310448520114,0.107791654542142,0.270812452447751,0.180583440796776,0.202209858121383,0.432174016809148,-0.177473262032086,0.182167628278704,-0.54816918456004,-0.428170016351933,-0.373663101604278,-0.314171122994652,-0.0458110810559816,-0.387112487513514,-0.230022689599274,-0.261697860962567,-0.412789329575604,-0.0310828877005348,0.324197129755018,0.297623450115743
mild,-0.729106269755764,0.731289142443858,0.825816963404192,-0.815095686896609,-0.815689036815699,-0.684453227931489,0.0773911403074296,-0.809804211314948,0.572295967889124,0.499328123283599,-0.435836627140975,0.736592531077493,0.415367509945899,-0.0615404170031438,0.714280315078947,0.760150585251812,0.41989204803642,0.762814707311682,0.518851347933835,0.609459169887631,-0.507905138339921,-0.0044878640513729,-0.850138744734165,-0.775556864842654,-0.547957839262187,-0.506587615283267,-0.680433217611878,-0.836170328032804,-0.637206838834226,-0.492490118577075,-0.776782191484802,0.31245886815148,0.688744291419865,0.803623475004809
moderate,0.298611644327726,-0.375027858210269,-0.643675607498444,0.362711387948395,0.266714284224263,-0.38036950129457,-0.0833205577778098,-0.217577090112707,-0.84142591147004,0.13879622519971,-0.601779755283649,-0.574831359864528,-0.0639114076065497,0.218134087779982,-0.139584364068887,-0.375507204817338,-0.2032180882283,-0.480045786329467,0.0268987160757249,0.230468685628462,-0.469907667831564,-0.38420467185762,0.172781806854208,-0.172162414692103,0.357752270628674,-0.321833837267211,0.193472956847135,0.0071521880832896,0.129100986678395,-0.268075639599555,-0.178895838758526,-0.0847608453837597,-0.386002860063759,-0.15201425944072
moderate,-0.217193152119999,0.499030283738219,0.432450223198911,-0.321458673926255,-0.572896105801473,-0.334733012283102,0.0079279674189488,-0.483556383355572,0.36007534489133,0.197796919284314,0.0318758894497438,0.35646349682829,0.0091840619854116,-0.275484189300683,0.594026813621907,0.169678171446138,0.307441006491222,0.27724587594485,0.630908843943875,0.256149005863035,-0.297920356893279,0.154916548960237,-0.54409615525297,-0.245207012334006,-0.0346630063272453,0.0244904838429787,0.0205181965951964,-0.456957258022925,-0.160569577810444,-0.255047746731513,-0.465368180065468,0.390356677430915,0.254279333589312,0.486585912310594
moderate,-0.509804775404666,0.1443770447395,0.653096425229724,-0.7255063727657,-0.823982453640837,-0.716171665313999,0.602787503763902,0.187866466628468,0.256125246969995,0.253701298338619,-0.0707478005865103,0.0365346639905099,0.370869273033331,0.0739890725796692,0.502723415142655,0.531602179266612,-0.192006788786334,0.50731161064476,0.307662656234812,0.233474381075534,-0.612959401346261,0.196247446384395,-0.413479329060725,-0.529755602572598,-0.388965266045684,-0.277453949399077,-0.202078824987383,-0.63347744886026,-0.35136456328409,-0.327009441388077,-0.595159555967547,0.653141190518441,0.581095464763133,0.649962551187697
moderate,-0.394295200709373,0.759992953663812,0.817024661730584,-0.571463429669908,-0.620999462125273,-0.698582833441057,0.10249444111235,-0.345552222348258,0.571997507641562,0.375739777972843,-0.313517406962785,0.555967218376371,-0.0019407474991396,-0.0050126484672599,0.448641338600966,0.609819396088568,0.0410280380465256,0.459969874121069,0.252144193288472,0.491686221437074,-0.323439010287593,0.483520204560138,-0.716241026719978,-0.56253734641183,0.0154273848913546,-0.189402926533227,-0.336891087085444,-0.566167629354372,-0.105262219215368,-0.193611917206606,-0.519788679734531,0.533202387376465,0.665325662820073,0.731507169975816
moderate,-0.410468984097263,0.592172749802459,0.776645600508683,-0.349382706922043,-0.357961340305504,-0.21847945960418,0.191246766185133,-0.283280832593357,0.600580882152595,0.410096476280312,-0.207681365576102,0.802790415668993,0.761698458013418,-0.117150970411808,0.802241548652201,0.283534257498696,0.315802489470475,0.412336719008099,0.264583576375541,0.684521885249567,-0.330962541488857,0.57214507584161,-0.585754852059041,-0.561446983821537,-0.343764817449028,0.0464675201517307,-0.275945701803737,-0.369410359254753,-0.198012765846031,0.0687529634898056,-0.335396721812326,0.247036510194405,0.441365899653648,0.647482182108617
moderate,-0.0181887970447229,0.21421972865278,0.476175581741116,-0.234412253602847,-0.110298739298486,-0.142293389116682,0.0869386175768633,0.0059552182935397,-0.0729154543247618,0.393395984389408,-0.0325771259514637,-0.117461938382869,0.212361729127458,0.110788704795126,0.317888679676282,0.225174106339938,0.0767520890045744,0.0972855048225509,-0.0137353707967927,0.340430489800921,-0.266999044747279,0.0226547370516775,-0.0729564157269443,-0.164457122777586,-0.0881335115413792,0.110092674896272,0.0666723883600735,-0.257189840805593,-0.275574899076612,-0.0336536377648964,-0.236565277229713,0.156923972108623,0.0819683743679006,0.311020570656869
moderate,-0.166783730818766,0.59017408201196,0.752691362834748,-0.689749241405037,-0.765265001987875,-0.435405733313613,-0.0903396925872893,-0.231628643660364,0.346087361624096,0.459046708624716,-0.15933014354067,0.164615259836736,0.421255977935901,0.105551351413128,0.509096142720247,0.46503939441158,0.507264177938286,0.2638864843812,0.188983266482392,0.328445935694107,-0.514764183185236,0.106487984565599,-0.508072189181535,-0.427930608259017,-0.684153864656702,-0.358237712231633,0.009116650272467,-0.619202362455394,-0.193127944571803,-0.188926862611073,-0.694359014938069,0.292006549681422,0.058725528534521,0.601771423740034
moderate,-0.120788375570518,0.738468764574198,0.698690438348726,-0.401605713283414,-0.358502899768601,-0.0974648316977906,-0.174571334520244,-0.479281689361435,0.581782247753662,0.595299575545161,0.0341463414634146,0.67404837865608,0.407069718695024,-0.480727783493221,0.609342414385744,0.488231612613159,0.434780291429642,0.541640816837067,0.588589521911624,0.26169550434569,-0.134333958724203,0.412302779787411,-0.660207458097822,-0.54479709514638,0.127733472534169,0.108305971568282,-0.202503759755442,-0.572212567722279,-0.195636494835987,-0.0673545966228893,-0.246991074730434,0.564805317935804,0.391481535579118,0.832345461163913
moderate,-0.49941336997527,0.459378160078037,0.458989595172873,-0.555847985281601,-0.454230509485461,-0.615191779535696,-0.0193907883748132,-0.189334006522109,0.350920806812527,0.400058990454809,-0.298128342245989,0.185356698487344,0.387172710247478,-0.402308288762303,0.392305770459853,0.460967422499878,0.410110802921625,-0.150340041624717,0.634401209817502,0.522564383666346,-0.426470588235294,0.295316781875977,-0.622389662633496,-0.476001692453471,-0.222278050628169,-0.319852941176471,-0.170647470285191,-0.607464284002531,0.317372990683257,-0.427139037433155,-0.33373435517242,0.363302139037433,0.114832188623825,0.734939891331531
severe,-0.0559352155195826,0.548277893728193,0.552865029373079,-0.405911526882545,-0.336696690752607,-0.006158724904607,-0.222053889104547,-0.156990203226283,0.574824622867176,0.365601910622328,0.071131221719457,0.657139274301201,0.0300811029369552,-0.481357762120734,0.588246769942328,0.078020757195133,0.257491411857583,0.382215572390459,0.624708775455391,0.049474487072767,-0.494751131221719,0.46988289875954,-0.37109733246544,-0.263987240924699,-0.0351139166134353,-0.0286877828054299,0.0919512620385861,-0.39004660398506,0.0371249632617733,-0.253212669683258,-0.180128609537073,0.343899183327459,0.464343913681143,0.678974328098653
severe,-0.0011168582703488,0.66821225477523,0.626198816513533,-0.780181008442207,-0.618706720482404,-0.748468613434483,-0.174560419843882,-0.512142357180317,0.503978063825831,0.47814428202713,-0.195176720292842,0.295861264149552,0.628878122468361,-0.160493652897289,0.604083678096633,0.533601710944607,0.512710801870035,0.522791045234289,0.514698438443147,0.341080536064808,-0.386569872958258,0.18229154251111,-0.700737931363163,-0.560184030306645,-0.234007211299492,-0.259605623895539,-0.379919310162601,-0.63048482618909,0.284666854964596,-0.21738595465871,-0.488032247959685,0.555622320253635,0.436039171539195,0.661531813140678
