group,CD86,CD11b,CD47,CD33,CD11c,HLA-ABC,CD45RA,CD123,CD7,CD4,CD183,CD32,CD95,CD1C,CD64,CD141,CD1d,CD35,CD366,CD58,CD39,CD244,CD54,CD41,CD303,CD98,CD18,CD38,CD127,CD26,CD304,CD36,CD49d,CD305,CD319,CD99,CD371,CD85j,IgLambdaLight,CD328,CD101
healthy,-0.628594129638057,-0.242087326148602,0.222544780339937,-0.506861669225378,-0.502729403610122,0.249960183531244,0.655831540890237,0.268599416437813,0.0836249663450464,0.0409591620257553,0.227257898723365,-0.616312018170949,-0.502241645428619,-0.53212944019187,-0.0762202113700362,0.643065985870539,-0.33293603973753,0.232804983298937,-0.0298850182187918,-0.303217908404545,-0.485073902345494,-0.329478361041894,0.309121111446693,-0.115952255253821,0.542508222831149,0.314910476975803,-0.0048407501738897,0.123012711871564,0.121666227664285,0.216417766509998,0.0511947964697723,-0.19448016932229,0.299003322259136,0.339620885215758,0.230486370208694,0.0609737992821996,-0.20628209000302,-0.176020355989695,0.349500862456554,-0.260164719487502,-0.68507991003078
healthy,-0.349562439109425,-0.0532273636462508,0.177591036414566,-0.428362121344088,-0.211913156447996,-0.0243868314959995,0.413172298646866,0.0127223942809086,0.553619734646789,0.13983896193337,0.129284636102493,-0.598805401477749,-0.0983923053476947,-0.120881237091705,-0.230978227605176,-0.0296548816515285,-0.298070397775647,-0.646531638470096,-0.0279671059899507,-0.358791783950797,-0.438003714135827,-0.137167035329753,-0.0571428571428571,-0.293230868864331,0.1865771311271,0.106209224524707,-0.0759635785679986,0.338655462184874,0.0076767612946268,0.242247422745714,0.119435073289621,-0.27843137254902,-0.0492997198879552,0.170588235294118,0.17764596858577,0.214680282988566,0.0282913165266106,-0.142906038348515,-0.346777816915487,-0.16017524339699,-0.1752637050607
healthy,-0.133799271098768,-0.587190642612426,-0.252715985678154,-0.418168414720621,-0.507814087211006,0.0062191645343273,0.476499385486762,0.349107186531652,0.0439923643707588,0.0949795929931208,0.395160213399622,-0.339613767217989,-0.236806593303902,-0.253362083419427,-0.372872552341629,0.262554438531395,-0.27730089401762,-0.186833850727,-0.2579832585192,-0.2791207114892,-0.285695883956774,-0.384799053090916,0.214309723889556,-0.149747795326028,0.496528117983013,0.325522572508005,-0.454410782107779,0.295558223289316,-0.0168103244788463,-0.0451138362053397,0.456175773875942,-0.458236886975894,0.239855942376951,0.233233291668549,0.176285655495862,0.222856115174753,-0.364609843937575,0.236173917980129,-0.0081002101374109,-0.649063531235899,-0.559838600015999
healthy,-0.477849147184501,-0.028372785224292,0.434914449477467,-0.610091127967695,-0.608198046093257,0.242955727100356,0.698827902431451,0.693021435973551,-0.082350279065628,0.254124000629784,0.32184503940667,-0.679654099753151,-0.656506913011606,-0.618643089695178,-0.623501243009008,0.149547439728523,-0.697421769659277,-0.0762387481995385,-0.273115748395573,-0.556547339098243,-0.378410501584039,-0.492689998968903,0.301209677419355,0.297826854241276,0.755572909928289,0.0907221970273206,-0.314013096319606,0.325806451612903,0.007612210669932,0.299127827330673,0.777440992786377,-0.0685760443047169,0.496774193548387,0.661557133292563,0.539810191088596,0.230574775505684,-0.444130733997019,0.0459558137437348,-0.102062072615966,-0.533245932066816,-0.491718175122287
healthy,0.429134527906916,0.040955014949641,0.051924906886826,0.115315315315315,-0.0159629253488567,-0.012878790424039,-0.452920060279331,0.0977986678833245,-0.469616053412711,-0.357018730202354,0.300984334511315,-0.0193062617041778,0.0483649149914802,0.231484623640181,0.2590002921209,0.137288337032148,0.243019000327998,-0.145884582909526,0.0906151155444523,0.336617796310286,0.0995097511872454,0.0645240409123572,-0.133590733590734,0.190608405069977,-0.0917217311743422,0.0894474068325845,0.199746645157468,0.204897077347123,0.137375612362817,-0.0812094182643686,-0.0316376203900176,0.135883089664032,-0.0592020592020592,-0.100532559587723,0.0375686795584944,-0.0307416115399617,0.12641607010143,-0.0971610418833121,-0.0490762030268621,0.13103400677582,0.0755956370499581
healthy,0.160183420679147,0.146777148866566,-0.392665377979023,0.415669049204978,0.514734897094128,-0.0869754049099214,-0.528335853621343,-0.506273375246176,-0.0003887163800192,-0.478969708662937,-0.564296221543326,0.470863446208464,0.436592113015007,0.718526175973835,0.32263117695345,-0.412959941468519,0.49344777458487,-0.0919713480768459,0.619713128737459,0.427551371066073,0.535526067229032,0.415067056604926,-0.178627133120595,-0.304081928406745,-0.727029202762597,-0.414273033696152,0.347091786587723,-0.273811820695865,-0.173562436973867,-0.472218008415443,-0.615371354159431,-0.329897757096127,-0.303041996269857,-0.641503509078971,-0.567761278372032,-0.0626316614026792,0.288250773335895,0.188978948382955,0.0770911657047301,0.521743706995326,0.58828672099722
healthy,0.168082507030508,0.0283109377270047,-0.477906881308016,0.29791532200106,0.491590483823344,-0.235111443867168,-0.755274312917462,-0.741492881321519,-0.168308005174155,-0.7334643346409,-0.361300401186937,0.367324270903712,0.258434946874965,0.416246235331757,0.0073803815201606,-0.074099520065474,0.351528809210012,0.162575717453944,0.698067611855923,0.128705184236484,0.539650998363908,0.294588042923609,-0.323468157620278,-0.253650520882275,-0.800299338220347,-0.584381800677262,0.184795021244135,-0.432118390402562,-0.0064348945208778,-0.0159788381138656,-0.751096814785778,-0.586785007936638,-0.578260869565217,-0.831678585829642,-0.168421679975686,-0.602333792410945,-0.129854945462834,-0.263035860270406,-0.0940308331804024,0.276085615849093,0.44326976601337
healthy,0.229445333991177,0.106492819079251,-0.352085604329592,0.665993560582313,0.665364684170124,-0.0939640069369762,-0.454996165910379,-0.447176028705899,0.0702573483597665,-0.302636341512647,-0.551345105351164,0.323451332038074,0.433875703121692,0.558689917764949,0.215938411141308,-0.185992860530518,0.546421176326745,-0.012752556313783,0.655219081779185,0.409548912720256,0.476838001259668,0.542249729811474,-0.244991481112739,-0.0601645818012797,-0.701985410703291,-0.524514481102626,0.56334834722165,0.0956199026528684,-0.14861498927377,-0.280369642609684,-0.48385911956605,-0.096623432128414,-0.270009523947975,-0.479175979559735,-0.311183488044814,-0.182519283671326,0.562160730349306,0.0737491608395224,-0.181600152068312,0.446386278788794,0.728779868044094
mild,0.0611437454155281,0.296710399811993,-0.403132320724333,0.340804192817929,0.479716430328245,-0.153834433329979,-0.552462902659264,-0.518082222200555,-0.252704407997088,-0.668850980260849,-0.399369231775818,0.392643273509812,0.264411771000594,0.272089258730218,0.237218437803494,-0.220681321439884,0.28236718653928,0.106029493281432,0.345188489964373,0.404858410362964,0.318388872303528,0.233651274439685,-0.264559437229959,0.0107194739652119,-0.603771990228521,-0.300606946687403,0.210209808057268,-0.359135623286567,-0.210533900103614,-0.425070733243267,-0.529504128134923,-0.351410960500908,-0.221174004192872,-0.334840381730984,-0.0779628627069354,-0.418949403236601,0.424443280410201,-0.34489486579999,0.0197852148574631,0.283440546844001,0.489921439651452
mild,-0.169794895038036,-0.0812066886640569,0.325247706197311,-0.684823181745524,-0.621787020105275,0.0391296727840898,0.451992595554518,0.24324600997325,0.189174466848977,0.366753414224646,0.415444376858809,-0.45302957207906,-0.223896302958513,-0.538022629900012,-0.0939388347410829,-0.039264567794809,-0.564008875163201,-0.0458943181161838,-0.356913388497823,-0.32270908248942,-0.554912888437229,-0.519562767155824,0.100355386604872,-0.147717248573425,0.66015607377,0.371045205748216,-0.214114874561922,0.0160887414374937,0.0763281695175083,0.267168948894285,0.472459648871308,0.0637981911680888,-0.0195249024707204,0.389373066574485,0.21813487964631,0.166090471796581,-0.46051799672204,0.246318181015313,0.0119836775788593,-0.51778136672476,-0.62104340208476
mild,-0.0746404717075807,-0.0912557500934037,0.394857120266632,-0.458002110393561,-0.545904352035573,-0.0125044913847476,0.607366905032045,0.532800736195137,0.377757780596294,0.343375266229795,0.540534634230744,-0.495846529325397,-0.227972017269852,-0.547198601669021,-0.154890110315481,-0.0311737899666315,-0.581724374905405,-0.129432300436203,-0.307611080209877,-0.330564127653299,-0.364028771915531,-0.129667620462379,-0.0462776659959759,-0.177883474347371,0.475936204843966,0.327666514563613,0.0422042167381677,0.312205797063082,0.179507988677166,0.33327397667307,0.46503562198634,-0.114027260231138,0.1031939742317,0.543203140003836,0.3134748087172,0.472427796321496,-0.037109614206981,0.0703954723732249,-0.0410128183860836,-0.389037528404243,-0.519620322581905
