group,CD86,CD47,CD52,CD3,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD5,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD2,CD303,CD98,CD38,CD304,CD49d,CD305,CD319,CD99,CD328,CD101
healthy,0.225876399340492,0.152004001295581,-0.280972634108887,0.0399763810515431,0.365025080402763,0.16255195120496,-0.0514438812678341,0.0511321001692412,0.0587414397740814,0.113016947071065,-0.335992146065466,-0.0949709081734564,0.264384674923578,0.633947447900936,-0.0679900637252346,0.233271821274844,-0.163050701403238,-0.0175957426955676,-0.445392961880064,-0.0276213768979203,0.0169042069564405,0.252794731303132,0.0199335548172757,-0.0545145555995124,0.0790655861735329,0.2204006008997,0.0676139147522012,0.203552226747326,0.38528673518486,-0.0119299305345817,0.240347087998844,0.023568850385228,0.0559189765437789,-0.155199573424904,0.340871248414341
healthy,0.564902238827918,-0.474789915966387,0.0979195514878924,0.13383753800984,0.479608327273485,0.347582425919993,-0.668778890182639,-0.408689047742897,-0.347129170140157,-0.373044299053176,-0.0149474103390156,0.545539656313666,0.305871731841747,-0.0579831932773109,0.678794639053418,0.208806965070008,-0.287233146886533,0.668587486673401,0.549172263075395,0.719142299980369,0.630861383155193,0.23281930332044,-0.120728291316527,0.257503759576101,0.167904736391997,-0.633219936866057,-0.472894689053978,-0.0887955182072829,-0.4889812412328,-0.0341736694677871,-0.385994397759104,-0.294312427229534,-0.0318044863686765,0.457078560522628,0.544247341358106
healthy,0.2382217615948,-0.408763858486912,0.0577575288516632,0.204339148571623,-0.299821626946799,0.279607889132847,-0.374211578644952,-0.535291129088185,0.0889786109330092,-0.184146069773714,0.418414750914744,0.0715916441768696,0.121470465569242,-0.231308523409364,0.534169657951673,0.0813328585309071,-0.38646576103673,0.172182821900043,0.3533364136187,0.012179629090874,0.0636379626768378,-0.0067102080516418,-0.177623049219688,0.187065152518793,0.313396722639729,-0.391606456310775,-0.321756282098142,-0.232557022809124,-0.483542766153657,-0.263385354141657,-0.384380767930157,-0.279389568479955,-0.295529740930374,0.221449875850633,0.390996094067088
healthy,-0.475092325181514,0.500908428586113,-0.189759797023489,0.26562162589266,-0.711201169354336,-0.793125861838179,0.812713991671156,0.620814895205643,0.130099600540656,0.179464959043486,0.0753531347483252,-0.798877432287415,-0.568031131631365,0.258467741935484,-0.883160685222781,-0.50679577821587,0.0185280013822948,-0.863365782154144,-0.502248132402288,-0.474397129015784,-0.575923337482184,-0.548204365049906,0.132661290322581,-0.671846961628996,0.094758064516129,0.773676487137885,0.25653980116338,0.149193548387097,0.703630230198289,0.282661290322581,0.708753587314044,0.504872038779072,0.346480879114086,-0.49512701626314,-0.510708112863247
healthy,-0.279353050069295,-0.275899505249404,-0.632915531705093,-0.116770540614789,0.0877734877734878,0.130535534707586,-0.187046632563735,-0.349509993419094,-0.139306731950932,-0.309398979309108,-0.272131348175263,0.128193577715741,-0.134406365970798,-0.0633204633204633,-0.426849209195277,-0.278260025275284,0.174430472301366,-0.0367624283935665,-0.110154409634356,-0.127521331090983,-0.0177280050879748,-0.305188306412077,-0.361132561132561,-0.103866065623762,-0.434603515949519,-0.041630158429683,-0.297879370417548,0.107474316042453,-0.154672810795642,-0.195366795366795,-0.297680825792219,-0.153320827387369,-0.291916143194594,-0.266550062073147,-0.159175821795142
healthy,-0.299120101561082,0.407362530762281,-0.144128321964964,0.0987268051997873,-0.517671156757292,-0.629698279507558,0.67040984364184,0.607129131196914,-0.0036712102557369,0.407839732458679,0.0933334591583603,-0.574808164505031,-0.437275916294639,-0.13787171098033,-0.867365827404162,-0.279542977853441,0.395067365732522,-0.590386552506393,-0.650755431712607,-0.576658135106644,-0.61366033086429,-0.411122351385186,0.230628226694455,-0.507003425125094,-0.184112355695561,0.725258383698065,0.39406040092734,0.260595536690462,0.652790222256642,0.189562029712522,0.807043978704612,0.632299189183594,0.0173079261889402,-0.474698829849749,-0.639635736117592
healthy,-0.160590004822935,0.177595088189458,-0.240640074742057,0.097775675051398,-0.371872937849573,-0.461148712781108,0.494918360482619,0.462996491963181,0.10201758858041,0.39974418417594,-0.0613757522624145,-0.307201688446378,-0.113079528620871,-0.126817683595177,-0.398475871075919,-0.165919331722101,-0.259659826356602,-0.0900582971392356,-0.676729462769157,-0.113784239167932,-0.545321392069675,-0.303169006376734,-0.153312141576266,-0.188564989879347,-0.172577396259265,0.562930064551319,0.39933078992951,0.126153284531105,0.513565392108873,0.325648520277676,0.534957968073785,0.112530705149394,0.491984547960497,-0.280186469138902,-0.351612349442849
healthy,-0.0691052887135381,0.384038394551471,0.0770748400713328,-0.0523895222360869,-0.294935751979806,-0.456421478356781,0.531349741526657,0.492410779914366,0.170273994627125,0.571280135704504,-0.328204286356973,-0.172131052093328,-0.173931335015804,0.397316017316017,-0.237357486264053,-0.0623556176957339,0.247364004223272,-0.261028822958662,-0.387701784997777,-0.0900522391073702,-0.177684574834955,-0.336993611835374,0.514738759244141,-0.138411633921035,-0.303580785980226,0.568160461684241,0.590409559288119,0.0071145760902431,0.50765519106612,0.444210812783673,0.596708776570553,0.235302543441531,0.344026768252516,-0.203770583315295,-0.552066056086976
mild,0.101840069474565,0.128753714768785,0.234121657811498,0.0419572813927695,0.0684335500957231,-0.152832163435657,0.371834262920713,0.0623903096831184,-0.0188125615008716,-0.0562562274636315,0.0198987062404061,-0.0895737078939273,-0.173622072137736,-0.182148040638607,-0.429614619047713,0.0010653522655845,0.124503513983492,-0.0608317866114123,-0.117762567904317,-0.0813500544187265,-0.244294176719878,0.147578082595321,-0.196706110064762,-0.015666042605894,0.218464526704761,0.193677136286313,-0.137192359549842,0.0759554910498307,-0.0269519741810683,-0.1590066118368,0.103083695147171,-0.134615876273975,0.108812773458188,-0.170900740860682,-0.267193061565571
mild,-0.0411517144010904,0.555979526610227,0.241324698012785,0.185878098126094,-0.463290032576874,-0.51993243271579,0.66502968419667,0.543050947237577,0.285208082859971,0.398969439522514,0.108548355882001,-0.369060673082088,-0.184202477582648,0.125937353785455,-0.641397204330386,0.010995426441854,0.059856195407968,-0.362777200027307,-0.293210738045932,-0.0941447378650371,-0.292141794426966,-0.274413728737073,0.356764347918946,-0.170265501235732,-0.0098307650928609,0.695696321755175,0.383074472533143,0.0903347416246698,0.549703949127326,0.189217043827325,0.601084015359952,0.401300382766307,0.101920053406297,-0.156927750777291,-0.62180432926722
