group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD1C,CD64,CD141,CD1d,CD366,CD39,CD244,ITGB7,CD54,CD303,CD98,CD38,CD45,CD71,CD304,CD49d,CD305,CD319,CD99,CD371,CD328,CD101
healthy,0.394724961448204,-0.0963218625586413,-0.269960463231351,0.382711298522827,0.532833897495325,0.190501752600667,0.320088266201273,0.273296708180501,-0.241960671390141,-0.151293204866063,0.0021699704304636,0.281164862073337,-0.0716123676518296,-0.31720595479946,-0.106727015738617,-0.0401090728693724,-0.0307075642608165,0.408637873754153,0.628715008924866,0.270633123351986,0.355361614220696,0.590251822069026,0.145371332875281,0.310840118804514,0.482935668982181,0.611855454518797,0.13483081076234,0.232837772388503,0.0456055572334642,-0.140935476766471,-0.250912792557775
healthy,0.637254901960784,0.0932259746222466,0.0137351119919997,0.480283618342331,0.302335549484515,0.109201740844854,-0.0661286657335514,0.0557226803666559,0.0577528052186662,-0.195974126800188,-0.305764874365591,0.409268419023189,-0.0044928180540841,0.0403969308743732,-0.447922918273487,0.283310236570656,-0.184975035949391,0.293837535014006,0.402854295372392,0.405854823928453,0.229971988795518,0.166538273396707,0.119787068955269,0.421535552786897,0.253221288515406,0.334173669467787,0.0989478840568409,-0.044467383719168,0.418487394957983,-0.362442393788957,-0.21231704463543
healthy,0.0614675192831014,-0.0192362353064711,0.308650565837274,-0.257828799875401,-0.443330227719797,-0.207825997199792,-0.390535716459828,-0.309837006245536,0.284966605243467,0.187254679871008,-0.259598831292733,-0.0647274969673684,0.248966399877371,0.132097830524205,0.325662452940939,-0.0337441397704868,-0.0220422266604386,-0.0887875150060024,-0.44291496831928,-0.144949871190693,-0.300456182472989,-0.445128116100164,-0.314442479606601,-0.421818943743745,-0.125858343337335,-0.505731285437489,-0.118412930435049,-0.306118911948658,-0.200096038415366,0.194351796017723,0.175536490069533
healthy,-0.823209299034147,0.503330225984595,0.54952291855931,-0.745362003411116,-0.749495825400964,-0.07958220245838,-0.5796697944302,-0.324684848577905,0.54056021179651,0.592191330142418,0.175977137857369,-0.140283439037375,0.402294808764151,0.550420388637703,0.510708794399095,0.212669005354431,0.418182671529636,-0.536290322580645,-0.794294450071036,-0.286491148507328,-0.281048387096774,-0.566791010038409,0.283012026830273,-0.752189942427294,-0.522177419354839,-0.768455084708739,-0.559325195081304,-0.52013379590817,0.378781797659583,0.164204560385068,0.531718256746861
healthy,-0.277449502469906,-0.418275418275418,-0.502059748875333,-0.0801628425273152,0.217775722199206,-0.384181846708429,-0.452258231988846,0.0767361050858056,-0.514190103387937,-0.522026827799042,-0.0319079161214427,0.392193435750154,-0.19000370885517,-0.0938935205930938,-0.399980027203869,-0.265381136010501,-0.152042191326808,-0.209009009009009,0.388209688771109,0.500180982132365,0.0734536692376479,-0.419072512913739,0.371666007509712,0.114832844378582,-0.297039897039897,0.189314560262596,0.277195932958621,-0.330666073707151,-0.0476313095086854,-0.236230322074718,-0.528396761185653
healthy,0.306754718453201,-0.487479305421201,-0.684482740472204,0.626137495476813,0.385182126315211,0.15825075737671,0.325101292687633,0.591108767296613,-0.61766963847839,-0.769058957761236,-0.320228181234411,0.391499448359698,-0.588480725149722,-0.65447791851359,-0.657488592547548,-0.475805816894118,-0.252578821809266,0.0025887990307332,0.732687185627321,0.330775610234512,0.185124445301949,0.191073380924818,0.210845658714696,0.564430402886904,0.186346388835295,0.666618551657028,0.639988060447689,0.0849068077193291,-0.29000379092746,-0.558032667128468,-0.664471102010192
healthy,-0.528831385053952,0.401536452415916,0.54118704075085,-0.776850877540367,-0.713778434807704,-0.278591880606381,-0.828032387354523,-0.384532263023341,0.425612478180218,0.381552631443328,0.117459468155763,-0.114673193164909,0.394070992251936,0.7269456117079,0.571746167966487,0.34282545016886,0.355431536441792,-0.285834338310565,-0.802319319365095,-0.586278767105429,-0.367315247718734,-0.604275146396276,-0.3257972141226,-0.752561354877343,-0.506503470953599,-0.796511697799318,-0.192937384145387,-0.637563095124257,-0.0183053820137535,0.352346084773658,0.538422592537852
healthy,-0.211302444046154,0.51167767689102,0.602956795092379,-0.30378813646197,-0.348785726320751,-0.150902455017522,-0.196892058116809,-0.499899377207626,0.307005929815778,0.570207678333594,0.202043008869278,-0.190048471453801,0.360663436453989,0.413517710822424,0.594962502374803,0.422869250283913,0.333670537427485,0.0621523257650645,-0.529180297406106,-0.380634182299728,-0.117334826197871,0.020143530217245,-0.211599929849265,-0.285008947795115,-0.0079407290139532,-0.307089850406514,-0.332792587574842,-0.152912601595228,0.377446798445527,0.478405135084354,0.537112628806409
mild,-0.0642557723861772,0.0153400236827275,-0.134932901051301,-0.123152163816298,-0.303890572345789,0.0774505455942317,-0.0206111178207271,-0.0613228990149596,0.103380024383883,-0.0849187432975409,-0.138343601345194,-0.104971735953368,-0.244168526620081,-0.0258364918579622,0.1252882044385,0.083885603390841,0.0337195649680521,-0.154615276101324,-0.208773824758557,-0.0738503552470427,-0.184567005321722,0.180093754012012,-0.288729659754839,-0.0749206502506231,0.0594258990485406,-0.26340023278404,-0.236279449243819,0.0299336254122898,-0.0534388458789564,0.139887683679475,-0.115413795917229
mild,-0.389660973135261,0.586971323683769,0.655501953213293,-0.560152411744948,-0.350370865637145,-0.247741359603105,-0.412271376825998,-0.379151145899906,0.487437880314662,0.653486446926713,0.0047770998532355,0.0542371822156917,0.324421168901557,0.309152342263122,0.409650902139835,0.434618822562292,0.392662082117428,-0.152866484926665,-0.647323588869655,-0.388957278344401,-0.10897845615208,-0.231182896363052,-0.347897525980324,-0.513677166373189,0.0371656012703674,-0.558841071074373,-0.186964404748204,-0.365837403773581,0.433859423686476,0.317023149993559,0.621829693506636
mild,0.387820166666987,-0.582392233181283,-0.631677687929086,0.74873985255121,0.669522350127057,0.154168076149267,0.713740651575127,0.510508655788664,-0.558582960053883,-0.523622392803363,-0.0070090106241031,0.178420202149444,-0.461278641819248,-0.493078177930634,-0.466528279079824,-0.237915332072067,-0.338789012092251,0.106254920829324,0.719861660434067,0.5506869791824,0.248543183436296,0.42679150185368,0.0328262926529815,0.698820967940927,0.33187238101507,0.53948461290639,0.410005448706151,0.441714238335878,-0.119167176974893,-0.366448374823559,-0.639176388487258
