group,CD33,CD11c,CD45RA,CD123,CD4,CD44,CD20,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD370,ITGB7,CD54,FCERIA,CD83,CD2,CD303,CD98,CD18,CD38,CD45,CD304,CD49d,CD305,CD371,CD85j,CD328,CD101
healthy,0.0814275086151151,0.237162236357284,-0.422775169692019,-0.652401948805715,-0.446151464880541,-0.26838207951899,0.0793934571250618,-0.328261409267082,0.0556302083475586,-0.0169550159739269,-0.466324373301117,0.167831328474903,0.0630647656353502,0.184332693129548,0.504252794717076,0.0518479476966549,0.19032600286865,-0.0856735943474141,0.284053898020462,0.0205231459632592,-0.294623980670492,-0.0263384931548206,-0.310712641012016,-0.049636898608457,-0.458849420562862,-0.340199145879186,-0.0895922968691344,-0.148314276450459,-0.624004228934173,-0.511744001365174,-0.39444276653579,-0.497214196432392,-0.0755058894593778,-0.128496899505803,0.0746539406634279,0.109831234469062
healthy,-0.130853325825201,-0.159495484151997,0.226135968539069,0.300048377478958,0.283749540228253,0.0649905457157881,0.272098539220663,0.482261758856742,0.219142223310929,-0.436042918419753,0.105042016806723,-0.284310415444126,-0.306095788731787,-0.292875576900612,-0.628271148703539,-0.315997503242606,-0.109819760095524,-0.120056219061625,0.22075157351368,0.147236697857707,0.18375350140056,0.0521739643585565,-0.156633441727219,-0.146881605791997,0.392573514677634,0.385667538699644,-0.0758234243639986,-0.319887955182073,0.358568528087107,0.405376689930066,0.244817927170868,0.152100840336134,0.0313725490196078,0.0750472354305081,-0.429393950552778,-0.270080805949648
healthy,0.0564393096809152,0.267971584890345,-0.485879490044307,-0.592483924965958,-0.275810745257211,-0.154057951092575,-0.192115009637818,-0.578206933814187,0.284773505731189,-0.234638422172714,-0.402160864345738,0.252419109945388,-0.15171909696045,0.122186461932437,0.294679775784765,0.202808512621069,0.0981085257934583,0.233022836440829,-0.269457432801131,-0.149644919019989,-0.405906362545018,0.111852892486721,-0.401295791436692,-0.0125435584433322,-0.518361527348334,-0.236177794451815,-0.0056296126118816,-0.563889555822329,-0.26730755579239,-0.460322287857414,-0.294789915966387,-0.62861971049343,-0.059015606242497,-0.357371651455101,0.111270869936602,0.314520937350924
healthy,-0.102724572985629,-0.164290357095051,-0.214301780827402,-0.0423557920705604,0.0437028536114915,0.0379414925762245,-0.0871880017093535,0.3644421769752,-0.177618434183699,0.112567778188007,0.0741935483870968,0.0647965582842812,-0.124516460468269,0.13250598244271,-0.199391251896154,-0.0075236578540865,-0.0550377513280847,-0.082863355253262,0.306186217847897,0.0626263904223127,0.254435483870968,-0.121493502823868,0.0615291987100987,-0.393145161290323,0.217997242232222,0.171243572857789,-0.280021987955112,-0.196370967741936,0.141949794047328,0.284074316539682,0.135483870967742,0.167406225802691,-0.24485681701743,0.280683970096349,-0.0561311507438754,-0.344243126708454
healthy,0.096010296010296,-0.122296605495273,-0.233273871754487,0.209759437946475,-0.198631297883513,-0.114958127187252,0.0644434280574969,0.385170546887005,-0.109916983302453,0.207087343195564,0.0337194337194337,0.249412817726209,0.432050431806562,0.0835861529790566,0.079468538379071,0.270449770145494,-0.200184115847423,0.302456441776674,0.220150670416073,0.242893412857765,-0.295495495495496,0.176288806170355,0.585301721310279,0.0082389292123131,-0.0923986443195403,0.327695172695076,0.458898461407222,0.0286082711767681,-0.51520661335459,0.171809855173568,-0.242213642213642,0.14649030111354,0.15010299158683,0.162701626348978,0.185873188686023,0.197553163943161
healthy,-0.340833170360192,-0.454329860535231,0.400674333652839,0.400238105193981,0.433468390250177,-0.359818922716285,0.266129421954505,0.452525915874449,-0.519304329510184,-0.194818810573448,-0.281579857072713,-0.424157305831431,-0.30421925803033,-0.378387485695677,-0.364026839685634,-0.50730540061897,-0.437102438631588,-0.365709740884164,0.142562137513522,-0.0267047966157432,-0.0881799620157839,-0.536478307187132,0.0,0.0301274763865464,0.423916807765394,0.0762442508184097,-0.21174883115399,0.147533603447167,0.0027976075631873,0.426683894678582,0.0823525628657791,0.410110464647446,-0.102125336756287,0.0068719617593801,-0.436611768088388,-0.407935811825229
healthy,-0.843050983032833,-0.763342115053636,0.458383809341995,0.320180719480743,0.218319715124569,-0.294001640054576,0.0937123751571998,0.429245316863265,-0.714058616308337,-0.640809309941509,-0.458129338691999,-0.543815502459796,-0.601547511386926,-0.558926661701373,-0.466987899857113,-0.617438333352888,-0.763538896249793,-0.536094283479632,0.328387614768953,-0.409009047421183,0.0736599803188163,-0.574445684852728,0.200280174165762,-0.578027201206419,0.452260884812454,0.432276064018702,-0.586484916028199,-0.135872842441394,-0.0615876498413257,0.462837119372049,0.0675922542930216,0.2528169559805,-0.436113851728865,-0.0890070840308949,-0.71324042710917,-0.685063362511151
healthy,-0.114344360477743,0.0165665936103866,-0.331483776202983,-0.394291005248545,-0.413526512712504,-0.184920722171619,0.0735328059350862,-0.0561925074784192,0.0935167609208393,-0.12208831300894,-0.459814471243043,0.0324722317850077,-0.0482865228953037,0.0860348983831882,0.0312956328811997,-0.162073932651396,-0.0417916162363249,-0.0037906481905555,0.191493704881556,-0.036534113531884,-0.431559776006318,-0.153373042051247,0.0335717584185817,-0.0500278268284746,-0.233955432124649,-0.418425382228404,-0.115049304488975,-0.305939145056266,-0.332170277771597,-0.273059920463294,-0.506376083849295,-0.411395722477384,-0.170402361056848,-0.0089053364948163,-0.0096102207655578,-0.0324219760945516
mild,0.0041758953358535,0.407876404378362,-0.431196557596479,-0.374053966096217,-0.159877611958424,0.16833456660053,0.390382447184154,-0.370834053641218,-0.0455190070941583,0.480867957473626,-0.288259958071279,0.0902016059911154,0.159041873933694,0.391914885250288,0.389491189169091,0.205883909211398,-0.0131436772081641,0.204371244369461,0.172423140882794,0.207479397284903,-0.547422742869305,0.0828469162223379,0.232586192435511,0.247285165051852,-0.446116699220916,-0.319629007887398,0.134198983153866,-0.138848572810837,-0.167662360861922,-0.52108771742495,-0.306644089662958,-0.593639384582848,0.402486534067185,-0.254900060194655,0.227382096514941,0.338790111102996
mild,0.186843915516983,0.0417887723523064,-0.185723589282985,0.0993623721512352,0.186493160994854,-0.104468022088944,-0.0139373191337322,0.197111436972587,-0.143959837017836,-0.0015328916303687,0.0562601955007018,0.37910427419904,-0.29444748010638,0.166239310627708,0.345103848093728,0.0771318578444519,0.0420239085675637,-0.0393037514753475,0.135888861553889,0.115606028715925,0.0955747519310673,0.111080592973819,-0.0759464700392888,0.0649007855292871,-0.0008961232472308,0.120276189401618,0.0529516325678182,0.0957735457269672,-0.101420867844036,0.0179534323948341,0.118881870548732,-0.0483885292524268,0.0110402913947093,0.0763102171040971,-0.111656208709512,0.0286362262999262
