group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD69,CD95,CD1C,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD2,CD303,CD49b,CD98,CD18,CD38,CD304,CD36,CD305,CD319,CD101
healthy,0.347090973018252,0.314747185111164,0.0293138886842123,-0.0654740307045162,0.150746161169684,0.567511944956853,0.144223617381029,0.112874000086414,-0.014572670925193,0.45454045216226,0.0753403408847194,0.132544349999363,-0.460411321289508,0.151686108886345,-0.128548810173295,0.0440277753910926,0.0805494901715889,-0.122923588039867,-0.0171506467054646,-0.0232820525690687,0.305889308607225,0.149906381729468,-0.147032928276947,-0.0353154042931445,-0.21176361078159,0.148846141171337,0.47380682151108,0.323425679403371,0.176495288086108,-0.156701005263948,-0.0060680240038155
healthy,0.376190476190476,-0.26872667985991,-0.291660898523994,0.643976880729967,0.568934036382207,0.193331576889809,0.224895134429453,-0.189759217147046,0.272631073238783,-0.471488593638177,-0.578623823701201,-0.50656523559799,-0.383629595296495,-0.584382826624442,-0.412355486294163,-0.101823382054602,-0.0834817782028163,0.280952380952381,-0.150350779011754,0.129665673226135,-0.0925017746399982,0.656827655498466,-0.25348040450654,0.389433823257258,0.0021023130599999,0.107563025210084,0.57188323328089,0.212885154061625,0.480952380952381,0.311340667741641,-0.454783954932427
healthy,0.218971968378189,0.0057122830732414,-0.447805377729012,0.45595248978928,0.348959655673841,0.384866727095544,0.30574149230214,-0.354096230638799,0.0889560775293499,-0.177102563862164,-0.467317801660592,-0.226966067396462,0.053792663760677,-0.12781029863411,-0.112619909706889,-0.189478896422261,0.0448111201338587,0.276350540216086,-0.178472224222446,0.2106654098507,-0.197765298828782,0.376990201707879,-0.119548247769232,0.390281843722035,-0.158976410851769,0.230732292917167,0.33628228389738,0.0924706776741451,0.303352263962885,0.322997072734194,-0.466893352873558
healthy,0.569929654442861,-0.643996291546449,-0.576230217988555,0.777201125134044,0.758370372310987,0.453821762271183,0.380534428945533,-0.701957784410922,0.080389845664467,-0.563254270195342,-0.714197507924529,-0.643422466469458,-0.310815775014594,-0.577288233723022,-0.355980021797499,-0.442073959306812,-0.306667292455067,0.391129032258065,-0.492432137691424,0.20860019478448,0.0814516129032258,0.771664978559041,0.138542015662693,0.165383526638321,-0.343552988112558,0.32258064516129,0.762387481995385,-0.0818878646697501,0.717224745728157,0.594263347390828,-0.454950423325962
healthy,-0.264791191835804,-0.438095238095238,-0.418383124062777,0.434215397022957,-0.0171014064058272,0.0995097511872454,0.0677959763379447,-0.482527834193085,-0.276164712754288,-0.218042931674297,-0.286060155637354,-0.166140378143557,-0.166149567865154,-0.214186313385826,-0.501689603839988,-0.208402245043541,-0.205216876869927,-0.216731016731017,-0.322938412472887,-0.296329428112863,-0.288105055893075,0.146551695935388,-0.245613956848369,0.221528624398457,0.120107398321958,0.0242268242397856,0.139000471065401,-0.272799510808399,0.285408019816575,0.0873217957305545,-0.430521660405469
healthy,-0.312830186215579,0.622441387139993,0.657542740210108,-0.759644498644596,-0.509007901324586,-0.333301176924561,-0.559005623434918,0.673366978999076,0.113362621604416,0.517834455047557,0.648098342654208,0.707223460117906,0.517716990390541,0.663066409328595,0.593952971590262,0.470454597927995,0.330006547269699,-0.0580309049808469,0.552480799197851,-0.0489163166259992,0.24678136907655,-0.730743603727225,0.10006794657626,-0.293564428308935,0.419701496693246,-0.15226059553669,-0.533733719816502,0.0141416966473196,-0.591032087831461,-0.63260851159077,0.80460776049709
healthy,0.186894027047451,0.0112289753043984,-0.006360418345781,0.261604027163249,0.300314944134119,0.118178086357294,0.0067187869262107,0.172581011910529,0.0035895896787271,0.171821647753338,0.0338079736004886,0.177629628750777,-0.346628853528713,0.113764986335585,-0.137053045254428,0.104436146009377,-0.111890642513287,-0.137820161588579,0.29290896117346,-0.0003417447137635,0.0020307566953914,0.340689160306788,-0.133984095961909,0.326704075251104,0.0741020672837538,0.447812187855453,0.220487572046081,0.456673083915749,0.552687940789073,-0.119994106714357,0.0913060261518695
healthy,0.439582748441585,-0.535217703364549,-0.628173863953869,0.509612475656532,0.432806602869996,0.338274088540009,0.475555419104617,-0.230298351944425,0.133693409683205,-0.278983916677158,-0.582628536037734,-0.404752225575641,-0.636571813816191,-0.207092874440128,-0.448908845387622,-0.481798866562089,-0.468065258544247,0.170513823482026,-0.244183578960988,0.136312994746343,-0.314739687473403,0.617012226006838,0.0783349983229813,0.548481857797834,-0.293282456852975,0.0251794127715563,0.490233067289283,0.180480105402098,0.500000034446482,0.354292707496289,-0.680998799905521
mild,0.0800775454862912,-0.251746833104317,-0.4196202643138,0.135778950252856,0.483535181901399,0.140559740746056,0.406518434073039,-0.144464275272177,-0.0727570866713995,-0.306780297136594,-0.0894593856126793,-0.428430784820624,-0.465947766955663,-0.199015628580494,-0.0362676381269342,-0.456785296698973,-0.0433775144403831,0.512185780336695,-0.0813413484913819,0.0640741387203608,-0.221734953751239,0.530486167075289,0.0355441019726238,0.284017374131907,-0.0839862647754939,0.022657635865183,0.605786972026466,0.154659751136679,0.315547505348702,0.23617549876021,-0.351586868825749
mild,0.235662312510292,-0.249358261833911,-0.286488207909973,0.330921440658504,0.330867787260911,0.0326467546962664,0.352735791672574,-0.323130316675849,-0.107830361600636,-0.145557472795982,-0.334135371802512,-0.18732937242376,-0.181963847176693,0.0015814071383452,-0.0242936335287293,-0.26906974180938,-0.228053565999979,0.16728427203814,-0.122456393522862,0.0040386970205785,-0.183224684971712,0.44386776681837,-0.0776157274459594,0.301703898034555,-0.149149649056029,0.0683518543460817,0.346048983182872,0.200826384192994,0.270329395870907,0.186224105969373,-0.386690512006666
