group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD5,CD183,CD32,CLEC15A,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD370,ITGB7,CD54,CD62,FCERIA,CD41,CD303,CD98,CD18,CD38,CD45,CD71,CD304,CD36,CD49d,CD305,CD319,CD99,IgLambdaLight,CD328,CD101,CD224
healthy,-0.164237939886635,0.534744615336249,-0.0756058575813511,-0.265567167252838,0.624341649932351,0.535795817931957,0.263316662320622,0.314778745197934,0.0044704837361651,0.239354830800112,-0.479157429910739,0.0598098099896547,-0.0979172453613864,0.454998489882211,-0.318512010244342,0.115539238742692,-0.111721440521202,-0.528373190132243,-0.218656374661191,-0.358215512867843,-0.27086996182542,0.042280766871677,0.194956206584114,0.0365060152548665,-0.0105660234167594,-0.125646749274384,0.625530029143079,0.331680857406467,-0.0596257481736263,0.283483896227799,0.618718617120839,0.193210798155212,0.383247101859371,0.220724373138792,0.225309574146783,0.616235180866602,0.118056583911593,0.269643200452629,-0.0804245290790595,-0.114887995911942,-0.31326173919698,-0.464599887476935
healthy,-0.587953518201578,0.37843137254902,-0.763638668630119,-0.341415640943994,0.691830169556299,0.277033709173045,0.567518138027044,0.196279988737802,0.4039446501373,0.462217629228448,-0.658729364787343,-0.100597967323744,-0.428709330443527,-0.149859943977591,-0.459151458836673,-0.0018631339257504,-0.714779272291954,-0.493238051095494,-0.739689222836951,-0.485049082331587,0.0339617805405662,-0.0297332360722359,-0.124929971988796,0.0894241004555096,-0.573072092389951,0.0618666284020121,0.346500386378901,0.268008809119792,-0.246110782223995,0.0420168067226891,0.31206667210081,0.0617429785351385,0.223413842977055,-0.11624649859944,-0.136694677871148,0.194117647058824,0.233563028645799,-0.0639034587222481,-0.0368178173234757,-0.460751008783935,-0.591303673745786,-0.40769759663949
healthy,-0.0647612910341069,-0.0131577391198424,-0.0553163822391669,-0.0103380388931319,0.138517840318045,0.180626946912348,0.167756852005973,0.359980824631995,0.220761377783777,0.0269052513225883,0.122763014930397,-0.0560846433173772,-0.0261238180196802,0.187418967587035,0.256091743475856,-0.212558735084752,-0.0924497487988996,-0.0675658972750491,-0.0502851906448949,-0.131566666776584,-0.361642125161401,0.141603139622994,0.147082833133253,-0.047566438958886,0.19643047886425,-0.160797520358106,0.192134002414827,0.133441761605001,0.0289179246131698,0.132869147659064,0.291481540072068,-0.11741741084964,0.115213852770901,-0.0903622257402069,0.0042737094837935,0.272786351434305,-0.0983488393819019,0.267630418201835,-0.103295600070878,-0.00942973474039,0.121791984467997,-0.117019082333568
healthy,-0.32300764468337,0.631685488104163,-0.540464452761325,-0.623979632119629,0.729034248681409,0.630092830611575,0.081658259913816,0.423270230348334,0.163111968510094,0.395680077858789,-0.69425287516551,0.0634069060687127,-0.505308864080113,0.451209677419355,-0.710506564731121,0.19498515740415,-0.666683704766611,-0.373649152712962,-0.55553062857742,-0.36200302099944,0.285773803324704,-0.355556281107324,0.3375,0.442588075344541,-0.495661200889401,0.327771402086186,0.76613332996722,0.223115833837525,-0.388672137905904,0.25241935483871,0.36173001494447,-0.193915648013335,0.752675539549584,0.0508269504846725,0.465725806451613,0.832593855558445,0.572230278366804,0.308120496069312,-0.244948974278318,-0.440671422257887,-0.483233309323135,-0.071622787126832
healthy,0.0586739195011355,-0.0408165934732264,-0.187129987129987,-0.161688985791646,0.284310881496878,0.178763138835913,0.188553838363273,0.358053942178294,0.498842770906152,0.180665101779688,-0.263337409644986,0.0855267425827225,0.0745514435504031,-0.0494208494208494,0.327453191983035,-0.357665006296177,-0.0393422479299572,-0.108974183816845,0.0569512740794682,-0.217135711953443,-0.0622083958705317,-0.102608438434963,-0.134105534105534,-0.249895219546626,-0.0219072346849125,-0.323633143978285,-0.148582435370982,0.234346632854217,0.555140026801275,-0.147165070648059,0.0420103441604793,0.174133414938665,0.054926424288225,-0.310774442710705,-0.129214929214929,0.177564001349745,-0.0392609624214896,0.341516054250666,-0.0619375527856259,0.193519036163887,-0.0589826265227953,-0.15175556807418
healthy,0.365052984499793,-0.423590636960462,0.266866353334248,0.474389501018159,-0.567433511741108,-0.613659822890056,0.183560512786849,-0.305325101292688,0.0532723449234438,-0.557413307499378,0.485860124460994,0.226893808081114,0.221975569393146,0.0671109646217955,0.760685510297428,-0.493714982203937,0.363819212172649,0.587376047744577,0.366144967590959,0.603119561178756,-0.268128267753445,0.0140807109428464,-0.324580728163861,-0.164452677511307,0.324868314646602,-0.33626921290549,-0.705520229734867,-0.449988893299545,0.254632634242453,-0.476365039552383,-0.195607434561708,-0.331661253350035,-0.617042186275921,-0.377573636453833,-0.339732458679015,-0.685088807185285,-0.639700832498168,0.002303140128419,-0.117064362736812,0.394568882744946,0.452733067002524,0.229295554625127
healthy,0.0030776567141588,-0.17367781867054,0.158815018800319,0.207301843021309,-0.196458308385065,-0.194677087706799,-0.0133301381193944,-0.133345522831169,0.0741276075868385,-0.291794077281278,0.345948184612842,0.121049298712647,0.353933608554444,0.0093898428936792,0.340062777736578,-0.583606729764227,0.414833386278596,-0.109810683681504,0.0671538792246608,0.135941203351337,-0.116056139219926,0.124611819296955,-0.577916621380316,-0.280131613759567,0.309782703169713,-0.192706046927777,-0.103491799926674,-0.200033174170216,-0.0435851205484175,-0.0580432997762954,0.0139947018031609,-0.004890902488039,-0.14112647925822,-0.119751295293283,-0.187869930580928,-0.102918095751244,-0.176537223424967,0.0746556652121847,0.11766425114553,0.150422379123359,0.303323908227023,0.2415528240257
healthy,-0.235258883961159,0.175195925520295,-0.619905972519514,-0.545291108994016,0.204604714692206,0.297593073944771,-0.161256785292025,0.162250089859215,-0.113160378546713,0.486494739790109,-0.182028399426197,-0.0256651209857746,-0.355595433547268,0.200531849103278,-0.287590628380481,0.173656455178509,-0.392324682386976,-0.377211523886089,-0.411888864095116,-0.533934488561159,0.356734840585917,-0.335030781907421,0.12899235928435,-0.0869093363935999,-0.326390685905304,0.0003153010169264,0.542059534266529,0.333657515668066,-0.58965289350435,-0.0846820152376075,-0.0370081688450737,0.142010072140769,0.388079931778272,0.0649439472175407,0.164083662148137,0.218856733711689,0.327966347766262,0.122649105317146,0.282170889109138,-0.397559315889702,-0.572249438317925,0.0125664624360158
mild,-0.207451993374113,0.182676900640602,-0.268279969740145,-0.489840447513966,0.370276412646073,0.554850143661799,0.19439646884234,0.483916715265463,-0.343856304489025,0.493726375888283,-0.110576043887739,-0.0437733631952076,-0.324557301109741,0.223512336719884,-0.062783112011241,-0.0016662180310058,-0.275636145143827,-0.436709605323298,-0.342262463535208,-0.271027079516144,0.101486293132215,-0.0734337192637579,0.420787388962066,-0.0380820192681162,0.103884173435967,-0.0144005008740205,0.527141963932703,0.414593364568708,-0.248581439686769,0.280277374616997,0.195834803779982,0.225944323953407,0.588905500833631,0.221243734190279,0.392356071601355,0.475056809664137,0.155198072028606,0.399735251789524,0.113874903290732,-0.184997585033958,-0.367785296322904,0.0698547249854142
mild,-0.0921590209496472,0.446672164533706,-0.358319826825514,-0.360128719698538,0.414981914900585,0.249884806188736,0.333998357489268,0.430324006023585,0.0380797297608189,0.361163851012899,-0.0489950107712597,-0.115408688481794,-0.197514431214797,0.133246500335108,-0.434648055469637,-0.0761136451624505,-0.293265686466637,-0.168521886500759,-0.176913546960687,-0.47428485728882,0.193934170431658,-0.348849481052091,0.354766093214023,0.146008418449765,-0.102804954286115,0.140554276499192,0.619239086301441,0.485455067786225,-0.0034561397942867,0.196758224686833,0.347204522876251,0.444694336647769,0.424869348114772,0.313016628315239,0.223183292555534,0.399272166169118,0.303074423743649,0.267561596349942,0.102616533217291,-0.314358518688669,-0.411991340823474,0.221339188847967
