group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,CD235ab,CD54,CD62,FCERIA,CD303,CD49b,CD98,CD18,CD38,CD304,CD49d,CD305,CD319,CD85j,CD101
healthy,0.418086853862894,-0.401013468611486,-0.4766726136686,0.730035442355355,0.276861615550526,0.146542779692147,0.349401678915768,-0.666409940605491,-0.459570169819598,0.201298701298701,-0.729668138853024,-0.42414191999796,-0.411412027458697,-0.301057577250517,-0.508509280171468,0.0513089118586288,0.26698882512836,0.0679823128523959,-0.410084213189591,0.685938479004316,0.221550373016398,0.367351190385975,-0.288908264346437,0.154848614449814,0.298806282184129,0.274841437632135,0.619846534170933,0.263291661961106,0.0564978431160435,-0.631529598197108
healthy,-0.360504201680672,0.40940804517842,0.296566295663994,-0.757774335865756,-0.196553844227521,-0.414883667181835,-0.323311810904374,0.421059925767168,0.124670995595837,-0.11484593837535,0.476057925562785,0.440998172121199,0.588721705889467,0.638938449381574,0.464643862391257,0.0637341391497279,-0.0980392156862745,-0.0319166403555034,0.226087178887078,-0.559731393381301,0.357718429858446,-0.31199901275272,0.129782792903998,-0.0974789915966387,-0.456663515519138,-0.152380952380952,-0.413165266106443,-0.420183340204166,-0.154407530368517,0.41519464534878
healthy,0.136092777686045,-0.173858461741989,-0.584748330136639,0.445033849563565,0.394153275116381,0.212683185726123,0.0834460965966958,-0.332082886239168,-0.576627756450592,0.0914765906362545,-0.422700267283694,-0.592703462749431,-0.135757850618933,-0.271540029482432,-0.131663087932155,0.204799118252948,0.188091236494598,-0.0264784535673998,-0.581470906345512,0.353883176796248,-0.0871075038490279,0.454413399867755,-0.523505856557882,0.0278031212484994,0.451910788066428,0.122785114045618,0.240009696804602,0.25683196322078,-0.237839529515355,-0.64989435760997
healthy,-0.469425062405841,0.724722871495862,0.645021746821458,-0.738830901519233,-0.56877777923324,-0.199090777563461,-0.292500344637238,0.713312387509423,0.522131723920018,-0.237903225806452,0.840509786098951,0.815181788538613,0.394593611945751,0.460163181724269,0.543108376312987,-0.0678095941640186,-0.249193548387097,-0.0585717676597622,0.715237498351806,-0.735960701284559,-0.168939419943115,-0.363756943104759,0.486396574453822,-0.129838709677419,-0.641959395667452,-0.253225806451613,-0.564743894274139,-0.560898985725877,0.109351269626118,0.454546382097431
healthy,0.119349785978675,0.0916344916344916,0.009526261901737,0.174220577759365,0.036874907562565,0.0093169077834612,0.0644434280574969,0.0226526803995687,0.235678757030307,0.0694980694980695,0.139207154079745,0.157755964650287,-0.0339642763039264,0.282005101118139,-0.139753616751918,0.20764048179013,-0.0404118404118404,0.286452513942162,0.127319693345256,-0.0947678403277336,-0.0933683335687984,0.10978902894716,0.735690241125428,-0.0533505597620811,0.0766040530739778,-0.009009009009009,0.260079037271097,-0.0592299002048335,0.182536276910956,0.0437862292963982
healthy,-0.486859301244531,0.549568944256295,0.656089143073664,-0.741839731785154,-0.60590663718539,-0.369509293202135,-0.567480853414406,0.597996576684749,0.408458492367262,0.106760135383019,0.838285947839929,0.611318351271187,0.650658323361277,0.552302307531559,0.705277726275216,0.0,-0.146516377441251,-0.140500387511758,0.495142564984219,-0.735149056034109,-0.0888788190052612,-0.399096371506644,0.329269110735503,-0.253360344716702,-0.621083268604176,-0.195253714065213,-0.744537931032767,-0.652869129260815,0.116823349909463,0.719676941333508
healthy,-0.107999486736529,0.60519421950025,0.664369593742408,-0.522527286292822,-0.517054684045345,-0.419096371195017,-0.634546841319802,0.645625191195008,0.496744927272743,0.226379247351114,0.626833715537989,0.46807705734878,0.596353910769571,0.255562096567703,0.614403835648435,0.0950780008885172,-0.335342906431595,-0.120980001796386,0.480070882790537,-0.767334965070946,-0.0053148030443923,-0.585814203898531,0.407837458239796,-0.150031972855819,-0.730763055253612,-0.432042382170259,-0.529078503981215,-0.458310824256224,-0.28690669670593,0.694365961489152
healthy,0.394913366065774,-0.623801397190233,-0.708305892251141,0.65946113196169,0.697892311099308,0.541703650753993,0.500860432882822,-0.472432124938993,-0.278661991942862,0.351626468769326,-0.510904299769358,-0.651778005448495,-0.587636028081707,-0.289737660115424,-0.528764786491608,-0.0681227162580072,0.354960899695264,-0.0100158608966234,-0.544553076182114,0.724244900999629,-0.0467029275577316,0.631227096756355,-0.424099364312558,-0.024832963848901,0.548295481749452,0.337827307722906,0.632974554867079,0.382222624324005,0.0172798913442464,-0.645206685776118
mild,-0.314013762037977,0.393130718046788,0.623153505815552,-0.553528800215597,-0.439611087806758,-0.382154372770187,-0.447133298847771,0.300643000899468,0.323118210311915,-0.109095307208515,0.437386103010162,0.581141286479979,0.545644030241665,0.326839677687371,0.251556615312863,-0.0640769562638077,-0.373858528106279,0.0979746495716082,0.324429500511149,-0.548735961367685,-0.177720509863119,-0.218437480276167,0.26473577452973,-0.124576681180455,-0.624225235951782,-0.181986776326399,-0.380045447731309,-0.066008557091872,-0.1904719607272,0.650447856148258
mild,-0.605005602272563,0.443206123024059,0.453846093909322,-0.653239881268477,-0.505878854809233,-0.331446272067683,-0.28155135096828,0.110972055269025,0.205434371305036,-0.240860405417367,0.621774643895372,0.258669799772687,0.379129608134899,0.0190916652105067,0.323235540860056,-0.291237265742279,-0.335289433431855,-0.0941268260764404,0.121277819592106,-0.694137067304993,-0.1601704903334,-0.441441134111514,0.0784964591654434,-0.118945380879081,-0.525189290962243,-0.269226148705724,-0.579466315859591,-0.328634213160096,-0.33665908267514,0.509440748657235
mild,-0.533565628534256,0.710514952618343,0.681318231550429,-0.653863212639555,-0.544924705579482,-0.352202664045649,-0.421860528959666,0.657770418821372,0.641879346446743,-0.164011582646313,0.678206462605477,0.662907398414112,0.602772624523608,0.32756552156462,0.709593888782589,0.0322141010995655,-0.13169451491558,-0.642087331170651,0.556598276369645,-0.768271329627728,-0.497048997160897,-0.666798271060413,0.411556756421013,-0.202624904668652,-0.717784089410946,-0.149034634198986,-0.582861582302543,-0.255290002060479,-0.0364736769080329,0.730536996277107
mild,0.611180749188275,-0.530799232804324,-0.451354087412919,0.574836927548813,0.565674186962149,0.351466534192765,0.460344229184292,-0.382372392814795,-0.550252871499729,0.0558155080213904,-0.607797179817061,-0.591184948584591,-0.392213870732778,-0.310932815773344,-0.307984805832339,0.253602037351297,-0.0110294117647059,0.349650135782944,-0.302331412436858,0.524002586100942,0.172674248860372,0.430497027310367,-0.395049477489643,0.169786096256685,0.258223140350576,0.0835561497326203,0.497155031970618,0.211993114886609,0.0238716960173094,-0.5115507669031
mild,0.482675758044046,-0.507162308978487,-0.466611243754923,0.688591969455361,0.733289546269422,0.608563899868248,0.684696395376043,-0.396751550790241,-0.450911460513189,0.633465085638999,-0.506061287884622,-0.458757102564288,-0.469525057557098,-0.372079117045182,-0.414455434015225,-0.0464321744050226,0.69828722002635,-0.124072849947534,0.290127211321108,0.699131912599762,-0.0992332321444101,0.60616124727365,-0.0658610012769774,0.634650856389987,0.720946723987061,0.611067193675889,0.647647917073419,0.567910513174215,0.602845236443119,-0.628678507807206
