group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD11a,CD169,ITGB7,CD41,CD303,CD98,CD38,CD304,CD36,CD305,CD319,CD371,CD328,CD101
healthy,0.303564489610609,-0.283680122178379,0.378029287906755,0.394260440830298,-0.502747021481107,-0.698857332496062,-0.376065787636471,-0.300074383068836,0.487148509562875,-0.177740863787375,0.306108417537712,0.019665357026077,-0.387982591061907,0.569364425214653,0.195693774123053,0.0678961219837148,0.393176486345935,0.292544774999241,0.0769633677879432,-0.0949002614090559,-0.504266358266452,-0.447064995370248,-0.459100255810878,-0.0828189351080946,-0.273514828948066,-0.192204660320859,-0.257865993390064,-0.194708430659947,0.155995167623075,0.370246335003668,0.346635871217966
healthy,0.16865366427817,-0.486834733893557,-0.221692490856216,-0.0557813731919989,-0.263484876891328,-0.388104499692887,-0.415164468310215,-0.221487632392643,-0.253880752765766,-0.481792717086835,0.163710952797856,-0.012574745915468,-0.295151466070972,-0.0273781100170754,0.431371422693482,0.173586072409055,0.333852070690394,-0.243137254901961,0.0,0.0811946061972597,-0.40283932466333,-0.574962179595758,-0.664523247345363,-0.0005602240896358,-0.609821433031711,-0.634173669467787,-0.284033613445378,-0.358973718903888,-0.527450980392157,0.163000203597995,-0.0219784067439463
healthy,0.0895559048183915,-0.271457267228926,-0.185771257210971,0.0944848670930429,-0.383393162471121,-0.449378992890017,-0.459716603617184,-0.416092840221424,-0.0050688621972834,-0.304009603841537,0.270335605952129,-0.333052238639566,-0.114209897503882,-0.188429221270561,0.286492888730768,-0.0898058128401791,0.0009642115557096,-0.605762304921969,-0.400085794808044,-0.176967591188093,-0.270333925023921,-0.389362467014895,-0.181252725974648,-0.470732292917167,-0.481054857764774,-0.354772138503357,-0.485930725749164,-0.322765117924331,-0.425210084033613,0.0444190136455215,0.0079460962582915
healthy,0.118543346128463,-0.785469622907796,0.505752023383077,0.527469163727585,-0.873126684171072,-0.81121426527521,-0.579062810352263,-0.296286756865552,0.536504996404188,-0.617741935483871,0.659038412423037,0.282114784972388,-0.14645943949814,0.589215473651986,0.404228063192834,0.502254997286321,0.425763736688957,-0.359274193548387,-0.142886901662352,0.383031084647435,-0.399395523282797,-0.788259924334504,-0.144981884244618,-0.359677419354839,-0.779868978397827,-0.221460284254645,-0.803146495357008,-0.507390103810389,0.368697085261831,0.210701259881861,0.46949590755308
healthy,-0.120281534977328,0.07517486519436,-0.48983268983269,-0.340885696159457,-0.0488993339416623,-0.129329385944069,0.127331073040637,-0.0514057403001999,-0.336057662064056,-0.215958815958816,-0.142107303123073,-0.194322083766624,-0.052549243232746,-0.5012589359207,0.0291122368319369,-0.454784811851985,-0.0617245140654305,-0.165508365508366,-0.138679202824282,-0.156584752403356,0.139494813757933,0.0500915727446592,-0.122049732687452,-0.256443511899858,-0.201250418592056,-0.230949585854838,-0.400563497162513,-0.034861026977702,-0.424819787509897,-0.211183580336885,-0.377076704058394
healthy,0.466680390297821,-0.543778537681448,0.54651113415296,0.678829862719366,-0.716253764339132,-0.52818175476849,-0.337738761335134,-0.558286513012416,0.542653996294768,0.0906014100727881,0.677502774445721,0.378065802334038,-0.448603789282184,0.603339718100039,0.673673002626481,0.598332883518954,0.658086765060377,0.241373766082933,-0.0819151825973461,0.273327639543437,-0.275915878477611,-0.707031904546053,-0.411248013825989,-0.192134542414303,-0.679173827072848,-0.31404874855289,-0.705232326280562,-0.65658099814693,0.368696589785493,0.329706453101564,0.624353675363666
healthy,0.240609079391064,-0.537837443947913,0.368983396973197,0.531738326792089,-0.820098557901965,-0.726152296767463,-0.786586910339161,-0.410603048913075,0.47334366910992,-0.0010960906101571,0.444008819575438,0.0261562577774245,-0.180595677385007,0.449876991441562,0.657935549039124,0.232997777057582,0.506925785016245,0.132578112938428,0.0397242557286192,0.316692303199847,-0.21510931149672,-0.775629781261082,-0.61585595794461,-0.369745137196306,-0.759523226616958,-0.462603903187382,-0.754201535637835,-0.20767096005033,-0.0208630202192679,0.350093503389115,0.554789988354017
healthy,0.163714241365744,-0.14184511671067,0.393016094166748,0.358341269754342,-0.0382403099176367,-0.26117249331253,-0.0352357245426733,-0.379057072309063,0.0656937997240021,-0.188633271490414,0.235276436343127,0.240622049343983,-0.0953987085124999,0.30142464032141,0.302228363512925,0.298896488196167,0.396075766706453,0.368166140919105,0.0223594429855796,0.281917084714422,-0.19501046161172,-0.45364692331024,-0.254288391954683,0.156025746952985,-0.247037216558576,-0.172882914171624,-0.132727056904415,-0.281182958654061,0.323578862521021,0.317072087022123,0.380045473393208
mild,0.221546817804316,-0.211898746876527,0.396369167490919,0.714269660487049,-0.522617771081946,-0.570848713514623,-0.332041066696262,-0.508949246297022,0.266880281483121,-0.0979680696661829,0.416472952347168,0.337716668190303,-0.146904889733681,0.704066929964451,0.446428661821591,0.327785608552705,0.330062239857898,0.312754552911196,0.429608495093004,0.361507039731561,0.068604633377356,-0.565265879758179,-0.237362241930383,-0.10482180293501,-0.643441896243338,-0.10733727353403,-0.514207625753704,-0.144803023667681,0.616564810911585,0.243640456794786,0.604849282743767
mild,0.0999494719827382,-0.365680276353167,0.475620027682084,0.497067117179375,-0.626924822296501,-0.537135443994985,-0.609380750640204,-0.455879943221275,0.506273009287667,-0.222094361334868,0.405259132385148,0.177691920981538,-0.0379454701856466,0.245343029371543,0.24126661486464,0.177372665162142,0.16934517145771,-0.0776157539501072,0.0276695132179429,0.371627315527578,0.089537150927921,-0.645656799629806,-0.399404614154872,-0.221194898002272,-0.577490654608644,-0.250731086031192,-0.442036785369067,-0.334244898641756,0.328464476969972,0.176599799237374,0.576351612234919
