group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD20,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD54,CD303,CD98,CD45,CD304,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,0.342843356215581,-0.48962353369683,-0.471218866936654,0.661755381763503,0.514282922129045,0.217993762337075,0.0211402696486851,0.312288761088076,-0.485227576954189,-0.419900299909309,0.210661431591664,-0.561836810378121,-0.0863919477628346,0.595637585207651,-0.696760675822737,-0.271847475370939,-0.366176130607626,-0.266318096868285,-0.458565032345621,0.564482029598309,0.552593992140143,0.266551443458809,0.482878393518155,0.399564168463283,0.37979462398067,0.41661186417191,0.222523920754225,-0.241316822712172,-0.466761554241433,-0.562505825153706
healthy,0.212044817927171,-0.396210392144548,-0.399159172991992,0.343726672179384,0.674572793388853,0.430046928114369,0.330953709146135,0.275606782389036,-0.207417969619921,-0.385318934917525,0.121848739495798,-0.647658562832828,-0.10953265521105,0.392965997172872,-0.680661935193752,-0.517815204844238,-0.682441244671026,-0.437295199554565,-0.529313283573097,0.367226890756303,0.71394310380268,0.438244871123931,0.105329505125588,0.587690816510399,0.165266106442577,0.325770308123249,0.45677104616937,0.0873949579831933,-0.509057828221122,-0.442949428224148
healthy,-0.124488719938288,-0.0433547638379348,-0.31720950036275,0.185170212191554,0.167693408377649,0.270910432416898,-0.11403823895418,0.252727339590402,-0.384992152603193,-0.231624135478136,0.0350060024009604,-0.0259069554446505,-0.275886555887999,-0.33893391155871,0.0266905132515652,-0.2214793738902,-0.120937146947973,-0.215838756745608,-0.367033897961389,0.0333733493397359,0.202990058738139,0.175917147894009,0.151003297428926,0.264843771588019,-0.160240096038415,0.25178430147363,0.246567962884344,-0.277022809123649,-0.287706169947584,-0.309512488800243
healthy,0.791927749303749,-0.45105976546735,-0.475066204998991,0.857207123309607,0.802743106861098,0.661207988899788,0.0494170262395975,0.311432405778807,-0.500413579412523,-0.458163318602848,0.675,-0.589935753746446,-0.252708683607188,0.141606867707539,-0.504062726314195,-0.378675822928831,-0.497578128890537,-0.414963876050993,-0.260835881807066,0.590725806451613,0.789265678623926,0.158655325423376,0.61135195390838,0.778412187030957,0.635887096774194,0.830980301574805,0.517147605806743,-0.32593790469536,-0.184311241248546,-0.441617062784437
healthy,0.283391158481831,0.133848133848134,0.0862512901914033,-0.0753530719756763,0.270148779317052,0.0782879056804727,-0.0901462982075969,-0.0428381169168332,0.137203166511024,0.101005181584417,0.323037323037323,0.152916949557295,0.120157738187055,-0.264947231587091,0.162012666885332,-0.0736985454934619,0.129722346514344,0.182585512256441,0.186157061583837,0.0743886743886744,-0.0016922828629952,0.0944631492717948,0.0033505182459278,-0.128308127137294,-0.0203346203346203,-0.0571860533758737,-0.16347452456534,0.0056642638334652,0.096232218255884,0.175016134158251
healthy,0.422946024996284,-0.54799175799247,-0.631959430608693,0.670793154015563,0.563087175887007,0.625699401890797,-0.0074116092250303,0.592290162990723,-0.601866687201531,-0.457301583769597,-0.0995731202450358,-0.616389590049012,-0.438505287763934,0.447473360015546,-0.596523962638046,-0.669497343519292,-0.636094106907911,-0.542914306103709,-0.48099536761353,0.220562461519057,0.731564227196154,0.371355564288224,0.362145475593286,0.700506078978735,0.283330117692456,0.617369899939263,0.604592739283663,-0.344492080837743,-0.491699063425635,-0.635246379702526
healthy,0.0902436389171334,-0.633102063660693,-0.644332437681999,0.598319460708775,0.605924924797301,0.560263174521149,-0.0059145257813099,0.551366366557278,-0.511116823343699,-0.470050867964324,-0.190171720862258,-0.506734547360399,-0.308421037803189,0.211103808741444,-0.371612939910938,-0.693183422813434,-0.341275706174409,-0.702721144150681,-0.506314397184977,0.236106544057634,0.772664277027303,0.540712859228838,0.253804696409284,0.706693657227018,0.399963463646328,0.608735168587402,0.337906109688779,-0.178157769858407,-0.578817151665769,-0.648315322413163
healthy,0.414337758943609,-0.644512898743622,-0.693668541322655,0.667668188508797,0.734180773543041,0.627965306045667,0.119233361326991,0.488918271492778,-0.481595638534254,-0.246206722811711,0.388027210884354,-0.501310528750248,-0.156246078881047,0.385975459089087,-0.661331836824771,-0.485410716759587,-0.394676583736478,-0.474348885448403,-0.592376064436583,0.395158921334361,0.794552133895485,0.643971171420431,0.353105691240626,0.57051081421416,0.409207287691013,0.700309377620302,0.472333192104843,-0.477349359143561,-0.501250598830972,-0.645880713383088
mild,0.0361640528002605,0.372166019013727,0.136957704488445,-0.0901093395699809,-0.0166154812867369,-0.145005275962292,-0.0245273633014965,0.0248989459317022,0.21571323582489,0.197874984701101,0.1108692146428,-0.044882502884253,0.408283573020213,-0.291310452420854,-0.0619255808381735,-0.114603874542371,0.157847072224,0.120387172259185,0.203866416264802,0.079424274816065,-0.0802608754220538,-0.0148868305043446,-0.11995487156515,0.0139624848194343,0.322689888727625,0.325960815195205,-0.0800418723791204,0.262270106134032,0.016587286643888,0.341705828052484
mild,-0.385858537070447,0.584479901992407,0.574180520573804,-0.455138366637447,-0.207649662950138,-0.303550209265518,-0.290166122485087,-0.344180275858293,0.324182558517916,0.238230184344242,0.105856169147308,0.576574736863245,0.0302333743253925,0.041388828879694,0.309112009429225,0.263342548384604,0.17494954132113,0.498539031748472,0.357270973673125,-0.127116823032838,-0.596585090611446,-0.351699508206429,-0.213785978538008,-0.466155390167778,0.0516322388523001,-0.44216402315306,-0.259708500541659,0.34476566323318,0.388070921418849,0.556047538582934
