group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD303,CD49b,CD98,CD38,CD71,CD304,CD305,CD319,CD371,CD328,CD101
healthy,-0.332527715409094,0.437909127111185,0.469855430253667,-0.669082237580437,-0.37460498995941,-0.234832528947663,-0.367605800002135,0.530331074606146,0.364330032243568,0.605019688690094,0.153525407955304,-0.617067580603492,0.550539285649527,0.400641284851925,0.405833638220841,0.333397063563614,0.397556212693741,0.28701542474934,-0.434158864391423,0.46245493795092,0.0163356040976417,-0.660458640750016,-0.26670572012717,-0.305061205929223,0.0352550329267485,-0.0579463945644227,-0.382635211861725,-0.457258798171714,-0.289939326135395,0.237994563575959,0.478389893908633,0.628647286795295
healthy,-0.427170868347339,0.458548242644966,0.385844523611993,-0.505377416141505,-0.679147137399966,-0.460935052236198,-0.45620439033996,0.294988012620656,0.487072468087656,0.645827028937499,0.310066761126146,-0.351821789645883,0.759145850576035,0.542392358592983,0.758535710698506,0.577581086644332,0.470968205150626,-0.0467440778635632,-0.315686274509804,0.210939898912013,-0.224019343939706,-0.706327710695451,-0.0711465887322533,-0.50709255283711,0.050140056022409,-0.152508002280342,-0.588042096137721,-0.36358543417367,-0.370939509534018,-0.0988795518207283,0.635051053185951,0.528608859636452
healthy,0.174255076387876,0.416166674498374,0.613021664411809,-0.452875418452942,-0.323928586798703,-0.241892893637007,-0.428265617775407,0.58929143659275,0.337229934233806,0.341554918333496,0.208355957484898,-0.0199674832040494,0.317868540064836,0.502723023274582,0.326323091451343,0.29128831097989,0.505968997045024,0.177839591363671,-0.109243697478992,0.569209087315893,-0.0846985444850137,-0.479000742131408,0.223440756779504,-0.281896375260427,-0.296902761104442,-0.292585334755014,-0.5850731227857,-0.370683778825369,-0.430740081915547,0.325522208883553,0.487914327540918,0.674840284045092
healthy,-0.734813693989539,0.526337301270178,0.550534558689206,-0.811489410066428,-0.7309399545891,-0.539811173312312,-0.396626680915867,0.601793964220571,0.500324313016438,0.682209333581656,0.391009254090395,-0.210866301446117,0.613515160087404,0.381189158036766,0.554107233848269,0.359095366212296,0.421664265894678,0.390303826760994,-0.451209677419355,0.393743893703266,-0.333638914839581,-0.781722521453261,-0.194075735021157,-0.197288222722092,-0.316129032258065,0.31917467470303,-0.774527410052636,-0.825736251127973,-0.565620357659596,0.346510717986775,0.326314674846858,0.470303990010142
healthy,0.342807718601085,0.0455598455598456,0.0854788905777489,0.0438223539149323,-0.100737972109326,0.0764762847225774,-0.0335254828044782,0.0693738337236791,0.205484086345018,0.351445334068749,0.0767514739137406,-0.240598498466159,-0.0045146841886836,-0.102548509921508,0.0832258956958412,0.0446435164624183,0.171847294446016,-0.0342028128116545,-0.220592020592021,0.204123880828832,-0.134059950884247,-0.335748920018256,-0.0974102527709109,-0.197285869275607,-0.144330016747659,0.0906037924602739,-0.167269270765741,-0.0349905532071556,-0.299534066750158,-0.110453144752573,0.346963285547242,-0.0126207366795501
healthy,-0.325819117293765,0.68491727567235,0.71019525870797,-0.749716759965165,-0.568845766099186,-0.442054151392373,-0.573079641703885,0.736804540553326,0.524639925782949,0.623594649494615,0.572890751803154,-0.472978670344055,0.740139359718717,0.607186151415892,0.806132669713276,0.609958128014616,0.565709528889911,0.210595644584273,-0.0841279287502884,0.68166103681912,-0.140290603448017,-0.729102356789366,-0.012548130919703,-0.295231626760104,-0.176474371342209,-0.392134586656115,-0.638646434107748,-0.592174411997407,-0.636011058069709,0.431805223081819,0.612891113167578,0.754017200345498
healthy,-0.168259539335961,0.795208964472074,0.835806765686784,-0.70294972544018,-0.603559057411975,-0.617168472327955,-0.553211667191941,0.844374126603467,0.681249101070195,0.666475297339474,0.412953233925212,-0.503569124144373,0.734672225658442,0.593215401460899,0.535036210909783,0.782736699776509,0.584237807098482,0.512654138851333,-0.399430012324057,0.677386587884571,-0.222665666834381,-0.713526105640632,-0.151622743620155,-0.555153032243255,-0.0487439483170148,-0.113910696656909,-0.736642440838591,-0.455264671292567,-0.337954416495024,0.306953122350385,0.74776075550648,0.842597235462665
healthy,-0.407871922975278,0.623050845621511,0.697551920140417,-0.718015812496703,-0.753558107857656,-0.639562108488621,-0.489946183214944,0.467226295860234,0.245497174417751,0.477581324305984,0.126621853203872,-0.370148684754321,0.648765649645158,0.453051670408509,0.327621903540316,0.447338787722054,0.550516834253376,0.239441525954136,-0.3852578393891,0.411953564739523,0.022135418331166,-0.788194406566698,0.100006008342443,-0.640108408932752,-0.0817990652740829,-0.247733125197908,-0.574148213714884,-0.742155458206741,-0.416597906573502,0.503318084973467,0.499099056868533,0.65722060377073
mild,-0.136341707990268,0.35887133182203,0.575692113248888,-0.407336850758567,-0.579444346160484,-0.487311487612406,-0.454590656416424,0.192535359050842,0.314018077325661,0.184638234141543,0.369372849796244,-0.1364447432057,0.674702761876784,0.272376558364661,0.380881119298193,0.22179398353302,0.418586636779773,0.217969928608297,-0.612292620117553,0.229212514283119,0.0991450214669219,-0.540709873825479,0.0566603561015213,-0.273217124550324,-0.124334784712143,-0.0783262605047576,-0.670783068607526,-0.507265419189369,-0.143867469315198,0.625040760786646,0.178700994636561,0.511465348222668
mild,-0.399775453067666,0.623707082296197,0.580898157621642,-0.652610727051891,-0.406477734820164,-0.484785937897566,-0.454063688467405,0.692361979057273,0.286059092495309,0.559621563328481,0.134196021978858,0.0219107252223214,0.440192690658905,0.331521601300683,0.241649213365852,0.404521223159756,0.378697816497497,0.329112186046288,-0.188556831618404,0.319816284579795,0.076519338204358,-0.659313717917603,-0.0685473345042241,-0.386057071557898,-0.198086304758324,-0.392027083203151,-0.525017979584429,-0.441578729346693,-0.270812982224109,0.385676708664892,0.366169283499572,0.650186913172993
