group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD27,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD169,CD54,CD62,FCERIA,CD2,CD303,CD81,CD98,CD38,CD127,CD45,CD304,CD305,CD319,CD371,CD328,CD101
healthy,0.0403523596253737,-0.51820254786258,-0.517802953605363,0.45270615515694,0.215596629677014,-0.124546192678315,0.17913306760353,0.221737939426208,-0.337853627215767,-0.0550821470290739,-0.185140440954394,-0.432594436990513,0.0047468103166392,-0.414767768867571,0.128793809480986,-0.240413995569608,-0.286603145216013,-0.406008316171961,-0.215993967662937,0.29492600422833,0.0600321139746694,-0.509619216390948,-0.347688802172241,0.29545995775716,-0.0971949699525346,0.0781730431715082,-0.0598727714359436,-0.272315771342837,0.0231056744982886,0.0289627932219429,0.030120223304203,0.0847204621955493,-0.169284204167925,-0.281948475797391,-0.473154171697521
healthy,0.0215686274509804,-0.311689252502089,-0.200981128535996,0.183826658296275,-0.0790503824420504,-0.212987655876428,0.435662325734724,0.238525142576693,-0.641070612314467,0.193769477931386,-0.303921568627451,-0.399556163627126,0.102583453520923,-0.349176203140854,0.120625800582919,-0.218364193944778,-0.179821000724155,-0.0762974102447708,0.0,-0.378991596638656,0.027891118148503,-0.546985110210673,0.0655921674719988,-0.16525403042686,-0.178145074589149,-0.219047109870813,0.152380952380952,0.122828180714029,-0.237551649857708,-0.268026355647002,0.0403361344537815,-0.219986458507767,-0.165826330532213,-0.17684250858292,-0.496627460079556
healthy,-0.0109243221474706,0.118737371231822,0.504544381886666,-0.477343098595112,-0.364548749649124,-0.423108384163083,-0.20574359698216,-0.292886129090925,0.28776654817149,-0.360988161469935,-0.12499399759904,0.312273110455443,0.120677232228563,0.424050364522149,0.322033610176945,0.314598303280875,0.0297941370714286,0.445432299946039,-0.188542519972201,-0.20921968787515,0.183453625723126,0.69279277517347,0.174360268323407,-0.364072101166731,-0.0828833518382089,-0.381389213587637,-0.136998799519808,-0.294614493205071,-0.325507744585015,-0.550597820825462,-0.274035901317549,-0.184520051245998,0.392364945978391,0.410739393218252,0.500218798999241
healthy,0.730373732092321,-0.547326212057026,-0.56570916063764,0.799243594019148,0.741024666986852,0.480529061700428,0.167247201514575,0.368228589203514,-0.620853476564484,0.17562854216893,0.518951612903226,-0.699433735150896,-0.396063427762539,-0.631999536948535,-0.377838044559519,-0.54739694441084,-0.363041469137706,-0.380028491333926,0.224536559755125,0.467338709677419,0.442175598107501,-0.40141291879846,0.276612903225807,0.78121964430855,0.123297794145134,0.220077291353357,0.28508064516129,0.174388826256624,0.455287833748391,0.763358676239965,0.806373603324289,0.54956769308495,-0.386042790585965,-0.315423556045807,-0.467475701410424
healthy,0.0033583273110882,-0.392020592020592,-0.24098867946016,0.178228719885731,0.0454256107654786,-0.182456110759449,-0.157481621839893,-0.0122926770283087,-0.236952185315943,0.0957826070685161,-0.137451737451737,-0.560519715101396,-0.442398945143246,-0.152338343623867,-0.0836648968413322,-0.413103082272084,-0.0373970326308374,-0.52347729965993,0.245684760559067,0.044015444015444,-0.0368184179269324,-0.302319838651793,-0.188465505731663,0.425101455184405,0.0182295918763915,0.0484855102457,0.240721849361274,-0.108117114800756,0.0613402571177551,0.0385217322341418,-0.0177564001349745,0.14587478279019,-0.055355305645229,-0.509107982060581,-0.506117297455427
healthy,0.465764374716807,-0.57966423316807,-0.626112739904329,0.619103750118992,0.440548236679236,0.606855746350248,0.179556167681425,0.558697433253846,-0.564165360583881,0.0771908568180123,-0.0418197458028965,-0.344836741484349,-0.645113202448476,-0.679702021001232,-0.442328540308037,-0.629601373031795,-0.63081333184029,-0.674237422906771,0.0923171105462155,0.235773665761751,0.0863070992740952,-0.50286179325525,-0.279644780818712,0.66682135456851,-0.255461873190667,0.466179624650073,0.118817930413531,0.264016255118578,0.412373786095569,0.618246739662228,0.375245443976947,0.612745594158523,-0.542518737763753,-0.544759407836526,-0.579927579000881
healthy,0.301446702979179,-0.486247549500563,-0.58582026544321,0.769362429169928,0.736160291341896,0.643994733464882,-0.107139419968759,0.4603788506481,-0.506736784646621,-0.0496980104760049,-0.0909755206430398,-0.438059694380364,-0.269639221701968,-0.323418562487891,-0.705180328218178,-0.27510372139942,-0.615663923138606,-0.395494164580277,0.134383637259158,0.104132412653089,-0.0895832717301877,-0.258829171539891,-0.322594931775182,0.792477283574727,-0.152680757441809,0.61450098192449,0.344971226432486,0.0330734652212767,0.429158675399804,0.744134943046164,0.72004203242088,0.31128905944739,-0.044064452512149,-0.460489244064059,-0.567587997285979
healthy,0.383715774877375,-0.713799353475986,-0.774970561956047,0.607931996737127,0.572801551950776,0.459592104496571,-0.174274280144218,0.56434860648686,-0.404812795664172,0.0308193710234387,0.253790970933828,-0.542695936611673,-0.266946116981551,-0.546597632315225,-0.516468645453402,-0.372884889337469,-0.63874541126014,-0.471835945824411,0.0302797704571479,0.202245523332826,-0.0276488260885781,-0.447843576116556,-0.397464094236306,0.743720093847528,-0.295484357563652,0.562503381473584,0.0988987942422848,0.246692422487112,0.347500642599095,0.530295453379043,0.559292292923778,0.378657434271861,-0.591025182576256,-0.498949100913576,-0.714612806304993
mild,0.145947784515337,-0.391085381555758,-0.50798268631078,0.505891378659493,0.619749226509499,0.244585264805961,-0.0156525387999847,0.570148883203409,-0.195422134316924,0.0338978469121564,0.256813417190776,-0.272045598707957,-0.301951270702822,-0.525273642897714,-0.366651406398103,-0.317092477031538,-0.237967389724761,-0.571381276456571,-0.0026403595088942,0.618622371968376,-0.012463206305929,-0.190718809594351,-0.200681579639534,0.537365670682894,-0.273854692806174,0.425150365285841,0.202467343976778,0.116935093912971,0.172828654119102,0.632495697343085,0.508799162500094,0.345323506549919,-0.417662520510152,-0.497524620355485,-0.486600762014535
mild,0.210135291728507,-0.298042675496748,-0.280201513616147,0.345939078263093,0.430243075358091,0.199440379970245,-0.181420071745372,0.474775365485217,-0.54399587932578,-0.36083315508816,0.0468518822949203,-0.314114970050633,-0.342088930168139,-0.399931008103433,0.0182754550745866,-0.0490746344221976,-0.229454486685806,-0.0801979752506038,-0.141742963836588,0.277314752625713,-0.119955080847976,-0.109338353250092,-0.381334871211609,0.477436543659636,-0.14587511079661,0.249730874144611,0.145532279072172,-0.330392875394223,0.101813089264091,0.338048741838991,0.24882621037614,0.289788008818331,-0.168993601268615,-0.333813046225904,-0.366703491347373
