group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD62L,CD107a,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD41,CD2,CD303,CD98,CD38,CD45,CD26,CD304,CD49d,CD305,CD319,CD85j,CD328,CD101
healthy,-0.422941273065947,0.0473292668459258,0.225800263999062,-0.199228122000885,-0.537978285622108,-0.451764387084071,0.138192848124965,-0.184155237828546,0.127703599825473,-0.0838387667479182,-0.0272667771306562,-0.128663422653818,-0.411960132890365,0.103363272555255,-0.0226490663679645,-0.0004610238260847,0.446151464880541,-0.144587877951684,0.304429399824623,-0.148910695825371,-0.0158562367864693,-0.15175259718853,0.0222133681888492,-0.0605477958257958,-0.451417801072025,-0.225557180183852,-0.335302716176166,-0.450258617755866,0.431149621759771,-0.375904421887611,-0.247055270311084,-0.435590678345732,-0.100220697133582,-0.14562981943991,0.0810882886126123,0.128035306480509
healthy,0.238375350140056,-0.569605088919359,-0.484933545839991,0.590287824973594,0.598381375953748,0.633206544497488,0.169343222011531,0.489076762930362,-0.448706005458309,-0.094142940122407,-0.169822182404532,-0.399374978538624,0.0358543417366947,-0.671186729026668,-0.288226412957175,-0.842262984576592,-0.679402928341731,-0.917809788566079,-0.561001845442814,-0.51556852952165,0.258263305322129,-0.28611528841789,-0.0375719706733681,-0.309320328227994,0.724223884497439,0.445626788856854,-0.0893557422969188,0.307304433837153,0.48193377199225,0.568721716634988,0.125490196078431,0.406442577030812,0.411669219948113,0.0310540284540033,-0.438998815236195,-0.560872033638783
healthy,0.0281119223261578,-0.0980852708901026,-0.524547285047331,0.549952056096116,0.582845242255689,0.294355066398003,-0.0120626690954928,0.265355174249206,-0.279463269143559,-0.0820790217140213,0.178909907206924,-0.312533936227348,0.279423769507803,-0.37813236308964,-0.306029422833784,-0.631627127907963,-0.162822736056266,-0.342394137305691,-0.0210198119144707,-0.451901133607334,0.412629051620648,-0.605511795624056,0.12274803242156,-0.439841558901825,0.526427759141633,0.418633640974058,0.277406962785114,0.194449185677096,0.0015385356681689,0.572515109013242,0.33906362545018,0.466226285282627,0.263268709194478,-0.0423751169991313,-0.476549015669606,-0.610019401841089
healthy,0.0964682630395495,-0.324117218496896,-0.357311293879139,0.192259311942298,0.0560710009315038,-0.175013742471945,0.1102728801195,0.230024542870061,-0.395383500751386,-0.39942806559267,-0.0912798573852437,0.129806017283219,-0.310887096774194,-0.508529951091827,-0.153463091499638,-0.259196655311131,-0.480047005615531,0.1002476573531,-0.55785433987636,-0.275939054932045,-0.229435483870968,-0.509182903030928,0.0406679332218046,-0.166129032258065,0.182041526385385,0.261531692387372,-0.357661290322581,-0.0483919752434074,-0.0480741151067154,0.142765553953276,-0.368951612903226,0.0516337274764927,0.20585181631017,-0.171332700470232,-0.272696859210917,-0.201212531808463
healthy,-0.0049083245315905,0.0764478764478765,-0.0185375907277046,0.131734271219888,0.305687639504162,-0.276919203563986,-0.133412943399285,0.0685409870669332,0.0747795870008489,-0.533810812950623,0.21520005886242,-0.0360732791372918,0.259202059202059,-0.252312966769537,0.0675527953922436,0.221348516222316,0.0119333943770552,0.177456868508488,0.0464551374203135,-0.0280991791069943,0.313770913770914,0.0162371268841116,0.257638380512101,0.115087542434499,0.276519019813423,0.282553490742183,0.399227135610935,0.246134224989311,-0.239972525353552,0.26891977331515,0.308108108108108,0.310475878830657,0.0910448180291441,0.0284584116758814,-0.254685815986805,0.0267868696872083
healthy,0.491613314480344,-0.510943974529954,-0.606085401579989,0.702722908146704,0.699749138017385,0.493150684931507,0.112217747730785,0.57251462637192,-0.64685672195912,-0.0071257862925006,0.182718389599201,-0.35118182718279,-0.0869516283360493,-0.743581607919804,-0.362305464893996,-0.567645832860691,-0.641368291084043,-0.571683602684147,-0.668773036167951,-0.349930920005205,0.140727758490544,-0.460107904731145,0.111497867611931,-0.164928620731478,0.731693799322827,0.408102680665536,0.406971509421828,0.376165669817995,0.555131509754455,0.702526620142862,0.295485240208374,0.671220026466332,0.62226830540802,-0.0213757656649951,-0.498172229287222,-0.639764834835682
healthy,0.116053685747389,-0.556401212802961,-0.613284037144357,0.498303290427842,0.574098375447086,0.455260656474294,-0.349742474380775,0.608002901421181,-0.709641141383078,-0.127240127651214,0.168708973637817,-0.610507945321141,-0.18195104128608,-0.581762835014787,-0.234826101323852,-0.584964437150416,-0.32841064268962,-0.376412125206807,-0.498327540965669,-0.525917298377676,0.555409405171789,-0.539516669691996,0.312088866935841,-0.529990574648159,0.694744578826696,0.566031554004786,0.204786700406829,0.0944002927114001,0.155231170745799,0.702682090889252,0.468103763244428,0.428834557007277,0.413192267222726,0.140837934969595,-0.556002545335143,-0.717465257957388
healthy,0.437109330940186,-0.461775301929349,-0.602259778381499,0.76606393612079,0.736049302209093,0.635609918216062,-0.0922958425452651,0.459894390101857,-0.355225705668186,0.296257337917561,0.130630403265271,-0.0965905600741236,0.467816944959802,-0.405948706587585,-0.14348932762853,-0.430439175898661,-0.471386169703891,-0.253533013689664,-0.388825419112612,-0.337442504384255,0.49237629059076,-0.331489474248187,0.0003088663022953,-0.116288485191488,0.73151087508967,0.659604714087103,0.169277418244551,0.511358609839253,0.414440957930089,0.521371926566517,0.566253138610272,0.792551403277281,0.373348570482423,0.0501293776198273,-0.334088827997771,-0.463088170970514
mild,0.276800305919851,-0.433185224329465,-0.398886277117441,0.683650294207917,0.785040363369389,0.454737838664355,0.027891492010611,0.541552074014523,-0.524849213231816,-0.281145607972166,0.079407461578608,-0.567001774343517,0.440251572327044,-0.3727256100417,-0.357298857452952,-0.332681720970296,-0.121569198366148,-0.431179964876607,-0.268175569884542,-0.424812850070568,0.583264458763458,0.036988136957812,-0.0093441452300526,-0.0605846610360134,0.671229345047533,0.288736402102239,0.422351233671988,0.149661057793935,0.224846866517399,0.708000144868388,0.203193033381713,0.578059781479164,0.404159480272753,0.390574047433,-0.283252588921691,-0.472508130092011
mild,0.292343959449787,-0.685509593844164,-0.615272179647561,0.548581445066002,0.389015375903165,0.373480393946694,0.132420807826371,0.407653599888263,-0.658532403834808,-0.0384130869562581,-0.046854406982638,-0.27862322344624,0.0357743522300484,-0.578820615264898,-0.296131610224131,-0.631781002183991,-0.489190443650378,-0.381731277943144,-0.392867644758861,-0.482142134883568,0.247821524955573,-0.296629123550777,-0.194416270412002,-0.0970027942216965,0.6566611931058,0.246188007899735,-0.039399708787573,0.349292153015257,0.0920892507652516,0.425588855901588,-0.118502500682073,0.304403674424155,0.164482699727944,0.006636343632203,-0.436632467444707,-0.614157011083493
