group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD370,CD54,CD62,FCERIA,CD41,CD303,CD49b,CD98,CD18,CD45,CD304,CD36,CD305,CD158e1,CD319,CD99,CD371,CD328,CD101
healthy,-0.12436002282783,0.478160291500669,-0.436775039247465,-0.502653657127734,0.621535620045014,0.439299567917444,0.295095379397193,0.32312227820318,0.267424411055866,-0.277843692520403,-0.276309973240168,0.196164300815464,-0.552036440832141,-0.223100084882045,0.423200878069026,-0.461715361823867,-0.524277273929667,-0.369108008602377,-0.257251294955285,-0.315801320868047,0.0925871882788215,0.448958018725461,0.197051357897935,-0.367513857974241,0.204882062607805,0.59941319493242,0.250690030511527,0.37551455017233,-0.200929550868599,0.540869105984448,0.42220409837621,0.113016947071065,0.489991489823731,0.565864741230925,0.12039223575157,0.132847060094119,-0.270009060706735,-0.34295849791797,-0.569787453958284
healthy,-0.351896745881441,0.130532212885154,-0.394665985938456,-0.435318957623992,0.393038902738226,0.701447064454143,-0.143118517065321,0.57086869399707,0.352776681457966,-0.451745626785607,-0.319927775462846,0.0943977591036415,-0.521846272946007,-0.13435123267579,0.342971903498568,-0.736120158048853,-0.32571791117589,-0.721551249556658,-0.462376615731221,-0.563534916109355,0.169808902702831,0.342016806722689,0.0500314902870054,-0.261150326977506,-0.13220813740704,0.60199682512642,-0.130049345915235,0.316819856986465,-0.0996496390439981,0.250717837998407,0.454907117382526,-0.103921568627451,0.457983193277311,0.0666180368488106,0.346317594198943,0.0491791594774904,0.0448179271708684,-0.322327958934684,-0.444217413228607
healthy,-0.253902954706833,0.0555441090520285,-0.200174022224699,-0.412030954768593,0.383442792653965,0.421839899432104,0.0540003882508001,0.219216936179874,0.432816188823625,-0.316924574525387,-0.232047193259831,0.357310924369748,-0.3504387210626,-0.187414597290985,-0.0745829128418607,-0.263520465980127,-0.560994395835387,-0.349671592032189,-0.218056443323741,-0.477969567764792,0.21512150993248,0.251284513805522,0.167222985281364,-0.341158563316209,0.174441528658585,0.464930322762645,0.105175766285597,0.169116901320646,-0.292403041388074,0.0896311743172972,0.583532989021154,-0.218074171453033,0.396828207151701,-0.179458495311071,0.368808147682132,0.0976234533603443,-0.194717887154862,-0.353714313130315,-0.610212034477653
healthy,0.527471943238277,-0.38768940020706,0.667003366832032,0.565304504585682,-0.537999518343839,-0.440500237533828,-0.0437907223900359,-0.181488239303277,-0.409879123714965,0.614365131936769,0.43718666620988,-0.180645161290323,0.658423255224135,0.513228362889508,-0.372324599206115,0.728367524179596,0.37574359863624,0.315790287767472,0.372179812754444,0.373905583310286,-0.306186217847897,-0.306451612903226,-0.281721952898715,0.604440267371236,-0.200911729797274,-0.667317971031507,0.0368276244166653,-0.282150373529944,0.563685880377849,-0.122391370719784,-0.62933387048791,0.116982663813929,-0.526018598666769,-0.244948974278318,-0.516518089548914,-0.0371229513336521,0.589350592524655,0.378256933744175,0.633940687565217
healthy,-0.0790468082168076,0.316974431592714,0.061003861003861,0.0991246170856426,-0.0491665434167533,0.0171014064058272,0.342682231497422,0.311469403260988,-0.179547585686205,0.0549584916512263,0.0889807552053199,0.0226512226512227,0.255476765725895,-0.0411065946429397,-0.454372121460105,-0.081264315396305,-0.124972800454216,-0.0232482254092515,0.214159477522615,0.197214608917608,-0.185135166153618,-0.162419562419562,0.126906036258788,-0.0402062189511336,0.204583766745169,-0.351656378930412,0.068982087716053,-0.231838761634612,-0.0871621724323497,-0.114433084707073,-0.156430456372865,0.102041483683066,-0.372362155771671,-0.199689377833439,-0.363840815543977,0.0767248624148623,-0.319515973515019,0.165308495469697,0.104185469119959
healthy,-0.457994723068721,0.389555125251864,-0.590511412166217,-0.671626481354321,0.719511902515779,0.446918073897178,0.110333703530386,0.343687696958004,0.576418368665502,-0.514821451494912,-0.552773546430694,-0.0745069980971251,-0.550278301352201,-0.479240208297712,0.532591151201893,-0.638322955850459,-0.574816700972567,-0.610769214575198,-0.691665259902179,-0.463535196968779,0.222062586837023,-0.0027335145045009,0.130998326787657,-0.536043194111312,0.0146052632203606,0.716404288375405,0.0435787073817846,0.311473920949328,-0.379294852522871,0.359283555212554,0.570919448548621,0.146410048432956,0.511198108797305,-0.0266387361920867,0.613982883787228,0.0773270704310246,-0.44409242895297,-0.479570050624378,-0.733119345354649
healthy,-0.36558316720463,0.252389309003942,-0.567227846972674,-0.690767168148597,0.711780799654813,0.643853909863633,0.200723652662333,0.569107800127602,0.456262410770774,-0.722182277823431,-0.570941501794295,-0.184581658750457,-0.576468306119494,-0.24687144097468,0.430910319918323,-0.631802287921993,-0.57878568706541,-0.394163236630298,-0.652465890130939,-0.445740681430528,-0.0040087341406656,0.484124374615236,0.426314169530176,-0.556390411688248,0.47202539297718,0.716362674907725,0.408984538202107,0.589569423154291,-0.408058328783115,0.254608569619909,0.748762040726761,0.411496349463927,0.520616471548919,0.117915670485585,0.225230484120648,0.353147295939031,-0.112170704156134,-0.53151294259037,-0.684120156650558
healthy,-0.307183306202855,0.431638238966983,-0.625612645604006,-0.675110471395468,0.553353800256673,0.560231450015516,0.129982636403173,0.584942715222631,0.516939312179146,-0.234795435618486,-0.302116508298774,0.382127396413111,-0.324198783278775,-0.261349357733094,0.258117732141805,-0.455092598289156,-0.597869818885953,-0.272022936210036,-0.421439218588425,-0.557711584272951,0.225893623113744,0.354583656722959,0.0265125729616502,-0.360767188333842,0.0369738702706046,0.746415055548957,0.0030719607185482,0.606423295113027,-0.488770484090486,0.438851799597818,0.544284143982298,0.0979074644490574,0.590089127512674,0.120666722229965,0.323295793112798,0.298462628754883,-0.576657924683228,-0.3845196676325,-0.703803400608022
mild,-0.167251965949943,0.227074733319493,-0.290182114664928,-0.518025711359016,0.398809670307905,0.596882376025772,-0.124907592148857,0.419254384847495,0.501491888728368,-0.258178118362179,-0.346524598876558,0.229882277052088,-0.239082281900943,-0.105165487931275,0.0407297740912538,-0.445594940379031,-0.214629164337303,-0.417196639041234,-0.285061853484183,-0.169538105147989,-0.160514035056055,0.347289697089129,-0.216461659521724,0.0064291811213798,-0.16965084456641,0.604249733534605,-0.0304800229281371,0.212453558210695,-0.285935795822381,0.155230967711833,0.613862834326209,0.304737291502922,0.571763361571976,-0.123103909143797,0.128170946290202,0.0982955537187353,-0.523006468957339,-0.0775796324335952,-0.34024796957774
mild,0.045852848645197,0.514178079471038,-0.181606845431059,-0.235941157821711,0.639453197565903,0.75559575370069,-0.221344566861771,0.576429951662716,0.458174159752479,-0.32673424498493,-0.127270344574039,0.435020675527005,-0.314243305959299,-0.229446534984727,0.168244904150445,-0.0835800811626459,0.0143729503622185,0.0349312431607067,-0.0868757170856834,0.0034354201678031,0.31230067989545,0.583629492836173,-0.0233382759618614,0.104752163389104,-0.205605239201718,0.64381078574051,-0.167230881980894,0.43402583266875,0.145591482994753,0.560939892198768,0.524366996348739,0.388013505759297,0.563052641724531,-0.167512144160602,0.3479209445033,0.258332147285167,-0.130333611814289,-0.115517205090067,-0.353805775604669
