group,CD86,CD47,CD52,CD3,CD33,CD11c,CD10,CD45RA,CD123,CD4,CD335,CD5,CD183,CD32,CD69,CD95,CD1C,CD141,CD1d,CD366,CD278,CD58,CD39,CD244,ITGB7,CD62,FCERIA,CD41,CD2,CD303,CD98,CD18,CD26,CD304,CD36,CD305,CD319,CD371,IgLambdaLight,CD328,CD101,CD224
healthy,0.0257975660973012,-0.212380840133546,0.275245374181008,-0.0360378213420314,-0.0332665773357945,0.0430240019964667,0.197362580478103,-0.191121813437469,-0.614052873678784,-0.366660350430557,0.569260483262092,-0.101958401000258,-0.0176168913739042,0.0753773955648549,-0.296770474111702,0.0731742794664214,-0.139655266030212,0.0721808759650605,0.382342426432944,0.237714840349476,0.17871214681909,0.0986036862445313,-0.0213607706085929,0.263551953911776,0.0624952940986466,-0.340154937697012,-0.0569646479860074,-0.551212136397525,0.220215714259811,-0.243863285292202,-0.334076626039419,0.0258173342607454,0.277199304049707,-0.34102669202175,-0.3948766620483,-0.311498431824589,0.0481993606977185,-0.0001510117789187,0.38788221444538,0.239776363937677,-0.0614387430386329,0.0473766953529823
healthy,0.338182693595846,-0.54453781512605,0.188977586959115,0.326338773782523,0.324746504971771,0.202803133187996,-0.242955871834664,-0.66031702813408,-0.331925837306403,-0.0918219689803452,-0.136902243087512,-0.0676279175094488,-0.262177215538079,0.319883958729955,-0.369727335355948,0.420153477804597,0.441399668774255,-0.318440640142853,0.40954844574261,0.246336529527646,-0.0220906903940854,0.519341188064641,0.582965797461919,-0.08443206060175,0.199841653985509,-0.158145515275017,0.23281930332044,-0.257071378291466,-0.0309740790839994,-0.517846731291544,-0.444421577798418,-0.0030833924879999,0.0040675873222228,-0.443314889680887,-0.241176470588235,-0.312605042016807,-0.179947082168487,-0.219047619047619,0.207790556519366,0.443518751557804,0.426042961498036,0.38584949534465
healthy,-0.0796278767117478,-0.0377738783588096,0.15960216552501,0.0837815458978644,-0.144808817053282,-0.453286942537463,0.0485251492322204,0.329197002805301,0.282816654422247,0.201056953301068,0.0260255902278793,0.0358973405612857,0.509038253881275,-0.466866345808838,0.0515984991774859,-0.116922594416018,-0.418283181010564,-0.107947602000298,-0.283731760435117,-0.511680440874838,-0.120568938384051,-0.339766167543345,-0.20450927096602,-0.424287903351657,-0.203224485363824,0.0941258673794146,-0.488107292159359,0.250732673662669,-0.188489793926241,0.417988492627205,0.114505690377635,-0.295434371256011,0.0747926855461462,0.529154419949849,-0.0815268081122756,0.353670676568895,0.334420847119946,-0.193853541416567,-0.11734552207913,-0.236835232532322,-0.601639882150527,0.0151607734297458
healthy,0.306007242331613,-0.682946866372041,0.0827158089589568,-0.220461093519685,0.624218279458842,0.681036135445743,-0.388975965877497,-0.824551613850194,-0.695441766949011,-0.418009701672877,-0.447044372070552,-0.0289466310313688,-0.354029543347337,0.68127618591008,-0.286319998257006,0.496170520463375,0.801549830168529,-0.2139543016765,0.736467419658069,0.539529269836653,0.0189320611415688,0.449792734411879,0.528985481632573,0.50289484567497,0.57373854451409,-0.442175598107501,0.507366554982066,-0.415177109309169,-0.135887096774194,-0.789768555768637,-0.225720298823956,0.444514673076143,-0.216090719419074,-0.767243453218286,-0.187979039094106,-0.797095667918356,-0.533200270381389,0.454215446394772,0.306186217847897,0.30118132376751,0.584243616455898,0.164732410391714
healthy,0.0782318926681807,0.0204082967366132,-0.415657587964692,-0.563811992442117,-0.0833976833976834,-0.0823892921231315,0.416077024242624,-0.191856403115374,-0.134940784920981,-0.491337484080586,0.167986898865488,-0.453422845461779,-0.0175077521312275,-0.0772250468167114,0.56756609931571,-0.275760178293964,-0.389147271632013,0.123119300244261,0.0527573095191885,-0.0613717425105697,-0.431362839458139,0.066718280020633,-0.210665637103817,0.0668656391712734,-0.37142117037656,0.576299633792481,-0.179897056589046,0.4046384810956,-0.310504644689052,-0.193597159526656,0.0964137157759322,0.204675458479535,-0.0934822242400127,-0.14544517151522,0.352107701924099,0.0169730295407844,0.0517838556076544,0.162976318481069,0.0930755574647384,-0.0297924401723696,-0.25125568634492,0.299879378963679
healthy,0.387455546941974,-0.40826498751213,0.166769362965067,-0.0222569015715974,0.621025138250027,0.63131338743694,-0.450196593613643,-0.758417905448681,-0.63881746281142,-0.492089523442022,-0.192904342835079,-0.195176505142566,-0.556488736956162,0.658757311798225,0.119372330135326,0.507121536999979,0.608502970926123,-0.474480021713808,0.678248423864788,0.598899572102401,-0.107738169871701,0.698243460030541,0.48206237804182,0.486265752456297,0.275464023272696,0.0851636977761743,0.584953126893317,-0.0775349730434877,0.222930450270534,-0.726510914255904,-0.340916301844715,0.50138339920008,-0.436315003776087,-0.663242637124918,0.0490932703656379,-0.67973114595627,-0.619396025912812,0.435198679153564,0.12848527617455,0.523084110027271,0.690355394987274,0.643900023811906
healthy,0.274866582402459,-0.0686437415698276,0.555029518999025,0.251833664621018,0.681748764490823,0.690932612556435,-0.562663043223026,-0.555714727934538,-0.570925108874705,-0.385015324178417,-0.0956116224011332,0.43562880214216,-0.591063987902988,0.734760850491964,-0.151761608851926,0.57318182825119,0.656290549028165,-0.398980941855428,0.524297550793023,0.547846299442649,0.0138556219104902,0.366150365566112,0.650538697498914,0.564860226609148,0.612380736410893,-0.245366800443358,0.525153681428227,-0.326404173279048,0.57647644154812,-0.758825257269666,-0.586859471114052,0.455140566267428,-0.100582781683342,-0.699944037674587,-0.432034556941619,-0.519096236285108,-0.384377257297157,0.207168694646671,-0.0809570274975657,0.624061307680091,0.722088816097548,0.232794768417751
healthy,-0.156995063008478,0.132731110917471,-0.0409850378848305,0.0095907429263399,-0.0469746035531057,-0.199844648390959,0.139968387981661,0.515405692042726,0.421834501881461,0.307027664037712,0.15341748013222,-0.0179659330401069,0.1068693910818,-0.438330808431507,-0.0298488115302361,-0.148505850898891,-0.294880847285862,0.304608881750178,-0.24770639582842,-0.0680959943123606,0.0867999926465257,-0.124204044756411,-0.0537393721303995,-0.0628698953183584,0.133624771411138,-0.0666461556300529,-0.23187701439617,-0.0308158483685913,-0.0525679123473355,0.307255412545297,0.356727636509837,-0.0392614574368051,0.127973017062296,0.164447851259407,-0.0390961090962561,0.440732522320804,0.112046606136608,0.11096572052264,-0.0227317419338853,-0.0741173606939359,-0.081532376457983,-0.0347193855509496
mild,-0.0077422275039142,0.0347110328216786,0.0472761746474254,-0.251219768089486,-0.0346002756399298,0.149997438623655,-0.135031678208412,-0.274509616815556,-0.242363938670149,0.164888942565817,-0.0900211188056081,-0.260348344827405,-0.0975003278810715,-0.0017571675532671,0.100549698223912,0.0308981259533269,0.150321456644439,-0.088587258648477,0.305252727283823,0.0707871281625672,-0.0596675775917079,-0.0113922978129359,0.0537331346204947,0.177867768874863,0.243030642325294,-0.069413135120521,0.194665838510641,-0.171026173301569,-0.0798801806102364,-0.0664063195456278,-0.0557526397319572,-0.188358730448528,0.317414534906612,-0.171685048528863,-0.0845073207574305,-0.176864820726274,-0.0826406344693516,0.0937197886185323,0.0568641730718199,0.293966190493381,0.112093118280312,0.372974335189979
mild,-0.0778877205657521,0.473568062298824,0.153260568024237,0.0390585635805545,-0.472696420595281,-0.452502566499754,0.0627500622792501,0.463946525669647,0.298319603480707,0.365017828119334,0.261553100345328,-0.0974703762463124,0.348991757750123,-0.230559340619976,0.0318133659428797,-0.0944476386992128,-0.575522382412185,-0.168930149661698,-0.453941518088109,-0.362983951383729,-0.0441482710132096,-0.133947735274517,-0.479309312084691,-0.175677208358732,-0.391836418382125,0.128508228397591,-0.022123882374096,0.0401456644089586,-0.0587438888345314,0.672217892677727,0.428901035449419,0.0487302957711063,0.16475579109257,0.462660638060387,0.375225902588327,0.385594104389902,0.23738264789589,-0.237397880940989,-0.0642284836957688,-0.43551767271511,-0.413741473343133,0.34175383499624
