group,CD11b,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD20,CD5,CD183,CD32,CD95,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD303,CD98,CD45,CD71,CD304,CD305,CD371,CD328,CD101
healthy,0.441995852055067,-0.226944097742703,0.477602202341395,0.470764388042325,-0.670329361974809,-0.449276563072418,-0.293692361784675,-0.023489188498539,-0.139290861674199,-0.397202177510294,0.512043796171451,0.395238458492688,0.435963314021943,-0.703202872175146,0.691305227214067,0.255312109960541,0.353214143683462,0.281916069650818,0.503361180780188,-0.485955904560556,0.406255943835692,-0.553337154089227,-0.297341507000822,-0.513534942035493,-0.0250988743898226,-0.297582502188836,-0.427906947910986,0.334793113862881,0.548159931911837,0.586474519968777
healthy,0.372773831015695,-0.0313725490196078,0.731206138302199,0.504414980195991,-0.347811709030413,-0.402399324727616,-0.312952857579801,-0.127519534838524,-0.592245563310509,-0.325717106459769,0.695783796205835,0.320844473959874,0.520296513496113,-0.0843068101402093,0.843947791346873,0.301140757427146,0.775114951900024,0.505312599355664,0.58036522719276,0.0271708683473389,0.582048258301101,-0.320988819469685,-0.116453518521416,-0.0005602633251361,0.0480855454951078,-0.161939908195633,-0.128011204481793,0.287675070028011,0.461033504804035,0.565239537543029
healthy,0.67529254638624,0.0984645569558686,0.234057137206148,0.409049752855225,-0.364335172258964,-0.349894017773306,-0.14840261140908,-0.183268873057899,0.0880235732791582,-0.142717284499734,0.282263212071582,0.390588096950117,0.215692774640711,-0.40299411474291,0.422551440770703,0.0056345046195158,0.166926617789033,0.0213090753811836,0.412122634078177,-0.368259303721489,0.647317840032127,-0.360493847965192,-0.392060369748915,-0.103328163422085,-0.186459055605957,-0.4157768805136,-0.113228443266248,0.451812725090036,0.556900281694298,0.490779799807574
healthy,-0.161240462372196,-0.730171915642448,0.553380705553232,0.50318980061009,-0.735973544441534,-0.816054927226131,-0.541025141468187,0.0273839572155731,-0.0082704660089625,-0.38242763505969,0.531638737933402,0.477270764346938,0.554051583810531,-0.271302877383603,0.476855385091632,0.425172522425623,0.417664681953888,0.397933326583435,0.292675003529995,-0.543145161290323,0.31463184535284,-0.78121964430855,-0.164949449140583,-0.507510840365235,0.315506000281156,-0.795893683433399,-0.698265486420382,0.44776123046021,0.265156853887113,0.555960730458724
healthy,0.209530151390298,-0.0656165490012627,0.174774774774775,0.0242018545611699,-0.239954108631763,0.0048097705516389,-0.48486740923096,0.0957338786750099,-0.431424590973051,0.243991013743702,0.0472359869695551,0.156851961878447,-0.0556301316492918,0.0781360475293186,0.0825542251645003,0.0426192656323401,0.231794436772715,-0.112449900886497,0.296732534921546,-0.133075933075933,0.268814656192515,-0.0467070070186687,0.180288075453839,-0.361598238387439,0.534644000553869,0.0421834938533568,0.136567606920466,0.262358402104597,0.293706003115219,0.170122379119241
healthy,0.147521856138443,-0.382818930226204,0.650283552817731,0.669236121618835,-0.763956740348981,-0.672532560813454,-0.484918644285806,-0.119112255359641,-0.271957069379419,-0.572206436190847,0.763605055882041,0.433010286312169,0.650759670917899,-0.554033981353424,0.714329935007188,0.580837418755025,0.735423244564921,0.625154943205417,0.48023552685399,-0.129970574940478,0.64928540091828,-0.727115584180379,-0.336361584426573,-0.28763907646794,-0.486457257976381,-0.677269855591266,-0.626186711811636,0.383862604362057,0.618416189079741,0.731392650000192
healthy,0.306488530916714,-0.235292441103617,0.804389657636256,0.795052293222631,-0.700680498661259,-0.519852416112119,-0.638585623589861,0.0541507693755488,-0.0494581304638874,-0.527140881302208,0.818543129159158,0.740940511074227,0.551035314589741,-0.432915640613736,0.66903140824566,0.619122031553187,0.612625125266258,0.724772675228665,0.609248405171925,-0.352698308540443,0.704746418998845,-0.652582844720356,-0.532002299099499,-0.247903536249465,-0.0911522229827275,-0.6979913175525,-0.384216567818803,0.485439731406643,0.791310662274307,0.835661898252426
healthy,-0.0954150956012715,-0.4598405754775,0.401501668927166,0.584797020428552,-0.655510056750931,-0.638785150097424,-0.742516974336846,-0.044253278363659,0.152234086997611,-0.430352374346918,0.31862182795296,0.0276920970420644,0.308021565025543,-0.29720421232927,0.356466304728,0.437025403880099,0.100689686768547,0.348233684344282,0.367019535660564,-0.503681211137878,0.242130417231676,-0.690743995871362,-0.670888847023553,-0.48402626447691,-0.334489711731046,-0.535394611557629,-0.700284631268684,0.337871871019253,0.260127943082922,0.51677322166644
mild,-0.0547874598095559,0.184372090615614,0.141298662588679,-0.0989723920076169,0.113641077929021,0.0971841145558396,-0.248545832544062,-0.0169225104342727,-0.710525351697177,0.214167913645211,0.117521039455414,-0.311563157729369,-0.0881932449671119,-0.0894203676639799,0.02069795229102,-0.45468985984514,0.0226200859101616,0.150461687904984,-0.155823608304752,0.242264196634383,0.0799985448394481,0.231418857466922,0.0501092660767154,-0.243865186405328,0.285497147416548,0.154803577336028,0.419842050478025,0.0660316856933329,-0.115970038065483,-0.0065603631363477
mild,0.0611872953209204,-0.274295062928802,0.421622275922362,0.399445908608715,-0.566389244848493,-0.432981255898331,-0.40432821997906,-0.0616504824687201,0.11278677240531,-0.50219443944495,0.442165175059715,0.318922137623566,0.473829008385333,0.0292599833305121,0.297383939891942,0.182167899710673,0.147695774751422,0.276805369578835,0.173361480690065,-0.63813884586289,0.177670020061573,-0.672863101415733,-0.510370480633909,-0.328314633194222,-0.32515299448501,-0.562466646774417,-0.447711590535142,0.257745909410734,0.296712133822609,0.470341773598478
