group,CD47,CD3,CD33,CD11c,CD45RA,CD123,CD7,CD49f,CD4,CD45RO,CD183,CD32,HLA-DR,CD1C,CD1d,CD366,CD39,CD244,CD370,CD54,CD62,CD41,CD2,CD303,CD49b,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD371,CD328,CD101
healthy,-0.379099799638379,0.320992616325198,0.0221525162713359,0.294123591113169,-0.320199188254943,-0.329864402311324,-0.059557293104277,0.229072406652366,-0.348607979019206,-0.0564803081303662,-0.12073442888249,0.108494273738609,-0.212020537601933,0.192025990791541,-0.0607783077388382,0.189777450719333,0.178954081825226,0.112489813564676,-0.159106139081082,-0.208396254907883,0.09329315009577,0.191599842453648,-0.0647738475649059,-0.387824371429,0.271821843198834,-0.15998410537824,-0.315623721503693,-0.397175973401954,-0.39079374516368,-0.0147149582092528,-0.294019933554817,-0.304198887911581,-0.135759589247961,0.0258149140611854,0.337988937012529
healthy,0.0638655462184874,-0.253975170554105,0.260723847701072,-0.123896316335998,0.132763697658421,0.250731231109143,-0.124754716056091,0.132021852720296,0.311268050809519,-0.340794921600422,0.337142260347897,0.267052445184058,0.314285714285714,-0.230914158034154,0.007581630466267,-0.384194587336696,0.143119945414812,0.100701361315709,0.27169424432453,0.315966386554622,0.245844391927526,0.159327755336689,-0.153188544971997,0.365919638802334,0.018200290140809,0.193285723496736,-0.0952380952380952,0.308845157981278,0.392379343719137,0.379271708683473,0.438935574229692,0.450420168067227,0.250420168067227,0.012147328864322,-0.181321855637557
healthy,-0.040735583474346,-0.110128571647759,0.070500314168894,-0.397413448612723,0.33396150035834,0.689755937215516,-0.0632422931322799,0.0681293302708311,0.329810271066148,0.0291103286378035,0.36023458060455,-0.123149213954952,0.316206482593037,-0.305970077234234,-0.472402743601072,-0.215796711111543,-0.0536583730752428,-0.360468514543955,0.200354755168705,0.383529411764706,0.116398571051321,0.132260404405696,-0.275766047309732,0.540619475229092,-0.0274617056919446,0.342784736886543,0.286434573829532,0.200264398595269,0.628907699161262,-0.172742454873362,0.333973589435774,0.416869064894496,-0.141512605042017,-0.401011877380797,-0.393211369387581
healthy,0.784864173558176,0.293786258985483,-0.435519898827087,-0.409309596555775,0.789446941181324,0.789834674991974,0.097574700405492,0.27416800105066,0.673347670458536,0.38407062925566,0.325631451634984,-0.463916640881626,0.717338709677419,-0.537442339440193,-0.442586596528862,-0.305789104798724,-0.353487746265661,-0.129805650101169,0.163299316185545,0.688306451612903,0.472698913648503,0.293780293721693,0.404435483870968,0.782728275742683,0.119835920720895,0.217038748869188,0.397177419354839,0.699667308727598,0.773070618685766,0.146026635519456,0.685887096774194,0.81363459625067,-0.321500631240349,-0.192270135757006,-0.423839248729071
healthy,0.204857965976383,0.0229800148578304,-0.354440154440154,-0.0960350186310251,0.194261288391194,-0.116503331139698,-0.0555050260116994,0.0902751071620765,0.27251955266624,0.309593023989134,-0.0677959763379447,-0.12587682631124,-0.0432432432432432,-0.0137097954775506,-0.268946186668724,0.259387407448519,0.154634788906058,-0.494597587799964,-0.0975964054974809,0.198970398970399,0.0574471769072704,-0.0394674565827176,0.007209063060774,0.304949371911743,0.0882485692461226,-0.155209363257787,0.283505390040045,0.0293814676950592,-0.0027829388306034,-0.160683045192068,0.164993564993565,0.0644975122549808,-0.133882599700089,-0.0097550467821033,-0.421249282436819
healthy,-0.464813572069644,0.164078114951643,0.0096884299063573,0.247111513195487,-0.401210968176051,-0.665808843750071,0.29037113587435,0.05378949278551,-0.3413724355264,0.0907023844295931,-0.418316805775427,0.267263382104763,-0.277399490325787,0.458430021032134,0.170878418928644,0.422065264330516,0.339244648897631,0.187632167132382,-0.01671738420354,-0.513756011372413,-0.0504870902788848,-0.13759237245975,0.324610683075128,-0.513580719423159,-0.0502378237904356,-0.589397621520492,-0.589845006109718,-0.375715480095183,-0.610941706222689,-0.523693763998803,-0.643867772847128,-0.567365061801787,-0.0697668835982321,0.276188410094399,0.216740610333662
healthy,-0.548015022698,-0.111721735286002,0.306547368163399,0.491958138062984,-0.82363476963245,-0.773976616056546,-0.267343325616742,-0.0198846298399983,-0.80246703358711,0.163826570087837,-0.400146345316648,0.449309610618258,-0.0881622214103033,0.388541409585115,0.372102796757302,0.571802968130141,0.464564608508453,0.284974359580063,0.293689063518602,-0.398516570107802,-0.1546608342965,-0.201705324390217,0.173611236031465,-0.750616397723987,-0.102768331356199,-0.606564693806647,-0.422581530949233,-0.589513111073882,-0.753834868000444,-0.447117875089229,-0.597150164413592,-0.776931800244935,-0.0809675180488576,0.295954538830701,0.496496167322886
healthy,0.267586134689404,0.0185620392048761,-0.642422519581151,-0.596372476519957,0.368123328961276,0.34263908488394,-0.0921861317659789,0.132552181332069,0.248239606853561,0.0798985608446959,0.494550893450014,-0.17309695291035,0.206097711811998,-0.387127638749278,-0.410436629204533,-0.532463635115051,-0.594936972981867,-0.490614617452624,0.329353795360009,0.10534973824954,-0.0357288483245095,0.0395477561230658,-0.37759900281976,0.564929485500759,0.0861213542036581,0.422166482905448,-0.126045541967491,0.123632772684713,0.456731598055971,0.0646697528157367,0.185469208043971,0.293974284048848,-0.555218411935879,-0.397220285035014,-0.648108749083907
mild,0.260494192826877,0.352118079534533,-0.461479045788718,-0.512680230284955,0.583045963314044,0.456884607956336,0.286148961776416,0.129756360656294,0.40034065320024,0.116744768340084,0.459212985487904,-0.368377626345647,0.0776487663280116,-0.359060023074024,-0.425317678175227,-0.331419826591791,-0.386914213137957,-0.327801715958592,0.0819398259600666,0.216501703432624,-0.133633267613572,-0.102178834853303,0.307174860340489,0.510707594203426,0.0611511431787077,0.237167642838823,0.288663118851798,0.314417378698694,0.504741393733905,0.0524723959021665,0.191178842122238,0.185744387262052,-0.405634744020779,-0.381460603328847,-0.502313236686776
mild,-0.508144880914866,-0.212398435525188,0.28825494742354,0.294270527055959,-0.601567171914981,-0.753761689376567,-0.173442155720887,0.256679859345239,-0.716366332095373,-0.0775264935795493,-0.461089726594217,0.486175190104181,-0.421059952705522,0.252783239299204,0.187227055568473,0.118669301792762,0.149747167149206,0.205056412682648,-0.373387224595754,-0.470943104096487,0.15231073769685,0.152670367560927,-0.243818176517013,-0.679781172884355,0.0570822948564588,-0.423677367544183,-0.263680811908358,-0.609448825246926,-0.574664016874725,-0.299542613045629,-0.380533267583496,-0.650108733532342,0.154007638722532,0.0869267987932079,0.360983855359212
