group,CD86,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD20,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD64,CD141,CD1d,CD366,CD39,ITGB7,CD54,CD41,CD303,CD98,CD38,CD45,CD71,CD304,CD36,CD305,CD99,CD371,CD328,CD101
healthy,0.540370392144996,-0.32115017040194,0.525687527763134,0.517878700087751,-0.758719303425905,-0.410303925748301,-0.0523367070329095,0.174172332716667,-0.0781158210740438,-0.295728883196606,0.63805697530128,0.563815124491827,-0.046964663243733,0.616504496751789,-0.0146473004056297,-0.605023590943039,0.439586218171799,0.213139343134023,0.468169695389053,0.0705193812421765,-0.426608275445485,-0.0499228274759703,-0.652708523280999,-0.447742537847254,-0.113439146895766,-0.381847699143286,0.0505346464224617,-0.168269749352837,0.0037925150023847,-0.497214196432392,-0.0221148494805905,0.203261854424645,0.331252635986321,0.614084029186138
healthy,-0.100375191196696,-0.201960784313726,-0.0341173370982017,0.161457643007997,-0.335556598477327,-0.362087918129681,-0.669991492315302,-0.278922327038109,0.514774229236343,-0.364803159234942,-0.202641421819881,0.150949685843979,-0.349579831932773,0.22992794747513,-0.0129056602816645,-0.378216186927348,0.151492208761151,0.61838378800002,0.160549404113844,-0.158100764884101,-0.379831932773109,0.0432218910753783,-0.621796847205214,-0.477715533287723,0.0801120448179272,-0.416275650576126,-0.133159972140299,-0.64459811613663,-0.305042016806723,-0.484313725490196,-0.203342572570103,-0.307282913165266,0.083336325929651,0.0886180630893732
healthy,0.193163787880033,-0.183091639191608,-0.0788978585158814,0.522912432385161,-0.726883657935539,-0.662167666804999,-0.466154269505438,-0.314999385171918,-0.0237862270115942,-0.517001753215656,0.34559985209859,-0.0166050179315376,-0.223145258103241,0.584891704818403,0.052406282707496,-0.370656031404732,0.271837075181702,0.281966021771499,0.025840869693019,-0.0865702396531952,-0.269819927971188,-0.119288988063692,-0.535282419606458,-0.3552344190747,-0.440960384153661,-0.475309551741592,-0.496188264640296,-0.591115186015845,-0.0026104642991615,-0.655196675317808,-0.361579090752182,0.183673469387755,0.315300551608936,0.584302944859709
healthy,0.192518069875294,-0.741675453285239,0.509586535930675,0.561460272092078,-0.820061481299524,-0.7309399545891,-0.550736886715185,0.0544531563022316,-0.119921757129957,-0.325631451634984,0.613959610397537,0.51631641434573,-0.578225806451613,0.694512477559684,0.379063025410782,-0.147782868168304,0.628676502906084,0.374068041897617,0.382564294137102,0.372121971477097,-0.437096774193548,-0.335257539047414,-0.784739784321527,-0.20835719891442,-0.325,-0.470410326011956,0.342234913926238,-0.771128230196606,-0.159741844380399,-0.847922618403029,-0.417839441122106,0.354981876400887,0.335530236909285,0.453738299640369
healthy,-0.171132265211645,0.393182628267409,0.374774774774775,0.315653975446748,0.0467616581409339,0.042486306539477,0.247545063746685,0.0409755900943622,0.177538853873733,-0.0193702789536985,0.372482142479271,0.361534419798192,0.146460746460746,0.349072484851481,0.182248818207159,-0.422319834357409,0.0794584417208316,-0.14870845300638,0.201866335308326,0.118373797465335,-0.0072072072072072,0.0456787284383584,-0.354025574938605,-0.306517593507299,-0.353866273204528,0.093299046540451,-0.187193421059065,0.0105458734633392,0.176441350267175,-0.191925795576562,0.325499416305476,-0.0097837284396218,0.242557919987434,0.441081868647541
healthy,0.170126894904243,-0.46595775830606,0.0741921293493476,0.281739427201442,-0.436283867371722,-0.57006826011071,-0.259534375200978,0.053501288449536,0.277863266628407,-0.37835481229639,0.271359249068357,0.235879569412344,-0.257076476602273,0.285443683892221,0.114548320068946,-0.421243868438098,0.219880793506102,0.34130348547442,0.262710900904808,0.102028507797361,-0.509913011569026,-0.0952214419730305,-0.450824619404502,-0.532265996245381,-0.456846099427616,-0.316579844362982,-0.479526827201937,-0.563225849500597,-0.350449926711138,-0.512066918726335,-0.155135394023211,-0.0116278139330387,0.142017335872404,0.174396230800081
healthy,0.298511476054686,-0.385539862651656,0.522677710422977,0.634369007787741,-0.803117177506374,-0.726321287294986,-0.761112926670989,0.0509306386723912,-0.0065149665831948,-0.451105032073894,0.543311979578635,0.450153731296314,0.0974424552429668,0.442718879808221,0.246894649721599,-0.177733714839126,0.423914578584268,0.726871327463908,0.650168083531216,0.369359832190334,-0.201139976019387,-0.0700956379563893,-0.784397358995734,-0.587788597527848,-0.311756646957099,-0.446186171588507,-0.284520363689271,-0.757464380401279,-0.311953771688801,-0.683519753914387,-0.53818934772366,0.0905038547865615,0.526853757162512,0.61082751301275
healthy,0.432656658570069,-0.351655444764131,0.689124195291085,0.747376168241376,-0.542796425658149,-0.720597765495881,-0.490912748534503,-0.172921772624788,0.0979511588124969,-0.584121282378285,0.517603668342875,0.32686529348441,-0.309424860853432,0.528599768279366,0.250812011010139,-0.417190945254708,0.659453840947376,0.483690489087724,0.606220964659604,0.212518951247465,-0.309067127605459,-0.0762449336645308,-0.796189955923978,-0.599488571906799,-0.089532300154782,-0.213598133992814,-0.259423729056983,-0.505581533406828,-0.119114060744683,-0.569401177559828,-0.28610201101088,0.526440584002858,0.543088310264204,0.645943123346696
mild,0.0564785570477849,-0.261543596144741,0.187318733636861,0.348266191188832,-0.522371794722792,-0.605683645816272,-0.172325110563883,0.11345618331642,0.0373829251127294,-0.5018000439998,0.214541790789378,0.350757218870165,-0.524350911143364,0.135826329253804,0.184863983609053,-0.0527635709818515,0.269157517800703,0.446509653959077,0.124263443164643,0.193991571297683,-0.537706372193837,-0.194123605883214,-0.54682498814335,-0.369689624191224,-0.443638122883406,-0.173070824115533,-0.337880424283222,-0.642274301693978,-0.294437454903888,-0.573135658218415,-0.270656604910312,0.32701021851307,0.112445827022164,0.224753181523025
mild,0.015967066664805,-0.471362649381232,0.361675619307757,0.359849874387119,-0.673865197760026,-0.617162645067265,-0.664868831963312,-0.0374414396959656,-0.125053093122301,-0.423378542362555,0.344043623286937,0.243595305050532,-0.346425726172562,0.379951291196235,0.221090658631271,-0.0750172523444453,0.348491209107846,0.0986849067460928,0.181972073562518,0.219194063062447,-0.606116181857404,0.038418422915881,-0.688366033592827,-0.455299508585655,-0.283652606507259,-0.639637222287329,-0.491964352194216,-0.548401982655945,-0.259400216610318,-0.57493665074945,-0.207431537636083,0.200811898117514,0.204320121842841,0.407958426756434
