group,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD5,CD183,CD32,CD27,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD169,CD54,CD41,CD2,CD29,CD303,CD98,CD38,CD45,CD71,CD304,CD36,CD49d,CD305,CD319,CD371,CD85j,CD328,CD101
healthy,-0.402309991452974,-0.0592939851356884,0.419612509576498,0.426982921221977,-0.744533263439927,-0.303986571128111,-0.241923593561335,-0.063410850839873,0.072782612406338,-0.340828125113801,0.613622712518789,-0.129190536741964,0.595525580692427,-0.0504518125082802,-0.471044588720205,0.477236497302053,0.453736494885311,0.381452758053961,0.531560471475705,0.274078664607378,0.0140685726063982,-0.286620356387798,-0.0447320747720468,0.194091030781675,-0.21395578302208,-0.660670972735468,-0.327954106199653,-0.0783360753178399,-0.495035300688824,-0.168617270229614,-0.360607171946444,-0.227854301343276,-0.259891271519179,-0.508355605562773,-0.186639815212752,0.0650860767139837,-0.0238637099082206,0.504127285705371,0.465417441092656
healthy,-0.0890756302521009,0.0265883745645956,-0.671395497957203,-0.487316167307991,0.097165519385174,0.340931577078282,-0.110682113595248,0.314216462657512,0.237153425012919,0.238725583872976,-0.349701196512024,-0.173900359310011,-0.435341518197398,-0.295175614647302,-0.0048130959748554,-0.75409143026519,-0.483633186412076,-0.624768157756345,-0.334985694020412,-0.687798712941831,0.0,0.0173669467787115,-0.136728073728648,-0.413174593391992,-0.0855540813406437,0.322131128435769,0.119767848932116,-0.167787114845938,-0.0766160097123623,-0.0879197251951972,0.200580667201098,-0.306162464985994,-0.105322128851541,-0.0672268907563025,0.29914476575324,-0.367226890756303,-0.146356485954516,-0.472333345608056,-0.365602342952184
healthy,-0.251307961934702,0.217164402647674,-0.161262145221508,-0.299322288882541,0.394460693245368,0.19174093820072,-0.540485550985957,0.253615210627559,0.239073381470911,0.439869573948363,-0.308910944765872,0.181388823812067,-0.113305707433213,-0.038233847020706,0.502164236979988,-0.217295591580677,0.114375627960258,-0.179358936280133,0.058865115476075,-0.282070112559305,0.175331013718345,0.313325330132053,-0.219985612703844,-0.103904878752813,-0.29526894834148,0.278800507923282,0.17058156981337,0.289891956782713,0.225591813536404,0.209818231738814,0.300622263656721,-0.430726609361653,0.413781512605042,0.139949586923308,0.193740254938051,-0.277310924369748,0.318964608995773,-0.312868672649572,-0.318855171673628
healthy,0.647628987644172,-0.0158662037645058,-0.234712531202921,-0.398383883152902,0.614331771705219,0.579265880126903,0.426483557189915,0.456047370556953,-0.274763259631088,-0.0662622139954909,-0.326039317542681,0.0388975965877497,-0.409079537269433,0.0477849147184501,-0.0899931495711463,-0.228666280046118,-0.48214145153881,-0.13684923610271,-0.461278663017646,-0.157154639273428,-0.204124145231932,0.30241935483871,0.344564628242454,0.476209677419355,0.398040533744159,0.514694757611716,0.163647216647368,0.268951612903226,0.389555400709429,-0.378921658144977,0.476856374088833,0.495764461473512,0.418145161290323,0.581686211102363,0.205537058181256,-0.142799527552175,-0.136217745353224,0.0498478129740386,-0.241212613433037
healthy,-0.0594165601192536,-0.443815870803816,-0.0692406692406693,0.121009272805849,-0.103944485810419,-0.31530718060744,0.169136120315155,-0.296588231106848,-0.0776408981955101,-0.1799200910507,0.0552159084739487,-0.390314123804203,-0.191409836859649,0.0215594027847586,-0.132886306185426,-0.0251532404798087,-0.225554267346538,-0.0624538126378709,-0.100933167654163,0.0023415982589161,-0.479384898651838,-0.215958815958816,0.0945924943015298,-0.213697226444372,0.0835337606393866,-0.363840815543977,-0.117312642605975,-0.174484680961009,-0.167010447950863,0.0691091990537825,-0.285763876763539,-0.0353916032014685,-0.233976833976834,-0.0864318888923023,-0.214581467027797,0.0242018545611699,-0.0784762261365213,0.106778214777077,-0.260528064313569
healthy,-0.424879860888818,0.271153820393791,0.467780570860767,0.548167631232341,-0.662801132723435,-0.747297720886664,-0.110768658997654,-0.534696765065278,-0.103708160904939,-0.578421604842471,0.674334506628272,-0.0075689575972281,0.716124489491968,0.382324905091231,-0.604691342864618,0.546552523302959,0.537786049665403,0.50675626392298,0.620919235141598,0.27669520424528,-0.22011222534661,-0.259314049494629,-0.180903331806898,0.254763862819994,0.0890057126117175,-0.731909752867282,-0.503940810188407,-0.459611550582031,-0.311949321499775,-0.448282544727081,-0.703303751359834,-0.239506866908476,-0.3331403948807,-0.63334634918975,-0.611552493445129,0.232009465834047,-0.0560989955164785,0.517885961683875,0.632277109186451
healthy,-0.0801026701625508,-0.638736925209858,-0.301097474611752,-0.378555187845865,0.229532288687835,0.357903160568991,0.0293863412086294,0.0031431314138633,-0.682403024183661,0.442446313711242,-0.404198955661168,-0.620584578815038,-0.504039150831887,-0.103951977449054,0.542176414814325,-0.37263033489954,-0.129106016058485,-0.150980711261408,-0.291524946990626,-0.235028270334299,-0.0012570967002727,0.567430304737707,0.423345757083307,-0.527516743764682,0.274398928502185,0.468162864037068,0.527395380631092,0.237416644819943,-0.122736823385947,-0.0851569231586797,0.443352368588615,0.425554587737427,0.465582754841067,0.337913498578877,0.250108489337191,0.0987613724215081,0.212388172528945,-0.241257242134239,-0.3745636920506
healthy,0.398287430157357,0.132042164085699,-0.43863846431505,-0.545017281000456,0.71275618183029,0.671909067359257,0.0447031604296587,0.642728808675711,-0.186436250611383,0.446414539631499,-0.21161381600994,-0.0494795782311344,-0.260353742308494,-0.215764718612908,0.317100728635832,-0.413310341016922,-0.498215466011599,-0.156102032210034,-0.313896650845286,-0.355971791263089,-0.0379882373173368,0.555808768737254,0.0574748710854578,-0.200978805808055,0.0901867755188202,0.718348741697054,0.644609895926268,0.0132269249399478,0.570329165745512,0.265084442504535,0.570374836662731,0.109202936269717,0.569308216595392,0.770366299051532,0.336591305359659,-0.421600438550889,-0.0157317782118693,-0.334388739907687,-0.491678175299511
mild,0.106312628432909,-0.258847515525328,-0.56971143510574,-0.417433476601684,0.33001828186458,0.506895561532257,-0.340698511962758,0.371808399903312,0.0730174283382264,0.451632365810678,-0.275331420667882,0.109843197311169,-0.0308239757162282,-0.330360664451743,0.164585314396021,-0.277487181527576,-0.311657745045262,-0.304301846635064,-0.152466655614704,-0.316022393516549,-0.17591395228008,0.473965367887137,-0.236313837376482,-0.123335979990319,-0.143073892949122,0.411050340554376,0.362100259620381,0.134010643444606,0.0192121530501384,0.179197222445805,0.628457766193213,-0.0422536603787153,0.230527334300919,0.359218828038302,0.409564905420434,-0.45988082322117,0.245355156569847,-0.135517661985759,-0.266383140190714
mild,0.100295588602912,0.145404962895351,-0.348735480114867,-0.337187355440827,0.110717464853506,0.193597113762494,0.0589976874110416,0.223269850511059,-0.234935031773318,0.227860311314415,-0.295193295768962,-0.302655811182762,-0.316681688223951,-0.0634301699156735,-0.226353723504717,-0.178197593089387,-0.277524199496217,-0.165690657591786,-0.243133630632681,-0.343452950331517,0.0210574228687681,0.0109398121503736,0.0581800976455044,0.0160129988110519,-0.22857565635648,0.376228384117387,0.217218896930008,-0.0290786293748412,0.0293280403770553,0.120846467699848,0.354374716144598,0.197038406315311,-0.0849535588071889,0.22631784638783,0.0724908356849083,-0.248918734847725,0.034852406068423,-0.360649690082299,-0.301225707296655
