group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,CD54,FCERIA,CD303,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD319,CD371,CD85j,CD328,CD101
healthy,-0.254857008160255,-0.109477281777796,0.0502199178233405,-0.221676361099576,-0.349506611522679,-0.123635989077743,0.0326499720129692,0.16404764478182,0.0191453768892189,0.0150068158672815,0.0455693790397369,0.0145358495902021,-0.234968476694522,-0.074333294046741,0.063729769043805,0.15014009269493,0.0097583376521269,-0.163696768347931,-0.407940382351408,-0.206068191881656,-0.287137307267878,-0.400342173472065,-0.165892702198497,-0.0169289566015582,0.0153217606096344,-0.0632739353669586,-0.236044198955387,0.0060514615853963,-0.204167925098158,0.0283509032242962,-0.238303440913165,0.160195833700732
healthy,-0.559103641456583,0.477081117118063,0.247512324263995,-0.82751175067974,-0.528479681533924,-0.385259148137718,-0.570455929221233,0.262420641256746,0.639244418594339,0.434496194861092,0.582740198872084,-0.307727620069788,0.615375672845341,0.588721705889467,0.683716570917297,0.425675560421878,0.107152980564347,-0.252380952380952,0.213183940389801,-0.675104598955814,-0.53029286571201,-0.0591036414565826,-0.533930948854708,-0.60103944234865,-0.187955182072829,-0.278151260504202,-0.514005602240896,-0.353681157663638,-0.175070028011204,-0.226866930094524,0.49126057895479,0.46168742884559
healthy,0.0710323702299979,0.095107072022857,0.393182065251813,-0.307210831805338,-0.443969528103641,-0.083929867961043,-0.216322771204658,0.260153317915813,0.283766007072072,0.342398631441847,0.160656192598762,-0.431636417128153,0.521528760745257,0.270022798304491,0.16985781483165,0.125829608020111,0.304855855008046,-0.277118847539016,0.650503981984705,-0.467962740730051,-0.313595986210106,-0.187803121248499,-0.0131683333849541,-0.4940867588494,0.276608813238078,-0.300168067226891,-0.247843413380322,-0.199191192969831,0.216422569027611,-0.156322541438414,0.421806923992499,0.515629409924413
healthy,-0.583249540134515,0.589102217180847,0.622361007911796,-0.593922078293085,-0.496167849969422,-0.412344516945462,-0.409879123714965,0.673165755125436,0.36594912392485,0.640173591656727,0.442929401813326,-0.262038876692455,0.612476711949139,0.402971395638867,0.48009070793239,0.445494251316006,0.364925318208947,-0.365725806451613,0.577195046638309,-0.767139084256642,-0.306024635905555,-0.174193548387097,-0.343986290688554,-0.724996503579051,0.0092779354059322,-0.443548387096774,-0.723275573166808,-0.602132300613694,0.454215446394772,-0.0447774595451775,0.501829243217632,0.59272848225505
healthy,-0.0508915754064911,-0.207464607464607,-0.279866126680762,-0.139750555472619,0.416312362191857,0.0557720452037747,0.283849087744582,-0.308642770444123,-0.0638630645467611,0.0442931853890096,0.139417471341439,0.28269291843794,-0.299001084267675,-0.0114088495692726,0.134674631216907,-0.0430906984985081,-0.189279192595725,0.138223938223938,0.0144330016747659,0.472823831920871,0.204252178218955,-0.123195978581038,-0.126804228999729,0.27302094632867,-0.121674781809428,-0.0924066924066924,-0.218821519310421,0.264334583199857,-0.23403708293727,0.0169600635240101,0.0076458474778647,-0.109465573240996
healthy,-0.274395197851466,0.55838831234381,0.633542236379487,-0.72639232372411,-0.524610785419038,-0.397003022702425,-0.504661421505841,0.661079378108294,0.505167813343885,0.30089236991072,0.626121250075934,-0.476581913631462,0.6779577044375,0.394745448156349,0.711002812672661,0.562088160163592,0.524581126926721,-0.181489283601778,0.633025064121891,-0.63853144024489,-0.367213349579649,-0.297961283683838,-0.154704482603383,-0.599712160137441,0.117031398450369,-0.225802302398868,-0.397496631603759,-0.56471224321558,0.316685040325677,-0.0666712443770634,0.591313893628953,0.626467666872393
healthy,-0.390958141986234,0.605559984168145,0.723378099204712,-0.801963653893756,-0.67269495989427,-0.740225721984676,-0.416612104825953,0.707993947343151,0.515009283641662,0.507812705971805,0.292244541200825,-0.334460235208822,0.647741476076761,0.672160981763635,0.458371432505942,0.674628605399232,0.449045385079871,-0.326135408891743,0.50820609373396,-0.739527990588986,-0.604551586576755,-0.207856034483762,-0.380359917545701,-0.766718575762474,-0.28815727461126,-0.350931677018634,-0.579154687249395,-0.216342031771436,0.139062443002686,-0.0358062546532868,0.590137817085523,0.721829896841699
healthy,-0.220066945192416,-0.176286575066587,-0.0142266089381456,-0.269079655832407,-0.106770370341988,-0.253416419464096,0.0736837207669872,0.12361648832923,-0.194771034142121,-0.0083372880479846,-0.132778288377174,-0.0586721134267367,0.0130325351491674,0.0478848830113099,-0.102297506118144,-0.131093432726651,-0.160067601388688,-0.236296339816652,0.222175670152534,0.012298554504866,-0.128900688368392,-0.0058030194544766,-0.452957220020213,-0.0440397294690567,0.0233466501633647,-0.157008744708914,-0.248379131192246,0.0252832691907533,-0.053057380031317,-0.105824590548915,-0.115850754941111,-0.0449663787798352
mild,-0.435018036920991,0.491136424908658,0.516567852884272,-0.728499983693613,-0.583392579337531,-0.563451381679562,-0.50488159671412,0.482802703921495,0.388596841613006,0.420315034306132,0.269381930012094,-0.41294436868428,0.33226103088308,0.299832892972339,0.444299614704501,0.421577877097115,0.381902461174551,-0.29673231606408,0.0416269132099468,-0.610747042497343,-0.282314632080757,-0.413965489437187,-0.337746421688148,-0.547018046375328,-0.161431690947856,-0.103289791969037,-0.39812747413144,-0.229106865874781,0.408540783977943,-0.447502579766678,0.295657811794174,0.588974823796555
mild,-0.371890921925696,0.479585964252007,0.380078834251929,-0.620852116379891,-0.577794841828351,-0.531380723994914,-0.489910821767464,0.496697608524854,0.246365267119444,0.339166139422215,0.286253539341169,-0.0766104481581091,0.511162219407417,0.206335371703933,0.211921309821637,0.216564524120481,0.135101079043457,-0.539541417511084,0.0198435980298058,-0.690731798965516,-0.352869477989621,-0.23107328405784,-0.637954465872252,-0.495603816013885,-0.162158502636244,-0.218466460546739,-0.308068122603145,-0.415482948844945,0.283645699532573,-0.231390275175975,0.34115437737203,0.458674223467419
