group,CD47,CD52,CD33,CD11c,CD10,CD45RA,CD123,CD7,CD4,CD183,CD32,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD54,CD62,FCERIA,CD163,CD2,CD226,CD303,CD81,CD98,CD38,CD45,CD71,CD304,CD49d,CD305,CD158e1,CD99,CD371,CD328,CD101,CD224
healthy,0.275639990373323,0.095005135274228,-0.586701454831284,-0.630892451810864,0.380711249916341,0.519894981903718,0.221988142198169,-0.238229172417108,0.0461169824289985,0.207996764154563,-0.356909278693936,-0.118695258230142,-0.624314166233742,-0.119212750523598,-0.303123165650716,-0.236197834348522,-0.201065106692683,-0.501901271997587,0.249018423437028,0.0911839136588222,-0.403040197578418,-0.0248268928348204,-0.383879172519893,0.413961088537668,0.559813279645528,-0.0005053464642246,0.329196356601925,0.0648874959470759,0.168233473144402,0.0350373548529068,0.203555405883796,0.266082754454847,0.162818247912261,0.574676518627204,0.191767337638835,-0.214436726064633,-0.256133561736206,-0.586322819368682,-0.290182259037017
healthy,0.115686274509804,0.311198341006046,0.225062104396779,0.0615276955559988,0.226944453346993,-0.0764485467835303,-0.0244441508093863,-0.0873613926758831,0.178449117085656,0.247945883501991,0.502984957731491,0.220168067226891,0.179067660074075,-0.102252539154727,0.221411689727836,-0.185599885206036,0.185772523206752,0.0603654423234753,0.19327731092437,-0.140030665343515,0.408976559326749,0.205949665653192,0.0847932934199984,-0.0689187143599764,0.128319373856802,0.473933122963585,0.241946119981105,-0.114005602240896,0.227606975836542,0.126615785475284,0.252921331672138,0.351260504201681,0.1296918767507,0.314633238969924,0.0745049541784735,0.165826330532213,-0.199724686211062,0.126375838777691,0.169773777951646
healthy,-0.0261698206110519,-0.444239860542082,0.123717310321314,0.627639170567679,-0.229460007997321,-0.55441877255209,-0.461771584946078,-0.225402019112485,-0.490271495445017,-0.411883562001823,0.471500734103497,-0.137478991596639,0.444140506272371,0.0754629318098858,0.396005984656374,0.402843001215813,0.369078137969515,0.153020373891124,-0.153037214885954,0.0257676225991475,0.644710996616382,0.181230619052582,0.13961316964705,-0.134038199917477,-0.446796463317559,-0.131884827759414,-0.332845914971627,-0.287106842737095,-0.313204484196153,-0.427405590794543,-0.696910528457402,-0.126530612244898,-0.453490488395719,-0.0200139585848778,-0.263907285012758,0.278559423769508,0.479626087005944,0.623407370082331,0.189409265398778
healthy,-0.44480345552127,-0.555951779908282,0.214732702665441,-0.05564020714426,-0.0652222326622873,-0.201239577043636,-0.309802364858956,-0.260199201081312,-0.33384124286556,-0.32184503940667,0.0369024600701293,-0.283064516129032,0.102936304616168,0.0215951056900688,-0.0344764781904229,-0.0335111347724629,0.112244841498805,-0.0170305494675583,-0.584677419354839,0.127455466245539,0.0837538266975168,0.183640993073218,-0.0419354838709677,0.0321053291492926,-0.318321232602068,-0.464507314748159,-0.406730615380858,-0.057258064516129,-0.629902211085019,0.252090342417336,-0.26707841725953,-0.303225806451613,-0.197660362995949,-0.306186217847897,-0.110956376763916,0.206534909905971,0.0092155620624273,0.15030333701355,-0.317310650846753
healthy,-0.0968748262813918,-0.208216293287471,0.493178893178893,0.230947484482653,0.381418674581955,-0.496207995244081,-0.10688379003642,-0.58225860620116,-0.552673793655039,0.181037607144182,0.316751400359878,0.161647361647362,0.0872681212128702,0.303556391209401,0.409288369448374,0.20614610945858,0.387241151047592,0.163692893695534,-0.225997425997426,0.160329848277564,0.548196331468341,-0.0947570943682076,-0.0363027818417548,0.0190974579762871,-0.076491185407385,0.223924688272689,-0.114247466670902,0.373196186161804,-0.275773424857134,0.297387222699938,0.110292259970756,-0.0574002574002574,-0.0235011178257015,0.288703456426988,0.150091397518636,0.393666336425838,0.264440862768909,0.430006528296099,0.411426206778889
healthy,-0.257329096099854,0.0569813559742354,0.600071092173487,0.451971802958333,-0.295752326609046,-0.587902285697925,-0.352914718589983,-0.364615964458019,-0.385362402726864,-0.378046622115317,0.497180197722581,0.0255002371562452,0.108789906584051,0.681555875456522,0.59083878272662,0.283265060829538,0.627630941357948,0.321768311428209,-0.131932273584885,0.415843296502459,0.59600822207897,0.557427944055348,0.144875823948553,0.313636702529748,-0.502351135111493,-0.0792431266530295,-0.125968014934203,-0.0530580744742427,-0.369637918837224,-0.393412538430126,-0.419612000604135,-0.0248247475721911,-0.132863562850475,0.0699266825042276,0.0249392263159406,0.504097095321112,0.377143643329662,0.584591270191889,0.571530667531225
healthy,-0.0559766831254754,-0.628928633426657,-0.66660610723994,-0.691759834595627,0.565751538286159,0.485557800019571,0.547961173856822,-0.273427953226796,0.287395510150172,0.570008634507468,-0.692645093789286,-0.290938984289368,-0.653518141170266,-0.416063206012324,-0.452627726040376,-0.501084367849544,-0.36815266013015,-0.663102511003849,0.205122584082259,0.146530978175782,-0.431185030705114,-0.0945244367460863,-0.595011711749693,0.122088777253561,0.719328179141504,-0.332281436959664,0.565528277197313,0.145208733592067,0.0764593042378962,0.0511375409334082,0.680374386016281,0.372816952868104,0.460686233197242,0.0980535426212752,0.368579847628415,-0.17169059896732,-0.600649863546723,-0.669879597578867,-0.143640183911022
healthy,-0.450753454657143,-0.14754613638539,0.541774174506188,0.627489293969969,-0.364212830608077,-0.727683877562258,-0.706662442279365,-0.206025265744418,-0.731353119185095,-0.462969768262484,0.396464652888476,-0.42286951144094,0.372743526402755,0.171781910587969,0.538442844847612,0.431927274598033,0.279114567984154,0.359594264200827,-0.487929770966374,-0.13294161585056,0.414285857217533,0.307612755533332,0.252292277886862,-0.104357599237653,-0.751030735811074,0.314019160448519,-0.62917405370188,-0.112187585061278,-0.576825083045299,-0.186295925443767,-0.585230384156345,-0.485683187213245,-0.718720663224271,-0.0447960072492511,-0.395139423913576,0.478883846636012,0.441574648581887,0.601900412028265,0.0995383655690938
mild,0.137956174633137,-0.135469250892357,-0.404209624039869,-0.583791326997465,0.317880578877078,0.500725875117265,0.486578611642039,0.198357008105681,0.269884401581991,0.536066910183034,-0.258512816943754,0.143363973552653,-0.285143605386241,-0.349790660533595,-0.516270875031294,-0.451936127170624,-0.341645552101295,-0.314646265912051,0.511782611428999,-0.10325420224287,-0.186324179460749,-0.054605114097743,-0.175417530705488,-0.0264568561265611,0.500197241469585,-0.26243624902582,0.428409900069472,0.180777293984841,0.172263590794098,0.194448049888001,0.629674010515464,0.327447185937752,0.433968633603126,0.115854888205781,0.430801500866062,-0.518728132353737,-0.362194916292036,-0.47404698070424,0.0369024216812828
mild,0.370369947499771,0.406266983049071,-0.0293250502141424,-0.019683944028854,-0.139935950745686,0.266966546816009,0.197446065653962,0.234499611003651,0.51019897240308,0.0058152016242316,0.136751980399674,0.238204833141542,-0.190322152551515,0.0300390516194982,0.131003943588214,0.0330692637881389,-0.0014028611711127,-0.288380029841576,0.204644046711208,0.114299874737869,0.154277889653293,0.100765352429785,0.310378537081307,-0.0087483585814074,0.231594092014333,0.0251844436487891,0.236317417757035,0.175078898567443,0.401824518694952,0.187951672398514,0.353655208357782,0.178619978885315,0.362296866140837,-0.114493604588203,0.26566025061986,0.0482838860767472,-0.127603211365819,0.0106529805544455,0.238052807384222
