group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD64,CD141,CD1d,CD366,CD58,ITGB7,FCERIA,CD303,CD98,CD304,CD305,CD101,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD1C,CD366,CD39,CD303,CD98,CD304,CD36,CD305,CD101
healthy,-0.314020242197457,0.586247819685796,0.579081857857373,-0.611714515439337,-0.384270204015791,-0.158678827699778,-0.326147382302214,0.504436903041053,0.0055605492280631,-0.641487807915031,0.696222814692304,0.226944097742703,0.254301838702641,0.302600670931965,0.609919873463084,-0.514905064722324,-0.249426134341782,-0.338579132031164,-0.321333606781064,0.537323525537871,0.450399081683212,-0.270895787713981,-0.324497930550816,0.541719658805223,0.308507397057708,0.24514816975415,0.21093291271688,-0.463482619823858,-0.632430097264006,-0.500308579114596,-0.521110598084451,0.625423863150352,0.465222775650644,0.31899865210647,0.29581617018601,0.635213995040424,-0.41262563225946
healthy,-0.235574229691877,0.442121376634721,0.429852943667992,-0.552355339928331,-0.675287534640589,-0.559075046605099,-0.556825921073994,0.28210580794782,0.419930330703393,-0.471062360893913,0.7966328012148,0.624598700442232,0.759102522363515,-0.233148596316427,0.10406742353239,-0.717750800356294,-0.39350141057948,-0.658649301229526,-0.550980392156863,0.550305491934963,-0.350700280112045,0.346789393549622,0.230974128191996,-0.814089486740647,-0.298047101974096,-0.414743266617645,-0.646824063105031,0.458838076549303,0.4857791439303,0.444083743598005,0.268527026298089,-0.516323652670098,-0.264694478709092,-0.429614984215312,-0.0134453781512605,-0.663865546218487,0.48169341447149
healthy,-0.39725690582491,-0.0442823995506834,0.343174807350151,-0.228348471265971,-0.226754928454352,-0.145808328140679,-0.0364614505238459,0.273766833531374,0.210735657506934,0.0669860297719396,0.326571968299042,0.218878833296578,0.101631676770737,0.229190712814363,0.190154744715232,-0.220760028027137,-0.296229202653516,-0.386869754471338,-0.256734441395711,0.456972772090478,-0.387594949792258,-0.24611640147188,0.309227572659216,-0.35783361830638,-0.526980224098208,-0.567427401538569,-0.261828481686837,0.0760329329592513,0.29207362603787,0.242861596548876,0.0194288628475497,-0.424538515436801,-0.369567246467789,-0.510554342947246,-0.219329202366091,-0.48924683890085,0.267036992437739
healthy,-0.776791515563234,0.563471528046908,0.510878265597297,-0.809856634593458,-0.766034753733278,-0.517352762428629,-0.367281986146435,0.53691051794342,0.309223534668432,-0.292477736106226,0.583815543333004,0.417632517101819,0.439422287099489,0.410909929416077,0.372149533566798,-0.782728275742683,-0.246990096213136,-0.766272258973706,-0.749899213896875,0.521617226033585,-0.819172970036677,0.4476288858195,0.428733087049771,-0.830266328005591,-0.805970214828378,-0.670717406120807,-0.296286756865552,0.471621550127038,0.576812400169883,0.345164688156368,0.389625741477309,-0.793288695781614,-0.236138158769677,-0.772099424441186,-0.200080693971409,-0.826139639623883,0.421415001357885
healthy,0.471715820772857,0.236293436293436,0.040937179523681,0.079094004626951,0.30515322055398,-0.123837232621839,-0.0357605149914434,0.138747667447358,0.365360012525709,-0.278153324127258,0.348146646435916,-0.157232306132848,0.326025409585361,0.0464944486658428,0.153092910621624,-0.211196901301806,0.240476984724363,0.0398399664170592,0.290891613975906,0.138184188338339,0.331182739447318,0.46023166023166,0.262615868642482,-0.306222058454344,0.0753530719756763,-0.272390151169248,0.0346429988979608,0.412767875235322,0.105459965211928,0.0605849252988957,0.211571447582765,-0.222027511624976,-0.136818307647349,0.060052890555126,0.439424212012393,-0.0227177472315115,0.422665895737585
healthy,-0.424702592598669,0.653341362921066,0.658317992016211,-0.76062194009759,-0.732531280063255,-0.513827255772075,-0.573439196915136,0.749188894207028,0.58639724498258,-0.573940134220619,0.728187561041288,0.529046298045705,0.714782165227415,0.171460978998293,0.631993684979206,-0.728886403244911,-0.398202615635914,-0.709715083899855,-0.608102594029615,0.712883121294012,0.363448340702655,-0.579535483268982,-0.672660150429126,0.726430654761482,0.595418925402315,0.375940574956589,0.56131704979296,-0.648598271691672,-0.857596805363053,-0.612106307883277,-0.686960713922899,0.728713640409346,0.332803748556552,0.605929209873219,0.120832583426186,0.742398084355713,-0.750822007072765
healthy,-0.206041054695995,0.792246270662118,0.81218498078988,-0.670877986964767,-0.616683988382949,-0.598857904440216,-0.61358611872606,0.871740009403163,0.418848255642573,-0.512641740106147,0.671819824140348,0.546639180477775,0.529125591379402,0.538765050614599,0.647663694433842,-0.721563051897396,-0.56630254920881,-0.740760133269948,-0.445502196646649,0.868600126442922,-0.391983221860344,0.371690055515625,0.519899860275664,-0.801131604074819,-0.813971040903718,-0.726903961515453,-0.446941276795679,0.501570585157759,0.389465545537748,0.450422513446848,0.509186530219197,-0.696420733393615,-0.613417001108394,-0.713379601123294,-0.376570413753198,-0.701725944905086,0.500509415788545
healthy,-0.442284688212135,0.606352623943846,0.659203554315021,-0.721496824097178,-0.632688839399093,-0.641491816415129,-0.51867756940037,0.441836902955636,0.145322748761645,-0.463272294456199,0.598299236939871,0.343019653142808,0.406979272866881,0.16120180336759,0.307806780947546,-0.784114740786634,-0.644959673631846,-0.592352208412437,-0.703798613198474,0.638310384797392,-0.402615910784805,0.570078032424163,0.545851211708116,-0.571343261666431,-0.671292515812883,-0.597955873803951,-0.495261238949072,0.314908754682327,0.32668557249246,0.366327174253211,0.399662646413968,-0.763537740392294,-0.627805358332229,-0.588187895899925,-0.0541099245121122,-0.606199002416147,0.620180290369159
mild,-0.338392208345295,0.240071370634685,0.389086228481663,-0.627731668560304,-0.65117058221016,-0.293809463836639,-0.444298270350597,0.334991442833571,0.354001338535667,-0.255023926412282,0.465114960425847,0.386089519394689,0.24573638784221,0.295150266201839,0.0661635981225547,-0.533161529589357,-0.373435656703755,-0.657307081516992,-0.600985207807901,0.452665056407996,0.156683987690415,-0.516021352216194,-0.554472173227615,0.25868513771,0.237017372909566,0.26657045714807,0.389569894144281,-0.24374424203177,-0.294705150261389,-0.270108778515059,-0.187976861495744,0.419076428096581,0.124154220415318,0.45365913219939,-0.146265789813844,0.147400804493919,-0.565730080338137
mild,0.389660973135261,0.152345351892717,0.0248806066507666,0.254930553107413,0.498981739674856,0.54261769388843,0.301976250919691,-0.122862388084386,0.0237235636779325,0.0438728438579869,0.167109003897648,0.347858557302459,0.163573612551743,0.153717618275602,0.058326598986253,0.367410531364636,0.289938286412038,0.425263364283743,0.464176159783798,-0.0728714598402906,0.307604402856574,-0.370141368524323,-0.413210727163342,0.400237822607555,0.312604639695352,0.455876394157993,0.334111214415788,-0.0564659278499377,-0.311625253422515,-0.0622615294306571,-0.410308553291127,0.564987784914087,0.448790521763674,0.399618051025092,0.257518939006637,0.563408907519711,-0.290534680383087
mild,-0.427556198187369,0.82710055513927,0.705394957415275,-0.517769089034546,-0.260241179569224,-0.362291118692339,-0.374542804004068,0.699449482754417,0.139668825440819,-0.259339401637296,0.790297820249639,0.452831362032115,0.454150849762202,0.595725010670215,0.790694624625175,-0.441713532581345,-0.392081348524289,-0.365788632566411,-0.292342882703476,0.762906846892829,-0.558842645941935,0.700281565632361,0.782210335009073,-0.717688992692525,-0.716392272586655,-0.554216962474338,-0.59169496952268,0.700538656899008,0.727497101172401,0.630898003568633,0.751476185640829,-0.8254540164222,-0.71808325210576,-0.761858375943368,-0.44146414038543,-0.658547640913301,0.804943711719581
mild,-0.403108549915811,0.64611021233365,0.466733560021063,-0.590842458114449,-0.502124810056575,-0.480655136632617,-0.395507013806223,0.499339299947842,0.50954415051067,-0.257909930348307,0.568563936845489,0.537279274976408,0.450685414690825,0.577239421052778,0.365003761615311,-0.555242335328557,-0.369606907231333,-0.348890129389332,-0.40676320797596,0.558420601566997,-0.288627058749836,0.282076131610255,0.29856237041462,-0.228845032768248,0.174548955233976,-0.196540487023629,-0.268779729203633,0.316399691237595,0.322367564985845,0.340836540063159,0.0860001288417079,-0.470364526106357,-0.172586646083886,-0.351556805537531,-0.129618625088058,-0.132909459725478,0.462672225039322
mild,-0.673153448256002,0.652515958310247,0.688409130906779,-0.815908344610364,-0.770995553143398,-0.793412384716732,-0.826787172754618,0.469857257652696,0.514223406925462,-0.147122249760363,0.648850576942366,0.764909285159485,0.344558883509528,0.448837493063673,-0.17581867401261,-0.851837040878132,-0.765207936438117,-0.795862915278563,-0.803794973376979,0.664571680403738,-0.792202004638475,0.737590997174547,0.727453230868656,-0.81834631775163,-0.854317917983793,-0.78498023715415,-0.766639184322452,0.413837269250339,0.630964503260024,0.818082584127834,0.653783130716173,-0.84815739923287,-0.825054700040671,-0.861883677548441,-0.651145325563858,-0.867176183572771,0.784443917128799
moderate,0.0075280246469174,-0.0269307838833487,-0.2881299383721,0.292630725041468,0.181344503389062,-0.38838196592102,-0.117070025994899,-0.288418887070858,0.208537222002592,0.196732252752512,0.0489334523472511,0.0453989418042826,-0.0246396065403828,0.220683422998426,-0.0015572858731924,0.31733129232701,0.137131848923487,0.16224174020515,-0.0381912464765393,0.208546648749568,-0.0704896853302272,-0.494324553759648,-0.239181222972979,0.332820352514974,0.409880997426154,0.0923659116660306,-0.121210766464172,-0.495100529697697,0.0215335091431901,-0.0854852414825322,-0.107692575381854,0.423484820721098,0.0140976667117603,0.339540718480383,-0.168937862567729,-0.208376800950942,0.0158023607910558
