group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CLEC15A,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD54,CD303,CD81,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD319,CD99,CD371,CD85j,IgLambdaLight,CD328,CD101
healthy,-0.599065669776694,0.155823672475165,0.386382806661931,-0.51272401663608,-0.476869190297893,-0.401703189052592,-0.158904360192616,0.547773142693018,-0.0229203126717724,0.0837204616511606,-0.294472968891574,0.427541121443367,0.0672690833443736,0.0560912321736433,0.570090855158475,0.121132853993673,0.551230821388654,0.0003073492173898,-0.0733917245545153,-0.607800308357794,-0.126673513698971,-0.371965263308698,-0.320562465340414,-0.468229697921201,-0.403031545116614,-0.324184182403848,-0.102536997885835,-0.471704211389036,-0.12548820340243,-0.336935528157854,-0.0440954394442767,-0.189481935937922,0.0889687876490102,0.116360918936454,0.36392973962884
healthy,-0.17843137254902,0.332328135438039,0.377995888187993,-0.473280698026283,-0.547348850579767,-0.475396310347781,-0.226899547392282,0.224063514983697,0.299477501407857,0.281732004753337,-0.145658263305322,0.676258669044501,0.0344150940844388,0.598527605142526,0.572054440703537,0.688959578818632,0.399460520915204,0.361010172739044,-0.312605042016807,-0.730316198983221,0.652994896049763,-0.415044558249031,-0.0047619047619047,-0.0969255552485461,-0.628087973652476,-0.17563025210084,-0.113165266106443,-0.397198879551821,-0.463904498275794,0.0867261225516224,-0.13109243697479,-0.291850360007531,-0.0943456568914065,0.308485653949759,0.444076526005889
healthy,-0.0398616377025484,0.288104123206817,0.66562545301221,-0.740680848766215,-0.514292570326527,-0.45904401165871,-0.412566147659055,0.441280660432074,-0.0871511369196499,0.154786265877741,-0.116542617046819,0.438780446525201,0.17588627273979,0.360176871758893,0.407658817129929,0.422345063537072,0.189371149541378,0.487914192647081,-0.141704681872749,-0.482033160098814,-0.0100298336661529,-0.415704303988609,-0.326194477791116,-0.366550652288485,-0.550716292653504,0.347342355498051,-0.0756302521008403,-0.550570902401585,-0.36747440752542,-0.37332871886836,0.43750300120048,-0.0372803052443224,-0.0172756694081066,0.505433782084906,0.663089693214648
healthy,-0.638143614500116,0.555197053602093,0.431565679413479,-0.776792931265801,-0.77369913515557,-0.583918682975762,-0.366335383089357,0.568946719542763,-0.0758126050821565,0.546431410355437,-0.576612903225806,0.584604391355967,0.427766880796895,0.548300617004315,0.187662354725792,0.611043023014329,0.287650134299612,0.271448922381376,-0.553225806451613,-0.773676487137885,-0.42212369801077,-0.142594458007057,-0.458064516129032,-0.532513360907662,-0.758502705017065,0.093586131051143,-0.605241935483871,-0.697862097924472,-0.593004314875169,-0.341118675032559,0.380798740139134,-0.213282109938872,0.0204124145231932,0.475439224584318,0.403637187302518
healthy,0.183416337759435,0.0918918918918919,0.353759023053696,-0.0216439674823751,-0.380773502004747,-0.0947218957985223,-0.216798122135626,0.313533690075848,0.286549929281287,0.152309400801899,0.126383526383526,0.0068548977387753,-0.144879186713578,0.0745567846016894,0.052716753182156,-0.120092904037139,0.296847034100834,-0.0386363712721171,0.0319176319176319,-0.256550082030079,0.344185577964704,-0.400980742779094,0.127319693345256,0.0242268242397856,-0.231569804799157,0.0462415837449843,0.132046332046332,0.0138395471640242,-0.214243010455198,0.149574731778469,0.172760046920691,-0.180524065984379,0.357071684091996,0.201692183467812,-0.11410176222532
healthy,-0.468294476676205,0.508626476346373,0.613708711006673,-0.686892189711936,-0.751351253661718,-0.582288250048235,-0.57688065393711,0.687621886069223,0.297937667007626,0.363392600033374,0.108528752083641,0.663871580899986,0.418386413261084,0.587996192770908,0.542609097781458,0.59852669647048,0.657391591599521,0.439058624416787,-0.271582705770713,-0.724308188102462,0.0886959869390508,-0.427094992918544,-0.403948806997235,-0.323268377387613,-0.74421970993342,-0.0891667797717098,-0.273297318155508,-0.704974901116405,-0.643545268130216,-0.133564939835406,0.267873954175231,-0.0923419861416711,0.0885120791424679,0.561040400761125,0.599405348092738
healthy,-0.501666768390052,0.292867769584099,0.433997447183656,-0.800129362247462,-0.769113444208932,-0.792635610908863,-0.39929466810065,0.346771781632805,0.11595909202715,0.369236177404079,-0.116989404457435,0.280340491797674,0.0227213632334504,0.294328602073042,0.581478490910128,0.217287465862822,0.443624919333561,0.25891226489092,-0.428477474800972,-0.725216209286834,0.113249327354405,-0.60098993532387,-0.433707866978116,-0.53099479530949,-0.722379093859869,-0.496761028992528,-0.532773109243698,-0.775155139755903,-0.21730816789635,-0.499654396152694,-0.0631371259875568,-0.214173295949341,-0.010936741292373,0.29220023652313,0.440810033082805
healthy,-0.445242035224677,0.742283095654233,0.772244728747426,-0.580757238293996,-0.567466493671947,-0.516400974063792,-0.568301470263971,0.353820759025244,0.0276885903704249,0.297570142663398,-0.305763760049474,0.469531980272216,0.302263597756293,0.568579006880165,0.564653786385619,0.41316650625685,0.582567982104347,0.528645791732869,-0.252295152429012,-0.766426262878909,0.326476527966093,-0.576479281970346,0.0616060423536014,-0.363115590470203,-0.528187801331894,-0.0532605906333533,-0.342205840543684,-0.585857501385956,-0.385912362500242,-0.308233521931064,0.616529849688686,0.0849619230983103,-0.0925946872394627,0.519551745159955,0.724005505828054
mild,-0.297788372277145,0.634991758111125,0.515514955096957,-0.572796948349306,-0.570026164936071,-0.548174906118318,-0.50864109102559,0.503888714560701,0.321500960066389,0.47286830568571,-0.302854378326076,0.329982448248233,0.38251219440512,0.501041893874081,0.21641099136199,0.573275231821349,0.24184366063022,0.566501271444867,-0.583909529015771,-0.620301908619016,0.372861528383148,-0.29360137939124,-0.289711336881148,-0.0911366419899423,-0.68168061773489,-0.176719243695241,-0.145057248830834,-0.542702962000338,-0.265281634170799,-0.256781965023264,0.531401695500257,-0.187318733636861,0.170739076362552,0.237813761203165,0.580551641498034
mild,-0.261316081160904,0.553387976191023,0.479930805313946,-0.600527699731057,-0.374911162931744,-0.303385518613189,-0.377765056745637,0.481650550183291,0.0703242077760824,0.502788454760958,-0.0498868220387208,0.517642887603868,0.193853092688416,0.265269236938705,0.340678458763036,0.163229273900652,0.400128113469125,0.310383850271812,-0.320138109783129,-0.618683489888158,0.148551718334162,-0.372462352246166,-0.157232032082928,-0.103128928866858,-0.564402465343708,-0.175657940576174,-0.102101076780179,-0.397859826766799,-0.403755057664532,-0.103847806715964,0.358208767188021,-0.187998797580801,-0.109162239457845,0.385215959306467,0.600029129729145
