group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,ITGB7,CD54,FCERIA,CD41,CD2,CD303,CD98,CD38,CD45,CD71,CD304,CD36,CD49d,CD305,CD319,CD371,CD85j,CD101
healthy,0.207526420930493,0.0196575229711513,-0.128769020059847,-0.151993285564055,-0.0266572839296959,-0.0177448099317538,0.14972849229415,0.0913729432593167,0.209074305129429,0.406920383374246,-0.19782543038357,0.023122746897546,0.246340397737946,-0.145632576091574,-0.0212946928039833,-0.0990432853038716,0.15955588666173,-0.148897614013893,0.142871012287486,-0.223049697071537,0.352529552346131,-0.0545693202612937,-0.0346942790920088,0.0727135054114188,0.0820780005870579,0.262948610218209,0.0040792666509778,-0.0635625514399683,-0.0194805194805195,-0.157362799303591,-0.194283766689042,0.0225007550588946,0.0897438663215132,-0.026851006216884
healthy,-0.161904761904762,0.722360902758221,0.52445703136799,-0.615965199465772,-0.461151055620352,-0.231309141971372,-0.51667407621968,-0.437563349785647,0.47722054838582,0.430848293603259,0.103921568627451,0.642163961146841,0.863744270897682,0.736184628381934,0.914267215659772,0.465635782805023,-0.128939321813254,-0.100280112044818,0.392707258612791,0.121755784663321,0.321233435567994,-0.622177616860576,-0.299344296639138,0.126330532212885,-0.27691014844852,0.0318673437600715,-0.45982503216504,0.157703081232493,-0.0392156862745098,-0.305602240896359,-0.414200444889102,0.19047619047619,-0.0491688783855053,0.580314470373813
healthy,0.0356861190150707,-0.0894924348141155,-0.397894287631008,0.637301177901834,0.576304707559435,0.266726594442924,0.459716603617184,0.561256056659575,-0.153369287626375,0.108990261009232,0.304393757503001,-0.40701712950494,-0.234315629016458,-0.273490185762654,-0.191083724450601,-0.145499523756588,0.136177360752732,0.29421368547419,-0.158389874945589,-0.0741292422804175,0.0401778347073782,0.657731457130301,0.314746797168675,0.469483793517407,0.505971583491959,0.365097189712886,0.510672814775288,-0.189007655506599,0.244753901560624,0.680379911426261,0.382551470166513,-0.028859543817527,0.161613307491484,-0.417001500003315
healthy,-0.783047825509314,0.422200013135434,0.399395523282797,-0.790671522786052,-0.891488575961319,-0.02768076607248,-0.614065558846652,-0.310485802721729,0.475271243980127,0.458994077113461,-0.706048387096774,0.491920706721489,0.419117668604056,0.328409120770137,0.468703550099178,0.40021791248762,0.195555954609028,-0.659274193548387,0.201816449873535,-0.280021987955112,-0.387096774193548,-0.787254170045082,-0.218340981362403,-0.465322580645161,-0.653090032555818,0.470114422345843,-0.788124129476758,-0.170633333769972,-0.681854838709678,-0.757160206823256,-0.547679144311462,0.277934673682058,-0.189008013448591,0.370909847791503
healthy,0.006199988882009,0.574517374517375,0.243820811376892,-0.121580311166428,0.203613620019381,-0.151822571149648,-0.561214292456545,0.111006598619272,0.390243903247115,0.215905255873569,0.323294723294723,-0.068548977387753,0.61980164361785,-0.113432814682997,0.493852835616644,-0.0943336913075448,0.113296817438605,-0.137451737451737,0.506959183826152,0.0146223691601544,0.236096815240349,-0.128613497587638,0.314598511881582,0.278093014412007,0.0567010780080089,0.209504264848081,0.122742249476087,0.339966057030164,-0.0656370656370656,0.342332949661052,-0.0155690023395562,0.642121545484656,0.262162337862665,0.524919619447409
healthy,0.394164100795736,-0.407911867784938,-0.565707703345432,0.6120316737238,0.747490746256905,-0.0717397674679898,0.405106437713036,0.552739089753116,-0.610703439548183,-0.26674840317862,-0.0952962834962582,-0.875252446527051,-0.518062019428655,-0.553161538625982,-0.44625432088832,-0.66663901531137,-0.16841825065662,0.219067068290124,-0.366784207617276,0.293062701209501,-0.233005129874155,0.729188738207148,0.516178390572245,0.418579972988617,0.302334555276867,0.326582214248196,0.706373419666875,0.321683331936522,0.338317576693035,0.806899177049774,0.665772292531596,-0.174433291725778,0.0567267227925758,-0.559578393561915
healthy,0.191323836503424,-0.4643748223604,-0.593154967524038,0.626325501205289,0.751594759522354,-0.174092404448186,0.439216067047713,0.524254641847991,-0.620018811119779,-0.410739174308918,-0.0716477895506029,-0.635285708938112,-0.466494442922066,-0.455343844611332,-0.175990140479537,-0.580974455762147,-0.368468421262427,0.393730132894625,-0.288441296443599,0.298001390401811,-0.431074262158093,0.804769083732131,0.675939466036767,0.442641821523476,0.274065955286184,0.218552344243744,0.73946539492813,0.486217350287403,0.567519181585678,0.70689108158454,0.363049802339674,0.0858270306393351,0.367154221627441,-0.56501729896005
healthy,0.40832896751358,-0.529647494201643,-0.635965515043352,0.673397882785493,0.663415755240839,0.0223382766939046,0.526711304555741,0.411448827066105,-0.542459934173142,-0.345004766778156,0.299294990723562,-0.681812160570902,-0.530893049340503,-0.538537602640065,-0.181941986042852,-0.517021265741021,-0.313934159973309,0.332363427223071,-0.260782554150227,0.0810774043525267,-0.487958541468452,0.691801135544298,0.66380204655403,0.236142060317028,0.337540236072755,0.147855374070307,0.530533414094043,0.107698210893963,0.355329070269236,0.570403404800367,0.399176737716081,-0.318319530389636,-0.0158128698521367,-0.660983924576315
mild,0.288101572419933,-0.385545928559217,-0.497615692712601,0.64044044711658,0.570643076369985,0.189555809742701,0.379567879553468,0.452310307407828,-0.406114891418193,-0.414966064173174,0.219964521851314,-0.480391224937194,-0.417576980570455,-0.458172521757028,-0.330705656006562,-0.283636098668382,-0.422618547599587,0.384945673067913,-0.0797950897406703,0.140283530986244,0.1367038505428,0.598899008506468,0.277157756154415,0.218029350104822,0.203342073669322,0.260092915834846,0.642274301693978,0.269296121473175,0.12635058861474,0.427187873703078,0.215281451554751,-0.481433952903468,0.206408540886478,-0.599665785944677
mild,-0.437951911158399,0.331600600319174,0.294752168957502,-0.287591863307558,-0.434866984006231,0.0745467132018334,-0.236318417580192,-0.325093668883418,0.0681195062508333,0.123733936689943,-0.350447021333097,0.159329030608703,0.201193306315162,0.39459934086726,0.0288861868415482,0.24373866969187,0.253871939945152,-0.238437316151437,0.0718801991899551,-0.0340622182678985,0.0606821711273248,-0.626282615024675,-0.402584954551435,-0.054185666916842,-0.254893313820602,-0.459376998940021,-0.394564365379599,-0.340727338964061,-0.31993525421582,-0.355845910492406,-0.176678148031828,0.158674153641945,-0.215704372045313,0.362442299125594
