group,CD86,CD47,CD52,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD370,CD62,CD41,CD2,CD303,CD49b,CD98,CD18,CD28,CD38,CD304,CD36,CD49d,CD305,CD158e1,CD319,CD99,CD371,CD328,CD101
healthy,0.249409293604824,-0.191901259120668,-0.311798768426588,0.355574348205094,0.343055818735911,-0.395650214114434,-0.159476031930286,-0.132434623883275,-0.151604299333461,0.240884949129276,0.166873051953912,0.0943823618242223,0.350516342042932,-0.407585222509266,0.0686157127822788,0.193266564521527,0.200602178588248,0.368358037041707,-0.217534947218202,0.191372644413845,0.0995403165575922,0.0870566658256683,-0.388461367385357,-0.0569446741889538,-0.297962632201958,-0.069998784260533,-0.28022601878757,-0.0464241920651796,-0.0061188999764668,0.134861833484802,-0.1723044397463,-0.118636797912473,-0.601430348794219,-0.0994775351844984,0.057656571860111,0.240863787375415,0.00155044528896,0.438566434875772
healthy,-0.0440600403218056,-0.105322128851541,-0.217138392277531,0.0497017997233061,0.0783462000359985,-0.31863287438021,-0.300048377478958,-0.529871729253552,0.427094907613581,-0.283842734420562,0.257286711499251,-0.32156862745098,0.0109892033719731,-0.15464011583729,0.116953669970379,0.570359464582934,0.298426341627322,0.054839028589636,-0.135847122162265,-0.0002875373005,0.0200572174271363,0.132726031187997,-0.526604433364857,0.0999361385913511,-0.434629237948622,0.0873160690919983,-0.237245779932116,0.10672268907563,-0.521650246573785,-0.198039215686275,-0.454621848739496,-0.284313725490196,-0.295022734616161,-0.479321959279999,-0.0727380382691026,-0.184033613445378,-0.0172322572261312,-0.0825599125125162
healthy,-0.239596411640336,-0.0016022339149623,0.280487745775828,-0.264669115726852,-0.629466358837163,0.471139325739593,0.479278580072894,0.40879178390413,0.111761355836554,-0.480190212155983,-0.265786051350025,0.133829531812725,-0.354409135690133,0.135460637983256,-0.45543105854437,-0.227547301941987,-0.347144698029933,-0.2354604619043,0.339850409393499,-0.0183038974324979,0.0338698093374558,-0.276919477971188,0.451890925502801,-0.227752501224595,0.271329838277201,-0.371073268913087,0.329393482095919,0.231980792316927,0.561023341693163,-0.249500145516016,0.102328931572629,0.343385919837581,-0.158959349851408,0.357674316808709,0.19113695449898,-0.466026410564226,-0.649510202881497,-0.678018722548408
healthy,-0.0882183040956002,0.760040750223731,0.0939279262858742,-0.464985100508623,-0.476887157232803,0.848635052076511,0.788221121008334,0.641784498405792,0.0794883677528065,-0.51460683328565,-0.511954932165014,0.663306451612903,-0.611671308107629,0.167193155330708,-0.556815891738095,-0.332179123432039,-0.562037575910684,-0.377579743073426,0.163299316185545,0.545707384604686,0.363381134658513,0.395161290322581,0.783734030032105,0.224473139301579,0.134781063047766,-0.212849083330042,0.149476136791392,0.385483870967742,0.782296964009277,0.173457053241343,0.629435483870968,0.835820963525726,0.224536559755125,0.535403577283792,0.466099277855854,-0.336022617093113,-0.222849046236878,-0.445657475069748
healthy,-0.258654195134172,0.104624812383903,-0.0591582272491699,-0.443243243243243,-0.183058708436083,0.185176166238098,-0.148301258675533,0.19125541255494,0.0622421200534006,-0.175300856273935,-0.238885270731399,-0.103217503217503,-0.411030214413488,0.189975143728854,-0.305450633108651,-0.0491760757296232,-0.614771120437544,0.110638279928602,-0.189232725163055,0.0086170765360905,0.256473767039168,-0.15602472195818,0.321195287396497,0.248443300289847,-0.242706203586234,-0.643080432916056,0.11291463624929,-0.051030970207208,-0.110145789505987,-0.0477915809654866,-0.0558558558558559,-0.237622413570982,0.119136713554865,0.0372302229858953,-0.434257554610719,-0.291452120885578,-0.428431108673456,-0.493625343803219
healthy,-0.355789405948208,0.46345988694487,-0.236981840296983,-0.595307345907238,-0.662840294218482,0.71067659840146,0.598796869381526,0.484982957103351,0.163391838368404,-0.695426608944733,-0.457236459647727,-0.100168018589791,-0.76237318187928,0.459024934083998,-0.664939934526679,-0.6284852498076,-0.629569070873207,-0.683986018183423,0.223641450900691,0.188247256959419,0.278265950628682,-0.248197617966516,0.73350780909625,0.184416754419174,0.423399656145334,-0.380839055484796,0.292008418316327,0.252074088365811,0.663203780564069,0.2057471901741,0.198308572898579,0.674791800619009,0.0982156058940542,0.629338531857764,0.121258608999973,-0.371671894872094,-0.581636837593449,-0.703717112309609
healthy,-0.168443335748719,0.461066283376218,-0.151878777726902,-0.355230645460318,-0.526958821676762,0.781219139089789,0.790105823072378,0.804294435571915,0.0027013276076661,-0.394053737824345,-0.279737034032893,0.0341980270369017,-0.403231320665509,0.11369973651665,-0.351076633659522,-0.685940709024192,-0.165189301533139,-0.552177750472074,-0.252747401721312,-0.0072394433074957,0.0908661222262402,-0.193512651646301,0.813579639789011,-0.0265508064750432,0.614926831530813,-0.142314253412316,0.142423454021902,0.424646023512884,0.754195696718655,0.462970003142421,0.514176105224699,0.829663816202905,0.0208678052245278,0.185618902999161,0.677416592026085,0.0938287844537303,-0.308603649682365,-0.492057551508333
healthy,-0.413083399877163,0.435442462624026,0.0164801483333749,-0.774711885747411,-0.822168550664226,0.630431527921225,0.66011280052812,0.536050596123134,-0.094248514470271,-0.528623718573453,-0.324618390236869,0.224081632653061,-0.591345386649913,0.254556707916483,-0.704840841984274,-0.604807027933575,-0.403806700757407,-0.644591642242497,0.256585691471589,-0.0173383810479363,0.0751124238894479,-0.389606679818012,0.761408571755253,-0.0496532264656443,0.618133244386701,-0.467507537478643,0.0956942018181355,0.068658752564799,0.557507960858765,0.0956002188729013,0.290380833427696,0.585127484013218,0.0140274542737636,0.46274298654973,0.384004859346609,-0.588451203556661,-0.578751748247652,-0.742909483805031
mild,-0.0508207754103091,0.294236545662834,-0.260897544337473,-0.432503445499122,-0.407795412240877,0.549183217870548,0.735358429224889,0.345620156084035,-0.131714448838169,-0.291606139196951,-0.450139136320044,0.467424608934043,-0.164510963879246,0.236973231076386,-0.21337401223588,-0.439706314410272,-0.252234521612765,-0.283591543830389,0.101874633539609,-0.0337545170785576,0.0322393235859391,-0.207018032042086,0.639698286846012,0.180300323715971,0.45545917379632,-0.0227462800433629,0.0408948427129831,0.362280277374617,0.638966117137457,0.161310039334481,0.204079987098855,0.558766905096883,0.0068606805306216,0.39636319400206,0.351275139297736,-0.36551524794549,-0.378312308130148,-0.383659755270116
mild,-0.0699293718810859,0.356199535764897,0.189157378516105,-0.455002242052548,-0.400104997526617,0.354719882764137,0.496941020215621,0.443638611838787,0.0703497920130524,-0.461789485414271,-0.210503670819501,0.258336600108752,-0.328847932365477,-0.0942555200728792,-0.25379695953964,-0.335360339596182,-0.143920802872791,-0.260706069395205,0.270750550743876,-0.0271928194299446,0.0532269786580024,0.152161494240146,0.650280795585517,0.132835763037598,0.404628282060107,-0.0687912105180181,0.168157990691622,0.101794175384394,0.575195082145946,0.312838669622999,0.177330121338674,0.463260047739051,-0.0215402063181071,0.308490293757195,0.0729509386021236,-0.223651263820658,-0.351269100284471,-0.454641309400379
mild,-0.298718272134709,0.510704281765261,0.0285207014588331,-0.666170275679088,-0.748644546597494,0.835955976951077,0.725441066063018,0.593449841655911,-0.128048044462183,-0.548925615971836,-0.430725891036401,0.0624447768791009,-0.603480292707149,-0.0708185125260195,-0.63596278200943,-0.747063292391668,-0.422509116801899,-0.592193253547834,-0.183837568358024,0.375030412294772,0.293084870405884,-0.0876720988271573,0.768053980092573,0.185549312134414,0.669641202175983,-0.254678203784157,-0.0056075302001205,0.341569696366476,0.723812365920362,0.356954140858593,0.217323220402161,0.753387622120338,-0.104267847147668,0.304054864548737,0.572277129378553,-0.0968069285276879,-0.528741588972028,-0.723286735618835
mild,0.0145551371566147,0.353304923102,0.233656952762052,-0.491244885175078,-0.548311632116435,0.411035646653683,0.365705480965943,0.20339266386714,-0.0931171788127572,-0.475104429980707,-0.207764096229956,0.293114973262032,-0.547017461835355,0.628888426169339,-0.650944934820726,-0.283414817550055,-0.290538297749501,-0.263217615476382,-0.259913730031377,-0.348245918370161,-0.492697953666798,-0.0718582887700535,0.566441490712042,-0.192391377622975,0.438641565664888,-0.317444499693202,0.255924348080252,0.228275401069519,0.440890456502188,-0.388520075717315,0.447526737967914,0.467024423972398,-0.0185652664308126,0.486392141211723,0.371855938458822,-0.110294117647059,0.0333732339453695,-0.441915583973882
mild,-0.544613004818694,0.693391702841022,-0.229196288385322,-0.851709366536805,-0.826090957088135,0.689540070121408,0.726565747840846,0.654018445322793,0.0605029493408657,-0.589684088445861,-0.674758069776676,0.308168642951252,-0.791053697377541,0.0966563041541405,-0.780935584210802,-0.767874851768615,-0.610726798765981,-0.772431156924454,0.0455462479712647,0.262461797965938,0.258487061651587,-0.314673280051214,0.70337765295968,0.248725366653222,0.657701634130457,-0.516384600784486,0.186880377184567,0.304347826086956,0.756250457916637,0.476154560887114,0.417391304347826,0.728554493082184,0.139296523215068,0.469211823557656,0.505010717404729,-0.486486592185216,-0.721003977200655,-0.830474856031223
moderate,-0.143043761665793,-0.149876127061357,0.245755651923027,0.210327196444335,0.369117812941555,-0.490564640348487,-0.238876312212785,0.418651276732057,0.0572577523414609,0.409354374082036,-0.0373385021409239,0.282758620689655,0.340456112979701,-0.171489062720112,0.108014394812596,0.070513250036439,0.154173538066966,0.311483494427434,-0.282364112469244,-0.0789140854484628,-0.34853379120341,0.132218834785589,-0.504417475347797,-0.155840302510348,-0.0064080303235274,0.0164757449665762,0.0219039096491931,-0.251302442456677,-0.371160918427558,-0.228939083043021,-0.0442714126807564,-0.122837342468401,-0.139452124463747,-0.49305042642929,-0.0841587982489934,0.0949944382647386,0.298450510216075,0.0144669500199807
moderate,0.198152636317589,0.194368023209216,0.212834539846393,-0.178840998013558,-0.150999866741753,0.260803413755459,0.346044146927596,0.358511474580615,0.0668343783976678,-0.0483615839791284,0.007904690688928,0.227362538907022,-0.246992286608839,0.281653516537391,-0.27824676358364,0.0305670235325764,-0.0376064796230768,-0.014012426943061,0.0900693801443585,0.0534975397248364,-0.0263185947684648,-0.138886620998603,0.352070927126956,-0.0200177527758014,0.170885007839723,-0.0215353344850098,-0.0754435609222552,0.167715077648798,0.319352540750199,-0.0315041576716694,0.314035026094396,0.28562466823277,-0.108351101272353,0.302740214710809,0.0537848724149172,-0.104790779747079,-0.175386734416361,-0.158583347558963
moderate,-0.630430197401049,0.359634020910465,-0.181099796934971,-0.328521443728822,-0.784869656652535,0.493263680927868,0.689035616551461,0.374770835612343,-0.232139481704624,-0.276994711537921,-0.174747059475126,-0.152126099706745,0.11308348378015,0.0056249002545947,-0.621799562979186,-0.521736614198138,0.119082146722589,-0.465519349813612,-0.176530839276954,0.233637536581216,0.277196961228462,-0.317662336770661,0.263163758517613,0.124395418466191,0.228309573059045,-0.345439431526465,0.0549509486410409,0.188250390305805,0.651089998057947,0.280549899097979,0.0650719460161252,0.446644694496902,-0.243806311562379,0.0974163431073927,0.17030015077948,-0.602714848603415,-0.533067470281593,-0.683853993601888
