group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD95,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,CD62,FCERIA,CD303,CD98,CD18,CD38,CD304,CD36,CD305,CD319,CD371,IgLambdaLight,CD328,CD101,CD224
healthy,0.554920795148936,-0.0123237547857602,-0.156719472061073,0.462527259762618,0.424022294086391,0.239452952412401,0.222089678539651,0.322154220257462,-0.487532696084612,-0.0686313086791491,-0.460311107112737,0.0488243346854324,-0.253255755129217,-0.559623513751893,-0.118972522839646,-0.395174256258969,0.0217449571303302,-0.112645838745709,0.163243733011175,0.299187076133217,-0.179009874988287,0.575419680576287,0.265042996541765,-0.204079880346845,0.325501209177135,0.453818414921288,0.414446039460605,0.644434471562119,0.129628677118754,0.282392026578073,-0.23449242964198,-0.322647664632593,-0.1480597856931,-0.123471456039793
healthy,0.0431372549019608,-0.282907136843113,-0.369026019131993,0.233138888855117,0.611961459736741,-0.137660376337755,0.529450527560982,0.514532807558294,-0.181508816401522,-0.369123928136693,-0.531849265758957,-0.127732945351859,-0.699194809666849,-0.465270945105543,-0.586366667451974,-0.191724045689348,-0.439271119276879,0.423841562279709,0.320168067226891,0.18316126041852,-0.0597476043460889,0.539931371302507,0.291962378906215,-0.119271227603998,-0.153221288515406,0.426804747196733,0.0050420168067226,0.382072829131653,0.213313229117887,0.0081232492997198,0.0994081067733844,-0.392386971919611,-0.391525591932223,0.0517138544409972
healthy,-0.0926868043534286,-0.314077923163778,-0.59282642564383,0.61660539165582,0.444215412866659,0.132290950646432,0.399855919312971,0.349768267193648,-0.321558962820046,-0.431889112888113,-0.31212421990691,-0.403597123737245,-0.337693015487194,-0.195955549545385,-0.259309862511513,-0.0641200684546927,-0.541885506328632,0.0035364451565099,0.270684273709484,-0.125402429982518,-0.495348523869763,0.511447614382649,0.447299295760236,-0.426262719048371,0.197599039615846,0.555336693947144,-0.397895000676044,0.376162574467284,0.335638609871727,-0.524897959183674,-0.0089604094440386,-0.585735417926754,-0.62581527803939,-0.18258189723174
healthy,0.78224055970982,-0.546317129807658,-0.557009055520538,0.828633552532621,0.737797559019572,0.139787868666024,0.56570916063764,0.354029543347337,-0.572190891856621,-0.467093972591934,-0.698408473152727,-0.282114784972388,-0.601053782428215,-0.442346978996511,-0.473380418494961,-0.440509700252331,-0.346148400269784,-0.45818275315421,0.506854838709678,0.45619982416688,-0.388496666006554,0.793791572926325,0.21660467137145,-0.381388328970655,0.271774193548387,0.766272258973706,0.160145232876309,0.817668481209771,0.561213743854792,-0.404195272901919,-0.265361388801511,-0.225362381344813,-0.537778875174827,-0.0529574547240819
healthy,0.305607785309031,-0.178893178893179,-0.160659119640106,0.225524796976847,0.0288586233098335,0.109377551258349,0.246639253267737,-0.168372424751379,-0.143509878667722,-0.0267209475091051,-0.0730310259092599,0.031620457417646,-0.0126411157283141,-0.306334167745066,-0.10193452679441,-0.134318753878232,0.107583431117983,-0.058251665569849,-0.137194337194337,0.25590106076875,-0.245876492816548,-0.158736132548954,-0.0284225404888586,0.0874215836598269,-0.378608561789841,-0.115272255772888,-0.0369416004219707,-0.0613640298782207,-0.252827059731489,-0.219876423353607,0.11744443069187,-0.10150521651648,-0.147070217224961,-0.136969128107978
healthy,0.292895561223374,-0.728563491463116,-0.71704331632855,0.745462014816838,0.520010347428302,0.158380329503383,0.513859412180848,0.565580347297793,-0.739965130808698,-0.546717003096805,-0.530350794597247,-0.676501298254405,-0.7948269142076,-0.562516309804103,-0.826902957685132,-0.602974059756716,-0.605108080613297,-0.179197277654248,0.15931565712115,-0.0292750211105599,-0.71769484561667,0.728152161193763,0.338785037845282,-0.600501926818652,0.135314168113705,0.630136847281902,-0.168798383671878,0.513884983948193,0.63634247493454,-0.530826592909923,-0.191300300082108,-0.638227999747024,-0.76457102054937,-0.661146465957779
healthy,0.472781481937469,-0.49850066587507,-0.602842656738566,0.80729633682422,0.710342294081397,0.305972704851624,0.851861709236371,0.375305759850024,-0.49947415637967,-0.473999917990036,-0.374236555151651,-0.197970611216886,-0.468114738644654,-0.698921880661833,-0.385383945080286,-0.610883002955312,-0.41274997511293,-0.355877241905745,0.323212393799727,0.101739342310689,-0.380785341810399,0.742278603211622,0.583026824657142,-0.324937380980474,0.267982096669405,0.734052964154954,0.393594061662515,0.697293451726264,0.172817599344047,-0.0959845080840925,0.0108110316223457,-0.480935752016063,-0.58878238780047,-0.332119998146615
healthy,0.402051326355138,-0.687610686342589,-0.693220459151375,0.529469487085524,0.563616192178264,-0.0079809406070628,0.424758402438587,0.560763450968085,-0.267291098819751,-0.285238454372068,-0.480081201883951,-0.264109139017678,-0.519612470076958,-0.584633448872637,-0.405672919645333,-0.555774884217956,-0.494106003943925,-0.379841854774769,0.29983395125051,-0.0631392015345966,-0.373055144182079,0.766738937993439,0.584007106503422,-0.52423813777497,-0.0463499165809582,0.530023498276185,0.0625898879630279,0.59267512125678,0.396172014222352,-0.56259385181895,0.147955723815289,-0.486209364566289,-0.689168264141858,-0.108036889098595
mild,0.273732819298401,-0.330747955070363,-0.662272708221181,0.56517168121554,0.338972269221003,0.197806933207995,0.564259660809787,0.344394331352356,-0.182285214990117,-0.284178106370736,-0.432976440761806,-0.230674131029188,-0.609495798358327,-0.498506606224944,-0.354929711644899,-0.34636931056362,-0.266549239259964,-0.479067597101659,0.330235652293598,-0.0522762264498687,-0.232305031784542,0.52666422062662,0.189831413816838,-0.364998447207451,0.0462828576036123,0.474578534542096,0.250034616022225,0.460284439881887,0.0200624433365847,-0.537698115407445,-0.118125060556409,-0.307452171419148,-0.648423052711114,0.118399600830933
mild,-0.483099502034624,0.381759528860572,0.470399365578145,-0.727780978668305,-0.548243157507277,-0.340588293124044,-0.614752199608469,-0.404929217757459,0.478677966979451,0.325362971754677,0.553294603031252,0.260343845221926,0.239037753164476,0.0334008491558564,0.0991950380810429,0.419515669409216,0.0232208955786692,0.129196715914476,-0.42080967592992,0.0503763509460071,0.101933834424251,-0.652341879054148,-0.370188326470385,-0.0995266234487604,-0.237701036033663,-0.509856922647952,-0.26151029824688,-0.561716644992608,-0.355129116823487,0.324670562401344,0.142253302083166,0.269861894908536,0.530480385252265,-0.120318905289227
