group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD39,CD244,CD235ab,CD54,FCERIA,CD2,CD303,CD98,CD38,CD45,CD71,CD304,CD49d,CD305,CD328,CD101
healthy,-0.0461169824289985,0.237024363517536,0.335405424014709,-0.259713655127914,0.0589266276340646,0.0282163116177425,0.406421872294875,-0.113687672332929,0.375657580954715,0.287342902294972,-0.170341286620356,0.552955225477077,0.475085052780324,0.181433917714086,0.115640143042922,0.298666601998564,-0.179994973052448,-0.374056176381758,0.598741326949701,0.576663969127662,-0.406615752141546,-0.119965895990782,0.0626840563891542,-0.0571601163241976,0.0422806541734596,-0.299826098846874,-0.198127453941407,-0.211609936172896,0.471955545959449,0.299305283988204
healthy,-0.589075630252101,0.231801331477905,0.132305568575997,-0.790162842327481,-0.474302294652302,-0.45251101838479,-0.0698153434127193,-0.606735803848444,0.203365141183524,0.446737734218415,-0.363025210084034,0.348414101780636,0.444086984533382,0.392669467939712,0.359500298532059,-0.0572230576835781,0.0426816859464241,-0.370868347338936,-0.0437588088168538,-0.153889315991997,-0.675866138266537,-0.497902818516533,-0.2296918767507,-0.636319071523331,-0.254369690370571,-0.659000580856849,-0.458823529411765,-0.705602240896359,0.399449372422124,0.320377544459833
healthy,-0.302725104842131,0.181474839172977,0.667067970067066,-0.443991615723838,-0.361991548113747,-0.277252013739656,0.0689364583248443,-0.247835475713567,0.331213938433919,0.317293336271419,0.0563265306122449,0.597299250529442,0.511326408759604,0.416327285775338,0.478248931631994,0.292787135490704,-0.122650084470001,0.0912845138055222,0.267684198894634,0.0743962776639013,-0.446371924802122,-0.31202669853933,-0.0125330132052821,-0.20929960544334,-0.0510172693810743,-0.42383296482046,0.226218487394958,-0.380535999058637,0.361406991471159,0.666653396991094
healthy,0.642179943497587,-0.0807265799494138,-0.233891198031871,0.395539858327147,0.432029079119716,0.61447021489861,-0.236627221923094,-0.0511165650822358,-0.152881620290536,-0.0851527473377914,0.643145161290323,-0.193569465254308,0.0058153095742881,-0.344745798971712,-0.278304101055221,0.075515865624894,-0.658805281231456,0.5375,0.0649848968592781,0.562903225806452,0.489550900376166,0.249377522450697,0.237096774193548,0.640790405514786,-0.494222854261014,0.458889280564101,0.594758064516129,0.587333650045105,0.184311241248546,-0.199192325665807
healthy,0.312841105671374,-0.0501930501930502,0.103244081691799,0.188382679939191,-0.119977054315882,0.304222919429407,0.107403242503789,-0.236168401089324,0.133084497347466,-0.0187046632563735,0.0535392535392535,0.0653851784313952,-0.142535029385583,-0.0925821585736372,0.0740176562797196,0.0705081253518097,-0.300377871223869,0.137709137709138,-0.257989904936441,0.106076213608532,-0.344887247478431,-0.156323972688722,-0.378093097444314,0.0273196103129497,-0.0682929486712575,-0.27624329655358,0.112483912483912,-0.0062669647535204,0.0698672269529021,-0.0323245398629293
healthy,0.487536143806918,-0.285856963449699,-0.388401154857847,0.576747953822581,0.72809169654772,0.418676442214933,-0.010452414868276,0.442869290200851,-0.495503149831975,-0.185506061146069,0.116760858908356,-0.51376617578327,-0.425419428599289,-0.290256862125296,-0.549413369621477,-0.263745577683756,0.0,0.347944237428802,-0.259117894300448,-0.292712895576125,0.562688555432253,0.597647675711844,0.490288764550775,0.40600681715866,0.431275955734474,0.612806821143423,0.431699787767702,0.557888597946261,-0.425757772805322,-0.430818559606715
healthy,-0.172909008764958,0.732955817996223,0.77426144597096,-0.659550763293321,-0.538065839634071,-0.45595506922852,0.293968004363668,-0.548716704107505,0.791401863728543,0.609292853005537,0.27734746072342,0.690040764131614,0.673628526342307,0.60543515959762,0.712431230104348,0.586472237406845,0.0072165465570032,-0.311081881167858,0.623553074032194,0.583270245765429,-0.756633362836003,-0.616126953148633,-0.100045675031474,-0.218671783135813,-0.100322665147801,-0.721296607705234,-0.364632809645597,-0.521825333324961,0.687865194076457,0.794401265409642
healthy,0.154588593837443,-0.491797364678197,-0.490911358818375,0.477940351860961,0.389666868650739,0.352561349149729,-0.0047228985314158,0.200693495998548,-0.454675857322165,-0.267841378934966,0.251861471861472,-0.268049700506634,-0.558571431533512,-0.268574454877935,-0.260170043411354,-0.33026022360215,-0.135339063220405,0.287941521156358,-0.404386019997045,-0.12815261927344,0.471945862155858,0.419596377155771,-0.0652066365140549,0.253736716317595,0.207277482896107,0.452720260288817,0.245519425119895,0.393219527213788,-0.34588318984641,-0.425336383983807
mild,-0.0239748296466013,-0.141980441419022,-0.0908731782590394,0.205226275653924,0.0587299685085649,0.290091379837606,0.310136739520973,0.0186125783944903,0.0581120412259061,0.216075250673608,-0.114255765199161,0.0014844407568721,-0.0233903688492014,0.120597292716319,-0.28301233093647,-0.0276814077388031,-0.0630207426990197,-0.169129356778372,0.222295040924672,0.632132667746205,-0.043283543531179,-0.0088056088930927,0.114497661667473,0.396674454152858,0.031247619270152,-0.0795423786751745,0.12844702467344,-0.188569703887073,-0.0962814457034746,-0.0195191051340717
mild,0.337288753735889,-0.375251325258647,-0.402893450640813,0.446521689323338,0.519208111023983,0.396815792530521,0.102091702673596,0.481243781538472,-0.295298519953168,-0.112855784681448,0.128264140922369,-0.340757504689672,-0.435562852957164,-0.0861866890398158,-0.0344214612586273,-0.13714960736574,0.369055534916901,0.482148507062072,-0.0564306322280792,-0.0689420407672029,0.589290647378987,0.347843551456193,0.0640387562091435,0.348887279291328,0.385718976440553,0.384182895884113,0.167630898414423,0.397770760318004,-0.116033817281831,-0.383380478762963
