group,CD47,CD3,CD33,CD11c,CD10,CD45RA,CD123,CD4,CD146,CD5,CD183,CD32,CD185,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD370,CD54,CD2,CD303,CD49b,CD98,CD38,CD45,CD304,CD36,CD49d,CD305,CD158e1,CD319,CD328,CD101
healthy,0.310531128395263,-0.0086648313609255,-0.564019697556879,-0.586883745543352,0.330919399327728,0.689971571186163,0.352000860311423,0.225427091741749,-0.0791036171702553,0.0127055853554168,0.238297817317678,-0.410772229041503,0.343804690076587,-0.459570169819598,-0.123376623376623,-0.559692979539938,0.607515450872788,-0.316108670085437,-0.0694788748436885,-0.106936392124351,-0.494909077301968,-0.242344857911878,0.394918816024229,0.319238900634249,-0.414537256954528,0.553443320081953,0.146810488143396,0.393172252318902,0.0905689638980264,0.317967304942135,0.144813966109715,-0.068872072443307,0.37133796436122,0.328863662607114,0.550364506292892,0.27082944744467,-0.219232963858956,-0.66171801761609
healthy,0.150980392156863,-0.413104841731159,0.661427057899704,0.387105911447993,0.201186954040739,-0.26669454870285,-0.101350309496227,-0.261706651650403,-0.288675134594813,-0.496363394550482,-0.289036349239992,0.684204286387556,0.0357603314686256,0.0666134241173834,0.328571428571429,0.50634867844707,-0.0026394397281465,0.715060073420334,0.308485653949759,0.65296703809055,0.271219381706882,0.465358101456157,0.0,0.223529411764706,0.133847264819997,-0.176677120087703,0.326281565069776,0.0643281402440422,0.0176470588235294,0.080117655494463,-0.0446125126699466,0.476190476190476,0.361624649859944,-0.0358543417366947,0.0997828603882618,-0.103550111222275,0.264416274814079,0.418857713139438
healthy,0.0861322110649462,-0.261923367729536,0.0258273311602112,0.20930922465955,-0.0315977715930737,-0.209737152699412,-0.20369093768335,-0.421282777418653,0.121014708597262,-0.257094718432852,-0.121102072020699,0.132031791519716,0.228024499531896,0.045320064864101,-0.129315726290516,-0.173656009771709,0.23904516524745,0.221260486665149,0.138454707530838,0.248494756181858,0.194095786164355,0.264304957429778,0.188742064529231,-0.195486194477791,-0.0548360160300461,-0.256057373167739,0.24972186577815,-0.249569049242438,-0.104729891956783,-0.253610566687602,-0.191865125514112,0.193124156901431,-0.05968787515006,-0.300372568087457,0.26406295660169,0.0058568589490401,0.236785602349478,0.0787385901957985
healthy,0.149545989356289,0.171901381290679,-0.349142458281215,-0.293780293721693,0.18859440769818,0.402887347955516,0.368697085261831,0.190593000472338,0.0,0.261898090283813,0.276408092666905,-0.421742400801478,-0.102062072615966,-0.473947730304488,0.305241935483871,-0.357816437360983,0.0882285780109278,-0.47145545477265,0.0779133883459763,-0.516082260369507,-0.0647991638277827,-0.236344249712506,0.244948974278318,0.25,0.0685483870967742,0.466669990291815,0.0993761293783031,-0.0757465233553466,0.250806451612903,0.198205465267789,0.493852273368985,-0.24283987453788,0.418951612903226,0.432835856111537,-0.0408248290463863,0.351270071868731,-0.42056474139441,-0.233535830090947
healthy,0.015241639334939,-0.283242043596514,-0.26023166023166,-0.231462417558423,0.0482741298845034,0.194528497866285,-0.0831021467533167,-0.0257508979015108,-0.0324918309695087,-0.110250075437624,0.0108026555703319,-0.257545531133733,0.201152896826869,-0.0873774983547736,-0.155212355212355,-0.203274082945991,0.130685290762065,-0.132731715147298,0.0958605636222788,-0.237984792650918,-0.269672719732405,-0.12228346463229,-0.071893535347381,-0.0924066924066924,-0.210607627989755,0.0917217311743422,-0.0171107912889428,0.178894813665169,0.131958872455003,-0.310051803834703,-0.0662046500754072,-0.135883089664032,-0.138223938223938,0.35591137329368,0.235227317956339,0.0676913145198097,0.0271559410420714,-0.316291115152806
healthy,-0.280067783136232,-0.0969722753150467,0.459733702167779,0.608927991535702,-0.480534977371127,-0.667324195133368,-0.728928139818762,-0.369991639333719,-0.02569705523491,0.006761041587658,-0.560957494581709,0.57155082148674,-0.241473327384467,0.293156234596816,0.079780691531708,0.820046112666828,-0.477871309513721,0.57178050915991,0.531700592982058,0.507014681191681,0.704905889307782,0.397283549466754,-0.277694326492137,-0.188242672377604,0.324031308529233,-0.733464618387359,0.0044847110507241,-0.413688654857597,-0.345520612258023,-0.323975818380603,-0.699146099349033,-0.139194239665303,-0.275934143674834,-0.82541769979631,-0.123292557773994,-0.691843752565024,0.597852445004294,0.593870240554621
healthy,-0.103789337253579,0.0523743525843499,0.706913373642048,0.751613944809104,-0.559928965626153,-0.660571915343835,-0.541370543283414,-0.485686899521286,-0.052793346357613,0.221191060580663,-0.529648597549315,0.737980366115458,-0.0283249452362376,0.563802834440123,0.319181585677749,0.626949232532069,-0.279635156778876,0.538088905082964,0.677193739294108,0.39697415015289,0.758313239305262,0.561517969509243,-0.190644881017557,-0.168950272318555,0.576661055793156,-0.73286635064354,-0.129992191491885,-0.547371598527712,-0.102128437440822,-0.258627935673037,-0.723992210482462,-0.210653914129487,-0.314249177932042,-0.497977787379398,-0.106224671173048,-0.414351630572623,0.678258030735544,0.747259466612576
healthy,-0.321181328048524,0.151394184738505,0.0217287780597556,0.210486599958863,-0.220013940543852,-0.405296467439351,-0.469308970952267,-0.338168944197859,-0.0384224218748624,0.0889648139673137,-0.159543599088415,0.430584785645643,0.122058334757124,-0.0136588065837371,-0.273518862090291,0.404273395959419,-0.195870463441233,0.344542921506422,0.162871155971976,0.01221655595096,0.183403158852632,-0.0009476620476388,0.198450573709335,-0.284125801256155,0.0371464103397057,-0.325643687137924,0.0931017005888743,-0.426272569014398,-0.390782011579392,-0.312633033168999,-0.247207188497862,-0.158664931287834,-0.315130675728196,-0.440806761375658,0.13934216234444,-0.23559834523625,0.1166461734848,0.112331693498717
mild,-0.382628594359899,0.0387264397454595,0.434122670221188,0.564596190413337,-0.342101041558033,-0.41897973175851,-0.47136146293884,-0.508084261259178,0.0026380286476617,0.119558753812649,-0.503833868791251,0.300768512867559,0.12027288465566,0.368703527643056,-0.241815836155459,0.206686545383321,-0.0882169879749201,0.417492842553012,0.509683521197981,0.448905886744388,0.350156471793091,0.468480481123574,-0.122456675131474,-0.448686677374613,0.221857594765482,-0.642278100698864,-0.230654468177188,-0.378057385128306,-0.295274955652314,-0.119309084908002,-0.602624736788615,-0.230935312722441,-0.182551201419126,-0.491685816085685,0.0704190605407208,-0.170686694086384,0.191294175431354,0.55609201597733
mild,-0.139815574103212,-0.27038957330454,0.309482877140757,0.251328349097326,-0.184003209632883,-0.22672803148568,0.0260514629701081,0.0240321667282955,-0.0101261960052385,-0.39241663262536,0.164960541417246,0.0773266223689224,-0.049573538036809,-0.0124917221457245,0.196524993993348,0.487548117021717,0.0765076613314211,0.199134179602509,0.383657023732581,0.0796442546690811,0.237714585146034,0.0854147243943049,0.0840267274941196,0.0886693907355714,-0.0190407731115593,-0.125941161165819,-0.229122663808237,0.138748529217923,0.170829042338671,-0.151574600395652,-0.0211740862977242,-0.106228627932201,0.154239142121358,-0.0929344774282739,-0.021768145009304,-0.064464438398646,0.117665224203193,0.205780074376706
