group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD32,CD95,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD11a,CD244,ITGB7,FCERIA,CD2,CD303,CD98,CD18,CD38,CD45,CD304,CD49d,CD305,CD319,CD99,CD371,CD328,CD101,CD224
healthy,-0.367722254631225,0.619060761876102,0.642254424169086,-0.681865262622747,-0.412330502889156,-0.154886312697393,-0.19042692125279,0.416074003041478,0.343399916830778,0.0504379341588644,0.546523732962528,0.0929018590542256,0.512735331910578,0.362867835428172,0.361392540195137,0.478465894171612,0.0422992703329655,0.410925903650198,0.0921226927824494,0.4541858761465,0.222597670694582,-0.517771546525932,-0.358477973226894,0.0378039537389487,0.0986229153856025,-0.335409823926137,-0.282693178912767,-0.198278465720326,-0.24380476669448,-0.103936506879001,-0.242789454654769,0.345212926608275,0.3806343184397,0.623034364591766,0.569656086932606
healthy,-0.0980392156862745,-0.4950523893344,-0.236860604759995,0.0285952579571983,0.0330210458302236,0.127062510592068,0.0014582839355137,-0.081201312600681,-0.277759644599548,-0.289635854341737,-0.310092777201447,-0.263076921126239,-0.448018200330706,-0.608778923316603,-0.435878170392043,-0.171602231581523,-0.656862745098039,-0.423282323747644,-0.159101402636532,-0.110519042781028,-0.216257936771996,0.172869423534089,0.124136739018948,-0.655501212107988,-0.366386554621849,-0.02157013801774,0.0955480586316966,-0.214005602240896,-0.294957983193277,0.174194298211694,-0.273871965952492,-0.365266106442577,-0.406229276904536,-0.186534682878108,-0.0334736964792502
healthy,-0.145317760832798,-0.233617730815899,-0.454344788377691,0.428407738310772,0.562731868640892,0.296949349666404,0.08598890620281,-0.273380634506819,-0.168059703778428,0.259735894357743,-0.154151347913955,-0.181809081683523,-0.511906637308551,-0.205876130328464,-0.247382922820865,-0.145595944912159,0.115102040816327,-0.428536092621761,0.0413231194315476,-0.360565064300094,-0.278601564352478,0.571610786855979,0.413193443715367,-0.259780158047427,0.210948379351741,0.211750645598934,0.438049584185507,0.206530612244898,0.550042246681751,0.118412930435049,0.213814220286995,-0.300072028811525,-0.403046714877408,-0.440213732709354,-0.206879295708552
healthy,-0.49505575153978,0.550958908154749,0.443705360972226,-0.628618557093712,-0.68939093951036,-0.646640371029291,-0.0009189406676625,0.536099474864956,0.567408062748405,-0.596774193548387,0.473876095553714,0.285331077309207,0.387756534828431,0.232902386668617,0.521369155077784,0.30924985557554,-0.238306451612903,0.247773678023301,0.0694950913073405,0.337235287738676,-0.218145161290323,-0.76613332996722,-0.0497018734910441,0.238544742629391,-0.411290322580645,-0.494203047173298,-0.792494503577368,-0.646370967741935,-0.597821750938767,-0.563417050757194,-0.299870951328501,0.480435698628928,0.460359213936709,0.50060708214997,-0.0505700284865208
healthy,0.528032386451106,0.376319176319176,0.221936155656685,0.331606958587994,0.172350111433728,0.242239602369991,0.338255513138439,0.35600746582504,0.464944486658428,0.449420849420849,0.380446824502029,0.235428678409564,0.549114588320747,0.0326529142844698,0.278428451055178,0.238745761951193,0.53976833976834,0.416934578879244,0.378635826204019,0.446907587572216,0.658599403909283,-0.164151437710539,-0.0735642224417517,0.405200337319435,0.247938350198657,0.201804291273959,0.0568305403302168,0.280823680823681,0.383329344090332,-0.25248860315889,0.614832230799233,0.419927923290086,0.208019781380527,0.380940194878665,0.173027288727313
healthy,0.333522230265692,-0.625499197243328,-0.663357128755884,0.731317862026453,0.652071871567945,0.537751623898643,0.260921806098414,-0.665304248755781,-0.427474735953237,-0.194965873743146,-0.568810233529854,-0.566808686776345,-0.698566481616417,-0.485218062145443,-0.693236625449456,-0.628646977334367,-0.313792327396385,-0.532373536418175,-0.207035005035507,-0.595863184387029,-0.199015156514974,0.723098848253513,0.366783659257183,-0.391712818008353,0.253135249855296,0.341211653482539,0.715388141783752,0.184545629944048,0.667567806949857,0.663938452546194,0.118130463452419,-0.41660704304486,-0.581571452079695,-0.61489719426356,-0.633289355596446
healthy,0.20450343488483,-0.739868770219452,-0.765511275067515,0.619404359529581,0.509375003405676,0.572872248216299,-0.205658426836582,-0.771298609195799,-0.630443053624015,-0.326963829009865,-0.689751971646416,-0.276857141993697,-0.638283470812348,-0.657694125246149,-0.395010361253545,-0.72002881644214,-0.322784584229639,-0.624795533704065,-0.655688450658359,-0.667232804407614,-0.569202640293718,0.736734399644122,0.537499630381126,-0.528322339620683,0.0341280717601888,0.278213210259183,0.72070230158112,0.333175009134088,0.48303185996651,0.387009978237548,0.343341775732057,-0.336512112468402,-0.722077477156223,-0.828948491832914,-0.306410867168441
healthy,0.472516840172171,-0.655461026998109,-0.698074682673577,0.730656712286752,0.654016489829789,0.60760441343649,-0.173997257483577,-0.340511398416658,-0.312391820226126,0.41552257266543,-0.495486206644513,-0.274395596532945,-0.579506674166749,-0.5634777761954,-0.31164419875369,-0.466409244245289,-0.07466379892961,-0.497048743986593,-0.38176672903883,-0.398102476698577,-0.33170271558216,0.7663369271319,0.634010110674644,-0.471187905238369,0.0564711743928172,0.541623397868357,0.587830954827424,0.424940320877537,0.731737244175464,0.36134524502302,0.377086416419045,-0.555496847166364,-0.482043196948113,-0.690216751530479,-0.132018808000954
mild,0.265095422759053,-0.147519894415563,-0.429663289362036,0.662988280039005,0.605642518387344,0.220094407160156,-0.0238950991255085,-0.176093291230985,-0.455048975512627,0.301564263828415,-0.437167802898857,-0.181667926812299,-0.486149464786639,-0.4201872092762,-0.272469216645128,-0.254630899134434,-0.0567764840767101,-0.310721698417629,-0.363838268914538,-0.0794695615826257,-0.0647544555202735,0.561635030631943,0.283433576857227,-0.0648614854903765,0.215126592485083,0.0815305654648731,0.554656060719061,0.144170295113691,0.663545790219066,0.206861462382402,0.160792109478178,-0.309573978770087,-0.500109041787252,-0.465299829855777,-0.102599127322327
mild,-0.530325757959615,0.377335984224889,0.428597918438956,-0.595220920686812,-0.593991438042786,-0.556160332914549,-0.153652501812292,0.31079278107761,0.084228361163421,-0.221993196676741,0.443387730849784,0.0910887683879661,0.182814641184217,0.0882399676629899,0.033885473924059,0.161400745550102,-0.282500097113173,-0.037306118266662,0.187215975536446,0.0128746391348966,-0.069993527239764,-0.67114254478105,-0.43007100523261,-0.0235680676746936,-0.311807904022873,-0.555423487710246,-0.487380869878847,-0.222980961959982,-0.468616758445144,-0.265280222929695,-0.496290846920908,0.220236740708893,0.213252074737294,0.453893064337626,-0.153937624079829
