group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD44,CD5,CD183,CD32,CD95,HLA-DR,CD1C,CD141,CD1d,CD366,CD39,CD244,CD54,CD41,CD303,CD98,CD38,CD304,CD36,CD49d,CD305,CD319,CD371,CD328,CD101
healthy,-0.247878780555867,0.35255011390184,0.417514610923458,-0.283564909170274,-0.204840181775558,-0.611201717784326,-0.160703654200712,0.218661555375938,-0.366901124347179,0.106112317303838,0.0910216647021339,-0.233917245545153,0.380529973777495,-0.491810088134779,0.481693060954205,0.600127573977362,0.280148811650827,0.191478562433862,-0.199637571730595,-0.299002622665712,-0.45269179298474,-0.289976736758784,0.140564247660527,-0.507868698046745,-0.142446863489571,-0.327997583811537,-0.320565233737589,-0.17846503377283,0.338417396556931,0.469939967083801,0.370907967233228
healthy,-0.4,-0.37725631597888,-0.354449981915993,-0.302584515322599,0.0448857506090485,0.0977187926763307,-0.218502696803081,0.503472528736112,0.0224494251836887,-0.390663712494185,0.0412514323662695,-0.314565826330532,-0.137083267704229,-0.127624673913908,-0.390594369576943,0.105653511517591,-0.0277737715854487,-0.601403116047017,-0.147058823529412,-0.461033504804035,-0.145454008348066,-0.324503077483997,0.0341736694677871,-0.192852515400005,-0.603641456582633,-0.217647058823529,-0.163305322128852,0.047402939803975,-0.382633053221289,-0.147462922492467,-0.126939387668562
healthy,-0.22494393115214,0.10677575283059,-0.236524713094493,0.0572732310021584,0.203887645493764,0.0211866466919405,-0.20818772196724,-0.1845249260431,0.249428175580444,-0.179534271539972,0.215706586441853,-0.160528211284514,-0.319270966236469,0.222619472123297,0.0309938749895893,-0.153191104228034,-0.115850018418516,0.0394405753826719,-0.0667947178871549,-0.0757626798938551,0.205597938190108,0.115656501336204,-0.085906362545018,0.210702146172799,0.0441268869031344,0.167923169267707,0.105442786301421,0.206091848563254,0.0962785114045618,-0.211275688367581,-0.118517229646398
healthy,-0.794753179601979,0.515641029426881,0.573802281676805,-0.809040246856972,-0.760387314790537,-0.558627679728371,-0.253885093940906,-0.0179193430194188,-0.354029543347337,0.567730154925067,0.416210013816912,-0.545564516129032,0.653091892833657,-0.216160016126773,0.548923685887275,0.500991464848321,0.488901383495515,0.346556594138027,-0.479838709677419,-0.448561233595725,-0.789768555768637,-0.193164486493577,-0.268951612903226,-0.772585021563476,-0.240419543562419,-0.498387096774194,-0.805566826332468,-0.533200270381389,0.384832625098235,0.203580143742712,0.552324359401945
healthy,-0.365024345428284,0.15958815958816,0.0728630302213944,-0.538159882833376,-0.154179867127536,-0.550991574194136,-0.10023315359248,-0.705626363100194,0.0059600858319072,0.0841753010302154,-0.163264989280632,-0.127927927927928,-0.343799486590884,0.187499001377573,-0.0519833636582713,0.190803173830938,-0.143894464655679,0.0148301223064692,-0.252509652509653,-0.0170809976030122,-0.01421517604916,0.0214562315455109,0.167010447950863,-0.008788227886116,0.153449724829725,-0.238095238095238,-0.169991418939241,0.172951308598114,0.0679711660015835,-0.033483538954787,0.0780425145694627
healthy,0.60872319307238,-0.441258091648679,-0.554724969425633,0.667477519282857,0.623568458562409,0.545404849186443,-0.0672258122269733,0.144235553870039,0.573131006734064,-0.548168903781182,-0.27700545237311,-0.0003858800074085,-0.688310363614124,0.60647530155103,-0.495999645113294,-0.567177510667942,-0.577495144075117,-0.388246294475629,0.264893634983228,-0.0754112041365938,0.668851317886388,0.375119651513028,0.275966300083607,0.613311956434454,0.12282981621009,0.297993440092611,0.709351128907072,0.639722926955824,-0.382318662263064,-0.395059274098097,-0.607086721819104
healthy,-0.0828484198253439,-0.504279747627822,-0.467674575534728,0.163308687189664,0.129277753555296,0.051477913911937,0.0141550926475642,-0.540742226405169,0.321224256634117,-0.425350424582957,-0.326859832897399,-0.167774936061381,-0.475063638150374,0.246089840679872,-0.535413533075899,-0.303655418379212,-0.478499693693868,-0.36406192646095,0.168694508498003,0.0151506823101838,0.4207147962966,0.343970341107484,0.0019548734894754,0.384961791894471,0.15943653041952,0.198976982097187,0.189424977088338,0.207091278375382,-0.0598852716976884,-0.436769754613147,-0.472139263040526
healthy,-0.285827588762222,0.30265836936045,0.415384619503705,-0.616443959409824,-0.513719556318132,-0.576456948315039,-0.0617047310196018,0.203179229954514,-0.219137407956441,0.303518651541332,0.159668098318693,-0.486023500309215,0.224386917260045,-0.183618844380303,0.382506167027981,0.336495298736433,0.128183081931941,0.370735368426306,-0.588127978135088,0.12775482428691,-0.524296609902963,-0.584280845577352,0.150494937366309,-0.545575930720873,0.0916946205642777,-0.464742915841558,-0.574783509036794,-0.20028895205606,0.346955046982632,0.14745234249244,0.507436691110627
mild,0.266709889401921,-0.240327037696064,-0.396456512992868,0.304190764153439,0.509609971841476,0.156644495437526,-0.307509786091415,-0.364171301654963,0.534834289097306,-0.279640664905656,-0.331033209699959,0.45879696823093,-0.189877436812856,0.0624831761627188,-0.220778157770879,-0.529850563431939,-0.128718926964021,-0.319724466284048,0.446509565273056,0.109662241206375,0.612658015721677,0.413036571836227,0.37719722625383,0.592310984935932,0.133046314493824,0.262538300274149,0.399984110770739,0.305614421811187,-0.253390539598254,-0.205719945968673,-0.267517030115514
mild,-0.336832461408111,0.312228525535319,0.305601786529105,-0.429479816413212,-0.618350912094161,-0.613460011413273,0.0823973131969138,-0.0028916299645004,-0.547584876232446,0.391315588041812,0.255966009435965,-0.326546870850668,0.0325716536194029,-0.144792376527804,0.21097735560199,-0.0309139588979748,0.199623430463197,0.202448038110798,-0.480428490354037,0.249052982935678,-0.644366382153793,-0.432377987903692,-0.197036489082765,-0.507955366354224,-0.118736581729651,-0.333946647957762,-0.310129374703827,-0.379169345588651,0.302286466446435,0.319986872567366,0.498534125708636
mild,0.441139969315042,-0.522867139247115,-0.659808509546174,0.644034291344849,0.741205760947618,0.409440632423051,0.304511062193323,-0.564304754083341,0.585931054018174,-0.582036509967425,-0.489484165399096,0.306327585766124,-0.597995291433199,-0.0492147918196609,-0.55832969716311,-0.494080702783178,-0.575574155614879,-0.358585837919696,0.199825037179599,0.286086983404772,0.837665108488193,0.684267334625823,0.552681782895764,0.775950969372666,0.417283432446282,0.221364896910727,0.714255386486364,0.337881027699128,0.0969818913480885,-0.506493546770919,-0.613763858705232
