group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,HLA-DR,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD41,CD303,CD98,CD38,CD45,CD71,CD304,CD49d,CD305,CD371,CD85j,CD101
healthy,-0.168994468506264,0.265678983540868,0.290866492370479,-0.306169038818261,-0.222611704395355,-0.234074025947187,-0.253330897956743,0.300818046520293,-0.287828450619148,0.460157976338581,-0.0105786058485104,0.688078060431474,0.380768506239428,0.314173873542826,0.0874408523474056,0.395404768172012,0.495024453008539,-0.46964663243733,0.45832040704871,-0.42533638332738,-0.407889744054261,-0.331769589578058,0.239719027767008,-0.191339147642691,0.188494231155782,-0.434237934996595,-0.235729386892178,-0.347765639476589,0.257777106614316,0.0283509032242962,0.302490996590207
healthy,-0.18375350140056,0.492103977486407,0.444428980883992,-0.583576693004048,-0.344934128088006,-0.554441827986825,-0.421127163490447,0.236077256420162,-0.0120448179271709,0.651885179514356,0.22965457014039,0.625624914031221,0.81697849013068,0.768596617752418,0.404845231732791,0.327349550572233,0.022299927054177,-0.119047619047619,0.107713990933794,0.126275720984929,-0.693000772757801,-0.363973739647789,0.146778711484594,-0.244695007253194,0.0318673437600715,-0.610875271913678,-0.0918767507002801,-0.34593837535014,0.0179271708683473,-0.178273126310019,0.489019550052805
healthy,0.073362892288125,0.267744960458598,0.600808353347365,-0.598440744734858,-0.563420345977339,-0.255921240199471,-0.350337088574676,0.35245488478444,-0.196638655462185,0.463843688861501,0.387468045810114,0.480042419495542,0.281291807543522,0.335622061379645,0.0928053622370552,0.601842904890785,0.0597320120270787,-0.313037214885954,0.571429731707084,0.097958214523507,-0.543348651399757,-0.372391964275187,-0.224393757503001,-0.12433021338276,-0.301442139896297,-0.536736616944541,-0.202112845138055,-0.395626716879351,0.558991596638655,0.0075932290576478,0.744573298481493
healthy,-0.580827742736032,0.577195046638309,0.58897688362524,-0.615556353309947,-0.562726951794589,-0.466770755933847,-0.395680077858789,0.662622195105399,-0.462096774193548,0.626435080881262,0.426388469795401,0.6263919170019,0.34600246652568,0.50449176043213,0.363041469137706,0.38982514417175,0.311111745968908,-0.409677419354839,0.520888257123593,-0.288722093072215,-0.769150592835486,-0.20575273392799,-0.205241935483871,-0.348018955292171,0.136265049955317,-0.755589122283324,-0.476209677419355,-0.761597480278267,0.457442554362053,-0.0874338815329518,0.588688069969739
healthy,-0.137174754014451,0.170913770913771,0.0852214240398641,0.390660252583116,0.150706143951353,0.122931422142891,0.0864212445626548,0.0899671795414688,0.0411840411840412,0.0229375424335943,0.180524065984379,0.0643664974329463,0.0666171905883962,0.0696071127637944,-0.24676865476473,0.170286228940072,0.275225759343782,0.0437580437580438,0.211598113838979,-0.6000347415543,0.236919600819334,0.217348839032448,0.175773341824828,0.0110824834288381,0.534371917093027,0.31491149925249,0.133333333333333,0.526425039295714,0.313336776605785,0.343225692333357,0.174629785076224
healthy,-0.266063588214465,0.598751405707837,0.676181085715179,-0.690207824444642,-0.350823610412376,-0.400926104572641,-0.58324991767927,0.623313549648697,0.131938805866424,0.477805789000714,0.566377804785345,0.666684251090411,0.606894826361902,0.750088424563712,0.567310044532346,0.502335576179336,0.162624119027265,-0.0115611584043305,0.597925942672399,-0.0745233991017447,-0.729793408131622,-0.241176584193851,-0.161521641263104,-0.178532381503634,-0.303431626342076,-0.545701540557874,-0.130201299118914,-0.422129001999021,0.375161847325025,0.247159355393861,0.693534450920245
healthy,-0.345598357556892,0.644221309564722,0.709260176402515,-0.814387670508348,-0.685162705480431,-0.726958783574997,-0.486260374934278,0.730830046533048,0.212130069419072,0.450920586387839,0.373173441706485,0.611755838516941,0.557744674954613,0.485306144958723,0.642162821828957,0.453570575872439,0.37015838781325,-0.369213343810337,0.50986762193928,-0.157544313044994,-0.697667104738247,-0.626928047709015,-0.236411803306661,-0.360190007897281,-0.232712295801857,-0.731590838783627,-0.333832663500183,-0.578989842461753,0.203661076536251,0.0048156817852536,0.725417777958463
healthy,-0.378150585499227,0.594077073906662,0.670791457133406,-0.685962556044145,-0.736634397043918,-0.605773664890829,-0.492645496111364,0.368842398354916,-0.438701298701299,0.405111051273502,0.1498773528397,0.557159783625672,0.470898250582417,0.269194896818333,0.472638416121687,0.496475159063022,0.187739403221448,-0.435251809686093,0.453866597382906,-0.0599972792208697,-0.764311983533036,-0.644351364578668,-0.0339025017169849,-0.375030958774384,-0.281543582148234,-0.563541964703425,-0.46755061909104,-0.702969610419263,0.475010503207487,0.115010061801019,0.637155800470637
mild,-0.329512641809517,0.535196381819603,0.52523401159525,-0.567057499969052,-0.676957480147744,-0.449726508056962,-0.529842173700109,0.273448741146524,-0.350588614739558,0.353384220180101,0.376881046715602,0.445426664344145,0.403421836816645,0.276211812677537,0.192165016267159,0.373741073482564,0.278831661921004,-0.533311831099953,0.0445973576521033,0.0156949279188763,-0.567463498966164,-0.333202294523713,-0.185212062570553,-0.182838347304889,-0.311688785849885,-0.647187928755869,-0.117642315755523,-0.598886401172172,0.507265419189369,-0.254047836656726,0.514138088759699
mild,-0.429231657783092,0.550972822510621,0.541073977236156,-0.64240748693074,-0.38100748941756,-0.527111435546082,-0.436315374469065,0.354855408214179,-0.130135687097712,0.461598596289474,0.181869859158266,0.428643675618374,0.222621314572214,0.223322745157771,0.406941379396511,0.212856088841401,0.398900430339713,-0.373610393912354,0.198423169711854,0.182236677824786,-0.677182415467386,-0.489722985727727,-0.242722443542063,-0.444867656470078,-0.426789645685827,-0.449384006279856,-0.143502974894906,-0.460460816491211,0.380087007867113,-0.403486598971451,0.576884261262642
mild,-0.499711229873278,0.833833516559366,0.741155976714531,-0.625336234921645,-0.420150326784323,-0.489868034745276,-0.481510352203977,0.735428535330764,0.247609549563753,0.722290998268313,0.0611558738145996,0.763469595276511,0.464369511698674,0.447804106813769,0.605539166795407,0.320658670662954,0.617696283654111,0.0182486221677893,0.650939474537079,-0.113953029281933,-0.540409980590463,-0.37285415650583,0.0729197666252936,-0.373173511707316,-0.0562413775499476,-0.541486943281257,-0.0721378019256186,-0.363766667329896,0.402466975767649,0.108145090002678,0.781288820885015
mild,-0.595136627798591,0.571862008944854,0.565697122890858,-0.413419449078352,-0.236742612098898,-0.270076043393014,-0.519287152255264,0.342822431410096,-0.121991978609626,0.772003158231726,0.167700473485289,0.626973414918096,0.448963994152161,0.364092297179754,0.345178599323567,0.284232068783202,0.559777844616045,0.0457887700534759,0.483830535657658,0.220618808469713,-0.566441490712042,-0.418086302198717,-0.179478609625668,-0.234291443850267,0.0815717718802937,-0.272889859165669,-0.0785427807486631,-0.678943033559874,0.210227272727273,-0.129188001976027,0.520924733835879
mild,-0.754106466596083,0.677997370916945,0.71320555930362,-0.823899478795625,-0.843902622378744,-0.808432147562582,-0.824522777895995,0.384731067448844,-0.680237154150197,0.619960123454222,0.545709677528167,0.641565476026014,0.79615118455334,0.272422513787283,0.574955332481905,0.353426775914763,0.53625936248905,-0.766271409749671,-0.191130210187882,0.0549664322668929,-0.887642784580103,-0.849224894669689,-0.668379446640316,-0.699604743083004,-0.727320437266446,-0.883983259024042,-0.691436100131752,-0.88970879676088,0.190375782958117,-0.679296152370611,0.765401356094761
moderate,0.139838760865467,0.539728519976203,0.224496608353242,-0.111023845895561,-0.139189860057394,-0.0741152977946704,0.0670047094118716,0.457461308141732,0.312569521690768,0.113334258648369,0.491787779657911,0.342985165991562,0.167348226970042,0.24874269459815,0.0510592127586846,0.258641500728124,-0.0584540688688947,-0.0146846146197364,0.47853170189099,0.422102929188298,0.208919178222408,0.231970697711693,0.114085469855221,0.121050617487043,0.017146790857944,0.115187871236139,0.624471635150167,0.289672787602757,0.369076751946607,-0.0850132022921304,0.302025402724828
moderate,-0.628470785475168,0.765867519689572,0.83110813751005,-0.740647603115993,-0.768445789327107,-0.527641961604771,-0.186824390349719,0.748173289845332,0.544852039576816,0.788380281074191,-0.0096079417693537,0.731648863955541,0.693840243349145,0.453688427247632,0.591524594524932,0.557160715563949,0.280111859859801,0.01966866530365,0.532739216851772,-0.298959479983875,-0.753591681697311,-0.297288017977132,-0.0739335697327543,-0.120387814472317,-0.239879404096687,-0.711769533149633,-0.0338278304590014,-0.806760693691866,0.723835329950021,0.118364159012753,0.667236468831628
moderate,-0.412461617202398,0.312261885094659,0.807948584189863,-0.554669601816324,-0.716538368675655,-0.516685036573182,-0.0718946749245544,0.226907996574899,0.149926686217009,-0.01391796723448,0.386835852090352,0.636923382398938,0.618495040831248,-0.226361461203647,0.4221792274702,0.340654904900819,0.439082465054957,-0.540188802562031,0.195236903406102,-0.376261394758157,-0.153437852423829,-0.412892058396612,-0.273852077036876,0.154018261419408,-0.523676518256657,-0.631371600586624,-0.162771515668505,-0.526952730699547,0.540282234803858,0.146784463665323,0.735067728805553
moderate,-0.567773436411207,0.317630735505568,0.432256040424642,-0.717995004074647,-0.670506049722387,-0.705404837591297,-0.154162573477272,0.131188970855403,-0.715342136854742,0.223832270719839,-0.197046519522024,0.320141961448239,0.386082304950542,0.0229175689360702,0.202252403578415,-0.0865628112571849,0.235544847778374,-0.561719516678557,0.226986279458766,-0.63535026109704,-0.727051808114093,-0.692161754409342,-0.452022377316691,-0.569362210261136,-0.480312908502959,-0.655403261927766,-0.508597517067913,-0.736407321908135,0.0156272680942692,-0.113895406465972,0.339370149916175
moderate,-0.444376253289708,0.588569264509543,0.840156894639102,-0.534867899620041,-0.572488694077443,-0.470644134478494,-0.443572724830016,0.663521758602187,-0.395922238027501,0.772703683850346,0.73001180216006,0.797538087979105,0.443693123495407,0.513572889630036,0.49108953489353,0.331125553667593,0.582900612055573,-0.445234708392603,0.559411509979102,-0.175472757004316,-0.716017609913533,-0.647465776373906,-0.406827880512091,-0.211237553342816,-0.445224323213926,-0.472024347936629,-0.0118539592223803,-0.533066704667675,0.220483641536273,-0.0939934231063721,0.710993476239036
moderate,-0.216522622155849,0.495713128164885,0.170739962498267,0.0004551694244715,-0.270859372177871,-0.106472490225928,-0.0826815348596241,-0.1293466595342,0.0719239939780042,0.233348651542851,0.243287952002389,0.07655356004165,0.0411026099894692,-0.0447370433070141,0.266903037107988,-0.0046830759120754,0.194435647728946,0.0701096484948813,-0.0072721021502741,-0.300957266192248,-0.118008123033076,-0.0258781462648638,-0.0457970595672434,0.0070686435562635,0.0505384650776178,0.0852242659391814,-0.0289357705556913,-0.0366808756832071,0.283632589225225,0.0144953023197465,0.0022425072743558
moderate,-0.164475901416689,0.499911347984053,0.716023031296576,-0.751449843948174,-0.766564147362944,-0.490688278010942,-0.348522863469332,0.33623963526468,-0.289542036910458,0.21801394591353,0.27290245997462,0.370582509210528,0.484805694082638,0.472690865251989,0.272983586595303,0.0711286982431894,0.340168737568218,-0.565686944634313,0.170755428565948,-0.659876965140123,-0.55783089498906,-0.565991219491177,-0.71826244478096,-0.485769243094842,-0.0647076530617209,-0.633796834613953,-0.252153110047847,-0.741470128802405,0.160041064821297,0.140622049842175,0.61219564534525
moderate,-0.277428467899342,0.773786426443261,0.767182101627308,-0.667325390375649,-0.59624094118046,-0.476056547888053,-0.475689642439026,0.64899209542593,0.0106941838649156,0.692348334637693,0.340705019101714,0.593151454449002,0.727239587204677,0.551898229711428,0.672832782273276,0.624255803415309,0.0362100354640171,-0.248030018761726,0.310007066022225,-0.140483239211606,-0.799737541402233,-0.749771308467058,-0.0214922595226486,-0.16030034613399,-0.151877819816582,-0.719796804646124,-0.250281425891182,-0.491160469246887,0.521633093567165,-0.0347142339419409,0.778892082924029
