group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD32,CLEC15A,CD95,CD1C,CD64,CD1d,CD366,CD58,CD39,CD244,CD169,CD370,CD62,FCERIA,CD41,CD2,CD303,CD98,CD18,CD38,CD71,CD304,CD36,CD305,CD319,CD371,CD328,CD101
healthy,-0.339809344213673,-0.128832381318622,0.082715158767855,-0.331735088902882,-0.516621280368492,-0.217690361136884,-0.05348894575552,-0.212694601854271,0.343539587737479,0.0283452387479316,-0.168089919129074,-0.0329231164435258,-0.258633350680888,-0.20753755904248,0.164898552303689,-0.135946553335574,0.395865791998097,-0.279226763998657,-0.187443040902894,0.285851707501604,0.122579086778007,-0.348985034301373,0.211675841882058,-0.302277955302894,-0.410331561886965,-0.228840270532713,-0.397556212693741,-0.610504718893156,-0.281477980573112,-0.174592612661853,-0.0483924914304294,-0.49606163686718,-0.132176660944184,-0.442011476895198,-0.0162796755340809,-0.118478168674499
healthy,0.396918767507003,0.0077220310304571,-0.170988128879997,0.599041475368655,0.546920005828725,0.446754595252995,-0.317905897941991,0.245540587946595,-0.126506144764697,-0.311390418590932,-0.195562346032685,-0.446894270460241,0.0638664726759297,-0.298351198904027,-0.348600088804032,-0.411646971712901,-0.355957725625751,-0.0600281095308123,0.0,0.237732463783964,0.055494698996506,0.120897734615795,0.0432218910753783,-0.0169586586839997,0.725746963118884,0.45541912870665,0.200420511719996,0.250700280112045,0.216242689800485,0.676915841850292,0.396918767507003,0.723529411764706,0.458381825677272,0.484873949579832,-0.048589315457288,-0.25345611366897
healthy,-0.0413182139888778,-0.119127954689821,-0.0054334809066228,0.0644199773317172,0.0581763349298414,0.149363457064043,-0.0219453377520411,-0.0182591663309743,-0.0489990012404064,-0.0973233516389781,-0.428081592852856,0.234651504487179,-0.328927425268038,-0.101153177033106,-0.0544668779886533,-0.0832358884343135,0.0467642604519187,-0.291821637929317,-0.129966203087634,-0.180426804565163,0.201342871757477,0.0673434549067654,0.151092979242977,-0.219872719840018,0.0521575890393784,0.110425542433617,-0.212193090755539,0.17483793517407,-0.102189921308487,0.123980768046013,-0.0574804158180761,0.112843966379096,0.0922600256229988,-0.159663865546219,-0.0633281133091457,-0.0975202722608514
healthy,0.576993230188435,-0.593138546178318,-0.499547896142465,0.624536618411285,0.697862097924472,0.318261984865167,0.146111566158338,0.379587825888455,-0.56651359030737,0.164949849845419,-0.501362761154704,-0.539287811036897,-0.556878044603477,-0.501362761154704,-0.280236864534721,-0.43901560289116,-0.320257405841157,-0.257162136992882,0.306186217847897,0.306186217847897,0.349780697010411,-0.423612728284549,0.203744322160981,0.133467741935484,0.758087295651844,0.231797383792293,-0.416795733517002,0.303629032258065,-0.0938132459307757,0.745877179837523,-0.150463908974467,0.632916550082946,0.583246812878816,-0.464300158792524,-0.434806973672706,-0.498586876007315
healthy,0.180833009058598,-0.274646074646075,-0.0857363571156337,-0.299274612101977,-0.298205774201612,-0.0168221946090272,-0.0518900002939992,0.079343642637265,-0.1541926768107,-0.235375250248319,-0.158722428204084,0.137625254601566,-0.351561994743464,-0.268688204715085,0.0689776422234181,-0.317909165211717,0.339808331102349,-0.412251382361411,-0.213155071007692,-0.243618508379208,0.0310737002362053,-0.106185655178635,0.323115537990314,-0.267507732862293,-0.144182499927195,-0.339955876435368,-0.518303632499508,-0.185309432217084,-0.380916845178329,-0.284885053974927,0.0382332647723893,-0.655420063805676,-0.119475170127464,-0.376158611849672,-0.0796222737350054,-0.262073460641678
healthy,0.4063472669187,-0.566821430734061,-0.648918063867207,0.715448812554313,0.711620198287184,0.450157566402984,0.199955862126945,0.582325347136053,-0.708842992069577,-0.395023620538059,-0.414482473640216,-0.7584460999292,-0.421319725276739,-0.643846624968946,-0.582035088421428,-0.665392164746906,-0.616796694850477,-0.465151879435886,0.230328404582107,0.21732599464602,-0.0217049146415666,-0.575300062729752,0.223291670235478,-0.226728572293625,0.730052552384968,0.388955679896441,-0.40290828948231,0.294488391536433,0.396459961891228,0.69281247993071,0.0522179732694875,0.740274326751418,0.658459027047643,-0.329454728102763,-0.532303467466502,-0.669409127977141
healthy,0.348453937206197,-0.495172207397219,-0.614552444271117,0.754707006222731,0.751162894840905,0.683704178594679,-0.122076172622912,0.501212041615142,-0.655882717716371,-0.090612651887722,-0.539690846302362,-0.569171482660163,-0.142687376056438,-0.574903531152016,-0.462605129461572,-0.237945754970637,-0.580677964587989,-0.358654229580206,-0.0177250634738459,0.0285868746096647,0.215325046397279,-0.46530174318769,0.213932190815979,-0.370963863974506,0.744384541000828,0.630838121367074,-0.229042753422512,0.349538687856495,0.231233192226846,0.718940608427498,0.472598431959949,0.681523300375166,0.267015871523191,-0.0022287990076626,-0.462202746142899,-0.650275711064591
healthy,0.420655727561314,-0.550358995755032,-0.632144369860491,0.625502212224201,0.753369367588357,0.63535014984134,-0.212746646722018,0.537179980399362,-0.336861045978299,-0.189961423533874,-0.305769368549162,-0.380989195900762,-0.256891249504152,-0.48394315240564,-0.430163259312704,-0.230951765145763,-0.46866859552013,-0.45737163036045,-0.0093381638707996,0.237054375243869,0.150490414144224,-0.265124588018862,0.152438389612012,-0.426466004325119,0.783266051190051,0.658190395538464,-0.478145312784153,0.208933446712776,0.191656682608093,0.560142525917701,0.2080266112809,0.686760750109318,0.4783426390923,-0.428233384486,-0.504836502101702,-0.624942170592478
mild,0.228043413305214,-0.253366057826382,-0.430959163561808,0.647901730010909,0.634431718636641,0.469933486312577,-0.0778464030743919,0.441463241853423,-0.364988803207203,0.0086355614466736,-0.466434723295429,-0.381588594560672,-0.306466335066489,-0.307945143842004,-0.29424443548582,-0.398730423452757,-0.387003322813944,-0.310301008330413,-0.0138618874216949,0.0850465492192161,-0.027955664144549,0.092368614845141,0.0804162801616649,-0.0463583033838322,0.651928515481754,0.316710021513997,-0.231776048527719,0.303096274794388,0.28843956249371,0.571780780776346,0.337623777651807,0.542137898675334,0.236071548276601,-0.403455214052907,-0.444614465225123,-0.535681997330915
mild,0.46233820112074,-0.52305873049924,-0.510147497242335,0.483149406541089,0.315781962397706,0.299040219094051,-0.136632816770095,0.33885896807064,-0.0572024971393848,-0.0053512304071785,-0.307008611443683,-0.461444593199075,-0.145337190450133,-0.294135379736577,-0.362754392283001,-0.0675924018808855,-0.453397856723784,-0.258203635056402,0.0413702409684851,0.078729740597918,-0.0224942153484125,-0.208159215226801,-0.0219461272061628,-0.13447625188237,0.689190466980279,0.516830032112939,-0.209702238514604,0.149402683851946,0.422751913555457,0.476930875832235,0.218012109329327,0.428600475379437,0.220667480731781,-0.30481574282552,-0.367936640997714,-0.560930154670389
