group,CD86,CD11b,CD47,CD3,CD8,CD33,CD11c,CD45RA,CD123,CD4,CD5,CD183,CD195,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,CD244,CD54,CD62,TCR,FCERIA,CD83,CD2,CD303,CD98,CD18,CD28,CD38,CD127,CD26,CD304,CD49d,CD305,CD319,CD371,GARP,CD328,CD101
healthy,-0.0196927985475582,0.0162747782284775,0.509865716920605,-0.122193814987598,0.105881503570086,0.179488305898127,-0.0549161997314055,0.413421736734231,0.520518544100904,0.406557608255645,0.0101174105607948,0.0892589162944482,0.0472549421736858,-0.303891538694191,-0.0842072085212255,0.35925702204772,-0.194629213952192,0.0663105936518551,-0.261380133964357,-0.105856226547337,-0.223673392955446,-0.0792192607822278,0.21232256115977,-0.01427790818857,0.008521520579737,0.157265305058144,0.0480105957740086,0.057551140956245,0.389098363341715,0.194500920127067,-0.153828283303608,0.018086675143875,0.21145421688608,0.0147570729889491,-0.367528654729157,0.417512941727585,0.0732407127755965,0.447500460519587,0.0045651376872288,0.270160072485654,-0.29807780204646,0.144966634517768,-0.33465152381043
healthy,-0.345477402258396,-0.495087396106908,0.167226890756303,0.17177573776066,-0.0376961958807815,-0.265637867447727,-0.244709240183995,0.0376406966987611,0.312770771759867,0.305371227113533,-0.309703050804726,0.0807778424020228,0.100267052957548,0.2200106865473,-0.34834542887072,0.0198879551820728,-0.229646173029695,-0.296525991569555,-0.572901928763838,-0.338386564010467,-0.3466053331531,-0.460870018500582,0.224649859943978,0.326642373368035,0.101885341621699,0.0552595213905141,0.01113837807838,-0.283672108895995,0.421892778140464,0.391090988462608,-0.499229274647991,0.210378202290231,-0.265826330532213,0.0017059469543615,0.312450966899633,0.39870237701094,0.188795518207283,-0.116526610644258,0.438132026149361,-0.0470588235294118,0.166600623388728,-0.473180833668357,-0.109187597606143
healthy,-0.285316253895546,-0.0955084718159401,0.040055847874059,0.330385714943276,0.0978258036285086,-0.265059699184852,-0.192576026823225,-0.0765793721285359,-0.428921380606996,-0.210473240719708,0.33925651275396,-0.263307417277508,-0.250683841425786,-0.175286082269868,0.251878026776795,-0.58703481392557,-0.13201628636546,0.0618426928419418,-4.81581591411612e-05,-0.0985994039680301,-0.224613081902566,0.0741984875926154,-0.500504201680672,-0.369809811233282,0.347581774706481,-0.0406957222124755,0.0118977607665671,0.298930779760637,-0.378385113972886,-0.17654486296232,0.124476989973827,0.260554062937871,-0.408403361344538,0.0634454181943554,0.176931601839424,-0.252167285987519,-0.330516206482593,-0.318154624118234,-0.271561093647079,-0.222761104441777,-0.311975160486701,-0.146855711035864,-0.0351072980139065
healthy,-0.243059806596732,0.249818913804132,0.693239505315591,0.1806421294919,0.154804576318923,-0.508375637231433,-0.684475711887388,0.722503146789526,0.594594642971486,0.417807373646898,-0.124516460468269,0.294393550751395,0.139394223843212,-0.563269417993513,-0.345180161159535,0.411693548387097,-0.667035456008755,-0.617045883757508,-0.646346011923879,-0.313756866725827,-0.511124173654402,-0.402887347955516,0.314112903225806,0.575818222908648,0.176414352201006,-0.367911388119453,0.33983049749116,0.204435483870968,0.762110312809532,0.199024532713045,-0.432374991517395,0.089270470583748,0.145161290322581,0.222138147731652,0.159761453233428,0.729366877679661,0.354838709677419,0.778136408610581,0.500150666845353,-0.402178330422369,-0.360541978094052,-0.118126750072932,-0.632728563879624
healthy,-0.168687518565765,-0.0435626376243372,-0.119349785978675,0.426199112770226,-0.110384142257964,-0.14980694980695,0.0944902194037164,0.0117572169040062,-0.322521836434898,0.222829377821114,0.259061796979019,-0.154589726265094,-0.252180383749187,0.0269000579744878,-0.0726809772247658,-0.042985842985843,-0.0195100935642066,-0.249597540145794,0.121038714395846,-0.313232007437075,0.3475724209219,-0.532063159942623,0.299356499356499,-0.304992284671326,0.126098932865766,-0.180412520934574,-0.551527513222586,-0.197734301095516,0.260273104328668,-0.45420334310627,-0.598980524244927,0.303645142299297,-0.026288681621895,0.0348315447167385,-0.149362659958903,-0.0968169772120446,0.254054054054054,-0.35199452032273,0.0270765258079239,-0.243563344839007,-0.560025316783293,-0.186400488512082,-0.198068296052531
healthy,0.254552940162448,-0.0613452615208921,-0.367573857273394,0.126759855717778,-0.026747814725664,0.379265015237901,0.487730292514856,-0.681545009998498,-0.697014611938976,-0.347675091645765,0.0243630636520782,-0.426792035754915,-0.019418310909756,0.46676757924487,0.336919644493308,0.0109171885429322,0.563098114329737,0.491315832118085,0.446601307766556,0.443282522298256,0.472572451959905,0.335542446047957,-0.41571931764334,0.144719144762707,0.0691750194336165,0.433324277619549,0.0,0.299214765480059,-0.618059044230545,-0.430291888917693,0.240445269529766,0.132888723748163,-0.421763457457071,0.0592238797960545,-0.2712172808798,-0.664991182363105,-0.343880635410637,-0.721224864603809,-0.567120539100024,0.215685494683239,0.116461793355123,0.4589082282783,0.469499763014487
healthy,0.159337716918553,0.068951335654855,-0.378510743514905,0.0935228929468897,-0.154230538540663,0.417044874334694,0.554183618122143,-0.752229766989076,-0.764550699965804,-0.572451945759794,0.197355816983609,-0.508782505757351,-0.13409239241106,0.619831629978879,0.492757905612169,0.0148337595907928,0.62987566304874,0.546868647021643,0.411311858984942,0.174141868574271,0.489988726692482,0.295996297319636,-0.582922284725394,-0.25353537016465,0.0808147047180838,0.402569822724598,0.140154763077796,0.343714801407253,-0.736347594744064,-0.698199786367302,0.12574896266334,0.100986357287242,-0.419475657180907,0.161108940026391,-0.158301090717556,-0.701068974266659,-0.570917062477165,-0.73793684992381,-0.248876665777925,-0.0827213271040675,0.11720739796038,0.361144629156017,0.591020189940307
healthy,-0.265772717848832,0.0137796072530962,0.0082133592030154,0.148289831423075,-0.231601904213772,-0.208070262984997,-0.172412062127028,-0.175892721199229,-0.042724505626801,-0.0138543133185164,0.281171243900341,0.0895369609047863,-0.459994583899018,-0.192879103409635,-0.0277052368271377,-0.273667285095857,-0.0510315323376643,-0.143899858605459,0.0333348845940262,-0.17262524713313,-0.243192997108877,-0.0145017231763687,-0.282666303855105,0.126692223652457,-0.010757804381173,-0.201724690631263,-0.0250158491128752,-0.0798909944150827,0.0587084750758919,-0.141249362147903,-0.112062156683992,0.178793482935163,0.0185226441862505,-0.0447996675994189,0.057774152325569,-0.141212687158982,-0.241511954402573,-0.17996784214363,-0.025189858097684,-0.190189824769985,0.0058668199315832,-0.21302221375378,-0.0748170643737217
mild,-0.164472704794692,-0.322453905023712,0.140862214590301,0.0410404209252897,-0.250520665498286,-0.455854370438385,-0.498911566912373,0.615924803320925,0.612798691020741,0.512610624388436,0.156858420740272,0.41366763637026,-0.148798229722457,-0.525225749136087,-0.489290871260903,0.103451056281245,-0.357881202472978,-0.405292830023752,-0.120030347753918,-0.619173442504513,-0.374349748823712,-0.325109299400411,0.337452375741352,-0.193785548048437,0.114604822175412,0.070192009078356,0.179092833746814,0.10003418728416,0.623646111761601,0.278082101839326,-0.249395260081881,0.224822375594434,0.267134333172069,0.171876832180974,0.384618662157181,0.620235954574801,0.0955491049830672,0.319422225291587,0.127443292904937,-0.582499564747054,-0.046212508479848,-0.357777905117743,-0.594644273420559
mild,-0.185946649119574,0.0213815006789274,0.282685771845159,0.101145620135989,0.0127956569291028,-0.343574678039903,-0.354602512617675,0.2036408071901,0.112949947284876,0.253382902863805,-0.143300730615176,0.0679183685591772,0.0754027651312391,0.22358823841628,-0.0569993650976599,0.120575626904741,-0.182763167531094,-0.15214516381191,-0.300735175236445,-0.0341787994416553,-0.307820197873769,-0.100225202451056,0.0655503426305044,0.10431182414539,-0.17492480881881,-0.121098471385251,-0.185610435966291,-0.0870200069882243,0.395548801327684,0.28662611843427,-0.230936455331901,0.13050814046596,-0.0376668805038178,-0.0057180213347528,0.154789779500038,0.194164315613597,0.0896071625048735,0.164747482713758,-0.0119032251017143,-0.254419910972237,0.0570614506103458,-0.280343684378283,-0.272817759151467
