group,CD47,CD33,CD11c,CD45RA,CD123,CD49f,CD4,CD5,CD183,CD32,CD95,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,CD62,FCERIA,CD41,CD303,CD98,CD18,CD28,CD45,CD304,CD36,CD305,CD371,IgLambdaLight,CD328,CD101
healthy,0.0125911498079174,0.240804656396603,0.283140351166888,-0.274523257311079,0.0509762096199447,0.406579425832496,0.106342120666868,-0.126193128622627,-0.278699221535165,0.357216627911326,0.0315574220758735,0.322646541146552,-0.524204267221515,-0.0645433356518636,-0.0723611862455009,0.0158938649189151,0.318644301128903,-0.186868324173014,-0.255536313647799,0.0649350649350649,0.365790272853763,0.0491549785040547,0.4654883821842,-0.238661151648615,-0.13824472333849,-0.266087584955242,-0.0779841058151495,-0.152905198885733,0.194784982584193,0.381982111040192,-0.00875945269561,0.0768649954696466,-0.338651010304235,-0.0054265585113602,0.252126397358538
healthy,-0.0820728291316527,0.382591537418105,0.329782842011994,-0.431846752822995,-0.304765669740418,0.0213397391250479,-0.496456394976301,0.357461849692801,-0.348166531643458,0.0424099547094466,0.302816070184986,0.492400843398028,-0.091604084682732,0.493929184820879,0.859070397125657,0.643189536869142,0.226582963087411,0.302945599501296,-0.0518902148760656,-0.166946778711485,-0.152969843866016,-0.0204768784848098,-0.0677990448241229,-0.592096814087023,-0.410525016779894,0.401822102867992,-0.19618401032848,-0.279851530905484,-0.491088918996735,-0.129411764705882,-0.178151260504202,0.053781512605042,-0.198125879471954,0.261308818592974,0.334184492286158
healthy,-0.133956465799429,-0.217847923699173,-0.549358578390848,0.648070927579016,0.630694417138813,-0.282846433999483,0.279173705049583,-0.0384164521796216,0.429517024813667,-0.307076499399236,-0.228874259897117,-0.425777338620032,0.386055118708627,-0.367381376241652,-0.0903928647079595,-0.0956682069254131,-0.0635897520990524,-0.449101190679311,0.0844386836684494,0.380168067226891,-0.227999033066939,-0.363461556984256,-0.171078568866213,0.649361983540261,0.478161953285501,-0.342299693341247,0.0556050931345025,0.281677379449694,0.538039807053004,-0.411901145665777,0.569266091039348,-0.401584633853541,0.105302731786343,-0.344185318024236,-0.580257659491851
healthy,-0.714026599652565,0.576791413738562,0.549725246585289,-0.824143419981951,-0.757160206823256,-0.200548815583353,-0.474054564869095,-0.173679786188213,-0.368228589203514,0.631802558123753,0.507593449984298,0.731011804694501,-0.223218302367647,0.648614707160787,0.379932490482798,0.531332918181844,0.405202463551295,0.387784174830537,0.394344239046304,-0.461693548387097,-0.365042354780912,0.437134430426076,-0.256147280889575,-0.788259924334504,-0.268693971100055,0.380579016866739,-0.150860175095016,-0.449843736533508,-0.758502705017065,-0.0742234832474583,-0.786607567024694,0.385236013594145,0.224536559755125,0.38077026885211,0.45818275315421
healthy,0.559548996601319,0.457142857142857,0.335993831939646,0.352449297645096,0.031797927535835,0.132040314785911,0.358183343675286,0.282742270928649,-0.108771566432307,0.455499067807236,0.507698002672996,0.415512262934995,-0.348035563818972,0.334731584846685,-0.088779208717213,0.217900526912748,0.320139303559487,0.355792846563099,0.343096966016909,0.0375804375804376,0.133956371606499,0.526031364610664,-0.0630185290353557,-0.287688086709191,-0.366149198062355,-0.01686172978602,0.239977612462347,0.268814656192515,0.143833996402765,0.207182961807137,0.0681532416945344,0.225540687187072,0.281257411829809,0.13156130660188,0.505473382318715
healthy,-0.437288641199244,0.400766248385565,0.362720938780669,-0.32801785231361,-0.0070132551187435,-0.0676718214491557,-0.350344073573863,-0.268382265781347,-0.366540855355286,0.373755923158212,0.377068665626027,0.0204792455413293,-0.326217158211381,0.412821586750107,0.258016889483744,0.443314824456844,0.257262680990659,0.389135469832538,0.118213233019023,-0.0564711937635728,0.0057958627653229,0.362594229850119,0.216485164968301,-0.317538091766804,-0.0483315674710027,0.399047782077497,-0.351381068982562,-0.290983342980256,-0.167160924770719,0.06255848494099,0.0522573083238488,0.459081533497357,0.0999329925802057,0.205212434915074,0.44229220817698
healthy,0.035841185598326,-0.669459071649527,-0.7432314281453,0.511256793290848,0.488645498696156,0.0490410909348704,0.462003769798222,-0.127995258116181,0.510060021581349,-0.75497641370925,-0.712044096943776,-0.650360676665437,0.626516698819483,-0.707993868179539,-0.428378664042155,-0.435787860163474,-0.693196365180862,-0.556898895090274,-0.344437468330943,0.478132193676602,0.326162084843056,-0.576919515736205,0.300963177921095,0.57792949900913,0.444393420998628,-0.449986920256635,-0.0079075056668487,0.0938156576491271,0.593902844957777,0.160864320244172,0.314816912221461,-0.298147539385685,0.0926480268101023,-0.642081958756433,-0.736421846332042
healthy,0.0925380765197355,-0.309791710716065,-0.292062448585816,-0.0663043778937362,0.100730681724446,0.343298123833725,0.0374499406891148,-0.212949346229804,0.23169798778096,0.0321946032063493,-0.165935775798676,-0.174559514436376,-0.146454186790631,-0.170607732861828,-0.470929527449178,-0.104752301732262,-0.223726834995133,-0.303114693632284,-0.247615825328849,0.0494002764389388,0.212388153929029,-0.264144528945656,0.243283690774629,0.266548090491661,0.133812783972804,-0.281585945616585,0.0724250433298535,-0.0955704099496319,0.116906699841054,0.28162440132611,0.0436030715513339,-0.310090222466412,0.241239251719415,-0.194662389007639,-0.335540928344075
mild,-0.195511910451409,0.661922021909691,0.555930031702359,-0.355599823216567,-0.586847283367446,0.318899774912227,-0.535565751686814,-0.0932491673190577,-0.586912529969307,0.442555199487138,0.291373560359867,0.185991694831632,-0.265576640608652,0.381145219017563,0.235930096496062,0.436115256347915,0.380498316466853,0.481521873827265,0.139873750978587,-0.38998528441411,0.438549071889875,0.0735286726983127,0.495482402263699,-0.609027166595442,-0.341083557731895,0.129560206901731,-0.459967721194087,-0.174362397429828,-0.611722244319048,0.200603510454419,-0.28592204245206,0.564821155007641,0.1965331342508,0.175975604763061,0.477286666203671
mild,0.473568062298824,-0.375225902588327,-0.41721595981828,0.716127948395892,0.548501476426167,-0.0884827659071805,0.546810971266957,0.0581891016143997,0.336246110354547,-0.301138462176642,-0.099463152542437,-0.578448441129767,-0.0606442277459092,-0.315481233670847,-0.255588552093363,-0.0456695077614058,-0.363404873180976,-0.127924868026269,-0.20798862665477,0.475217851503223,-0.021396936550929,-0.0835378326354834,-0.049124780111943,0.694853965902778,0.48388961525942,0.0955475990361498,0.241265229985226,0.570251987849119,0.577456392333081,0.381276498124492,0.718486318650024,-0.213989428052551,-0.0256591684629694,-0.22928064773967,-0.402238790768273
