group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD183,CD32,CD95,HLA-DR,CD1C,CD1d,CD366,CD58,CD39,ITGB7,CD54,FCERIA,CD303,CD98,CD18,CD38,CD45,CD26,CD304,CD49d,CD305,CD319,CD99,IgLambdaLight,CD328,CD101
healthy,0.478615393300955,-0.450006064324202,-0.62536295859653,0.40063871169192,0.322381655945094,0.465872542892942,0.267189519170881,-0.323946075128877,-0.0547590228822998,0.0551192993053458,-0.435044529377008,-0.153444096781871,-0.451309285283785,-0.0202145272269696,-0.533481404084391,-0.188874666609243,0.129115070975536,-0.260475446839243,0.586779441797996,0.299027418261047,-0.139613381999329,0.168221213146166,0.369464265752046,0.0415266563045015,0.388142221840545,0.319993959528843,0.298436090085522,0.199804398310807,0.328721441207921,0.171020794550917,-0.323655454070417,-0.508803812719937
healthy,0.22156862745098,0.217901675623082,-0.136650348899997,0.117882491986818,0.458149142363059,0.48466274758433,0.0729606318469884,0.251420106929381,-0.0314733150646353,0.441456582633053,-0.329112552268324,-0.071042685480206,-0.343232664422122,-0.164375382852656,-0.273911737115676,-0.0591805756437773,0.546778711484594,0.449088800742199,0.676246907921898,0.453460660736691,0.0134548035839997,0.0971988795518207,0.169199524191104,0.0385667538699644,0.703261813899473,0.506442577030812,0.475910364145658,0.536619687489658,0.252374489055146,-0.111604008761786,-0.157067787175885,-0.0194424367350294
healthy,-0.039084797016506,-0.287225310426318,-0.64158350209795,0.65933697908464,0.520882281975384,0.428296950699885,0.470130871419012,-0.423129306277992,-0.0478055293315605,0.123073229291717,-0.480916471759892,-0.355535043367316,-0.140958931806179,-0.281950832771727,-0.145210260289875,0.0424857863323179,0.230732292917167,-0.504231101434527,0.531522221326875,0.391223416324501,-0.245778301038388,0.289795918367347,0.36539722162703,0.210183824345009,0.54763602512441,0.273181272509004,0.481076705048871,0.323634948461318,0.315160806836416,0.0379204527671717,-0.51669983359053,-0.626971073858777
healthy,0.753178990928031,-0.455297910914694,-0.499547896142465,0.858023511046093,0.860427661776242,0.583918682975762,0.296286756865552,-0.522717264070294,-0.462109421528258,0.641129032258065,-0.574146718974643,-0.476024626581019,-0.40757917667008,-0.489851128932286,-0.477270764346938,-0.322020859139246,0.55241935483871,-0.226034423858359,0.788259924334504,0.0961481657490503,-0.188772048238526,0.433467741935484,0.536344392281098,0.18307011510335,0.786667338109888,0.607661290322581,0.786607567024694,0.50676058755256,0.58406776764946,-0.224536559755125,-0.202742365373401,-0.426263496100257
healthy,0.232241250205257,-0.334877734877735,-0.322348105431752,0.0419518875892949,-0.179831976736277,0.309916585297078,0.0476806866552578,-0.296930305010255,-0.0705433014240374,-0.254054054054054,0.127079258080373,-0.271783988158753,0.160379574979544,-0.415579224623366,0.1521761604632,-0.127993338568613,-0.0782496782496783,-0.148195999339114,0.0226765903641363,-0.304567027003162,-0.611172851936357,-0.0286082711767681,-0.0368557007052058,0.139439965765829,0.0196270422789924,-0.0048906048906048,-0.337893849627309,0.0957832100455308,-0.0581248957688351,-0.25959619118347,-0.197473784859335,-0.260399281286227
healthy,0.385316801587394,-0.628138570174628,-0.67643950298388,0.731317862026453,0.577338882389774,0.449578751045083,0.581143951441943,-0.706778933127294,-0.477750558036708,-0.110313447117906,-0.721155049014798,-0.68302914333576,-0.661307872557131,-0.718819935050871,-0.596410328940263,-0.204380710099155,0.101413388116986,-0.604162563425821,0.733248664842904,0.315323946238626,-0.445534725410453,0.207859026303942,0.292687632645186,0.491048386369521,0.634100216488461,0.163965528329796,0.657769561639135,0.628410564636235,0.0307142642498869,-0.0942225358613368,-0.581767608620956,-0.754824067333561
healthy,0.353030186644185,-0.532004709454317,-0.603559582505865,0.686081806383536,0.641375382126625,0.619087244411999,0.505848950902245,-0.528524669447473,-0.372957397620615,-0.126233101936427,-0.531493689758024,-0.392789828192214,-0.738589666953681,-0.18996769676311,-0.632045060510823,-0.522255377387328,0.263071358281487,-0.375985371439474,0.806144390043448,0.60699054341297,-0.310728042693575,0.258573126135948,0.423056546937329,0.0676717141600346,0.722867273890391,0.454256485202777,0.7154263783669,0.328148134827144,0.533305158681171,0.0940308331804024,-0.481667359645231,-0.634204222969396
healthy,0.458415671916912,-0.645263450312343,-0.729589795386949,0.567328664346175,0.608957896206,0.537726720636222,0.494375396326717,-0.340988076741942,-0.304113755629921,0.327557204700062,-0.450737089162473,-0.504651523053688,-0.613896085414363,-0.330966742008675,-0.474412708930743,-0.314562952232903,0.34429296318335,-0.417393512886371,0.751700753913639,0.62091625830499,-0.434207771652627,-0.0529571924630275,0.438418738444499,0.407506234723861,0.580199214753473,0.411903672309458,0.589086900272136,0.372756966892984,0.337702585793413,0.0465873817943264,-0.379401605691548,-0.740681448104212
mild,0.286002765784203,-0.378983807317162,-0.481498257352932,0.502201733272187,0.592399486272668,0.603703682364747,0.458719937053613,-0.340932342656522,-0.484761967867744,0.320593452668924,-0.224325194376743,-0.35481001955785,-0.300075869384796,-0.44989294503865,-0.338884097780666,-0.0974953347594791,0.497832967222726,-0.0071616194769801,0.665591974035746,0.419263742766149,-0.130740246474642,0.278745363651024,0.0057313565821841,0.386747718530132,0.566283356439774,0.10167714884696,0.569987448264821,0.348649922025415,0.305687036811721,-0.0114314574732009,-0.336538659896674,-0.528149728544738
mild,0.450829494631236,-0.528982212683805,-0.481984120788946,0.7061982535863,0.507454600214465,0.467911480289717,0.369225472990601,-0.394709067982479,-0.251770727079166,0.240126961645949,-0.575933057319916,-0.432199186339601,-0.344389664224798,-0.115838072883789,-0.282145496927327,-0.310174343228636,0.474231371332438,-0.219483773431028,0.683365665873279,0.375922826252789,-0.162770155699196,0.190041934039578,0.586282456855905,0.216691926090671,0.480494152490752,0.16343253855673,0.422734813537373,0.34807679687779,0.177987086399389,-0.0369177831967213,-0.213782281986737,-0.551012737058988
mild,0.609081593282682,-0.840245010325453,-0.847553860867268,0.733401047709742,0.627883761395981,0.509799738543771,0.535574986005936,-0.727223423441506,-0.642926869330727,0.0316860439697539,-0.766245381358546,-0.796815740416647,-0.707545585476818,-0.470247661587937,-0.771079125966534,-0.640793799128059,0.0279415624179862,-0.666324005480887,0.803956171490484,0.658980210492596,-0.445061057887978,0.146102023411225,0.258167822659697,0.28072789563963,0.775911047011676,0.0801686656374447,0.604751779555435,0.286118910248178,0.430776821497372,-0.196259795782672,-0.637518217791764,-0.86290917950769
mild,0.694075376368309,-0.484037948954495,-0.513540650567587,0.494128188313582,0.452471563567686,0.312526114569886,0.460344229184292,-0.376986866155432,-0.494837814838069,0.0885695187165775,-0.629959949909838,-0.550669703678737,-0.378110289764647,-0.321965915687882,-0.277018027541,-0.535264477695246,0.0093582887700534,-0.350296650341434,0.512803430717457,0.357196182119683,-0.346044610044907,0.210561497326203,0.509692513368984,0.179102766210419,0.245778651658982,0.169451871657754,0.514229043169608,0.292629966745352,0.299156013411816,-0.144622963295482,-0.411376189857207,-0.497824601037245
mild,0.705032006131753,-0.818830124463646,-0.82472098866842,0.707283096871734,0.752274388891285,0.722924901185771,0.659788051931193,-0.57335437522736,-0.593515338746861,0.424769433465086,-0.780399775527339,-0.753361136817134,-0.755736718670782,-0.596410717684302,-0.686153996314095,-0.55277313119315,0.647562582345191,-0.165918973899287,0.77413999229164,0.718705843672993,-0.413794696087248,0.378392621870883,0.536627140974967,0.623235995827642,0.79475098665086,0.52635046113307,0.781394129856637,0.451393653042808,0.510949432287102,-0.0804294947452433,-0.635442492413878,-0.80458245289861
moderate,0.192306811434892,0.0723347500999035,0.128156636681336,0.135639992723084,0.0718484801439119,0.533496603044519,0.389982466015163,0.348997989220104,0.304630676087676,0.437152391546162,0.0541737756339204,0.134172369339237,-0.346529156857157,0.0572577523414609,0.0626534444768138,-0.275789902020204,0.107019691395351,0.135483870967742,0.126857230740453,0.0482738284372399,0.0346728364221976,-0.135420351028933,0.558574897297221,0.312824905719209,0.0395252499339692,0.504783092324805,0.24835477240884,-0.0421439905842965,0.223426657280323,0.0169038613101052,-0.0919299673400679,-0.244602739568597
moderate,0.215137472808159,-0.684569158130245,-0.664429857185232,0.478991890622771,0.540591011563356,0.192344475439236,0.10342064465788,-0.762636567297034,-0.483353870421841,-0.651622164857595,-0.573786016181389,-0.550154572121609,-0.516988178624953,-0.49402700154418,-0.64540571241313,-0.330818240330772,-0.139795567373254,-0.620235741976833,0.474288988667453,0.133631334764035,-0.489366369454141,-0.134257124711253,-0.228174420688217,-0.112449380296179,0.373085356233907,-0.187814933694247,0.547995063798234,0.0597881929977093,0.0679504355200806,-0.629506755058086,-0.457430395735861,-0.525974693898806
moderate,0.132807838230418,-0.0289929479259784,-0.611591579739205,0.303730181827379,0.429409636499074,0.312064560769182,0.147707315785052,0.0022766688619555,-0.490189824223586,0.0494868035190616,-0.318373500488729,-0.354931154483809,-0.530084400025309,-0.138261749115077,-0.413279023774678,-0.244394956964551,0.273118872011342,-0.134200107517238,0.123107114154002,0.35136456328409,-0.531932055658749,0.293831913982672,0.0467950220102029,-0.0818843762071981,0.411214735615545,0.107597837497086,0.393106003695139,0.110957619016512,0.14145149135782,-0.0925710498647442,-0.419704095919761,-0.491237629214572
moderate,0.362153417324371,-0.804369977853982,-0.852121962358416,0.549857548089355,0.703831495848071,0.56502528740116,0.426434471739706,-0.60176021642556,-0.329184243739816,0.311212484993998,-0.609335219704018,-0.417069735029573,-0.569418305459229,-0.0982660638771009,-0.547983007985961,-0.501512997640217,0.271661871426586,-0.41098973996791,0.717632513434072,0.511726207691673,-0.59879009728121,0.0075208501345353,0.147687184277241,0.125283404631854,0.670257528755643,0.231988479312307,0.559990410000453,0.251337983191225,0.11882339870445,0.045500041514833,-0.727783312116965,-0.841909428570485
