group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD183,CD32,CD95,CD1C,CD64,CD141,CD1d,CD366,CD58,CD39,CD244,ITGB7,CD54,FCERIA,CD303,CD98,CD38,CD304,CD49d,CD305,CD319,CD371,CD328,CD101,CD224
healthy,-0.495757561111734,0.292141033694341,0.439935569710349,-0.373669646663632,-0.448964781973825,-0.0677158264062327,-0.422941273065947,-0.131069671821848,0.237196758520599,0.0811244783441478,0.386195812421265,0.0996830166494245,-0.220944913771071,0.159898430347057,0.537323525537871,0.130082797346072,0.389027271911173,0.0728417645213889,0.180541960729423,-0.191935971005738,0.030013631734563,-0.557371461812825,-0.417751063849558,-0.246633269138417,-0.347961445328413,-0.242977952280278,-0.511352260432324,-0.0520213364358636,0.145122319540924,0.192100171302154,0.36954266183237,0.282637682551011
healthy,-0.255742296918768,0.51695487734806,0.479467531883991,-0.48874548039089,-0.692870169433306,-0.0883541357744727,-0.64668499865974,-0.524354431076158,0.364320327657601,0.436654050751105,0.67104584180395,0.341834540281012,-0.3718504793477,0.851810222941521,0.575161896924642,0.829812277573408,0.471445602371367,0.524825200617523,-0.220140305534824,-0.320728291316527,0.187377463395246,-0.72193926656527,-0.41534586101364,0.0826330532212885,-0.618954703342094,-0.210644257703081,-0.438935574229692,-0.373700845833278,0.0070028011204481,0.590981674050271,0.564253326984006,0.102225061104297
healthy,-0.0520968785077155,0.245481703352631,0.625042639868939,-0.715369455515694,-0.459214383410701,-0.258461679376836,-0.407254430856189,-0.490494676859787,0.448618441898617,0.0355897358851108,0.501115956177464,0.0778426318319215,-0.243664891438619,0.358677948007446,0.470649689286568,0.496433595683219,0.188985464919094,0.371185537475354,0.0198137817672954,-0.136326530612245,0.529527137542875,-0.486703083768618,-0.336926062915645,-0.368739495798319,-0.597512664730116,-0.125858343337335,-0.539517191895967,-0.401513775872812,0.260504201680672,0.50285301257701,0.658948091528508,0.124097456683218
healthy,-0.634309101952519,0.490615789642562,0.51937604268842,-0.797202624677935,-0.718031522719977,-0.074046049243884,-0.493275727337113,-0.294393550751395,0.603821571916732,0.566992683493099,0.610851098509094,0.468659740507876,-0.0692594337385783,0.619122780034039,0.248401286500881,0.647847943868104,0.304057614884211,0.337576329036688,0.174949851953944,-0.426612903225806,0.405852880695678,-0.76613332996722,-0.112860149411978,-0.461290322580645,-0.753646733794164,-0.643548387096774,-0.776522854626941,-0.532885512252474,0.314643026809877,0.464966994967923,0.359192652164103,0.0863814220499368
healthy,0.0175666351656924,0.523037323037323,0.224510821035533,0.0259193190838319,0.27976832042033,0.0038091684517832,-0.161622469743653,0.0268203862435825,0.392174529417533,0.358862325047281,0.125761008515224,0.349837242520683,-0.0630040664937112,0.315253947346936,-0.089959434534724,0.536910199836146,0.0982157362173203,0.506435667886707,0.415777943241675,0.0815958815958816,0.461856053592509,0.0094767840327733,-0.0025078712196051,-0.0507732380344443,0.359584991006913,0.191505791505792,0.0600584122212372,-0.175320504606307,0.376158611849672,-0.0174008942599681,0.599742558333313,0.291578219684408
healthy,-0.346108278866267,0.708349757306331,0.745081589982627,-0.783218086628571,-0.617295134029588,-0.130090415179762,-0.309376808797993,-0.551146773817575,0.620668974128896,0.644077565292126,0.540119816638356,0.656747016205478,-0.47640528405855,0.79317950411963,0.565105865839569,0.763526122536172,0.65996211672222,0.616635026603766,0.337224934718561,-0.15179045248523,0.693038437986861,-0.729879789549404,-0.373882143384325,-0.125828027525886,-0.693239902100044,-0.0986558621133192,-0.519194377958929,-0.670633073215795,0.517381430464529,0.44988502738033,0.739235397124171,0.648893279442711
healthy,-0.273403446423185,0.257973820266848,0.301788982608924,-0.382667275818672,-0.449871560992207,-0.150914776907257,-0.460925602627188,-0.260282020289332,0.352948759282531,0.401056407418951,0.0470731750872407,0.256363818464446,-0.447945811262855,0.22823560910977,0.191300499340974,0.411837336724404,0.252758725969498,0.146514787362669,-0.0435119959184449,-0.340823559729126,0.108553176080924,-0.287095192487617,-0.318574219130387,-0.140933589699195,-0.3539729725657,-0.111983924004384,-0.218309447100744,-0.140234658531312,0.137199020881525,0.267864656437129,0.296185134458617,0.329536977137818
healthy,0.175074943142509,-0.440505538878563,-0.348968884338398,0.177175867811084,0.140636665996394,0.0873975674017412,-0.0142315959579939,0.208315085353146,-0.217540934659852,-0.328146422529061,-0.395805224268609,-0.215668222763796,0.0402876193110854,-0.518213426168295,-0.344602262600921,-0.320774315774619,-0.373724783190935,-0.286006899824908,-0.386617412184265,-0.121515527259478,-0.315448760556344,0.24890428045744,0.207935242102528,-0.0616431618810288,0.351926900292095,-0.0723694789106552,0.144766156966687,0.0935200726778665,-0.35796251976114,-0.273408824832882,-0.379770869553332,-0.0457406618906924
mild,-0.174927460754832,0.449974028026673,0.612867504354858,-0.675615066475562,-0.638050932382267,-0.243353134736421,-0.379163739988356,-0.5511665184832,0.341601739819671,0.476508358880212,0.450964369933316,0.364959247553108,-0.286126662991058,0.503650172414819,0.32874708605476,0.441790841539919,0.388562742143726,0.312488596783935,0.379490807714522,-0.429132985351368,0.185551050085393,-0.539945484535745,-0.296714964856201,-0.183599419448476,-0.677448087493459,-0.201015965166909,-0.539796922043175,-0.255094486777093,0.578382674807738,0.31013057181207,0.596426100445246,-0.0906448217072636
mild,-0.454175638368272,0.187987935681384,0.220655364841159,-0.678323986338437,-0.704474439652258,-0.216678939991301,-0.539057842095783,-0.454908087607362,0.273569725914478,0.205555389065328,0.250306356261952,0.271063981163763,-0.0599761133724373,0.16410344627359,0.0374946531188308,-0.0124854644229032,0.0586756357182791,-0.0821828846808901,0.0874155097534542,-0.681822211374324,-0.0837940443595609,-0.646535000412092,-0.460424305804987,-0.316955795347606,-0.502370615437511,-0.33457893106886,-0.507793272136498,-0.324971682359569,0.157573918417043,0.0779540607257201,0.308264283734414,-0.11235873672286
