group,CD47,CD33,CD11c,CD45RA,CD123,CD7,CD4,CD44,CD5,CD183,CD32,CD95,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD169,ITGB7,CD62,FCERIA,CD303,CD98,CD18,CD45,CD71,CD304,CD36,CD305,CD319,CD371,CD328,CD101
healthy,0.503342591116503,-0.250104176879109,-0.401986582033889,0.639774814312701,0.467203976241512,0.191113642598313,0.355737907223689,0.298150629067024,-0.0111369945707974,0.256032154634075,-0.256021898085725,-0.164114819690211,-0.33780648778799,0.298192571593288,-0.113104511999456,-0.450702482883403,-0.187331572927795,-0.368895898172139,0.0116024329564659,0.0281371452127964,-0.023917952062445,-0.0549212718389881,-0.0950942107508349,0.605995486481448,0.33194705392124,-0.0171347188694828,0.637671310908651,0.294448539821543,0.391609598493876,0.113775450071542,0.532098332606137,0.117207255969783,-0.0383569918453639,-0.0817084667281963,-0.378644697838093
healthy,0.33249299719888,0.330783729231947,0.177435222263997,0.311629954064161,0.271887572160542,0.203512335210864,0.437347757452256,0.635898874029479,-0.427459478597459,0.37763140219705,0.213497212274518,-0.0534740789933123,0.0018315338953288,0.369521561940512,0.104036818064887,-0.240404113105536,0.0008502174975137,0.05384710817587,0.336325716483383,0.0,0.316773322769591,0.0178273126310019,0.601122610862293,0.463015900919498,0.458884110499654,0.395234855279992,0.51418166664366,0.400618035840899,0.520245128064495,0.479271708683473,0.507843137254902,0.171893184628977,0.612885154061625,0.0850313020502541,0.150185779416966
healthy,0.107640987559744,-0.0025876154092461,-0.464346239958023,0.469054858060138,0.576845654038072,-0.0150128520504254,0.255248648240997,-0.0553337248531942,-0.212622709478385,0.433726303033269,-0.256387877426402,-0.256901837934426,-0.496798130270022,0.305569222400273,-0.451321106322662,-0.320492549084428,-0.353310319395437,-0.0511514230303977,-0.393102332118846,0.360610450820618,-0.0588600118515009,0.188784857985018,-0.5580093156038,0.5323106499984,0.353769750581976,-0.300294122314131,0.141006898362976,0.352407615095258,0.608885960222154,-0.116366466258778,0.393271795945546,0.418736420505138,-0.26828331332533,-0.400614835918044,-0.6295716144524
healthy,0.760444383123478,-0.54127171856082,-0.519173714662441,0.850267827549482,0.786607567024694,0.139787868666024,0.589583867703177,0.341069800286273,0.142895273821519,0.33983049749116,-0.570974327238924,-0.521300965409406,-0.679543652386417,0.219248016357155,-0.590669301045558,-0.379094712113487,-0.508151918307091,-0.424102219667732,-0.345740206401542,0.183711730708738,-0.382223002190373,0.451662574559434,-0.365691407170845,0.785745538610949,0.190560021507147,-0.281033628085008,0.543401555337428,-0.425566232937374,0.772585021563476,0.139169031088984,0.790238063487885,0.548308660569292,-0.392093618024616,-0.307464661537347,-0.486869680379915
healthy,0.253682878422205,0.068983268983269,-0.160144186564337,0.0694744635236732,0.21617246534866,-0.300652224230038,-0.165633916150422,0.103333148033485,-0.211959652073743,0.1542172209006,-0.127550035658935,0.0096195411032778,0.0205646932163259,-0.0587395991109491,0.190777654716087,-0.0775014953498861,0.298787843721268,-0.187114564651179,0.268763444606714,-0.341561740289434,0.0574500371445759,0.484123027209451,-0.0152061981930569,-0.204427769849825,0.297600718059814,0.477576069785583,-0.37293845398904,0.419552696617845,0.0676693547230932,0.28261615987158,0.280968919782832,-0.0575376173418383,0.217816691050529,0.169263244165144,0.0330972380269834
healthy,0.377033537847706,-0.662386043331984,-0.682803028225646,0.768364809646798,0.635407347937169,0.238499094496231,0.46356678886102,-0.352372618634685,0.256997293452704,0.574415132488532,-0.7523494844624,-0.455738604844722,-0.639432798185849,0.540769100427724,-0.71636497099821,-0.60220125604762,-0.762492453461367,-0.622455083485349,-0.473898131582932,0.218997733066374,-0.171590456800066,-0.083271171158926,-0.656279440729612,0.73139146436059,0.32544745023593,-0.463357401262673,0.25262074731494,0.468008877238736,0.659784403209392,-0.0245788486148174,0.591498670941496,0.640164816108933,-0.40111937386434,-0.572482865667972,-0.751919346176532
healthy,-0.214497963657397,0.483028820423081,0.508171690031131,-0.30954144286795,-0.265277574760963,-0.238661511915403,-0.363835735174535,-0.0678859223614447,-0.134192421451415,-0.363240332623378,0.687404021844064,0.485543294988272,0.502287143088353,-0.636231796169108,0.602523921027773,0.096699514616877,0.268750286725069,0.374283045977413,0.403586933176114,0.0353244172776645,0.270728927229659,-0.333285387348827,0.58633484223302,-0.310733269713394,-0.243934397222089,0.245976161743687,-0.14942906794785,-0.0663624470655297,-0.347520506075326,-0.0560132931209793,-0.108705979406235,-0.251895841168283,0.339215901428517,0.454540118868984,0.600526225476475
healthy,0.361616327201831,-0.756624213231782,-0.761963732261942,0.523828723762125,0.604711240146791,0.0962225656018023,0.410959753771797,-0.247174660870975,-0.0787014622230782,0.574477297602839,-0.481156592708335,-0.366041562680574,-0.587353435543735,0.356286126162889,-0.692879646765164,-0.484722625690842,-0.493270363138585,-0.660943218418041,-0.603872701382939,0.0998841297803335,-0.304309788653003,-0.0688765784347632,-0.426474566577345,0.764565101482894,0.558077933111715,-0.60161408872346,0.159849058278003,0.162037922436185,0.499870476246811,0.0547586283407706,0.530895854441851,0.410868692865253,-0.567277751140665,-0.565666461221549,-0.718032872310732
mild,0.442121690149614,-0.491221647262451,-0.543214266117092,0.399629591505084,0.453841178215696,0.127947421201834,0.501052232826224,-0.196260090842347,0.0562825331318598,0.532985357468715,-0.278050846643176,-0.355286122263324,-0.299245792576527,0.125058919993827,-0.43945286510568,-0.509440544785524,-0.33276202745294,-0.187709532467781,-0.411350767279661,-0.320693665351116,-0.231374496410412,-0.103773502505617,-0.288580712106493,0.621161846569966,0.287860706190219,-0.239873561459078,0.169115380840504,0.428929521811768,0.643247297151778,0.240221385876688,0.528253485546663,0.195946661603431,-0.487488202814226,-0.060334493061621,-0.543214266117092
mild,0.342485416357801,-0.176878228751535,-0.201845981107212,0.489659784956193,0.545298321831925,-0.0043623517582313,0.426954181906702,-0.192542520581979,-0.220582512269154,0.465263926116268,-0.561305257627788,-0.294301746612994,-0.291296845489838,0.0064584389435615,-0.0311938512556531,-0.0018747326559415,0.101796707889288,-0.145669730011195,-0.0222538884203246,-0.196069327786564,-0.0707973888587946,-0.0007455868752131,0.010748081825053,0.542746005917818,0.383947830258624,0.191018678372057,0.263863797266388,0.260970727187116,0.522020030472697,0.377666478939049,0.456770920755422,0.332998079645831,-0.0540506362210627,-0.231306311333694,-0.303952363033805
