group,CD47,CD33,CD11c,CD45RA,CD123,CD4,CD32,HLA-DR,CD1C,CD141,CD1d,CD366,CD58,CD39,CD244,CD370,CD54,FCERIA,CD303,CD98,CD38,CD45,CD26,CD304,CD49d,CD305,CD319,CD99,CD371,CD328,CD101
healthy,-0.44948887808264,-0.0437757915396023,0.194289727325593,-0.156514111493653,-0.569312286030698,-0.36757055403113,0.105497618869058,-0.513440048323769,0.0981568262339536,0.0218453053841322,0.261477346694395,0.377582793637425,-0.0911968365735806,0.177878359564362,0.138230310521074,0.272667771306562,-0.324373301117487,0.125107842485398,-0.433475748301288,-0.262469763565632,-0.246709249812829,-0.295541209105561,0.635411080761828,-0.498690348082045,-0.231350045303534,-0.375888092867758,0.137909624551402,-0.366316685324925,-0.271670190274841,0.301871697760528,-0.0835870306525598
healthy,0.192997198879552,0.0880311537472117,-0.054660139559999,0.210379397827959,0.137659165084439,0.212004851927097,0.295277500366113,0.207563025210084,-0.181321855637557,0.373403090952492,-0.0367849478178141,-0.35340252114574,-0.06560845022481,0.0391100048856319,0.132959457558902,0.254713354054247,0.209243697478992,0.329032581680574,0.342692689825286,0.272528350588928,-0.0733893557422969,0.300161076441668,-0.255655395770819,0.396243419619683,0.311204481792717,0.342857142857143,0.144509932994642,0.142236730704359,0.175350140056022,-0.363007385829158,-0.149340456080661
healthy,0.0847727398643721,-0.183525402327474,-0.584459826725668,0.649361312332964,0.494031665853919,0.461350041230622,-0.364427054545643,0.288259303721489,-0.492678825093957,0.34961061208941,-0.491937104748956,-0.276957573220818,-0.367663077328252,-0.0470535239186316,-0.515720522415036,0.24336472050009,0.348859543817527,-0.701965002006649,0.541347255541269,0.413088824537315,0.299399759903962,0.203580511746955,0.054642831311418,0.647626247991907,0.182328931572629,0.440129916567189,0.294292665013651,0.127601928389276,-0.407154861944778,-0.31654130618004,-0.686109293284123
healthy,-0.806054900794897,0.377598577713383,0.434802927829145,-0.689031249593627,-0.751916156376425,-0.703696874355405,0.434719090056908,-0.709274193548387,0.436761611219996,-0.0485257179060103,0.288480892810225,0.444441424919789,0.390416839995844,0.40748704945548,0.127356486891713,-0.142886901662352,-0.660483870967742,0.15358231835376,-0.787254170045082,-0.212697973891804,-0.383467741935484,-0.671438656502277,-0.289415884884872,-0.786181740987598,-0.689516129032258,-0.778539797106492,-0.534774061025962,-0.486723139707883,0.307785422379406,0.12231564191949,0.461415082982459
healthy,-0.186774665070523,0.0612612612612613,0.0092687953638522,0.0363404886123829,-0.195062916816467,-0.0465845389173061,-0.0202072205837061,-0.224453024453024,-0.119169760689478,0.0817126975922804,0.0290229697843946,-0.0266206489949693,-0.0588771625749091,-0.121119801184996,-0.0083256826983686,0.187742703705078,-0.211840411840412,0.188402218290248,-0.0179381983477496,-0.186697079681718,0.0608247927722277,0.0773196518291031,-0.206809836866173,0.228493925039016,-0.0653796653796654,-0.0566638063130804,0.165843720573534,0.110308135525745,-0.0193099903413589,-0.110732963472524,-0.0018029623827928
healthy,-0.465538760529344,0.618128265520551,0.686420869987463,-0.780055776045355,-0.621026957854241,-0.484082577657727,0.683106757132978,0.123915717379055,0.722940086264835,-0.487939195169711,0.663292524438709,0.691994111577403,0.693462740559569,0.610604801001459,0.462435852891147,-0.197358007958459,-0.152256757900704,0.551481650653375,-0.731218701525026,-0.376374347254629,-0.272557720753746,-0.36150234741784,-0.498415982113222,-0.689121106650092,-0.20753746221622,-0.725826339413113,-0.651720217462732,-0.087656825783113,0.378683965238352,0.492418304076922,0.69639076005799
healthy,-0.278492235798229,0.459912493412072,0.530488302377311,-0.652327058047089,-0.696785498428976,-0.650975409046834,0.495019245226231,0.0224333211545488,0.344259895188119,-0.386851672018121,0.488236550641454,0.428118669188182,0.345261042470138,0.460302547879935,0.362522234987961,-0.0099232599219755,-0.614125470832671,0.330533344311713,-0.723883881297745,-0.598783260091104,-0.337699827845465,-0.314442314274416,-0.150807435134323,-0.706566305914708,-0.445012787723785,-0.629670456617954,-0.258368953205208,-0.394022201195752,0.0016807336779095,0.400920980783927,0.566644791425386
healthy,0.0747939944444812,-0.470130615673708,-0.488459353603314,0.206955032743622,0.0055237985481271,0.0471170352055617,-0.203315849900062,-0.318936301793445,-0.31257631579587,0.0432834015958802,-0.174149456630605,-0.388033319785445,-0.197661291291149,-0.457550544896477,-0.216628062547767,0.243416003958041,-0.258776310379439,-0.290506877433798,0.160729898159841,0.0925542224410142,-0.0709106705620586,0.142600851200092,0.267062882071418,0.154980414241165,-0.190181696757859,0.0318114350052439,0.103499491120769,0.108981114542527,-0.462728415818313,-0.257102744687251,-0.35747803055242
mild,-0.372134561181252,0.436935007896354,0.498344621949973,-0.639128573201093,-0.780146199327009,-0.479956147527362,0.497487604188085,-0.429043702628608,0.339151052923032,-0.364161207443164,0.392167299302618,0.26549222667837,0.368501763190996,0.411686703062497,0.418839050832103,-0.0289960837520615,-0.526578910341434,0.0224207518853184,-0.765822519652097,-0.254049114031658,-0.422351233671988,-0.248466416337504,-0.25650500910651,-0.647041979437199,-0.160619254958878,-0.537213775414584,-0.320791192418137,-0.293875390027412,0.422263750442328,0.336209733532631,0.490083423926424
mild,-0.0446279246140342,-0.19604692217283,-0.0680002316257578,-0.184574698974437,-0.441893258600053,-0.279784081283292,0.0417345420609952,-0.493215645114379,-0.124293327542915,0.0363694055097642,-0.0908445778880296,-0.108275375843154,-0.123056431273333,-0.187864627878095,-0.004466046218144,-0.217357728455546,-0.477140223118086,-0.266626730661297,-0.255269668206171,-0.305378591860636,-0.27139632470464,-0.280590142986175,0.0803612923718294,-0.299777780035499,-0.468762052906175,-0.272136172403604,-0.198965037583974,-0.262808232024736,-0.0621063814884508,-0.0984961928771961,-0.0290674183699871
