group,AR,ATF1,CEBPB,E2F8,ESRRA,ETS2,ETV6,FOXA1,FOXK1,FOXP1,GMEB1,GRHL2,GTF2B,GTF2I,HSF2,JUNB,KLF9,MEF2A,MITF,ONECUT1,PAX5,PGR,PPARG,PRDM14,STAT3,STAT4,TCF3,TFAP2A,TFAP4,VDR
healthy,-0.153831842769014,0.146064255707976,-0.201307561214114,0.27646211987123,-0.172178614367436,0.0916399582760722,0.064743799167256,-0.176500973511899,-0.177523412623927,0.249718864285951,0.255228234729402,-0.0687497834185275,0.189249428628701,0.140940721729604,-0.114378770754306,-0.232751526851269,-0.208025298812252,-0.143200149246225,-0.238010021031121,0.136739122243398,0.0143356135058213,0.0110039899350281,0.0290363681114054,-0.14906134090006,0.223784599337438,0.314338161016115,-0.0880477712494037,-0.193466879884086,-0.0840335308683515,-0.25246375223367
healthy,0.383858022841666,-0.285880523917524,0.02515758469047,-0.0360307780736392,0.215304862180121,-0.0961666174308827,-0.388503847820856,0.0714490731008465,-0.429831742444389,0.0925830317125838,0.0973642473920809,0.302964426034069,-0.206537154745328,-0.0635667983404103,0.0035449967613494,0.119455025503939,-0.410868591059506,0.360370137856014,-0.188322288795914,0.377637598254264,-0.425865341099113,-0.0076680319453956,0.392922201053818,-0.157528493271688,-0.128557573105718,0.0612527508814657,-0.450310484719531,0.17346982193318,0.372992294747465,0.508559197830737
healthy,-0.11973524080174,-0.0012890231373793,-0.211324002664562,0.118538197175398,-0.145198219845413,0.175097549425485,0.12911818019975,0.0975173700208034,-0.0415775460948008,0.0401955141741349,-0.0056842027837922,0.0267233696984711,0.135073081585201,-0.0143050128660394,-0.12951454358607,0.0255696490768184,-0.0506174571230644,-0.0854897623624205,-0.192196007177073,0.0911274607545696,-0.152271659455619,0.165471046785125,0.207960247382502,-0.099719170503213,-0.0572812463779096,0.163226952570276,-0.196458129992668,0.153929162058373,-0.0895609083906028,-0.115365699391364
healthy,-0.0144551215083558,0.196190093342223,0.145026138384947,0.103575106414596,-0.164868160142119,0.167071477251723,0.0280221858746837,-0.0003097077894163,-0.0863518170646796,-0.090543804203317,-0.127349789696677,-0.0472685572302344,0.270628522131638,0.188502723939363,-0.0908557934497456,0.0611938103474894,-0.0647890063559991,-0.076078986502659,0.0983017086521399,0.006621168492457,-0.0717921287765945,-0.0010116360635262,0.135442497962051,-0.162380041148815,-0.0720446100192863,-0.0577893061209222,-0.0410186958665251,0.0071421011769264,-0.0623651484018748,0.0615548509196819
healthy,-0.1939167361142,0.0053531101858245,-0.0058443610654533,0.131760960404293,0.0386244160073284,0.246948227468238,0.0362227450402545,0.029132308170017,-0.116209599975605,0.137123905442563,-0.0604686067729631,0.213521530978103,0.146009694626639,0.0466152336189075,-0.0380579285064953,-0.106967789133019,-0.278655791750984,0.0627581604221639,-0.165752669167395,-0.0012962335522536,0.0513895627383426,0.204054993757149,-0.0528672493182069,0.0965649739592991,0.1278870120262,0.148884913738941,-0.0964671171774711,-0.0328985649138376,0.131440835957208,0.0118977127453634
healthy,-0.0038513685307371,0.0787452472255746,-0.16803788740583,0.143692066189947,0.141817179351243,0.120140532009181,0.198340861385083,0.113028892276165,-0.0887477223305825,0.177199895996936,0.12186764451577,-0.0551105899829936,0.152678592761667,-0.0345884296105767,0.0089680547802056,-0.0027430610398775,0.0907980911886727,0.170069784472406,0.192106631748997,0.079788903446134,0.081257410871523,-0.168416559131873,0.152955669634382,-0.0857829997925331,0.0233391085783517,0.0279570564569334,0.0204205655190881,0.191524770316296,-0.11102470289686,0.242082063691008
healthy,0.0322548698345434,0.0350913964956196,-0.0579734860951407,0.12504265439349,-0.130545079140359,0.0542427200410353,0.0889443065394609,0.0366417929301888,0.0229231861161291,-0.0193481359772729,0.149714610003259,0.105736135141897,0.0709216632750665,-0.0975007053390787,0.10657661959759,0.0120967683337414,-0.121948797645299,-0.0497392701134884,0.0622244612202345,0.012684777986982,-0.063971670086661,-0.106089877310169,0.18208912792413,-0.0351163665310271,0.0270633567091024,0.0403755068356965,0.111701545961945,-0.0666750232255642,-0.0671411305531699,-0.135100723378028
healthy,-0.0651153946587114,-0.0646106083789652,-0.175718546493906,0.153735918182379,0.0616185284143406,0.0534727433677912,0.134588641837328,-0.0781095705050811,0.0753352813950244,0.188193688060698,0.160515930673647,0.168189496297208,0.159188831260766,0.184409826391149,0.147961407393508,0.0197538340521645,0.165854859753382,-0.100436186241113,-0.0886184880951198,0.0122410672838452,-0.0470265411582904,-0.0804442070489072,-0.0422005400724911,0.206630599842718,-0.089168053802908,0.0447509320423378,-0.133359242994721,0.206347675274635,-0.0825549464525234,-0.12881209561991
healthy,-0.0627329552778838,0.164459976700889,-0.0143162749704029,0.149028389470004,-0.152430574236168,0.087184893135721,0.145995219047669,-0.0183546735422456,0.013892993811304,0.0607462730122229,-0.0486102319486073,0.0306826296287493,0.132927511517466,-0.0642100463068273,0.0215005983474167,-0.0036887652334661,-0.0622177650840354,0.10615889747445,-0.12563448223431,0.0578608289203434,-0.0828781753106033,0.0858368365341951,0.0530772522232738,0.0052710305186692,0.0636646217444719,-0.0224071987136186,-0.0018257768514979,-0.117587316494517,0.0338045219871584,-0.0856789459431027
healthy,0.0470962804220285,-0.0898589791058217,0.220841738511835,-0.039525080772629,0.0500523663409176,-0.008063880635881,-0.0814934570496458,0.211088665922303,0.113829417305249,-0.230524428103298,-0.0692166512436474,-0.0207830938583119,0.0155948614292413,0.104096454143736,-0.194066035103666,-0.039987597617081,0.133164632346146,0.0740630233963838,-0.132149106231153,-0.0308277531541288,-0.143420440636169,0.0354931404546884,-0.0849723880970459,-0.0599964784966362,0.100506921242228,0.0012467845372185,0.157456821393887,0.0959219716537472,-0.19560440634717,0.0621984608647883
