group,ARNT,BACH1,BACH2,BHLHE40,CEBPD,DUX4,E2F6,E2F8,EGR1,ESR1,ESR2,ETV1,FOXH1,GMEB1,GRHL2,HNF4G,HOXA1,HOXB13,JUNB,JUND,KLF3,KLF4,KLF9,MAX,MXI1,ONECUT1,RUNX1,SETDB1,SPI1,STAT3,STAT4,TFDP1,VDR,ZBTB7B,ZNF384
healthy,-0.381577664974003,0.046387490326891,-0.197662182684005,0.0197845146753135,0.359865928770514,-0.0792234419335149,0.241744325739851,-0.0389591491201919,0.105143351727005,-0.0205163709518356,-0.307867540323621,-0.0432405083378461,-0.190831524103132,0.288192804089786,0.239926882653155,-0.200138296419571,-0.134820123739975,-0.164155362823902,0.348046449904683,0.0124781495147014,-0.132917297421018,0.197918332380787,-0.0113315746814835,-0.171156787869297,-0.236133427619848,-0.0791746515150801,0.0113193770768748,-0.038873765887931,0.262943762549774,0.193722356395394,0.0249562990294029,-0.107094968464397,0.376808401572,-0.29951218116666,-0.350388389989553
healthy,0.0534198659251413,0.0469405732299925,0.0737120318926808,0.0930770692067233,0.12756045614278,-0.0069248236270351,-0.236598140590369,-0.184885436045503,0.210238974837664,-0.236134222667642,0.115799146732932,-0.534333025722934,-0.155251971539411,-0.0710437966450497,0.300282897747783,0.0887907787651935,-0.113821130833748,-0.33957236121257,0.0109402595496563,-0.142410072821751,0.260942516462209,-0.384092216379312,0.0781206665424906,0.354743043039281,0.19328263332363,-0.136570081654261,0.0379493347093507,-0.309397894860615,0.0673204309999986,-0.131882813374033,0.265001091094108,0.105578101401893,0.181473942052773,-0.268493912161706,0.113067971401273
healthy,-0.135521932361463,0.183182261301881,0.0332723051093485,0.283510330108136,-0.105250287485305,-0.198166630857528,-0.015041164386559,-0.201157825285566,0.333821084491119,0.183939525714043,0.17886585415256,0.268308247033992,0.127419203151334,0.0307354693286073,-0.116230621461647,0.110248232605571,0.0585744022806966,-0.139005348657406,-0.113428743136649,-0.0415454188122135,-0.0953301236859882,-0.0773640255074552,0.0572018605336537,0.173252631697413,0.121966899383771,0.226365264405394,0.139942463367456,-0.0968730499257674,0.261246756390586,-0.291584661902808,-0.0207490448932267,0.131584157418223,0.010194672148725,-0.011160184274231,-0.0222446421072458
healthy,-0.41256359961438,0.329280029043953,0.18867739614837,-0.0768529373243749,0.0137367855083926,0.237857461126596,-0.125282691415582,0.0849422265750413,-0.309176386714906,-0.110383392976616,-0.281791915115954,0.130867818080825,0.418053061641528,-0.112203834766244,-0.139916098433962,0.203171995652651,-0.480838607722918,-0.127548630294378,-0.198449726507479,-0.117981228596285,-0.114251714543499,-0.128195773434431,0.23671183019098,0.316782663332054,-0.0790626028866439,-0.198992295067655,-0.0798410504319254,-0.049816422399278,0.374527996029899,-0.234930310778615,-0.100243410282867,0.188033535618447,-0.0514455349127165,0.247648080313576,0.0757809306445475
healthy,0.314523023674941,0.0913161726922157,0.113909864904723,-0.0237233768231323,0.142528541707232,0.106661055319877,-0.439635594301698,0.150624614750047,0.0110144249535972,0.271124306550084,-0.249189597027108,0.256626687380392,-0.300119544889468,0.112215337988785,0.342576858172137,-0.191104979964122,-0.143940647470513,-0.426832502047944,-0.311604671764159,0.229231835572727,0.430503977032477,0.467030446109363,0.464771076888112,0.300401966042124,0.125394991779414,-0.428244607811226,-0.369218586906052,-0.0835025208020571,-0.304826564100407,0.263498935428363,-0.0329491344765727,0.170770656972865,0.146200016691764,0.141681278249263,-0.403391546377468
healthy,0.100119318597026,-0.103502179731812,0.267352997589084,-0.0025485111948226,-0.249144379828803,-0.137328116881142,0.0129484692605786,0.192544968036125,0.266983958192562,0.0300820592135994,-0.0129003336871192,-0.142930562792112,0.278269075970266,0.21185000719187,-0.109318561524823,0.0687696892823294,-0.10384982554013,0.105323308927693,-0.0563828017121105,0.091837325763484,-0.0226932486875815,0.221535954251312,-0.0293306094279277,0.148308376026937,0.147933988233364,0.0925245947845432,-0.304617954042236,-0.074749197185397,-0.0538476615099154,0.0195724590082971,-0.125561643368845,-0.134798325075998,0.220650794539364,0.182538117153621,0.0745620032886105
healthy,0.0478787894232407,0.237219113969521,0.321583163943082,0.170091428188326,-0.470672845177621,-0.185088038841572,0.0312591689590378,-0.0044795070782421,0.111468313816548,0.115655679128818,-0.127958093495875,-0.0902068852930074,-0.454247985890733,0.299477770317843,0.104424451236993,-0.3399231748069,-0.55321912416291,0.200506632045666,0.176908069394347,-0.0358360566259375,0.0644334894950053,0.167527072687014,0.458175669633249,0.0309670271930655,0.267179875079793,0.230824455314349,-0.218651881732169,0.116694405407831,0.307365597999096,0.0221703140176769,-0.121433594055826,0.125913101134068,0.170902933093805,0.345019425613305,-0.163339707374744
healthy,0.678645683283882,-0.416896501497602,-0.326608555118131,0.261683133544598,-0.461214871666311,0.252634524434146,0.039232655559185,0.655396702211773,0.273637865289063,-0.480434909995811,-0.475283147144605,0.286187031208668,-0.800240496220683,0.192002238569951,0.351508742232294,-0.113470879209899,0.397346221959692,-0.708763681490933,-0.531952538507872,0.39543082295091,-0.528914319390494,0.0464319139025372,-0.145041938733957,0.174235261557458,-0.606454955125315,-0.133879785889677,-0.097289059997777,0.76014921351963,0.477792980328526,0.146891289501056,0.22608313127793,-0.447873126846521,-0.227932482045029,-0.281167364840826,0.431427114667671
healthy,-0.163341709020726,-0.0893674462537957,-0.105511838181373,0.372006327297728,-0.151796821405577,0.505391952358141,0.421111636948464,-0.0228261933212762,-0.179235698134733,-0.148805166738181,-0.137444786459347,0.142017932580873,0.420175921171437,0.295541215490542,-0.319500811020612,-0.0056538319485147,-0.349443715885473,0.302051688643378,0.0514643677364802,0.331151131399369,-0.432287509890983,-0.168046646096763,0.291996038814201,-0.0827120030509986,-0.140620948463059,-0.198279491061548,0.343130929164404,-0.379531590800296,-0.531130725774107,0.0983555893514345,0.227787485776523,0.124015288194694,0.0428452393114717,0.188869616909474,-0.0953243973976853
healthy,0.29333072501445,-0.0527974998295307,-0.172708744634676,-0.0324907691258651,0.153925018733786,0.172302610020603,-0.220937230055882,-0.206113316642206,0.0808207882005893,0.168951999454498,-0.0088334278560945,-0.0497514902239809,-0.0738149661078247,0.115951432317931,-0.296782869234074,-0.0723934949585681,0.0602094565363687,0.245609907860836,-0.188649528237054,0.0783839805161494,0.157275629299891,-0.0702612882346832,-0.254240268409894,-0.129556941889387,-0.0317800335512368,-0.151792812009901,-0.194741547448154,0.203981109918322,0.0444717402410278,0.0799069853189244,0.0248757451119904,-0.0589910526941487,-0.110164014067386,-0.0491422883028709,0.129252340928832
