group,ATF1,ATF3,BHLHE40,CEBPD,DUX4,E2F3,E2F6,EGR1,EHF,ELK4,ESR2,ETV1,FOS,FOXP3,GTF2I,HOXA6,HOXB13,IRF2,JUNB,KLF1,KLF3,KLF9,KMT2A,MEF2A,NFYB,PBX1,POU2F2,RELA,RXRA,SPIB,TCF12,TFAP4,TFDP1,TP73,ZFX,ZKSCAN1,ZNF384
healthy,-0.0909079217565498,-0.0164808961332993,-0.0091922323418249,0.424282887614017,-0.0802880130019618,-0.260463280988114,0.120488375150815,0.296543419103643,-0.294251622756839,-0.0955541318366821,-0.458772544111818,0.0834564527601113,0.28999364047316,-0.152523430096848,-0.0542266567303844,0.137332452125957,-0.158922926999672,-0.34611134227659,0.350632317583673,0.0963180639522833,-0.211120780406656,-0.0297182116446195,0.18070125403296,-0.330006150462439,-0.376468251263761,-0.33084522344187,0.243331164034958,-0.303882176804337,0.422141372994873,-0.0183093238198203,-0.434527092049457,-0.102842795628156,0.115228514682741,0.189968627238615,-0.184045022473379,0.385936000106295,-0.127238529418177
healthy,0.19517638251311,-0.192416302446742,0.0059675493612421,-0.185731656110062,0.116243331033164,0.0939807616545514,-0.493857537250896,0.364579747571403,-0.0672435920965306,0.386698614397189,0.184937398650594,-0.193308249326358,-0.0310185145801789,0.100914586802045,0.0322049455089383,0.457507162434789,-0.409981967426918,-0.289002115305252,0.322188202381768,-0.120834025885792,0.505745914946353,-0.193799528004496,0.169508133421931,-0.0429125554304269,-0.426826313459036,-0.353947882345247,0.177908715660348,0.120916141630265,-0.229337948002413,0.136300809514948,-0.432021550085626,0.458120906835287,0.285965248548463,-0.166141387898554,-0.255871951882299,0.487493567054269,-0.195155145682643
healthy,0.0472803148701141,0.265503028252854,0.0160401714422035,-0.145344958252776,-0.114190744314734,0.0384009342503229,0.169634360722398,0.168288132047785,-0.0476717714350726,-0.428826345330433,0.294757245692682,0.239103579420894,0.21166342898941,-0.157317800507849,0.254103049263573,0.0160115282789138,-0.0719707216257915,-0.251706571268339,-0.168278584326688,0.0606757675685733,-0.0991244404243789,0.261359317296951,-0.052264225282513,-0.370709367015735,-0.196119739044227,0.154644438600815,0.141602251582928,-0.188090105602029,-0.345703885463871,-0.0175391636543618,0.0429647449344736,-0.0343622482264823,0.253702044977518,0.102943528862999,-0.482016699559311,-0.193026277408945,0.264376397163461
healthy,0.498499003110918,0.0049323975149048,-0.615084481303835,0.543584206483375,0.725696418947425,0.580295182255549,0.374810083538351,-0.736381636566832,-0.702537208869587,-0.706442551889101,-0.0034855045563766,-0.384287443744796,0.727023559324186,-0.766373788074915,-0.70425648024939,0.0397700672138656,-0.648607220693196,-0.587173676628663,-0.715097611034078,0.745781509808604,-0.286534585293163,0.782010187927936,-0.765399330791908,0.769625892501338,-0.390301841057315,0.382574747016542,0.553690854766558,-0.710263363674425,0.701050868001771,-0.708308813692798,0.0975654808825149,0.0682693032025846,-0.267084417924334,-0.448654221635674,0.0189941683221785,0.540464534323848,0.569903006247996
healthy,-0.231819619312823,0.0205638758815482,0.538183288696258,0.317312029227778,0.230677181763848,0.0809226597190553,0.0459831113462397,0.392712907460121,-0.18707414864464,-0.257524464164758,0.322929013843571,0.319977716842053,0.0708311280364437,-0.154990694144261,-0.170604007313585,-0.0162797350728923,0.176792210703866,0.147850459463168,-0.0254192354646915,0.195452024003789,0.106627504570991,0.26304624565147,0.0257048448519352,0.24457683860971,0.122050411482152,0.314646341613503,0.257524464164758,-0.315598372904316,-0.0956791447266477,0.0134236412004551,-0.375576344225498,0.0776857533302931,0.422035471217144,-0.0713071436818499,-0.303983591156404,0.173555304315103,0.150516147077443
healthy,0.300264723191652,-0.0456459372582372,-0.194290049702546,-0.186332032027432,-0.0303370751792552,-0.150600559651652,-0.112745330100452,0.170823477405908,-0.177283801011951,-0.373937778650542,0.158423649933156,0.0490110264548687,0.156704674938565,-0.309226600675223,0.27027576068791,-0.306242006728572,-0.165580198890226,0.127020648344382,-0.0048762760050626,-0.0311007642270874,0.19481086944188,0.0484092502793684,-0.39660558077701,-0.102957696967988,0.107782700563479,-0.152497638805808,0.323415565387243,0.010958802908998,-0.137350689599158,-0.157050089066207,-0.159333060566087,-0.11603216140879,0.162171932927639,-0.397585153654618,0.0555981818109051,-0.356955816890797,-0.0873762815539144
healthy,-0.517638407432641,-0.205961530073635,0.415820249220059,0.21424715053931,-0.0895043507220934,0.210317211978516,0.409106604178701,0.110267526118291,-0.0522354333705595,-0.267989060358174,0.373475161227498,-0.32772412648225,0.157263041407791,-0.105944593701417,-0.562144961633638,0.338171213156362,0.19797065500002,-0.201507599704735,0.371903185803181,0.0446703016410302,-0.202784829736993,0.191289759446669,-0.211954686378847,0.34681707799011,-0.28760600367414,-0.0595385691960358,0.36319182199342,-0.167513631153863,0.311906123775052,-0.181235666628637,0.29458164461955,-0.2730652309992,0.0771577937435975,-0.299952560652636,-0.28993121732261,-0.338826202916494,-0.0547571439470692
healthy,-0.217223766791664,-0.41251245309335,-0.378612783245202,-0.430858156775878,0.16697249148735,-0.144838001174736,0.406197808709872,0.362460587611672,0.326766229359799,0.254181053920234,-0.365119385246821,0.13367105110711,-0.0096381414274147,-0.021536260844706,0.0654728917655414,0.290074821994744,-0.0013293988175744,-0.26634505310104,-0.211640291757852,-0.337733769604788,-0.0803621585223752,0.206455636369311,0.516006151041521,0.0322379213261803,-0.111536560794496,-0.0290473641640016,-0.130414024004053,-0.270798539139914,-0.18053235942661,0.430658746953241,-0.0971790535646919,-0.179601780254307,-0.318856306395231,-0.0611523456084245,0.334609682383488,-0.254579873565506,-0.0368908171876908
healthy,0.191129421085842,0.200789105203307,0.0433230216446309,0.0127031462366663,0.061967535235738,0.0363230587704678,0.0488674156791759,-0.134984161208576,0.228167031832123,-0.172630464378697,-0.212036682600356,-0.0758219041001023,0.240909875400779,-0.135381134528472,-0.220386354762165,0.0410999710532143,0.0243212320656174,-0.110041004275122,0.0254592222493188,-0.147396193677319,-0.0995079788538864,-0.0471471979596273,-0.153827161459632,-0.0725270255449669,0.187371406990829,-0.277510815495174,-0.199571720355627,0.149950055368649,0.123564562039573,-0.239414609229171,0.120560797252362,-0.173384713686499,0.110199793603081,-0.204216308198408,0.415750157926896,-0.0421453341289399,0.0886441423327374
healthy,0.1478912871816,0.408000566911058,0.258886195342015,-0.0853101360241208,0.626932672263282,0.234220660195256,0.10854873938553,-0.512064663542632,-0.0419925639688623,0.243699564197936,-0.384965810947556,-0.50513385201379,0.298126819439132,0.114766085021697,-0.473741352736097,0.453560460343294,-0.0271117039216441,0.0050961849476774,-0.263574685493879,-0.0689004204925993,0.0183462658116389,0.0059115745393058,0.210880133134894,-0.0830678146471427,-0.531022471547992,0.292521015996687,0.179283786459293,0.0275193987174583,0.557013014781147,0.279474782530632,-0.0914255579613337,-0.136271985500895,-0.372021501180455,0.118129567087164,-0.274582444980862,-0.253790010394338,-0.280799790617028
