group,AHR,ASCL2,BACH2,BARX2,CLOCK,DUX4,EBF1,EGR1,EHF,ETV7,FOS,FOXG1,FOXP2,FOXP3,HEY1,HNF4A,HOXB13,KLF1,KLF10,KLF9,KMT2A,MITF,MXI1,NANOG,NFIC,ONECUT1,RBPJ,RELA,RXRA,TFAP2C,TFDP1,TP73,ZBTB33,ZFX,ZNF143,ZNF384
healthy,-0.0842087729862472,-0.573202186347279,0.007975991486876,-0.147475959695704,-0.120205196815307,-0.078322024261727,0.0581178177834155,0.252650898285358,0.0178568807864882,-0.183128272952141,0.06088299202771,0.0879571202951797,0.240852821509701,0.130712858943626,-0.111983412062272,0.123117847019297,-0.240348945314074,-0.108173616436799,0.240004834741451,0.289728812485519,-0.0764662851022228,-0.185549336623812,-0.110324307515695,0.0839629797200877,0.0245055886361029,0.196585454274374,-0.114134103141167,-0.144268357572323,0.322222682271806,-0.288462977164798,-0.0402855163235433,0.240017124404759,0.204708921720946,-0.22331547196922,0.0255870790072047,-0.188363669521339
healthy,-0.314817966034928,0.226061571967778,0.237869455253086,0.421993950968278,-0.608983449262636,0.189543394966606,-0.0890264905590652,0.354583664468999,-0.155519721691815,0.422932925160068,-0.19551309308504,-0.0546697925520957,0.274676819335916,0.142461758307799,0.525152427349106,-0.238103491742154,-0.36454400290254,-0.208882869434853,-0.335473277077664,-0.0936754026908555,0.306789312459798,0.0501792616092819,0.0608735271595981,0.307930505491084,-0.0892767894023585,-0.0556695738075104,0.211121417846906,0.138229303855951,-0.297290683474479,0.291036747686542,0.199608378114292,-0.106233475447164,0.334868034676932,-0.233768513752799,0.255084217788857,-0.127185751219231
healthy,-0.27558412898201,0.279756326572626,0.255485186250958,-0.0419791661685983,-0.114087695303222,-0.30681845751998,0.208095499005945,0.2797277498768,-0.010963925631962,-0.115002149569659,0.177251718644265,0.153875981458483,-0.166125858402622,-0.338348078581486,0.098446717121049,0.0660407440542073,-0.128414145477393,0.16808812484935,0.102418877840882,0.146388887152035,0.0212515361293721,-0.0206133232559216,-0.0785382856955055,0.0069346115204764,0.101142452093981,0.313181535123933,0.397206546418057,-0.245721481843694,-0.2251748375447,0.426678645380082,0.126347097812636,0.217478180802194,-0.262210235335377,-0.205933195688433,-0.15353306110857,-0.0509903509191074
healthy,0.478858023652055,-0.289163594495526,0.665921189492986,0.708222183555069,-0.579477926896768,0.660689155305273,0.661587509601827,-0.738602039557604,-0.68417208970575,-0.416593392282315,0.713603865273122,0.542825071597355,0.0632122426903878,-0.661850213730324,-0.670055026600681,-0.438550766279452,-0.70207256137568,0.663448486883514,-0.427578646884096,0.747719749274485,-0.717222614643158,-0.712122870748724,0.52483171525342,0.473551869370946,0.373432980428436,0.449829686567731,-0.723649014386498,-0.693365795974089,0.676504412955264,0.661158269820445,-0.38134272026875,-0.448581372842859,0.728422254578373,0.132027120035474,-0.682420885220613,0.677396199648606
healthy,-0.393200941460716,0.0443936546810486,0.0867048777992336,0.0401341355751911,-0.332242490256888,0.0545218445549766,0.175492187161331,0.139806882652258,0.111410088613207,-0.104310890103445,0.0388089518533687,-0.282737412648811,-0.101944490600191,-0.064934002369295,0.0839598543754587,0.0177953242644715,-0.160631198280895,0.0522501010318525,0.047990581925995,-0.001703807642343,-0.162429661903368,-0.0300059457012631,0.0368211762706352,-0.110652840772166,0.112167336454249,0.211461459610795,-0.335650105541574,0.0542378766145861,0.334040953879362,0.132329060221974,-0.16952886041313,-0.340288248567953,0.0500730134888587,-0.255381834391192,-0.0624729468859107,0.170380764234302
healthy,-0.0558682644528732,-0.0168107529774225,0.0333687935320274,-0.0491095513575206,0.0465044626584765,-0.129808155567226,-0.145089191857594,0.0808518447214142,-0.127915500826125,-0.0776069096752366,0.28397348720601,-0.189112233598405,-0.144831102574717,-0.142131918824624,0.0495827150427959,0.13550225037071,0.138994520979645,0.12346077226646,-0.0858442592870745,0.139077862310574,-0.200271906652824,0.0767869385160947,0.161926829135316,-0.129953330788845,-0.0205799318794449,0.17863004491154,0.0569167521645628,-0.143226109846823,0.120871814147595,0.12346883755655,0.0138991832549615,-0.0282661533351383,0.0890219835825028,-0.277112613769518,-0.0902828572665602,0.168938254653486
healthy,0.0470680242891104,0.163771831207761,0.0800189167281118,0.181393680245716,-0.0872903860337364,-0.0107761864934706,0.162232375994408,0.037733029910268,-0.0249588270760627,-0.0589906136010354,-0.0628556288175385,0.157679519086832,0.0388139239962393,-0.197050267309178,0.0023255600031502,0.0502779521807825,-0.149523681892685,-0.0169340073468824,0.0052406985986483,0.0915156992788966,-0.0824099854637451,0.0678998012187375,-0.150440804147449,0.178838839678875,-0.0060923121209286,-0.0420566062541529,-0.131377762994866,-0.0211265662258011,-0.211920749582842,0.0684566254448439,-0.180574821089677,-0.204125210417353,-0.141040301036123,0.0024893318343579,-0.0459543758368976,0.276086553050043
healthy,-0.148593784523293,-0.0488048030056506,-0.285101941238692,0.126535862731836,0.240391722517683,0.186831918407287,-0.161934204289384,0.170717747996761,0.42524239046466,-0.121912944991111,-0.0110289608957289,-0.341567579357544,-0.211993799253232,0.349162372788734,-0.206842548056424,0.270176521104352,-0.275988189121263,-0.339322162169191,-0.131753155610653,0.0350681331474972,0.149386284707417,-0.168076080716347,-0.401137176530881,0.407939469777948,-0.310329863766647,-0.0628716812738556,0.399089884388561,0.184388376172904,-0.115242735108065,0.0202747963771782,-0.239202972241497,-0.321755074754438,-0.121582736581059,0.02621854775811,0.35035112306492,0.199710046399306
healthy,0.0262515441020906,-0.49261180649405,-0.220700104958691,0.0134420557149259,0.233246023625955,-0.0079466270550003,0.094410673668362,-0.195239270016301,0.20727122772976,-0.0968882290354268,0.11134502817197,0.116300138906099,-0.0988913589066707,-0.233839055495731,-0.370552669208125,-0.153344863038116,0.149206818435678,-0.266719378053319,-0.0122032780313935,-0.0149839385763439,-0.136766327656374,-0.315993737188719,-0.163083764188439,0.472237867145741,-0.188465528214858,-0.308824640807425,0.121663782706075,0.167142737874907,0.021243719423981,0.194922986352421,0.109381433758711,-0.272517911891131,0.228752159901651,0.315242563487003,-0.19985174011456,0.26194876612312
healthy,0.111799940345491,-0.170390826430276,0.0257921751569071,-0.122969779980372,0.0747363815570222,0.188161025849405,0.0620433819719301,-0.270817839147525,0.025081367180142,-0.104894948571201,0.235277440309267,-0.0309709189876247,0.0352357668482156,-0.0201057113427859,0.0283307750739255,-0.0055849198174405,0.144294019283327,0.0367589267984267,0.276910478948369,0.0848907812250958,0.24258860807028,0.271020927140886,-0.0895618050724097,0.0636680859188219,0.138810643462567,0.220248928800518,0.24258860807028,-0.0220350472797199,0.333368941102858,0.13921681944929,-0.23020024047523,0.0653943338623944,-0.193238225683442,-0.157900914838545,-0.0738224855868956,-0.221772088750729
